"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","condition","gsea_enrichment"
"Antibacterial humoral response...162","Antibacterial humoral response","Antibacterial humoral response",1,0.973322554567502,1.29060697888413,0.0582959641255605,0.231404958677686,0.188487748296361,34,"tags=100%, list=3%, signal=97%","BPI","BNT-I (D26, severe)","ImmuneGO"
"Development, Lymph node...163","Development, Lymph node","Development, Lymph node",1,-0.960388035569927,-1.29572493701583,0.0665467625899281,0.232913669064748,0.189716647734444,51,"tags=100%, list=4%, signal=96%","","BNT-I (D26, severe)","ImmuneGO"
"Differentiation, Th17 cell...164","Differentiation, Th17 cell","Differentiation, Th17 cell",1,-0.960388035569927,-1.29572493701583,0.0665467625899281,0.232913669064748,0.189716647734444,51,"tags=100%, list=4%, signal=96%","","BNT-I (D26, severe)","ImmuneGO"
"Antimicrobial humoral response...165","Antimicrobial humoral response","Antimicrobial humoral response",2,0.995824634655532,1.67629593139176,0.000114049534494246,0.00855371508706845,0.00612265922021742,4,"tags=100%, list=1%, signal=100%","DEFA4/AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...166","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",6,0.802105263157895,2.04473329698751,0.000473047555611871,0.0118261888902968,0.00846506152147559,100,"tags=100%, list=21%, signal=80%","DEFA4/BPI/CAMP/ROMO1/TOR2A/FAU","BNT-I-BNT (D51, mild)","ImmuneGO"
"Antibacterial humoral response...167","Antibacterial humoral response","Antibacterial humoral response",4,0.883036817371066,1.90209171280376,0.00046155679723991,0.0118261888902968,0.00846506152147559,17,"tags=75%, list=4%, signal=73%","DEFA4/BPI/CAMP","BNT-I-BNT (D51, mild)","ImmuneGO"
"Innate immune response...168","Innate immune response","Innate immune response",9,0.656347559239476,1.95291144506132,0.00363951371786279,0.0341204411049637,0.024423052580395,19,"tags=56%, list=4%, signal=54%","DEFA4/LCN2/BPI/CAMP/CRISP3","BNT-I-BNT (D51, mild)","ImmuneGO"
"Activation, B cell...169","Activation, B cell","Activation, B cell",6,-0.815530168843178,-1.85323967219912,0.00331237457403911,0.0341204411049637,0.024423052580395,46,"tags=100%, list=10%, signal=92%","BANK1/CXCR5/MS4A1/CD79A/CD22","BNT-I-BNT (D51, mild)","ImmuneGO"
"Antifungal humoral response...170","Antifungal humoral response","Antifungal humoral response",2,0.968684759916493,1.63061071732867,0.00337206238646034,0.0341204411049637,0.024423052580395,17,"tags=100%, list=4%, signal=97%","DEFA4/CAMP","BNT-I-BNT (D51, mild)","ImmuneGO"
"Neutrophil...171","Neutrophil","Neutrophil",2,0.968684759916493,1.63061071732867,0.00337206238646034,0.0341204411049637,0.024423052580395,17,"tags=100%, list=4%, signal=97%","AZU1/CAMP","BNT-I-BNT (D51, mild)","ImmuneGO"
"Signaling, BCR, B cell...172","Signaling, BCR, B cell","Signaling, BCR, B cell",3,-0.912133891213389,-1.62585949941027,0.00257075462480459,0.0341204411049637,0.024423052580395,46,"tags=100%, list=10%, signal=91%","MS4A1/CD79A","BNT-I-BNT (D51, mild)","ImmuneGO"
"B cells...173","B cells","B cells",14,-0.637960125923294,-1.909383351024,0.00694811531172643,0.0523084433389406,0.0374418331268206,107,"tags=64%, list=22%, signal=51%","CD40/CD40LG/IL7R/BANK1/CXCR5/MS4A1/CD79A/CD22/CR2","BNT-I-BNT (D51, mild)","ImmuneGO"
"Proliferation, B cell...174","Proliferation, B cell","Proliferation, B cell",6,-0.789473684210526,-1.79402799262659,0.00767190502304462,0.0523084433389406,0.0374418331268206,107,"tags=100%, list=22%, signal=79%","CD40LG/IL7R/MS4A1/CD79A/CR2","BNT-I-BNT (D51, mild)","ImmuneGO"
"Chemotaxis, T cell...175","Chemotaxis, T cell","Chemotaxis, T cell",1,0.995833333333333,1.323756378874,0.00702628387218243,0.0523084433389406,0.0374418331268206,3,"tags=100%, list=1%, signal=100%","DEFA4","BNT-I-BNT (D51, mild)","ImmuneGO"
"Innate immune response, mucosa...176","Innate immune response, mucosa","Innate immune response, mucosa",3,0.846871980669127,1.63982431243101,0.0099195691121755,0.0580607444276893,0.0415592696956092,17,"tags=67%, list=4%, signal=65%","DEFA4/CAMP","BNT-I-BNT (D51, mild)","ImmuneGO"
"Development, Lymph node...177","Development, Lymph node","Development, Lymph node",3,-0.851464435146444,-1.51771746848619,0.0147087219216813,0.0580607444276893,0.0415592696956092,75,"tags=100%, list=16%, signal=85%","RORC/CXCR5","BNT-I-BNT (D51, mild)","ImmuneGO"
"Activation, Microglial cell...178","Activation, Microglial cell","Activation, Microglial cell",1,0.99375,1.32098701406464,0.0144015950624625,0.0580607444276893,0.0415592696956092,4,"tags=100%, list=1%, signal=99%","AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Activation, Monocyte...179","Activation, Monocyte","Activation, Monocyte",1,0.99375,1.32098701406464,0.0144015950624625,0.0580607444276893,0.0415592696956092,4,"tags=100%, list=1%, signal=99%","AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Cellular extravasation...180","Cellular extravasation","Cellular extravasation",1,0.99375,1.32098701406464,0.0144015950624625,0.0580607444276893,0.0415592696956092,4,"tags=100%, list=1%, signal=99%","AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Chemotaxis, Macrophage...181","Chemotaxis, Macrophage","Chemotaxis, Macrophage",1,0.99375,1.32098701406464,0.0144015950624625,0.0580607444276893,0.0415592696956092,4,"tags=100%, list=1%, signal=99%","AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Killing of bacterium, Neutrophil...182","Killing of bacterium, Neutrophil","Killing of bacterium, Neutrophil",1,0.99375,1.32098701406464,0.0144015950624625,0.0580607444276893,0.0415592696956092,4,"tags=100%, list=1%, signal=99%","AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Monocytes...183","Monocytes","Monocytes",1,0.99375,1.32098701406464,0.0144015950624625,0.0580607444276893,0.0415592696956092,4,"tags=100%, list=1%, signal=99%","AZU1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Complement immune system...184","Complement immune system","Complement immune system",1,-0.983333333333333,-1.3183411284824,0.0324468298798872,0.101396343374648,0.0725784352576425,10,"tags=100%, list=2%, signal=98%","","BNT-I-BNT (D51, mild)","ImmuneGO"
"Complement, Alternative pathway...185","Complement, Alternative pathway","Complement, Alternative pathway",1,-0.983333333333333,-1.3183411284824,0.0324468298798872,0.101396343374648,0.0725784352576425,10,"tags=100%, list=2%, signal=98%","","BNT-I-BNT (D51, mild)","ImmuneGO"
"Complement, Classical pathway...186","Complement, Classical pathway","Complement, Classical pathway",1,-0.983333333333333,-1.3183411284824,0.0324468298798872,0.101396343374648,0.0725784352576425,10,"tags=100%, list=2%, signal=98%","","BNT-I-BNT (D51, mild)","ImmuneGO"
"Complement, Pathway...187","Complement, Pathway","Complement, Pathway",1,-0.983333333333333,-1.3183411284824,0.0324468298798872,0.101396343374648,0.0725784352576425,10,"tags=100%, list=2%, signal=98%","","BNT-I-BNT (D51, mild)","ImmuneGO"
"T cell-mediated immunity","T cell-mediated immunity","T cell-mediated immunity",1,-0.983333333333333,-1.3183411284824,0.0324468298798872,0.101396343374648,0.0725784352576425,10,"tags=100%, list=2%, signal=98%","","BNT-I-BNT (D51, mild)","ImmuneGO"
"Differentiation, B cell...189","Differentiation, B cell","Differentiation, B cell",6,-0.691424399001734,-1.57121732035256,0.0545144804088586,0.163543441226576,0.117062673720075,83,"tags=83%, list=17%, signal=70%","MSH2/CD40LG/MS4A1/CD79A/CR2","BNT-I-BNT (D51, mild)","ImmuneGO"
"Chemotaxis, Leukocyte","Chemotaxis, Leukocyte","Chemotaxis, Leukocyte",2,-0.860125260960334,-1.37446541432869,0.0694444444444444,0.200320512820513,0.143387314439946,70,"tags=100%, list=15%, signal=86%","CXCR5","BNT-I-BNT (D51, mild)","ImmuneGO"
"Immune system, Process...191","Immune system, Process","Immune system, Process",9,0.502312510719918,1.49459206082687,0.0801104972375691,0.214581689029203,0.153595314252482,18,"tags=44%, list=4%, signal=44%","LCN2/BPI/CAMP/OLR1","BNT-I-BNT (D51, mild)","ImmuneGO"
"Activation, Neutrophil...192","Activation, Neutrophil","Activation, Neutrophil",1,0.966666666666667,1.28498527154296,0.0785046728971963,0.214581689029203,0.153595314252482,17,"tags=100%, list=4%, signal=97%","CAMP","BNT-I-BNT (D51, mild)","ImmuneGO"
"Chemotaxis, Dendritic cell, Myeloid...193","Chemotaxis, Dendritic cell, Myeloid","Chemotaxis, Dendritic cell, Myeloid",2,-0.830897703549061,-1.32776027889034,0.0952380952380952,0.232630272952854,0.166514300639937,84,"tags=100%, list=17%, signal=83%","CCR7","BNT-I-BNT (D51, mild)","ImmuneGO"
"Dendritic cells...194","Dendritic cells","Dendritic cells",2,-0.830897703549061,-1.32776027889034,0.0952380952380952,0.232630272952854,0.166514300639937,84,"tags=100%, list=17%, signal=83%","CCR7","BNT-I-BNT (D51, mild)","ImmuneGO"
"Adaptive Immune response...195","Adaptive Immune response","Adaptive Immune response",1,-0.952083333333333,-1.27644469431452,0.0961538461538462,0.232630272952854,0.166514300639937,25,"tags=100%, list=5%, signal=95%","","BNT-I-BNT (D51, mild)","ImmuneGO"
"Immune system, Process...196","Immune system, Process","Immune system, Process",137,0.551698615643091,2.43474123745478,1e-10,2.53e-08,2.38947368421053e-08,1515,"tags=56%, list=24%, signal=44%","IDO1/GBP6/GBP7/ACOD1/FCGR1A/GBP1/IFITM3/IFIT1/IFI6/IDO2/MX1/IFIT2/IFI35/IL27/IL31RA/RIGI/OAS2/DDX60/PARP9/CLEC6A/PML/TARM1/TAP1/GBP2/IFITM1/RNF213/IRF1/IFI30/EIF2AK2/TAP2/C4BPB/PSMB9/BST2/IRF9/HP/MX2/LILRA5/APOBEC3A/LILRB4/NLRC5/PSMB8/CASP4/ADAR/CD46/TICAM2/FCER1G/IRF2/LILRA6/ERAP2/LGALS9/BPI/GSDMD/MAP3K8/ZC3HAV1/LILRB1/F2RL1/RNF19B/HLA-DMA/C1R/THEMIS2/CGAS/B2M/HLA-F/SRC/FCGR2A/CD40/HLA-DPA1/SLC15A3/TLR4/HLA-C/LILRB2/CD300C/BTN3A2/TRIM26/BCL10/FGR/BCL6","BNT-MO (V3, D1)","ImmuneGO"
"Innate immune response...197","Innate immune response","Innate immune response",99,0.57657849564284,2.40222843642415,2.40649302481935e-10,3.04421367639648e-08,2.87512587702102e-08,1216,"tags=48%, list=19%, signal=40%","GBP6/GBP7/ACOD1/FCGR1A/GBP1/IFITM3/IFIT1/IFI6/MX1/IFIT2/IFI35/IL27/TRIM22/RIGI/OAS2/DDX60/PARP9/CLEC6A/PML/TARM1/GBP2/IFITM1/IRF1/EIF2AK2/C4BPB/TRIM21/BST2/MX2/LILRA5/APOBEC3A/NCF1/NLRC5/PI3/CASP4/ADAR/CD46/TICAM2/RELB/FCER1G/BPI/GSDMD/ZC3HAV1/F2RL1/C1R/CGAS/B2M/NFKB2/SRC","BNT-MO (V3, D1)","ImmuneGO"
"Antiviral and inteferon...198","Antiviral and inteferon","Antiviral and inteferon",56,0.627743666288432,2.40348675906999,5.32064373864226e-09,4.48707621958831e-07,4.23784606551507e-07,701,"tags=39%, list=11%, signal=35%","GBP6/GBP7/ACOD1/GBP1/CCL8/IFITM3/CCL2/IFIT1/CCL3L1/MX1/IFIT2/STAT1/RIGI/OAS2/STAT2/GBP2/IFITM1/IRF1/EIF2AK2/CASP1/CCL3/FCAR","BNT-MO (V3, D1)","ImmuneGO"
"Antigen recognition processing and presentation...199","Antigen recognition processing and presentation","Antigen recognition processing and presentation",50,0.563794936551609,2.13060863989569,1.32080915089663e-05,0.000835411787942118,0.000789009676982986,1346,"tags=58%, list=21%, signal=46%","FCGR1A/RIGI/FOSL1/CLEC6A/TAP1/IFI30/TAP2/PIK3AP1/CASP1/NFKBIA/TNFAIP3/PSME1/PSMB8/TICAM2/RELB/FCER1G/ERAP2/CTSS/HLA-DMA/SCIMP/CGAS/B2M/HLA-F/SRC/CD40/HLA-DPA1/FCGR2B/TLR4/HLA-C","BNT-MO (V3, D1)","ImmuneGO"
"Cellular response to Interferon II...200","Cellular response to Interferon II","Cellular response to Interferon II",31,0.616651736163282,2.11772954919043,6.69745923970429e-05,0.00296947049901329,0.00280453423455801,701,"tags=39%, list=11%, signal=35%","GBP6/GBP7/ACOD1/GBP1/CCL8/CCL2/CCL3L1/STAT1/GBP2/CASP1/CCL3/FCAR","BNT-MO (V3, D1)","ImmuneGO"
"Antiviral innate immune response...201","Antiviral innate immune response","Antiviral innate immune response",10,0.807621049790999,2.09241234196517,7.04521064487736e-05,0.00296947049901329,0.00280453423455801,404,"tags=50%, list=6%, signal=47%","IFIT1/MX1/IFIT2/RIGI/EIF2AK2","BNT-MO (V3, D1)","ImmuneGO"
"Immune response...202","Immune response","Immune response",95,0.453157712958451,1.8771282196508,8.21592628185496e-05,0.00296947049901329,0.00280453423455801,1346,"tags=44%, list=21%, signal=35%","GBP6/FCGR1A/CCL8/IFITM3/CXCL9/CCL2/IFI6/CCL3L1/TRIM22/TNFSF10/DEFA1/GBP2/IL10/OSM/LIF/FAS/RGS1/IL1RN/GPR65/CLEC4G/CXCL2/CCR1/CCL3/FCAR/CXCL8/CCR10/IL15/IGSF6/GTPBP1/TNFSF15/CTSS/CCR2/CEBPB/HLA-DMA/C1R/B2M/HLA-F/LTBR/HLA-DPA1/FCGR2B/TLR4/HLA-C","BNT-MO (V3, D1)","ImmuneGO"
"Neutrophil...203","Neutrophil","Neutrophil",29,0.565864137608578,1.92756207317556,0.001450823860741,0.0424115131541685,0.0400558081381163,1105,"tags=48%, list=17%, signal=40%","CCL8/CXCL9/CCL2/CCL3L1/PDE4B/CXCL2/CCL3/FCAR/CXCL8/ANXA3/IL15/FCER1G/CCR2/F2RL1","BNT-MO (V3, D1)","ImmuneGO"
"Signaling, Interferon I, Pathway...204","Signaling, Interferon I, Pathway","Signaling, Interferon I, Pathway",12,0.709898417042794,1.9164847163118,0.00150870995410086,0.0424115131541685,0.0400558081381163,296,"tags=42%, list=5%, signal=40%","IFITM3/STAT1/OAS2/STAT2/IFITM1","BNT-MO (V3, D1)","ImmuneGO"
"Chemotaxis, Neutrophil...205","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",18,0.626238534360828,1.89094215511882,0.00184266423351091,0.0429906553403641,0.0406027824516856,854,"tags=50%, list=13%, signal=43%","CCL8/CXCL9/CCL2/CCL3L1/PDE4B/CXCL2/CCL3/CXCL8/FCER1G","BNT-MO (V3, D1)","ImmuneGO"
"Response to Interferon II...206","Response to Interferon II","Response to Interferon II",10,0.725692813527478,1.88014985480291,0.00186915892784192,0.0429906553403641,0.0406027824516856,1762,"tags=100%, list=28%, signal=73%","IFITM3/STAT1/GCH1/IFITM1/TRIM21/BST2/SP100/CD40/CIITA/IFITM2","BNT-MO (V3, D1)","ImmuneGO"
"Eosinophil...207","Eosinophil","Eosinophil",7,0.737914567776471,1.73786821896989,0.00969096445153556,0.204317833853208,0.192969204429699,669,"tags=57%, list=10%, signal=51%","CCL8/CCL2/CCL3L1/CCL3","BNT-MO (V3, D1)","ImmuneGO"
"APP, MHC II, exogenous peptide...208","APP, MHC II, exogenous peptide","APP, MHC II, exogenous peptide",8,0.729604633254039,1.77482718577265,0.0124071712695933,0.241462640862085,0.228050840339893,1259,"tags=88%, list=20%, signal=70%","IFI30/FCER1G/CTSS/HLA-DMA/B2M/HLA-DPA1/FCGR2B","BNT-MO (V3, D1)","ImmuneGO"
"Chemotaxis, Lymphocyte...209","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte",6,0.756028433982523,1.68788047062165,0.0151058207436058,0.243105272405412,0.229602233559512,669,"tags=67%, list=10%, signal=60%","CCL8/CCL2/CCL3L1/CCL3","BNT-MO (V3, D1)","ImmuneGO"
"Chemotaxis, Eosinophil...210","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil",5,0.784096344624563,1.65456930606399,0.0153093148235301,0.243105272405412,0.229602233559512,669,"tags=80%, list=10%, signal=72%","CCL8/CCL2/CCL3L1/CCL3","BNT-MO (V3, D1)","ImmuneGO"
"APP, MHC I, endogenous peptide...211","APP, MHC I, endogenous peptide","APP, MHC I, endogenous peptide",4,0.820428593774441,1.61615300126229,0.0153742464762316,0.243105272405412,0.229602233559512,1152,"tags=100%, list=18%, signal=82%","TAP1/TAP2/ERAP2/B2M","BNT-MO (V3, D1)","ImmuneGO"
"Activation, gdT cell...212","Activation, gdT cell","Activation, gdT cell",4,-0.79759111528234,-1.70128285854427,0.0171572291839249,0.249641599720734,0.235775507121309,1299,"tags=100%, list=20%, signal=80%","CD3G/CD247/CXADR","BNT-MO (V3, D1)","ImmuneGO"
"APP, MHC I, exogenous peptide...213","APP, MHC I, exogenous peptide","APP, MHC I, exogenous peptide",3,0.866906474820144,1.54743582956287,0.0177610624307241,0.249641599720734,0.235775507121309,854,"tags=100%, list=13%, signal=87%","FCGR1A/IFI30/FCER1G","BNT-MO (V3, D1)","ImmuneGO"
"Immune system, Process...214","Immune system, Process","Immune system, Process",122,0.614543830880732,3.12899416871902,1e-10,1.29e-08,1.17894736842105e-08,988,"tags=53%, list=15%, signal=46%","IFI27/IDO1/CFB/IFITM3/IFI6/FCGR1A/GBP1/APOBEC3A/AXL/MX1/IL27/OAS2/IFI35/CX3CR1/PARP9/IFI30/LILRB4/IL31RA/IDO2/IFIT1/DDX60/IFITM1/CD300C/SRC/LGALS9/LILRA5/GBP7/FCER1G/LILRB1/CLEC6A/MX2/CFD/PSMB9/FCGR3A/BST2/EIF2AK2/RNF135/CD86/LILRA2/LILRB2/VSTM1/TAP1/TNFAIP8L2/IRF9/GBP2/LILRA6/SLC15A3/FGR/HCK/CD40/LAG3/CD1D/CD14/IRF1/PSMB8/ERAP2/HLA-DPA1/PML/ADAR/TFEB/TLR4/IFITM2/HLA-DMB/LGALS3/LY86","ChAd (V1, D3)","ImmuneGO"
"Innate immune response...215","Innate immune response","Innate immune response",81,0.636571239580291,2.98486849062771,1e-10,1.29e-08,1.17894736842105e-08,1096,"tags=60%, list=16%, signal=51%","IFI27/DEFB1/CFB/IFITM3/IFI6/FCGR1A/GBP1/APOBEC3A/AXL/MX1/IL27/OAS2/IFI35/CX3CR1/PARP9/IFIT1/DDX60/IFITM1/SRC/LILRA5/GBP7/FCER1G/CLEC6A/MX2/CFD/BST2/EIF2AK2/RNF135/LILRA2/TRIM22/TNFAIP8L2/NCF1/GBP2/SLC15A3/FGR/HCK/CD1D/CD14/IRF1/PML/ADAR/TLR4/IFITM2/LGALS3/LY86/CFP/RELB/BTK/NCF2","ChAd (V1, D3)","ImmuneGO"
"Antiviral and inteferon...216","Antiviral and inteferon","Antiviral and inteferon",47,0.607789340748018,2.50622846945,4.59029924022029e-08,3.94765734658945e-06,3.60781413968191e-06,934,"tags=51%, list=14%, signal=44%","IFI27/IFITM3/CCL2/GBP1/CCL1/MX1/OAS2/STAT1/IFIT1/IFITM1/LGALS9/GBP7/AIF1/STAT2/EIF2AK2/RNF135/IFNGR2/CASP1/GBP2/HCK/IRF1/HLA-DPA1/TLR4/IFITM2","ChAd (V1, D3)","ImmuneGO"
"Signaling, Interferon I, Pathway...217","Signaling, Interferon I, Pathway","Signaling, Interferon I, Pathway",12,0.815563961610045,2.29347319040492,4.85534442359109e-06,0.000313169715321625,0.000286209776548527,343,"tags=50%, list=5%, signal=48%","IFI27/IFITM3/OAS2/STAT1/IFITM1/STAT2","ChAd (V1, D3)","ImmuneGO"
"Antigen recognition processing and presentation...218","Antigen recognition processing and presentation","Antigen recognition processing and presentation",51,0.520947216754343,2.20261908662641,1.27139839534551e-05,0.000656041571998282,0.000599564716962934,1448,"tags=61%, list=22%, signal=48%","FCGR1A/IFI30/SCIMP/SRC/FCER1G/CLEC6A/RNF135/TAP1/CASP1/CD40/FOSL1/CD1D/PSME1/CD14/PSMB8/ERAP2/HLA-DPA1/RAB10/TLR4/HLA-DMB/PIK3AP1/RELB/BTK/CTSH/CALR/HLA-DMA/SLC11A1/HLA-C/PDIA3/TAP2/CTSS","ChAd (V1, D3)","ImmuneGO"
"APP, MHC I, exogenous peptide...219","APP, MHC I, exogenous peptide","APP, MHC I, exogenous peptide",4,0.897079469875374,1.80153158235965,0.00104065346259219,0.0447480988914643,0.0408958553720441,257,"tags=75%, list=4%, signal=72%","FCGR1A/IFI30/FCER1G","ChAd (V1, D3)","ImmuneGO"
"Chemotaxis, Neutrophil...220","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",23,-0.55587325989455,-1.94234853868475,0.00208420922059104,0.0768179969874984,0.0702049421672772,838,"tags=57%, list=13%, signal=50%","XCL1/TGFB2/CXADR/CXCL5/CCL4L1/CXCL2/CXCR1/CXCR2/CXCL3/CCL3L1/CXCL1/CXCL8/CXCL6","ChAd (V1, D3)","ImmuneGO"
"Activation, T cell...221","Activation, T cell","Activation, T cell",17,0.570167491619944,1.83874706103283,0.00392264716423288,0.0848225392557535,0.0775203949134589,1376,"tags=53%, list=21%, signal=42%","CD276/CD86/RBX1/TNFAIP8L2/LAG3/ADA/FKBP1A/WAS/CORO1A","ChAd (V1, D3)","ImmuneGO"
"Neutrophil...222","Neutrophil","Neutrophil",38,-0.448464113470337,-1.78256954420575,0.00332855250943525,0.0848225392557535,0.0775203949134589,395,"tags=32%, list=6%, signal=30%","NLRP6/CXCL5/CSF1/CCL4L1/CXCL2/CXCR1/CXCR2/CXCL3/CCL3L1/CXCL1/CXCL8/CXCL6","ChAd (V1, D3)","ImmuneGO"
"Innate immune response, mucosa...223","Innate immune response, mucosa","Innate immune response, mucosa",2,0.965208302224877,1.55712404164444,0.00316540964164226,0.0848225392557535,0.0775203949134589,235,"tags=100%, list=4%, signal=97%","DEFB1/RNASE2","ChAd (V1, D3)","ImmuneGO"
"Activation, Immune response, Microglial cell","Activation, Immune response, Microglial cell","Activation, Immune response, Microglial cell",2,0.963416455129162,1.55423334107208,0.00337761373638725,0.0848225392557535,0.0775203949134589,247,"tags=100%, list=4%, signal=96%","CX3CR1/GRN","ChAd (V1, D3)","ImmuneGO"
"Antifungal innate immune response","Antifungal innate immune response","Antifungal innate immune response",2,0.959235478572495,1.54748837306991,0.00394523438398854,0.0848225392557535,0.0775203949134589,275,"tags=100%, list=4%, signal=96%","CX3CR1/CLEC6A","ChAd (V1, D3)","ImmuneGO"
"Response to Interferon II...226","Response to Interferon II","Response to Interferon II",13,0.651973206754086,1.87553246858126,0.00492569376702731,0.0899538943429652,0.0822100054378792,1293,"tags=69%, list=19%, signal=56%","IFITM3/STAT1/IFITM1/BST2/GCH1/CD40/IFITM2/TRIM21/SLC11A1","ChAd (V1, D3)","ImmuneGO"
"Activation, Neutrophil...227","Activation, Neutrophil","Activation, Neutrophil",6,-0.782934078793122,-1.77457688212596,0.00522987757807937,0.0899538943429652,0.0822100054378792,160,"tags=50%, list=2%, signal=49%","CXCR2/CXCL8/CXCL6","ChAd (V1, D3)","ImmuneGO"
"Chemotaxis, Macrophage...228","Chemotaxis, Macrophage","Chemotaxis, Macrophage",4,0.856310679611651,1.7196589437573,0.00517659274359973,0.0899538943429652,0.0822100054378792,966,"tags=100%, list=14%, signal=86%","CCL2/EDNRB/EDN2/LGALS3","ChAd (V1, D3)","ImmuneGO"
"Antiviral innate immune response...229","Antiviral innate immune response","Antiviral innate immune response",9,0.671013245332989,1.69785351048556,0.0062952398324626,0.101510742298459,0.0927719554257646,388,"tags=44%, list=6%, signal=42%","MX1/IFIT1/EIF2AK2/RNF135","ChAd (V1, D3)","ImmuneGO"
"Differentiation, Myeloid Dendritic cell...230","Differentiation, Myeloid Dendritic cell","Differentiation, Myeloid Dendritic cell",7,0.71875861536393,1.72008030179075,0.00716691062277372,0.102725718926423,0.0938823379825329,1038,"tags=57%, list=15%, signal=48%","BATF2/SPI1/LTBR/RELB","ChAd (V1, D3)","ImmuneGO"
"ADCC...231","ADCC","ADCC",2,0.946244587128565,1.5265307939203,0.0070018378253202,0.102725718926423,0.0938823379825329,362,"tags=100%, list=5%, signal=95%","FCGR1A/FCGR3A","ChAd (V1, D3)","ImmuneGO"
"T cells...232","T cells","T cells",103,0.307213023421927,1.51970104155391,0.0084483325213582,0.114719462658443,0.104843572564224,1641,"tags=41%, list=24%, signal=31%","IDO1/CCL2/CD276/SRC/FCER1G/LILRB1/IL15/CD86/CLEC4G/LFNG/LGALS1/RBX1/TNFAIP8L2/PSMB10/NCAPH2/LAG3/CD1D/IRF1/ADA/CTSC/CD151/BAX/FKBP1A/BTK/LIPA/CTSH/NCKAP1L/KDELR1/WAS/SLC11A1/MDK/CORO1A/CSK/LCP1/TAP2/B2M/RHOA/THEMIS2/EFNB1/PRF1/MYO1G/PTPN6","ChAd (V1, D3)","ImmuneGO"
"Activation, Macrophage...233","Activation, Macrophage","Activation, Macrophage",7,0.707300091069552,1.69265860345553,0.00914003519373342,0.117906453999161,0.107756204389278,1293,"tags=71%, list=19%, signal=58%","HAMP/EDN2/FCGR3A/TLR4/SLC11A1","ChAd (V1, D3)","ImmuneGO"
"Cellular response to Interferon II...234","Cellular response to Interferon II","Cellular response to Interferon II",25,0.487586771298227,1.72711249246373,0.00974930685179051,0.118494069696834,0.108293233831459,904,"tags=44%, list=13%, signal=38%","CCL2/GBP1/CCL1/STAT1/LGALS9/GBP7/AIF1/CASP1/GBP2/HLA-DPA1/TLR4","ChAd (V1, D3)","ImmuneGO"
"Signaling, Interferon II, Pathway...235","Signaling, Interferon II, Pathway","Signaling, Interferon II, Pathway",5,0.77674346689085,1.68318975500557,0.0101041454780246,0.118494069696834,0.108293233831459,798,"tags=80%, list=12%, signal=71%","STAT1/IFNGR2/HCK/IRF1","ChAd (V1, D3)","ImmuneGO"
"Extravasation, Th cell...236","Extravasation, Th cell","Extravasation, Th cell",1,0.994625261272021,1.31445901673978,0.0117194254543676,0.131461381183775,0.120144224337681,37,"tags=100%, list=1%, signal=99%","CCL2","ChAd (V1, D3)","ImmuneGO"
"APP, MHC II, exogenous peptide...237","APP, MHC II, exogenous peptide","APP, MHC II, exogenous peptide",8,0.682954986135055,1.69491655614129,0.0191767472238529,0.203624454920484,0.186094973081144,1541,"tags=88%, list=23%, signal=67%","IFI30/FCER1G/HLA-DPA1/HLA-DMB/HLA-DMA/CTSS/B2M","ChAd (V1, D3)","ImmuneGO"
"APP...238","APP","APP",13,0.586484164187396,1.68714002484628,0.0210946866939669,0.203624454920484,0.186094973081144,1448,"tags=69%, list=22%, signal=54%","PSMB8/HLA-DPA1/RAB10/HLA-DMB/RELB/CTSH/HLA-DMA/HLA-C/CTSS","ChAd (V1, D3)","ImmuneGO"
"Fc-gR signaling, phagocytosis","Fc-gR signaling, phagocytosis","Fc-gR signaling, phagocytosis",7,0.668950931848437,1.60088421361663,0.0213095359800506,0.203624454920484,0.186094973081144,1806,"tags=86%, list=27%, signal=63%","SRC/FGR/HCK/PRKCD/MYO1G/LIMK1","ChAd (V1, D3)","ImmuneGO"
"Activation, Complement","Activation, Complement","Activation, Complement",3,0.84557945041816,1.52206559202658,0.0203616666930182,0.203624454920484,0.186094973081144,1037,"tags=100%, list=15%, signal=85%","CFB/CFD/CFP","ChAd (V1, D3)","ImmuneGO"
"Proliferation, T cell...241","Proliferation, T cell","Proliferation, T cell",11,0.590725264208459,1.61784589533582,0.0235055166287822,0.209118044490545,0.191115634295725,1972,"tags=73%, list=29%, signal=51%","IDO1/PSMB10/CD151/LIPA/CORO1A/EFNB1/PTPN6/CCND3","ChAd (V1, D3)","ImmuneGO"
