"","condition","id","delete","set_size","enrichment_score","nes","pvalue","p_adjust","qvalue","gsea_enrichment","rank","leading_edge","core_enrichment"
"134","I (D10, moderate)","Migration, T cell","134",5,-0.727796150342264,-1.62988096313065,0.0213970321288146,0.161666464973266,0.140144304001593,"ImmuneGO",1280,"tags=80%, list=21%, signal=63%","ITGB7/S1PR1/ZAP70/GPR15"
"135","I (D10, moderate)","APP, MHC IB, Endogenous lipid antigen","135",2,-0.881443298969072,-1.44298647382619,0.0259713377752091,0.176605096871422,0.153094201622285,"ImmuneGO",716,"tags=100%, list=12%, signal=88%","CD1C"
"136","I (D10, moderate)","Activation, gdT cell","136",3,-0.801430234491934,-1.50637112449624,0.0314175016943858,0.194217283201658,0.168361731568,"ImmuneGO",1198,"tags=100%, list=20%, signal=80%","CD247/CD3G"
"137","I (D10, moderate)","Formation, Immunological synapse","137",3,-0.791784466988192,-1.48824090552534,0.0350810841270304,0.198792810053172,0.172328132553833,"ImmuneGO",1256,"tags=100%, list=21%, signal=79%","CD81/CD6"
"138","I (D26, moderate)","Innate immune system","138",113,0.394309606575243,1.97855052270212,6.14067587388646e-05,0.00319315145442096,0.00265018642978258,"ImmuneGO",1219,"tags=50%, list=29%, signal=36%","DEFA4/CTSG/RNASE3/BPI/ELANE/CD177/TARM1/PRTN3/AZU1/CH25H/LCN2/CRISP3/CAMP/PPARG/EDNRB/CXCL2/S100A12/RNASE2/IL18RAP/ANXA3/IL10/FLT1/VNN1/NFKBIA/HMGB2/FCAR/TREML1/SNCA/MERTK/CXCL3/CLEC6A/CLU/FCER1G/MAP2K6/SLC18A2/VIM/IFITM2/ANKHD1/CR1/TBKBP1/MILR1/LILRA5/IFNGR1/F12/ITGAM/JMJD6/C1R/SLC11A1/ALOX5/LY86/RNF135/LGALS3/AIF1/JAK3/CD55/CEBPB"
"139","I (D26, moderate)","Signaling, T cell","139",14,-0.641458406480155,-2.24202527243904,0.000316201010100319,0.00822122626260828,0.00682328495479635,"ImmuneGO",871,"tags=71%, list=21%, signal=57%","SKAP1/TXK/THEMIS/CD247/GATA3/PLCG1/ZAP70/CD28/CD8B/CD3G"
"140","I (D26, moderate)","Cellular adaptive immune system","140",84,-0.324095530322301,-1.93396958866475,0.000791816319840298,0.0102936121579239,0.00854328134564532,"ImmuneGO",871,"tags=44%, list=21%, signal=36%","SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/RORA/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/RORC/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/ZFPM1/FCER1A/CCR7/GPR15"
"141","I (D26, moderate)","Migration, T cell","141",4,-0.868860276585599,-1.88486593229054,0.000749763032269364,0.0102936121579239,0.00854328134564532,"ImmuneGO",555,"tags=100%, list=13%, signal=87%","ZAP70/S1PR1/GPR15"
"142","I (D26, moderate)","Activation, T cell","142",12,-0.603913003204127,-1.98169131289588,0.00273594448865625,0.028453822682025,0.023615520849454,"ImmuneGO",1208,"tags=83%, list=29%, signal=60%","PRKCQ/ADA/CD7/RASGRP1/NLRC3/LAG3/ZAP70/CD28/CD8B/CD3G"
"143","I (D26, moderate)","Selection-, T cell, Thymic","143",3,-0.890345649582837,-1.75839456645598,0.00483246713889632,0.0418813818704348,0.034759851349956,"ImmuneGO",464,"tags=100%, list=11%, signal=89%","CD28/CCR7"
"144","I (D26, moderate)","Differentiation, T cell","144",8,-0.595546027605259,-1.69762619705996,0.0366962133382655,0.176987103025966,0.146892130041793,"ImmuneGO",867,"tags=75%, list=21%, signal=60%","ITPKB/PIK3R1/GATA3/ZAP70/GPR89B/IL7R"
"145","I (D26, moderate)","T cell-mediated cytotoxicity","145",4,-0.735910072975511,-1.59644981265792,0.0269981286437677,0.176987103025966,0.146892130041793,"ImmuneGO",551,"tags=75%, list=13%, signal=65%","PRF1/IL7R/GZMM"
"146","I (D26, moderate)","Establishment of T cell polarity","146",2,-0.886558627264061,-1.49063732050186,0.0274494090761999,0.176987103025966,0.146892130041793,"ImmuneGO",479,"tags=100%, list=11%, signal=89%","CCR7"
"147","I (D26, moderate)","Chemotaxis, T cell","147",2,0.875372026453331,1.42655312294798,0.0361841958996978,0.176987103025966,0.146892130041793,"ImmuneGO",8,"tags=50%, list=0%, signal=50%","DEFA4"
"148","I (D26, moderate)","Adaptive immune system","148",116,-0.223063204494133,-1.40610600399053,0.037439579486262,0.176987103025966,0.146892130041793,"ImmuneGO",871,"tags=37%, list=21%, signal=30%","SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/LAX1/THEMIS/RASGRP1/NLRC3/RORA/CD247/ITGB7/PRF1/LAG3/CD27/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/RORC/IL7R/CR2/CD28/KLRK1/IL2RB/CD8B/TESPA1/CD3G/CXCR5/GZMM/CD6/TNFRSF4/KLRC2/EOMES/CD40LG/S1PR1/TCF7/ZFPM1/FCER1A/CCR7/GPR15"
"149","I (D26, moderate)","Formation, Immunological synapse","149",3,-0.753277711561383,-1.48769125301229,0.0679824561403509,0.235672514619883,0.19559864573715,"ImmuneGO",1039,"tags=100%, list=25%, signal=75%","PRF1/CD6"
"150","I (D26, moderate)","Chemotaxis, Macrophage","150",4,0.716684767996283,1.45485993496266,0.0670194003527337,0.235672514619883,0.19559864573715,"ImmuneGO",106,"tags=50%, list=3%, signal=49%","AZU1/EDNRB"
"151","I (D26, moderate)","Activation, abT cell","151",2,-0.855100095328885,-1.43774373816147,0.0600858369098712,0.235672514619883,0.19559864573715,"ImmuneGO",611,"tags=100%, list=15%, signal=85%","CD3G"
"152","I (D26, moderate)","Activation, gdT cell","152",2,-0.855100095328885,-1.43774373816147,0.0600858369098712,0.235672514619883,0.19559864573715,"ImmuneGO",611,"tags=100%, list=15%, signal=85%","CD3G"
"153","I (D26, severe)","T cell-mediated cytotoxicity","153",5,-0.774700714229794,-1.72728434184211,0.00937839838272519,0.152398973719284,0.148079974464082,"ImmuneGO",579,"tags=60%, list=9%, signal=54%","IL7R/PRF1/GZMM"
"154","I (D26, severe)","Selection-, T cell, Thymic","154",4,-0.819584327567396,-1.69001815021835,0.00806520869878294,0.152398973719284,0.148079974464082,"ImmuneGO",626,"tags=75%, list=10%, signal=67%","SPN/ZAP70/CCR7"
"155","I (D26, severe)","Formation, Immunological synapse","155",3,-0.880616382806164,-1.64316736667837,0.00657192029684598,0.152398973719284,0.148079974464082,"ImmuneGO",740,"tags=100%, list=12%, signal=88%","PRF1/CD6"
"156","I (D26, severe)","Cellular adaptive immune system","156",104,-0.300113445352491,-1.58859245748921,0.0083123432654812,0.152398973719284,0.148079974464082,"ImmuneGO",1705,"tags=44%, list=28%, signal=33%","ITGB7/PSMB10/NLRC3/ADA/ITPKB/GATA3/ITK/MDK/PRDX2/MYO1G/PLCG1/AKT1/CACNB3/CRTAM/TESPA1/CSK/SPNS2/CORO1A/MEN1/LILRB1/EOMES/CD1C/DTX1/CD81/EFNB1/CACNB4/CD247/CD3G/SPN/IL7R/SRC/S1PR1/CD40LG/RORC/TCF7/PRF1/CD7/LFNG/ZAP70/GPR15/CCR7/ZNF683/ZFPM1/FCER1A/GZMM/EPHB3"
"157","I (D51, severe)","Innate immune system","157",141,0.405310913537155,1.97287397596178,2.45999449940158e-05,0.00147599669964095,0.00145010202069988,"ImmuneGO",1534,"tags=68%, list=40%, signal=42%","CCL20/CH25H/TNFAIP3/PTX3/NFKBIA/CD177/DEFA4/CXCL2/ELANE/LCN2/FCGR1A/BPI/AZU1/CAMP/FLT1/CLNK/FCAR/TARM1/S100A12/GBP1/CRISP3/FOSL1/IL18RAP/IL10/PPARG/GBP6/BATF2/IRF1/SLC15A3/IL27/ANXA3/MAPKAPK2/NFKB2/PI3/SLC15A4/CHGA/GBP2/CXCL8/TICAM1/TRIM22/IL1RN/IFITM2/STAT1/APOBEC3A/RNF19B/TAP1/JMJD6/CFD/RELB/B4GALT1/TREML1/GCH1/VNN1/PARP9/IFITM1/NCF1/EIF2AK2/HLA-C/CD55/TUBB4B/NLRC5/HLA-E/PSMB8/BCL10/RELA/ADAM17/HDAC4/MAP2K6/C1R/ZC3HAV1/HMGB2/ANKHD1/PRKCE/ACTR3/PRKDC/EP300/CR1/SPI1/PRKCD/FAU/HLA-F/BSG/IFNGR2/F12/TFEB/ALOX5/IFI30/PSME1/PLEKHM2/ACTG1/TBKBP1/CEBPB/SIRT2/CFP/LGALS3/CXCR4"
"158","ZF2001 (V3, D07)","Differentiation, T cell","158",6,-0.846958314139328,-2.18309544337842,0.00022257997128596,0.00957093876529629,0.00632595707865361,"ImmuneGO",518,"tags=83%, list=11%, signal=75%","GATA3/FOSL2/CTNNB1/NRARP/IL2"
"159","ZF2001 (V3, D07)","Chemotaxis, T cell","159",2,-0.976034412126178,-1.60159605350686,0.000683097431065466,0.0146865947679075,0.009707174020404,"ImmuneGO",120,"tags=100%, list=2%, signal=98%","CCL3"
"160","ZF2001 (V3, D07)","PRR, TLR, Pathway","160",3,-0.901249743904938,-1.75395400557519,0.00429954486073393,0.0462201072528898,0.0305493976946885,"ImmuneGO",486,"tags=100%, list=10%, signal=90%","TICAM1/FOSL1"
"161","ZF2001 (V3, D07)","Chemotaxis, Macrophage","161",2,-0.952273658336747,-1.56260651684227,0.0036716363214733,0.0462201072528898,0.0305493976946885,"ImmuneGO",236,"tags=100%, list=5%, signal=95%","CCL3"
"162","ZF2001 (V3, D07)","Migration, T cell","162",2,-0.929664842202743,-1.52550721968142,0.00783788523695219,0.0674058130377889,0.0445521897679388,"ImmuneGO",4,"tags=100%, list=0%, signal=100%","CCL20"
"163","ZF2001 (V3, D07)","Inflammatory response, Antigenic stimulus","163",3,-0.861094038106945,-1.67580556613606,0.011933529751167,0.0855236298833634,0.0565272461897383,"ImmuneGO",682,"tags=100%, list=14%, signal=86%","FOSL2/IL1RN"
"164","ZF2001 (V3, D07)","Differentiation, T cell, Thymus","164",6,-0.694361151581522,-1.78976537660772,0.0146724296097676,0.0867840694019093,0.057360339629169,"ImmuneGO",962,"tags=83%, list=20%, signal=67%","RPS6/ZFP36L1/GATA3/JMJD6/CTNNB1"
"165","ZF2001 (V3, D07)","Proliferation, T cell, Activated","165",2,-0.901742274569941,-1.47968847234129,0.0185168662210297,0.0867840694019093,0.057360339629169,"ImmuneGO",9,"tags=100%, list=0%, signal=100%","IL2"
"166","ZF2001 (V3, D07)","Differentiation, B cell, Immature","166",2,-0.900450634985662,-1.47756899291,0.0201823417213743,0.0867840694019093,0.057360339629169,"ImmuneGO",489,"tags=100%, list=10%, signal=90%","IRF2BP2"
"167","ZF2001 (V3, D07)","Differentiation, Myeloid Dendritic cell","167",2,-0.900450634985662,-1.47756899291,0.0201823417213743,0.0867840694019093,0.057360339629169,"ImmuneGO",489,"tags=100%, list=10%, signal=90%","RELB"
"168","ZF2001 (V3, D07)","Cellular response to Interferon II","168",12,-0.459062752097503,-1.59192009579675,0.0256933389257253,0.0920677978171824,0.0608526448240863,"ImmuneGO",290,"tags=42%, list=6%, signal=39%","VIM/CDC42/CCL4/CCL3/CCL20"
"169","ZF2001 (V3, D07)","Differentiation, pro-T cell","169",2,-0.894510446538304,-1.46782160874385,0.023885427855985,0.0920677978171824,0.0608526448240863,"ImmuneGO",518,"tags=100%, list=11%, signal=89%","SPI1"
"170","ZF2001 (V3, D07)","Chemotaxis, Dendritic cell","170",4,-0.692080374333316,-1.53030760849464,0.0337918302991264,0.103789193061603,0.0685999562463468,"ImmuneGO",292,"tags=75%, list=6%, signal=71%","CCR1/GPR183/CXCR4"
"171","ZF2001 (V3, D07)","BCR REPERTOIRE","171",5,0.791177841326408,1.44103977621617,0.0316856780735108,0.103789193061603,0.0685999562463468,"ImmuneGO",539,"tags=40%, list=11%, signal=36%","IGHV5-51/IGKV1D-17"
"172","ZF2001 (V3, D07)","Homeostasis, B-1 B cell","172",2,-0.869970354810043,-1.42755323953845,0.0427968302379373,0.119016955397094,0.078664817520723,"ImmuneGO",23,"tags=100%, list=0%, signal=100%","TNFAIP3"
"173","ZF2001 (V3, D07)","Signaling, Interferon II, Pathway","173",2,-0.868086849651782,-1.42446255503926,0.044285378752407,0.119016955397094,0.078664817520723,"ImmuneGO",647,"tags=100%, list=13%, signal=87%","IRF1"
"174","ZF2001 (V3, D07)","Differentiation, B cell","174",3,-0.779853376294259,-1.51770024054168,0.0529795122031597,0.126562168040881,0.08365186137341,"ImmuneGO",440,"tags=100%, list=9%, signal=91%","FOSL2/BCL6"
"175","ZF2001 (V3, D07)","Proliferation, T cell","175",2,-0.858705286672899,-1.40906814470287,0.0517281369718302,0.126562168040881,0.08365186137341,"ImmuneGO",9,"tags=100%, list=0%, signal=100%","IL2"
"176","ZF2001 (V3, D07)","Differentiation, CD8+, abT cell","176",2,-0.847603441212618,-1.39085088550082,0.0569380793887712,0.128859863879851,0.085170534265752,"ImmuneGO",747,"tags=100%, list=15%, signal=85%","IRF1"
"177","ZF2001 (V3, D07)","Humoral adaptive immune system","177",21,-0.379927308433351,-1.4488440591669,0.0757539843127861,0.159653465346535,0.105523710265763,"ImmuneGO",543,"tags=43%, list=11%, signal=38%","NFKB2/GATA3/SPI1/SHLD3/IRF2BP2/GPR183/BCL6/BCL3/PTX3"
"178","ZF2001 (V3, D07)","PRR, NOD2","178",2,-0.830886989537724,-1.36342049708569,0.0816831683168317,0.159653465346535,0.105523710265763,"ImmuneGO",25,"tags=100%, list=1%, signal=100%","NFKBIA"
"179","ZF2001 (V3, D07)","PRR, TLR4, Pathway","179",2,-0.830886989537724,-1.36342049708569,0.0816831683168317,0.159653465346535,0.105523710265763,"ImmuneGO",25,"tags=100%, list=1%, signal=100%","NFKBIA"
"180","ZF2001 (V3, D07)","Costimulation, T cell","180",2,-0.818107333060221,-1.34245008136546,0.0891089108910891,0.166594920361601,0.110111697668623,"ImmuneGO",891,"tags=100%, list=18%, signal=82%","MAP3K8"
"181","ZF2001 (V3, D07)","PRR, TLR3, Pathway","181",2,-0.804588283490373,-1.32026637947008,0.101485148514851,0.181827557755776,0.120179781136008,"ImmuneGO",957,"tags=100%, list=20%, signal=80%","TICAM1"
"182","ZF2001 (V3, D28)","Cellular response to Interferon II","182",2,-0.970833333333333,-1.59817031981691,0.0198676727480341,0.0993383637401705,0.083653358939091,"ImmuneGO",10,"tags=100%, list=4%, signal=97%","CCL20"
"183","ZF2001 (V3, D28)","Innate immune system","183",11,-0.787878787878788,-1.9666470911568,0.0557880055788006,0.139470013947001,0.117448432797475,"ImmuneGO",61,"tags=100%, list=25%, signal=78%","RNF19B/GATA3/TNFAIP3/PTX3/CSF1/NFKBIA/CCL3/CXCL2/CXCL8/CCL20"
"184","ZF2001 (V3, D28)","Cellular adaptive immune system","184",4,-0.724165603875491,-1.45058681496845,0.0843949044585987,0.140658174097665,0.118448988713823,"ImmuneGO",10,"tags=75%, list=4%, signal=73%","GATA3/CCL3/CCL20"
"185","ZF2001 (V3, D28)","Adaptive immune system","185",12,-0.661660275398907,-1.67350008075526,0.138121546961326,0.172651933701657,0.145391102064554,"ImmuneGO",61,"tags=75%, list=25%, signal=59%","TICAM1/RNF19B/SHLD3/GATA3/TNFAIP3/PTX3/NFKBIA/CCL3/CCL20"
