"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","condition"
"GO:0032732","positive regulation of interleukin-1 production","7/274","73/18870",9.06715923118788e-05,0.00518783737972672,0.00479838932275867,"AIM2/IFI16/ORM1/RIPK2/P2RX7/GBP5/ORM2",7,"ChAd-BNT (V2, D3)"
"GO:0000387","spliceosomal snRNP assembly","6/274","52/18870",0.000103152572379045,0.00578844627311643,0.00535391084169782,"RNU4-2/RNU4ATAC/RNU5A-1/RNU6-1/RNU4-1/RNU5B-1",6,"ChAd-BNT (V2, D3)"
"GO:0071222","cellular response to lipopolysaccharide","12/274","226/18870",0.000121484232748715,0.00668850926718396,0.00618640660909047,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/RIPK2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/GBP5",12,"ChAd-BNT (V2, D3)"
"GO:0032760","positive regulation of tumor necrosis factor production","8/274","106/18870",0.000157550007410088,0.00851353558560438,0.00787442922026249,"CYBB/IFIH1/ORM1/RIPK2/OAS1/OAS3/NFATC4/ORM2",8,"ChAd-BNT (V2, D3)"
"GO:0032496","response to lipopolysaccharide","15/274","348/18870",0.000184550263234691,0.00966352897611167,0.00893809324871048,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/TRIM6/RIPK2/C2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/P2RX7/GBP5",15,"ChAd-BNT (V2, D3)"
"GO:0070269","pyroptosis","5/274","37/18870",0.000185454976923322,0.00966352897611167,0.00893809324871048,"GSDMC/ZBP1/AIM2/GBP3/GBP5",5,"ChAd-BNT (V2, D3)"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","8/274","110/18870",0.000203638481615376,0.0102109793812576,0.0094444468574526,"CYBB/IFIH1/ORM1/RIPK2/OAS1/OAS3/NFATC4/ORM2",8,"ChAd-BNT (V2, D3)"
"GO:0071219","cellular response to molecule of bacterial origin","12/274","239/18870",0.000204644785432034,0.0102109793812576,0.0094444468574526,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/RIPK2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/GBP5",12,"ChAd-BNT (V2, D3)"
"GO:0016032","viral process","17/274","432/18870",0.000206459144446263,0.0102109793812576,0.0094444468574526,"ISG20/CTSL/IFI16/IFIH1/IFIT5/TRIM5/TRIM6/ISG15/OASL/SIGLEC1/LY6E/RSAD2/OAS1/LAMP3/OAS3/PLSCR1/IRF7",17,"ChAd-BNT (V2, D3)"
"GO:0097553","calcium ion transmembrane import into cytosol","11/274","205/18870",0.000211832573406248,0.0102976237661213,0.00952458689669742,"NALF2/CXCL10/CXCL11/JPH4/MIR93/P2RY6/TRPV4/CACNA1A/CACNA1E/P2RX7/SLC8A2",11,"ChAd-BNT (V2, D3)"
"GO:0030522","intracellular receptor signaling pathway","15/274","353/18870",0.000215269036920287,0.0102976237661213,0.00952458689669742,"COLEC12/IFIH1/DHX58/RIPK2/SFRP1/OASL/RSAD2/OAS1/YAP1/GBP5/OAS3/TLR7/TIFA/WDFY1/IRF7",15,"ChAd-BNT (V2, D3)"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","4/274","22/18870",0.000258845832255793,0.0121824538471355,0.0112679238353795,"ISG15/OAS1/OAS3/USP18",4,"ChAd-BNT (V2, D3)"
"GO:0031348","negative regulation of defense response","14/274","321/18870",0.000267424753160059,0.0123864353923977,0.0114565925998729,"TNFAIP6/IFI16/SERPING1/DHX58/RHBDF2/ISG15/SLAMF8/OAS1/OAS3/PARP14/TRAFD1/NMI/CEACAM1/USP18",14,"ChAd-BNT (V2, D3)"
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","7/274","89/18870",0.000314908551163329,0.014357861754603,0.013280025085243,"ISG15/CARD16/OAS1/OAS3/PARP14/SLIT2/USP18",7,"ChAd-BNT (V2, D3)"
"GO:0006958","complement activation, classical pathway","5/274","42/18870",0.000341142338398656,0.0152607479396386,0.0141151321082333,"SERPING1/C2/C1QA/C1QB/C1QC",5,"ChAd-BNT (V2, D3)"
"GO:0002237","response to molecule of bacterial origin","15/274","369/18870",0.00034517113228792,0.0152607479396386,0.0141151321082333,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/TRIM6/RIPK2/C2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/P2RX7/GBP5",15,"ChAd-BNT (V2, D3)"
"GO:0032727","positive regulation of interferon-alpha production","4/274","24/18870",0.00036751783131785,0.0160062243550072,0.0148046460251212,"IFIH1/RIPK2/TLR7/IRF7",4,"ChAd-BNT (V2, D3)"
"GO:0002764","immune response-regulating signaling pathway","18/274","500/18870",0.000396879298415546,0.0170307910702436,0.0157522990888152,"COLEC12/AIM2/IFIH1/DHX58/RIPK2/FCGR1BP/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/PLSCR1/CEACAM1/WDFY1/IRF7",18,"ChAd-BNT (V2, D3)"
"GO:0060760","positive regulation of response to cytokine stimulus","6/274","67/18870",0.000421697421222842,0.0178335228279457,0.0164947702214396,"ZBP1/IFIH1/TRIM6/RIPK2/PARP14/IRF7",6,"ChAd-BNT (V2, D3)"
"GO:0001505","regulation of neurotransmitter levels","10/274","188/18870",0.000437641213708898,0.0180814537690432,0.0167240891251494,"GRM4/STX11/SV2B/OTOF/MYOF/KCNJ10/P2RX7/PCLO/SLC6A12/SLC1A3",10,"ChAd-BNT (V2, D3)"
"GO:0060761","negative regulation of response to cytokine stimulus","7/274","94/18870",0.000439953124606603,0.0180814537690432,0.0167240891251494,"ISG15/CARD16/OAS1/OAS3/PARP14/SLIT2/USP18",7,"ChAd-BNT (V2, D3)"
"GO:0140894","endolysosomal toll-like receptor signaling pathway","5/274","45/18870",0.000472905521073468,0.0191658098679497,0.0177270432168476,"COLEC12/RSAD2/OAS1/TLR7/WDFY1",5,"ChAd-BNT (V2, D3)"
"GO:0071216","cellular response to biotic stimulus","12/274","265/18870",0.000521506367044553,0.0208459668361097,0.0192810717390373,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/RIPK2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/GBP5",12,"ChAd-BNT (V2, D3)"
"GO:0002757","immune response-activating signaling pathway","17/274","473/18870",0.000583917363554263,0.0228217996217472,0.0211085798600915,"COLEC12/AIM2/IFIH1/DHX58/RIPK2/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/PLSCR1/CEACAM1/WDFY1/IRF7",17,"ChAd-BNT (V2, D3)"
"GO:0035458","cellular response to interferon-beta","4/274","27/18870",0.000586578125987333,0.0228217996217472,0.0211085798600915,"AIM2/IFI16/TRIM6/OAS1",4,"ChAd-BNT (V2, D3)"
"GO:0045161","neuronal ion channel clustering","3/274","12/18870",0.000604560603955456,0.023211945293974,0.0214694375144292,"AGRN/KCNB1/GLDN",3,"ChAd-BNT (V2, D3)"
"GO:0042551","neuron maturation","5/274","48/18870",0.000639733009445192,0.0242433885917022,0.022423450939405,"AGRN/C1QA/KCNB1/GLDN/SCARF1",5,"ChAd-BNT (V2, D3)"
"GO:0032755","positive regulation of interleukin-6 production","7/274","101/18870",0.000678441513698294,0.0253806709868157,0.0234753581797898,"IL36A/IFIH1/RIPK2/TRPV4/P2RX7/TLR7/SIGLEC16",7,"ChAd-BNT (V2, D3)"
"GO:0006836","neurotransmitter transport","10/274","207/18870",0.00092269917948615,0.0340814709587416,0.0315229939533976,"GRM4/STX11/SV2B/OTOF/MYOF/KCNJ10/P2RX7/PCLO/SLC6A12/SLC1A3",10,"ChAd-BNT (V2, D3)"
"GO:0098883","synapse pruning","3/274","14/18870",0.000978977773755146,0.035708214297719,0.0330276185777394,"C1QA/C1QB/C1QC",3,"ChAd-BNT (V2, D3)"
"GO:0098703","calcium ion import across plasma membrane","5/274","54/18870",0.0011009197799255,0.0396602952817604,0.0366830190478099,"NALF2/TRPV4/CACNA1A/CACNA1E/SLC8A2",5,"ChAd-BNT (V2, D3)"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","5/274","55/18870",0.00119684780049174,0.0425620133674233,0.0393669067761168,"SERPING1/C2/C1QA/C1QB/C1QC",5,"ChAd-BNT (V2, D3)"
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production","3/274","15/18870",0.00121063985932013,0.0425620133674233,0.0393669067761168,"TRPV4/OAS1/OAS3",3,"ChAd-BNT (V2, D3)"
"GO:0043331","response to dsRNA","5/274","57/18870",0.00140706716299086,0.0488788331143729,0.0452095263898316,"COLEC12/IFIH1/RFTN2/RIPK2/P2RX7",5,"ChAd-BNT (V2, D3)"
"GO:0051607","defense response to virus","29/274","334/18870",1.1306922079535e-14,1.78307541021036e-11,1.64922093423013e-11,"IFIT3/ZBP1/AIM2/ISG20/CXCL10/MLKL/DDX60L/RTP4/IFI16/IFI44L/IFIH1/IFIT5/DHX58/TRIM5/TRIM6/GBP3/ISG15/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/DTX3L/PLSCR1/MOV10/IRF7/USP18/HERC5",29,"ChAd-BNT (V2, D7)"
"GO:0140546","defense response to symbiont","29/274","335/18870",1.22212159712841e-14,1.78307541021036e-11,1.64922093423013e-11,"IFIT3/ZBP1/AIM2/ISG20/CXCL10/MLKL/DDX60L/RTP4/IFI16/IFI44L/IFIH1/IFIT5/DHX58/TRIM5/TRIM6/GBP3/ISG15/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/DTX3L/PLSCR1/MOV10/IRF7/USP18/HERC5",29,"ChAd-BNT (V2, D7)"
"GO:0009615","response to virus","31/274","436/18870",2.9647303437767e-13,2.88369438104681e-10,2.66721705313806e-10,"IFIT3/ZBP1/AIM2/ISG20/CXCL10/MLKL/DDX60L/RTP4/IFI16/IFI44/IFI44L/IFIH1/IFIT5/DHX58/TRIM5/TRIM6/GBP3/ISG15/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/DTX3L/NMI/PLSCR1/MOV10/IRF7/USP18/HERC5",31,"ChAd-BNT (V2, D7)"
"GO:0045088","regulation of innate immune response","27/274","425/18870",1.43312981603114e-10,1.04546820079472e-07,9.66985486395751e-08,"ZBP1/COLEC12/AIM2/IFI16/SERPING1/IFIH1/DHX58/TRIM5/TRIM6/RIPK2/ISG15/SLAMF8/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/PARP14/TRAFD1/TIFA/NMI/PLSCR1/CEACAM1/WDFY1/IRF7/USP18",27,"ChAd-BNT (V2, D7)"
"GO:0045071","negative regulation of viral genome replication","11/274","55/18870",3.36532542476437e-10,1.96400391789249e-07,1.81656723980965e-07,"ISG20/IFI16/IFIH1/IFIT5/TRIM6/ISG15/OASL/RSAD2/OAS1/OAS3/PLSCR1",11,"ChAd-BNT (V2, D7)"
"GO:0048525","negative regulation of viral process","13/274","93/18870",8.85392979450453e-10,4.3059611900607e-07,3.98271508651046e-07,"ISG20/IFI16/IFIH1/IFIT5/TRIM5/TRIM6/ISG15/OASL/LY6E/RSAD2/OAS1/OAS3/PLSCR1",13,"ChAd-BNT (V2, D7)"
"GO:0045824","negative regulation of innate immune response","12/274","91/18870",7.86802264926356e-09,3.2798414415073e-06,3.03362557484388e-06,"IFI16/SERPING1/DHX58/ISG15/SLAMF8/OAS1/OAS3/PARP14/TRAFD1/NMI/CEACAM1/USP18",12,"ChAd-BNT (V2, D7)"
"GO:1903900","regulation of viral life cycle","14/274","143/18870",2.22252196328063e-08,7.99288719023847e-06,7.3928656093833e-06,"ISG20/IFI16/IFIH1/IFIT5/TRIM5/TRIM6/ISG15/OASL/LY6E/RSAD2/OAS1/LAMP3/OAS3/PLSCR1",14,"ChAd-BNT (V2, D7)"
"GO:0002833","positive regulation of response to biotic stimulus","22/274","369/18870",2.46524964743476e-08,7.99288719023847e-06,7.3928656093833e-06,"ZBP1/COLEC12/AIM2/IFI16/IFIH1/DHX58/TRIM5/TRIM6/RIPK2/CD274/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/PLSCR1/WDFY1/IRF7/SIGLEC16",22,"ChAd-BNT (V2, D7)"
"GO:0045069","regulation of viral genome replication","11/274","85/18870",4.08351586235243e-08,1.19156992863444e-05,1.10211943906017e-05,"ISG20/IFI16/IFIH1/IFIT5/TRIM6/ISG15/OASL/RSAD2/OAS1/OAS3/PLSCR1",11,"ChAd-BNT (V2, D7)"
"GO:0002218","activation of innate immune response","18/274","276/18870",1.266792106413e-07,3.03484037710643e-05,2.80701660362212e-05,"ZBP1/COLEC12/AIM2/IFI16/IFIH1/DHX58/TRIM5/RIPK2/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/WDFY1/IRF7",18,"ChAd-BNT (V2, D7)"
"GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","5/274","10/18870",1.47789837514053e-07,3.03484037710643e-05,2.80701660362212e-05,"RNU4-2/RNU5A-1/RNU6-1/RNU4-1/RNU5B-1",5,"ChAd-BNT (V2, D7)"
"GO:0000365","mRNA trans splicing, via spliceosome","5/274","10/18870",1.47789837514053e-07,3.03484037710643e-05,2.80701660362212e-05,"RNU4-2/RNU5A-1/RNU6-1/RNU4-1/RNU5B-1",5,"ChAd-BNT (V2, D7)"
"GO:0045291","mRNA trans splicing, SL addition","5/274","10/18870",1.47789837514053e-07,3.03484037710643e-05,2.80701660362212e-05,"RNU4-2/RNU5A-1/RNU6-1/RNU4-1/RNU5B-1",5,"ChAd-BNT (V2, D7)"
"GO:0045089","positive regulation of innate immune response","20/274","343/18870",1.56006187993819e-07,3.03484037710643e-05,2.80701660362212e-05,"ZBP1/COLEC12/AIM2/IFI16/IFIH1/DHX58/TRIM5/TRIM6/RIPK2/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/PLSCR1/WDFY1/IRF7",20,"ChAd-BNT (V2, D7)"
"GO:0050792","regulation of viral process","14/274","168/18870",1.69763274899529e-07,3.09605772598015e-05,2.86363840027889e-05,"ISG20/IFI16/IFIH1/IFIT5/TRIM5/TRIM6/ISG15/OASL/LY6E/RSAD2/OAS1/LAMP3/OAS3/PLSCR1",14,"ChAd-BNT (V2, D7)"
"GO:0002753","cytosolic pattern recognition receptor signaling pathway","13/274","146/18870",2.1841121993502e-07,3.74896435159052e-05,3.4675316898662e-05,"COLEC12/IFIH1/DHX58/RIPK2/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/WDFY1/IRF7",13,"ChAd-BNT (V2, D7)"
"GO:0002832","negative regulation of response to biotic stimulus","13/274","150/18870",2.99254132938886e-07,4.8512419995315e-05,4.48706196991406e-05,"IFI16/SERPING1/DHX58/ISG15/SLAMF8/CARD16/OAS1/OAS3/PARP14/TRAFD1/NMI/CEACAM1/USP18",13,"ChAd-BNT (V2, D7)"
"GO:0140374","antiviral innate immune response","8/274","48/18870",4.0717696577775e-07,6.25338097968145e-05,5.78394315930278e-05,"IFIT3/ZBP1/CXCL10/IFIH1/DHX58/TRIM6/OAS1/USP18",8,"ChAd-BNT (V2, D7)"
"GO:0001819","positive regulation of cytokine production","23/274","499/18870",1.17105203532481e-06,0.00017085649195389,0.000158030390451201,"IL36A/AIM2/CYBB/IFI16/IFIH1/DHX58/ORM1/TRIM6/RIPK2/TRPV4/CD274/ISG15/RSAD2/F3/OAS1/P2RX7/GBP5/OAS3/TLR7/NFATC4/IRF7/ORM2/SIGLEC16",23,"ChAd-BNT (V2, D7)"
"GO:0032728","positive regulation of interferon-beta production","7/274","40/18870",1.56009412681688e-06,0.000212277126723186,0.000196341601283593,"IFIH1/RIPK2/ISG15/OAS1/OAS3/TLR7/IRF7",7,"ChAd-BNT (V2, D7)"
"GO:0000244","spliceosomal tri-snRNP complex assembly","6/274","26/18870",1.60044440983896e-06,0.000212277126723186,0.000196341601283593,"RNU4-2/RNU4ATAC/RNU5A-1/RNU6-1/RNU4-1/RNU5B-1",6,"ChAd-BNT (V2, D7)"
"GO:0032479","regulation of type I interferon production","11/274","123/18870",1.81314572269539e-06,0.000220448300784381,0.000203899369868025,"IFIH1/DHX58/RIPK2/ISG15/SIGLEC1/XAF1/OAS1/OAS3/TLR7/NMI/IRF7",11,"ChAd-BNT (V2, D7)"
"GO:0032606","type I interferon production","11/274","123/18870",1.81314572269539e-06,0.000220448300784381,0.000203899369868025,"IFIH1/DHX58/RIPK2/ISG15/SIGLEC1/XAF1/OAS1/OAS3/TLR7/NMI/IRF7",11,"ChAd-BNT (V2, D7)"
"GO:0002221","pattern recognition receptor signaling pathway","15/274","236/18870",1.99323926239625e-06,0.000225258584764711,0.000208348548514382,"COLEC12/AIM2/IFIH1/DHX58/RIPK2/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/WDFY1/IRF7",15,"ChAd-BNT (V2, D7)"
"GO:0032608","interferon-beta production","8/274","59/18870",2.0842980769867e-06,0.000225258584764711,0.000208348548514382,"IFIH1/RIPK2/ISG15/OAS1/OAS3/TLR7/NMI/IRF7",8,"ChAd-BNT (V2, D7)"
"GO:0032648","regulation of interferon-beta production","8/274","59/18870",2.0842980769867e-06,0.000225258584764711,0.000208348548514382,"IFIH1/RIPK2/ISG15/OAS1/OAS3/TLR7/NMI/IRF7",8,"ChAd-BNT (V2, D7)"
"GO:0031349","positive regulation of defense response","22/274","480/18870",2.20984425092279e-06,0.000230297340149739,0.000213009047344588,"ZBP1/COLEC12/AIM2/IFI16/IFIH1/DHX58/TRIM5/TRIM6/RIPK2/TRPV4/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/PLSCR1/WDFY1/IRF7/SIGLEC16",22,"ChAd-BNT (V2, D7)"
"GO:0060338","regulation of type I interferon-mediated signaling pathway","7/274","44/18870",3.05157717683036e-06,0.000307051800068655,0.000284001592791036,"ZBP1/TRIM6/ISG15/OAS1/OAS3/IRF7/USP18",7,"ChAd-BNT (V2, D7)"
"GO:0019079","viral genome replication","11/274","131/18870",3.36968786624686e-06,0.000327758306456945,0.000303153673300244,"ISG20/IFI16/IFIH1/IFIT5/TRIM6/ISG15/OASL/RSAD2/OAS1/OAS3/PLSCR1",11,"ChAd-BNT (V2, D7)"
"GO:0002758","innate immune response-activating signaling pathway","15/274","255/18870",5.15602809804183e-06,0.000485331935164066,0.000448898337635968,"COLEC12/AIM2/IFIH1/DHX58/RIPK2/OASL/RSAD2/OAS1/GBP5/OAS3/TLR7/TIFA/NMI/WDFY1/IRF7",15,"ChAd-BNT (V2, D7)"
"GO:0035456","response to interferon-beta","6/274","34/18870",8.48049220994045e-06,0.000773314883393945,0.000715262566654188,"AIM2/IFI16/TRIM6/XAF1/OAS1/PLSCR1",6,"ChAd-BNT (V2, D7)"
"GO:0032481","positive regulation of type I interferon production","8/274","72/18870",9.55952352920754e-06,0.000845293626006897,0.000781837905227692,"IFIH1/DHX58/RIPK2/ISG15/OAS1/OAS3/TLR7/IRF7",8,"ChAd-BNT (V2, D7)"
"GO:0050777","negative regulation of immune response","13/274","205/18870",9.90301399923607e-06,0.000849911613228555,0.000786109222725736,"IFI16/SERPING1/DHX58/RHBDF2/ISG15/SLAMF8/OAS1/OAS3/PARP14/TRAFD1/NMI/CEACAM1/USP18",13,"ChAd-BNT (V2, D7)"
"GO:0039530","MDA-5 signaling pathway","4/274","11/18870",1.32451058864142e-05,0.00110426339933019,0.00102136696218845,"IFIH1/DHX58/OAS3/IRF7",4,"ChAd-BNT (V2, D7)"
"GO:0060759","regulation of response to cytokine stimulus","12/274","183/18870",1.55833639835051e-05,0.00126311822510744,0.00116829664484523,"ZBP1/IFIH1/TRIM6/RIPK2/ISG15/CARD16/OAS1/OAS3/PARP14/SLIT2/IRF7/USP18",12,"ChAd-BNT (V2, D7)"
"GO:0019058","viral life cycle","16/274","321/18870",2.00780944836641e-05,0.0015257743373187,0.00141123530929084,"ISG20/CTSL/IFI16/IFIH1/IFIT5/TRIM5/TRIM6/ISG15/OASL/SIGLEC1/LY6E/RSAD2/OAS1/LAMP3/OAS3/PLSCR1",16,"ChAd-BNT (V2, D7)"
"GO:0032612","interleukin-1 production","10/274","130/18870",2.039246030001e-05,0.0015257743373187,0.00141123530929084,"AIM2/IFI16/ORM1/RIPK2/CARD16/CARD17P/P2RX7/GBP5/CEACAM1/ORM2",10,"ChAd-BNT (V2, D7)"
"GO:0032652","regulation of interleukin-1 production","10/274","130/18870",2.039246030001e-05,0.0015257743373187,0.00141123530929084,"AIM2/IFI16/ORM1/RIPK2/CARD16/CARD17P/P2RX7/GBP5/CEACAM1/ORM2",10,"ChAd-BNT (V2, D7)"
"GO:0060337","type I interferon-mediated signaling pathway","8/274","82/18870",2.51197806603248e-05,0.0018324879991707,0.00169492414771244,"ZBP1/IFIH1/TRIM6/ISG15/OAS1/OAS3/IRF7/USP18",8,"ChAd-BNT (V2, D7)"
"GO:0140888","interferon-mediated signaling pathway","9/274","107/18870",2.60791930059923e-05,0.00185607524857282,0.00171674071546506,"ZBP1/IFIH1/TRIM6/ISG15/OAS1/OAS3/PARP14/IRF7/USP18",9,"ChAd-BNT (V2, D7)"
"GO:0071357","cellular response to type I interferon","8/274","83/18870",2.74539670847295e-05,0.00190739704650573,0.00176420981466783,"ZBP1/IFIH1/TRIM6/ISG15/OAS1/OAS3/IRF7/USP18",8,"ChAd-BNT (V2, D7)"
"GO:0032731","positive regulation of interleukin-1 beta production","7/274","62/18870",3.13458735648662e-05,0.0021271455595879,0.00196746192950592,"AIM2/IFI16/ORM1/RIPK2/P2RX7/GBP5/ORM2",7,"ChAd-BNT (V2, D7)"
"GO:0032611","interleukin-1 beta production","9/274","111/18870",3.49469024113989e-05,0.00226611247192138,0.0020959966732825,"AIM2/IFI16/ORM1/RIPK2/CARD16/CARD17P/P2RX7/GBP5/ORM2",9,"ChAd-BNT (V2, D7)"
"GO:0032651","regulation of interleukin-1 beta production","9/274","111/18870",3.49469024113989e-05,0.00226611247192138,0.0020959966732825,"AIM2/IFI16/ORM1/RIPK2/CARD16/CARD17P/P2RX7/GBP5/ORM2",9,"ChAd-BNT (V2, D7)"
"GO:0001959","regulation of cytokine-mediated signaling pathway","11/274","171/18870",4.20306071777513e-05,0.00266620242923213,0.00246605210077241,"ZBP1/TRIM6/RIPK2/ISG15/CARD16/OAS1/OAS3/PARP14/SLIT2/IRF7/USP18",11,"ChAd-BNT (V2, D7)"
"GO:0034340","response to type I interferon","8/274","89/18870",4.56082691670939e-05,0.00283159424318255,0.00261902804354824,"ZBP1/IFIH1/TRIM6/ISG15/OAS1/OAS3/IRF7/USP18",8,"ChAd-BNT (V2, D7)"
"GO:0032607","interferon-alpha production","5/274","30/18870",6.58734027351939e-05,0.00392282835063869,0.00362834381553249,"IFIH1/RIPK2/TLR7/NMI/IRF7",5,"ChAd-BNT (V2, D7)"
"GO:0032647","regulation of interferon-alpha production","5/274","30/18870",6.58734027351939e-05,0.00392282835063869,0.00362834381553249,"IFIH1/RIPK2/TLR7/NMI/IRF7",5,"ChAd-BNT (V2, D7)"
"GO:0032102","negative regulation of response to external stimulus","19/274","481/18870",8.36203796468718e-05,0.00488008535619144,0.00451374007188588,"GRIN3A/SPP1/TNFAIP6/IFI16/SERPING1/DHX58/RHBDF2/ISG15/SLAMF8/CARD16/OAS1/OAS3/PARP14/TRAFD1/SLIT2/NMI/CEACAM1/USP18/FAP",19,"ChAd-BNT (V2, D7)"
"GO:0032732","positive regulation of interleukin-1 production","7/274","73/18870",9.06715923118788e-05,0.00518783737972672,0.00479838932275867,"AIM2/IFI16/ORM1/RIPK2/P2RX7/GBP5/ORM2",7,"ChAd-BNT (V2, D7)"
"GO:0000387","spliceosomal snRNP assembly","6/274","52/18870",0.000103152572379045,0.00578844627311643,0.00535391084169782,"RNU4-2/RNU4ATAC/RNU5A-1/RNU6-1/RNU4-1/RNU5B-1",6,"ChAd-BNT (V2, D7)"
"GO:0071222","cellular response to lipopolysaccharide","12/274","226/18870",0.000121484232748715,0.00668850926718396,0.00618640660909047,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/RIPK2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/GBP5",12,"ChAd-BNT (V2, D7)"
"GO:0032760","positive regulation of tumor necrosis factor production","8/274","106/18870",0.000157550007410088,0.00851353558560438,0.00787442922026249,"CYBB/IFIH1/ORM1/RIPK2/OAS1/OAS3/NFATC4/ORM2",8,"ChAd-BNT (V2, D7)"
"GO:0032496","response to lipopolysaccharide","15/274","348/18870",0.000184550263234691,0.00966352897611167,0.00893809324871048,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/TRIM6/RIPK2/C2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/P2RX7/GBP5",15,"ChAd-BNT (V2, D7)"
"GO:0070269","pyroptosis","5/274","37/18870",0.000185454976923322,0.00966352897611167,0.00893809324871048,"GSDMC/ZBP1/AIM2/GBP3/GBP5",5,"ChAd-BNT (V2, D7)"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","8/274","110/18870",0.000203638481615376,0.0102109793812576,0.0094444468574526,"CYBB/IFIH1/ORM1/RIPK2/OAS1/OAS3/NFATC4/ORM2",8,"ChAd-BNT (V2, D7)"
"GO:0071219","cellular response to molecule of bacterial origin","12/274","239/18870",0.000204644785432034,0.0102109793812576,0.0094444468574526,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/RIPK2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/GBP5",12,"ChAd-BNT (V2, D7)"
"GO:0016032","viral process","17/274","432/18870",0.000206459144446263,0.0102109793812576,0.0094444468574526,"ISG20/CTSL/IFI16/IFIH1/IFIT5/TRIM5/TRIM6/ISG15/OASL/SIGLEC1/LY6E/RSAD2/OAS1/LAMP3/OAS3/PLSCR1/IRF7",17,"ChAd-BNT (V2, D7)"
"GO:0097553","calcium ion transmembrane import into cytosol","11/274","205/18870",0.000211832573406248,0.0102976237661213,0.00952458689669742,"NALF2/CXCL10/CXCL11/JPH4/MIR93/P2RY6/TRPV4/CACNA1A/CACNA1E/P2RX7/SLC8A2",11,"ChAd-BNT (V2, D7)"
"GO:0030522","intracellular receptor signaling pathway","15/274","353/18870",0.000215269036920287,0.0102976237661213,0.00952458689669742,"COLEC12/IFIH1/DHX58/RIPK2/SFRP1/OASL/RSAD2/OAS1/YAP1/GBP5/OAS3/TLR7/TIFA/WDFY1/IRF7",15,"ChAd-BNT (V2, D7)"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","4/274","22/18870",0.000258845832255793,0.0121824538471355,0.0112679238353795,"ISG15/OAS1/OAS3/USP18",4,"ChAd-BNT (V2, D7)"
"GO:0031348","negative regulation of defense response","14/274","321/18870",0.000267424753160059,0.0123864353923977,0.0114565925998729,"TNFAIP6/IFI16/SERPING1/DHX58/RHBDF2/ISG15/SLAMF8/OAS1/OAS3/PARP14/TRAFD1/NMI/CEACAM1/USP18",14,"ChAd-BNT (V2, D7)"
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","7/274","89/18870",0.000314908551163329,0.014357861754603,0.013280025085243,"ISG15/CARD16/OAS1/OAS3/PARP14/SLIT2/USP18",7,"ChAd-BNT (V2, D7)"
"GO:0006958","complement activation, classical pathway","5/274","42/18870",0.000341142338398656,0.0152607479396386,0.0141151321082333,"SERPING1/C2/C1QA/C1QB/C1QC",5,"ChAd-BNT (V2, D7)"
"GO:0002237","response to molecule of bacterial origin","15/274","369/18870",0.00034517113228792,0.0152607479396386,0.0141151321082333,"CMPK2/IL36A/CXCL10/CXCL11/TRIM5/TRIM6/RIPK2/C2/GBP3/PDCD1LG2/CD274/CARD16/CARD17P/P2RX7/GBP5",15,"ChAd-BNT (V2, D7)"
