Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
"ZF2001 (V3, D14)",BNT-I (D0),0.187,86,267,108,353,194,"ADAR, ANKHD1, APBB1IP, APOBEC3F, BSG, BST2, CAMLG, CCL3, CD164, CD27, CD300C, CHGA, CHRNB2, CNIH1, CSF1, CSK, CTNNB1, CTSS, CX3CR1, EFNB1, ERCC1, FGR, FKBP1A, FOSL2, FUT7, GBP6, GCH1, GRN, GSDMD, HK1, IDE, IFI35, IL10RB, IL12RB1, IL15, IL17RC, IL1RN, IMPDH2, ITGB8, LIF, LIMK1, LMBR1L, LMO4, LRRC8A, LYL1, MAPK1, MAPK3, METTL3, MLH1, MSH2, NAGLU, NFKBIA, NKAP, NLRP9, OLR1, PDE4D, PELI3, PIK3AP1, PIK3R1, PPP2CA, PPP3CB, PRKCD, PSMA1, PSMB10, PTPN11, RAB10, RAB4A, RNF19B, RPL13A, RPS6KB1, SHMT2, SMPD1, SOS1, SRF, SSC5D, STAT1, STAT2, TFEB, TICAM1, TRIM23, TRIM68, UBE2N, VEGFA, XBP1, YY1, ZBTB7A",24.36,44.33,9.627011071393143e-52,51.01650852873099
"ZF2001 (V3, D14)","BNT-I (D10, mild)",0.133,51,190,143,241,194,"ACTR3, ADA, ADAR, ADM, ANKHD1, APBB1IP, BST1, CACNB4, CAMLG, CASP6, CD164, CD24, CLNK, CX3CR1, CXCR5, ERCC1, FAS, FBXO38, FGR, FKBP1A, FUT7, GBP6, GCH1, GPR89A, IFI35, IFNGR2, IL10RB, IL15, IL1RN, IMPDH2, IPO7, ITGB8, LAX1, LMO4, LRRC8A, MAPT, MS4A2, MSH2, NLRC3, OLR1, PIK3AP1, PIK3R1, PRKCD, PSME1, RASGRP1, RNF135, SKIL, STAT1, STAT2, TFEB, VIM",21.16,26.29,4.175977408845039e-62,61.379241859440775
"ZF2001 (V3, D14)","BNT-I (D26, mild)",0.118,36,112,158,148,194,"ACTR3, ADM, ANKHD1, APBB1IP, BST1, CACNB4, CAMLG, CASP6, CD24, CLNK, CTNNB1, CXCR5, EFNB1, FAS, FBXO38, FKBP1A, FUT4, FUT7, GRB2, HPRT1, IFNGR2, IL10RB, IMPDH2, LAX1, LCP1, NFKBIA, NLRC3, OLR1, PIK3R1, PPP2CA, PRKCD, RHOA, RNF135, STAT5B, TRIM68, VIM",24.32,18.56,3.819005140090365e-52,51.418049757098956
"ZF2001 (V3, D14)",BNT-I (D3),0.157,51,131,143,182,194,"ANKHD1, BSG, BST2, CACNB4, CBL, CCL3, CD164, CNIH1, CRK, CRKL, CSF1, CSK, CTNNB1, CTSS, EFNB1, ERCC1, FKBP1A, GRN, HK1, IDE, IFNAR1, IL17RC, LIF, LIMK1, LMO4, LYL1, MAPK1, MAPK3, MSH2, NAGLU, NKAP, PECAM1, PELI3, PPP3CA, PRKCD, PSMA1, PSMB10, PTPN11, RPS6KA3, SHMT2, SMPD1, SRF, SSC5D, TFEB, TICAM1, TRIM23, UBE2N, XBP1, XRCC5, YY1, ZBTB7A",28.02,26.29,1.0879836199047494e-48,47.96337764309237
"ZF2001 (V3, D14)","I (D10, moderate)",0.134,53,203,141,256,194,"ACTR3, ANKHD1, BST1, CD164, CD24, CDKN2B, CEBPG, CORO1A, CSK, CTNNB1, CX3CR1, CXCL2, CXCL8, EFNB1, ERCC1, FBXO38, FKBP1A, FUT4, GBP6, GCH1, GCNT1, GPR89A, IFNGR2, IL10RB, IL12RB1, IL15, IL1RN, IMPDH2, ITGB8, ITPKB, LMO4, LRRC8A, LY86, MAP2K1, MS4A2, NFKBIA, NLRC3, PIK3AP1, PIK3CG, PIK3R1, PPP2R1A, PRKCD, PTX3, RASGRP1, RNF135, SKIL, SMPD1, STAT2, TNFRSF17, TYRO3, VIM, XBP1, ZBTB7A",20.7,27.32,2.645794014611976e-63,62.577443970352455
"ZF2001 (V3, D14)","I (D26, moderate)",0.124,42,144,152,186,194,"ACTR3, ADA, ANKHD1, BST1, CD24, CDKN2B, CX3CR1, CXCL2, EFNB1, FBXO38, FKBP1A, FUT4, GPR89A, HPRT1, IL10RB, IL12RB1, IMPDH2, ITGB8, ITPKB, LCP1, LRRC8A, LY86, MAP2K1, MAPK1, MS4A2, NFKBIA, NLRC3, OLR1, PIK3R1, PPP2CA, RASGRP1, RHOA, RNF135, RPS6KA3, SSC5D, TMEM229B, TNFRSF17, TRIM68, USP27X, VIM, XRCC5, ZBTB7A",22.58,21.65,1.8473951418232846e-57,56.733440202795066
"ZF2001 (V3, D14)","I (D51, severe)",0.156,53,146,141,199,194,"ACTR3, ADM, ANKHD1, BST1, CACNB4, CASP6, CD24, CEBPG, CHGA, CLNK, CX3CR1, CXCL2, FAS, FBXO38, FUT4, FUT7, GBP6, GCH1, GRB2, IFNGR2, IL1RN, IMPDH2, IRF2BP2, ITGB8, ITPKB, KHDRBS1, LCP1, LIMK1, LMBR1L, MAP2K1, MAPT, MS4A2, NAGLU, NFKBIA, OLR1, PELI3, PIK3AP1, PPP2CA, PRKCD, PSMB10, PSME1, PTX3, RNF19B, RORC, SKIL, SLC15A3, STAT1, TFEB, TICAM1, TNIP2, TRIM68, USP27X, WNT4",26.63,27.32,4.257563766450379e-51,50.37083883879457
"ZF2001 (V3, D14)","ChAd (V1, D7)",0.19,70,175,124,245,194,"APOBEC3F, ARID5A, BST2, BTN3A2, CBL, CCL3, CD24, CD27, CD300C, CDKN2B, CRK, CSF1, CSK, CX3CR1, CXCL2, CXCL8, CXCR5, DDOST, DPEP1, EFNB1, ERCC1, FGR, FUT4, GCH1, GCNT1, GPLD1, HK1, IDE, IFI35, IFNAR1, IL12RB1, IL17RC, IRF2BP2, ITPKB, KHDRBS1, LAX1, LIF, LRRC8A, MTHFD1, NFKBIA, NKAP, OLR1, PDE4D, PECAM1, PELI3, PIK3AP1, PIK3CG, PIK3R1, PPP3CA, PSMA1, PSME1, PTPN11, PTX3, RAB10, RPS6KB1, SCIMP, SHMT2, SOS1, SRPK2, SSC5D, STAT1, STAT2, TICAM1, TMEM229B, TNFRSF17, TRIM23, VIM, XBP1, XCR1, ZP3",28.57,36.08,8.434010911792982e-48,47.0739658414373
"ZF2001 (V3, D14)",BNT-I (D1),0.119,31,67,163,98,194,"ACTG1, BAX, BTNL9, CD164, CD24, CEBPG, CNIH1, CTNNB1, CXCL2, CXCR5, FUT4, GRN, HPRT1, IFNGR2, IL15, IL17RC, ITPKB, KHDRBS1, LMO4, MAP2K1, METTL3, NAGLU, NEDD4, OLR1, PELI3, PSMA1, PTX3, RHOA, RNF135, SKIL, SRPK2",31.63,15.98,1.5242937546278678e-38,37.81693132976794
"ZF2001 (V3, D14)",I (D1),0.166,63,131,186,194,249,"ACTR3, ADAR, ADM, APBB1IP, APOBEC3F, BAX, BST1, BST2, CACNB4, CD1B, CD300C, CLNK, CSF1, CSK, CX3CR1, CXCL8, CXCR5, FAS, FGR, FUT4, FUT7, GBP6, GCH1, GPLD1, GRB2, GRN, GSDMD, HK1, HPRT1, IFI35, IL10RB, IL12RB1, IL1RN, IMPDH2, KHDRBS1, LCP1, LIF, LIMK1, LMBR1L, MAPK3, METTL3, NAGLU, NEDD4, NFKBIA, PIK3AP1, PRDX2, PRKCD, PSMB10, PSME1, RAB10, RNF135, RNF19B, RPL13A, SOS1, SRF, STAT1, STAT2, TICAM1, TMEM229B, TRIM23, VIM, XCR1, ZBTB7A",32.47,25.3,9.560739265303938e-54,53.019508525461426
"ZF2001 (V3, D14)","ZF2001 (V3, D28)",0.273,63,131,37,194,100,"ADA, APOBEC3F, ARID5A, BTN3A2, C1S, CBL, CCL3, CD27, CHRNB2, CNIH1, CRKL, CSF1, CX3CR1, CXCL2, CXCL8, FKBP1A, FOSL2, FOXI3, FYB2, GCNT1, HAMP, HPRT1, IDO2, IL1RN, IMPDH2, IPO7, ITPKB, LAX1, LIF, LMBR1L, LRRC8A, METTL3, MSH2, NFKBIA, NLRC3, NLRP9, OLR1, PHB1, PIK3R1, PPIA, PPP2CA, PPP3CB, PSME1, PTX3, RAB4A, RAB5B, RASGRP1, RPL13A, RPS6KA3, SHLD3, SOS1, STAT5B, STMP1, TICAM1, TMEM229B, TNFRSF17, TRIM68, UBE2N, USP27X, VAMP7, VEGFA, WDFY4, WNT4",32.47,63,3.4910459796866754e-16,15.457044431164997
"ZF2001 (V3, D14)","BNT-MO (V3, D1)",0.045,10,184,28,194,38,"C1S, CHRNB2, GARIN5A, LMO4, MAPT, OLR1, TRIM23, TRIM68, TYRO3, ZBTB7A",5.15,26.32,1.709724422808826e-27,26.76707388451909
"ZF2001 (V3, D14)",I (D0),0.136,43,151,122,194,165,"ADAR, APOBEC3F, BAX, BST2, C1S, CACNB4, CD164, CD24, CD300C, CEBPG, CSK, CX3CR1, FUT7, GCH1, GCNT1, GRN, HPRT1, IFI35, IL10RB, IL15, IL1RN, IMPDH2, ITGB8, LIF, LMO4, LY86, LYL1, MAPK1, OLR1, PIK3AP1, PIK3R1, RAB10, RNF135, SCIMP, SKIL, SLFN11, SOS1, STAT1, STAT2, TICAM1, TMEM229B, VEGFA, ZBTB7A",22.16,26.06,6.080154603484794e-51,50.21608537753867
"ZF2001 (V3, D14)",BNT-I (D2),0.15,57,137,186,194,243,"ADAR, ADM, APOBEC3F, BSG, BST1, BST2, CD1B, CDKN2B, CHGA, CNIH1, CSF1, CSK, EFNB1, FGR, FOSL2, FUT7, GBP6, GRN, HK1, IDE, IFI35, IL12RB1, IL1RN, IMPDH2, IPO7, LIF, LIMK1, LYL1, MAPK3, METTL3, MLH1, MSH2, MTHFD1, NAGLU, NFKBIA, NKAP, PELI3, PIK3AP1, PIK3R1, PRKCD, PSMB10, RNF135, RNF19B, RPL13A, RPS6KA3, SMPD1, SRF, SSC5D, STAT2, TFEB, TICAM1, TOP2B, TRIM23, VEGFA, XBP1, XRCC5, ZBTB7A",29.38,23.46,2.0441208047994464e-57,56.68949344155716
"ZF2001 (V3, D14)",I (D2),0.173,61,133,158,194,219,"ADAR, APOBEC3F, BAX, BST2, C1S, CACNB4, CBL, CD164, CD1B, CD300C, CEBPG, CSK, CX3CR1, CXCL2, CXCL8, EFNB1, FGR, FOSL2, FUT7, GCH1, GCNT1, GRN, GSDMD, HPRT1, IFI35, IL12RB1, IL15, IL17RC, IL1RN, IMPDH2, ITGB8, LIF, LIMK1, LMBR1L, LMO4, LY86, LYL1, MAPK1, NAGLU, PDE4D, PIK3AP1, PIK3R1, PPP3CA, PTAFR, RAB10, RNF135, RPL13A, RPS6KA3, SCIMP, SMPD1, STAT1, STAT2, TICAM1, TMEM229B, TNFRSF17, TRIM23, TRIM68, TXLNA, XRCC5, YY1, ZBTB7A",31.44,27.85,1.8182768592000968e-49,48.74033998840317
"ZF2001 (V3, D14)",I-I (D2),0.019,4,190,22,194,26,"ADAR, CSF1, TICAM1, ZBTB7A",2.06,15.38,2.228972625778439e-26,25.651895265098215
"ZF2001 (V3, D14)",I-I (D5),0.102,26,168,60,194,86,"ADAR, APOBEC3F, BST2, CD164, CD1B, CD300C, CEBPG, CSK, CX3CR1, GBP6, GCH1, GRN, IFI35, IL12RB1, IMPDH2, LIF, LIMK1, LMBR1L, LYL1, PDE4D, PIK3AP1, PIK3R1, RPL13A, STAT1, STAT2, ZBTB7A",13.4,30.23,6.076463529692326e-38,37.216349104343614
"ZF2001 (V3, D14)","BNT (V1, D6)",0.066,15,179,32,194,47,"BTNL9, CD1B, CHRNB2, CXCL2, ERCC1, FOSL2, GARIN5A, GBP6, GPR89A, MAPT, SMPD1, TNFRSF17, TYRO3, XCR1, ZBTB7A",7.73,31.91,9.236188324259781e-28,27.03450722047628
"ZF2001 (V3, D14)","BNT (V2, D1)",0.114,31,163,79,194,110,"APOBEC3F, BST1, C1S, CD1B, CHGA, CXCL2, CXCL8, FAS, GARIN5A, GBP6, GCH1, GSDMD, IDO2, IFI35, IL12RB1, IRF2BP2, LRRC8A, LYL1, MAPK3, OLR1, PDE4D, RASGRP1, SHLD3, STAT1, STAT2, STMP1, TMEM229B, TXLNA, TYRO3, VEGFA, VIM",15.98,28.18,1.9149896727767943e-43,42.7178335637675
"ZF2001 (V3, D14)","BNT (V3, D1)",0.02,4,190,8,194,12,"CHGA, GARIN5A, GPLD1, GPR89A",2.06,33.33,8.284630136066296e-12,11.08172687571188
"ZF2001 (V3, D14)","BNT-I-BNT (D51, mild)",0.039,9,185,39,194,48,"CASP6, CD24, CEBPG, CTNNB1, CX3CR1, CXCR5, FUT4, OLR1, TRIM68",4.64,18.75,4.693433693903187e-36,35.328509313214205
"ZF2001 (V3, D14)",I (D3),0.041,10,184,48,194,58,"APOBEC3F, BST2, CX3CR1, GRN, IFI35, IMPDH2, LIF, PDE4D, PIK3R1, ZBTB7A",5.15,17.24,3.6290329307011744e-41,40.44020909089095
"ZF2001 (V3, D14)","BBIBP (V3, D07)",0.121,28,166,37,194,65,"ADM, CBL, CCL3, CNIH1, CSF1, CTNNB1, CX3CR1, CXCL2, CXCL8, FBXO38, FUT4, FYB2, HPRT1, IDO2, IRF2BP2, ITGB8, LRRC8A, MS4A2, NFKBIA, PPP2CA, PSMA1, PTX3, RNF19B, RPL13A, SHLD3, TICAM1, TRIM23, VIM",14.43,43.08,2.0062186768260607e-25,24.69762173085556
"ZF2001 (V3, D14)","BBIBP (V3, D14)",0.208,51,143,51,194,102,"ADM, BAX, C4BPB, CACNB4, CAMLG, CCL3, CD164, CEBPG, CHRNB2, CLNK, CNIH1, CSF1, CTNNB1, CXCL2, CXCL8, EMP2, FBXO38, FOSL2, FOXI3, FUT4, FYB2, GPLD1, HPRT1, HTN1, IDO2, IL1RN, IRF2BP2, ITGB8, LRRC8A, MS4A2, MTHFD1, NEDD4, NFKBIA, NKAP, NLRP9, PPP2CA, PSMA1, PSME1, PTX3, RNF19B, RPL13A, SHLD3, SKIL, SSC5D, TICAM1, TRIM49D1, UBE2N, VEGFA, VIM, WFDC11, WNT4",26.29,50,2.3905637078417305e-24,23.62149967798976
"ZF2001 (V3, D14)","ChAd (V1, D6)",0.046,10,184,23,194,33,"CRK, FOSL2, IFNGR2, LCP1, PPP3CA, RHOA, RNF135, STMP1, TFEB, XRCC5",5.15,30.3,1.4627155219679976e-23,22.834840129960035
"ZF2001 (V3, D14)",I-I (D1),0.07,16,178,33,194,49,"BST2, CD164, CXCR5, GBP6, GCH1, IFI35, IL15, IL1RN, IMPDH2, ITPKB, LY86, NFKBIA, PIK3AP1, STAT1, STAT2, TMEM229B",8.25,32.65,5.981143980908309e-28,27.223215742921223
"ZF2001 (V3, D14)",I (D4),0.01,2,192,14,194,16,"PDE4D, PIK3R1",1.03,12.5,5.767080756028396e-20,19.239043967151275
"ZF2001 (V3, D14)",I-I (D3),0,0,194,11,194,11,,0,0,1.9517449015758896e-18,17.709576946442766
"ZF2001 (V3, D14)","ChAd (V2, D3)",0.073,17,177,40,194,57,"CAMLG, CBL, CD1B, CHRNB2, CSF1, CX3CR1, CXCR5, GPR89A, ITGB8, LAX1, METTL3, NKAP, NLRP9, PPP3CA, TMEM229B, TNFAIP8L2, YY1",8.76,29.82,6.680425925719252e-32,31.175195847211185
"ZF2001 (V3, D14)","I (D51, moderate)",0.061,13,181,19,194,32,"CAMLG, CCL3, CD24, CEBPG, CTNNB1, CX3CR1, FUT4, IL12RB1, OLR1, SSC5D, TNFAIP8L2, TRIM68, VIM",6.7,40.62,5.570502390197263e-19,18.254105635086354
"ZF2001 (V3, D14)",I-I (D0),0.005,1,193,8,194,9,CACNB4,0.52,11.11,1.5062963883756797e-13,12.822089565206126
"ZF2001 (V3, D14)","ChAd (V2, D7)",0.023,5,189,22,194,27,"CBL, CX3CR1, CXCL8, ITGB8, YY1",2.58,18.52,1.2036452179203844e-25,24.919501505275235
"ZF2001 (V3, D14)","ChAd-BNT (V3, D1)",0.005,1,193,4,194,5,CD1B,0.52,20,8.049319144315531e-8,7.094240853094493
"ZF2001 (V3, D14)","BNT-I-BNT (D51, severe)",0.015,3,191,5,194,8,"CEBPG, CTNNB1, RAB5B",1.55,37.5,2.265135035586272e-8,7.644905902498
"ZF2001 (V3, D14)","ChAd (V2, D1)",0.015,3,191,12,194,15,"PDE4D, TMEM229B, TREML4",1.55,20,5.1730714381574397e-17,16.286251524107186
"ZF2001 (V3, D14)","BNT-I (D51, severe)",0.005,1,193,2,194,3,CEBPG,0.52,33.33,1.5698587127158575e-4,3.80413943233535
"ZF2001 (V3, D14)",I-BNT (D5),0,0,194,1,194,1,,0,0,0.005128205128205128,2.290034611362518
I (D1),"BBIBP (V3, D28)",0.079,25,67,224,92,249,"ADM, BPI, CD58, CSF1, CXCL8, DNM2, FLT1, FUT4, GPR183, HPRT1, IL1RN, KIF5B, NFKBIA, PSME1, RAP1GAP, RNF19B, RPL39, RPS6, SERINC5, SIRT2, SRF, TICAM1, TRIM23, VIM, ZNF3",27.17,10.04,5.0426158789841956e-48,47.29734411294164
I (D1),"BNT-I (D10, severe)",0.291,130,197,119,327,249,"ACTR3, ADAM17, ADAR, ADM, ALOX5, ANXA3, AP3B1, APBB1IP, APOBEC3A, ASXL1, ATF2, B2M, BATF2, BPI, BST1, BTK, C1R, CACNB3, CASP1, CCR7, CD177, CD1B, CD1C, CD1E, CD28, CD38, CD40LG, CD58, CFB, CH25H, CLNK, CR1, CX3CR1, CXCL8, CXCR4, DDX60, EIF2AK2, ENPP1, EPHB2, EPX, FAS, FCER1G, FCGR1A, FGR, FLT1, FUT4, FUT7, GBP1, GBP2, GBP6, GCH1, GPR183, GRB2, HDAC4, HLA-C, HLA-E, HP, IFI27, IFI30, IFI35, IFI6, IFIT1, IFIT2, IFITM1, IFITM2, IFITM3, IL10, IL10RB, IL18RAP, IL1RN, IL27, IL2RG, IL34, IL5RA, IMPDH2, IRAK1BP1, IRF9, ITGAM, JAG1, JAK3, KIF5B, LCP1, LILRA6, MAP2K6, MAPK3, METTL3, MX1, MX2, MYO1G, NCAPH2, NFKBIA, NLRC5, OAS2, PARP9, PIK3AP1, PML, PPARG, PRKCD, PRKCE, PSMB9, PSME1, RELB, RNASE2, RNF135, RNF213, RPL22, RPS6, S100A12, S100A7, SELL, SLC12A2, SP100, STAT1, STAT2, STAT3, STXBP1, STXBP4, SUSD4, TAP1, TARM1, TBKBP1, TFE3, TRIM21, TRIM22, VIM, VNN1, XCR1, ZBTB7A, ZC3HAV1, ZNF3",39.76,52.21,6.485421064204365e-38,37.18806182221304
I (D1),"BNT-I (D26, severe)",0.064,19,48,230,67,249,"ACTR3, ANXA3, APOBEC3A, B2M, BPI, CACNB3, CCR7, CD1B, CR2, CX3CR1, FCGR1A, GBP6, IMPDH2, MYO1G, NAGLU, NFKBIA, RPL22, S100A12, VIM",28.36,7.63,3.3861517818020347e-40,39.470293578855056
I (D1),"ChAd (V1, D3)",0.4,173,184,76,357,249,"ACTR3, ADAM17, ADAR, APBB1IP, APOBEC3F, ASXL1, ATF2, AXL, B2M, BANK1, BATF2, BAX, BST1, BST2, BTK, CACNB4, CALR, CASP1, CASP4, CCR1, CCR7, CD1C, CD28, CD300C, CD34, CD38, CD58, CD68, CFB, CLNK, CR2, CSF1, CSK, CTSC, CX3CR1, CXCL1, CXCL6, CXCL8, CXCR5, DDX60, DEFB1, DOCK8, EDNRB, EIF2AK2, ENPP1, EP300, EPHB2, EPX, FCER1G, FCGR1A, FCGR2B, FGR, GBP1, GBP2, GBP6, GCH1, GPLD1, GRB2, GRN, HCK, HK1, HLA-C, HLA-E, HP, HPRT1, HSPD1, HYAL2, IFI27, IFI30, IFI35, IFI6, IFIT1, IFITM1, IFITM2, IFITM3, IL10, IL10RB, IL12RB1, IL27, IL2RG, IL5RA, IMPDH2, IRAK1BP1, IRF2, IRF9, ITGAL, JAG1, KDELR1, KHDRBS1, KIT, KMT2E, LACC1, LAG3, LAIR1, LCP1, LGALS1, LGALS9, LILRA5, LILRA6, LILRB1, LILRB2, LILRB4, LIMK1, LMBR1L, LTBR, MAPK3, MASP2, MERTK, METTL3, MNDA, MX1, MX2, MYO1G, NAGLU, NCAPH2, NCKAP1L, NFKBIA, OAS2, PARP9, PDIA3, PIK3AP1, PLD3, PML, POU2F2, PPARG, PRKCD, PSMB10, PSMB9, PSME1, PTPN2, PTPN6, PTPRC, RAB10, RAP1GAP, RELB, RNASE2, RNF135, RNF213, RPL13A, RPL22, RPL30, RPL39, RPS6, SELL, SERPINB9, SIRT2, SLC12A2, SP100, SPI1, SRC, SRP54, STAT1, STAT2, STXBP4, TAP1, TAP2, TARM1, TFE3, TMEM229B, TNFRSF1B, TNFSF10, TNFSF15, TPD52, TRIM21, TRIM22, TRIM23, TRIM26, VAV1, VIM, VNN1, XCR1, ZBTB7A, ZNF3",48.46,69.48,2.072830912753697e-21,20.68343612320911
I (D1),"ChAd-BNT (V2, D3)",0.308,133,183,116,316,249,"ACTR3, ADAM17, ADAR, APOBEC3F, ATF2, AXL, BANK1, BATF2, BST1, BST2, BTK, CASP1, CASP4, CCR7, CD1C, CD28, CD300C, CD34, CD38, CD40LG, CD58, CD68, CFB, CSF1, CX3CR1, CXCL1, CXCL6, CXCL8, CXCR4, CXCR5, CYBA, DDX60, DEFB1, DOCK8, EIF2AK2, ENPP1, EPHB2, EPX, FCER1G, FCGR1A, FGR, FUT4, GBP1, GBP2, GBP6, GCH1, GPLD1, GPR183, GRN, GSDMD, HCK, HK1, HLA-E, HPRT1, HSPD1, IFI27, IFI35, IFI6, IFIT1, IFIT2, IFITM1, IFITM3, IL10RB, IL1RN, IL27, IL34, IMPDH2, IRF9, ITGAL, ITGAM, KIT, LACC1, LAIR1, LCP1, LGALS9, LILRA6, LILRB1, LILRB2, LILRB4, LRP1, LTBR, MASP2, MERTK, METTL3, MNDA, MX1, MX2, NCAPH2, NCKAP1L, NDST2, NEDD4, NLRC5, OAS2, PARP9, PIK3AP1, PLD3, PML, POU2F2, PRKCD, PRKDC, PSMB9, PTPN2, PTPRC, RAB10, RAB6A, RAP1GAP, RNASE2, RNF135, RNF213, RPL13A, RPL22, RPL30, RPL39, RPS6, SELL, SLC12A2, SOS1, SP100, SRP54, STAT1, STAT2, STXBP4, TAP1, TAP2, TMEM229B, TNFSF10, TRIM22, TRIM23, UBA7, ZBTB7A, ZC3HAV1, ZFP36L2, ZNF3",42.09,53.41,6.206176648447803e-35,34.2071758671092
I (D1),"ChAd-BNT (V2, D7)",0.214,95,194,154,289,249,"ADM, ALOX5, ANXA3, APOBEC3F, ASXL1, ATF2, B2M, BATF2, BST1, CASP1, CCR1, CCR7, CD28, CD38, CD68, CR1, CSF1, CTSC, CXCL1, CXCL6, CXCL8, CXCR4, CXCR5, DNM2, EPX, FCER1G, FCGR1A, GBP1, GBP2, GCH1, GPLD1, GPR183, GRB2, GTPBP1, HCK, HDAC4, HLA-E, IFI30, IFI6, IFIT1, IFIT2, IFITM2, IFITM3, IL10RB, IL1RN, IL27, IRF9, ITGAL, KHDRBS1, LGALS1, LGALS9, LILRA5, LILRA6, LILRB1, LILRB2, LTBR, MAP2K6, MASP2, METTL3, NCKAP1L, NFKBIA, PDIA3, PSME1, RAB6A, RAP1GAP, RELB, RNF135, RNF19B, RNF213, RPL13A, RPL39, S100A12, SLC12A2, SOS1, SPI1, SRC, SRP54, STAT1, STAT3, STXBP1, STXBP4, TFE3, TICAM1, TNFRSF1B, TNFSF15, TRIM21, TRIM23, TRIM26, TRIM59, UBA7, VIM, VNN1, ZBTB7A, ZC3HAV1, ZNF3",32.87,38.15,5.720773247918504e-53,52.242545265855966
I (D1),"I (D10, severe)",0.23,98,177,151,275,249,"ACTR3, ADAM17, ADM, ALOX5, ANXA3, AP3B1, APBB1IP, APOBEC3A, ATF2, B2M, BPI, BST1, C1R, CACNB3, CCL2, CCR1, CCR7, CD177, CD1C, CD28, CD300C, CD40LG, CD58, CH25H, CLNK, CR1, CX3CR1, CXCR4, EIF2AK2, FCER1G, FGR, FLT1, FUT7, GPR183, GTPBP1, HDAC4, HLA-C, HLA-E, HP, IFI27, IFITM1, IFITM2, IL10, IL10RB, IL18RAP, IL34, IL4R, IL5RA, IMPDH2, ITGAM, JAK3, KIF5B, LCP1, LILRA5, LILRA6, LILRB1, LMBR1L, LRP1, MAP2K6, MAPK3, MYO1C, MYO1G, NAGLU, NDST2, NFKBIA, NLRC5, PARP9, PLD3, PPARG, PRDX2, PRKCD, PRKCE, PRKDC, PTPRC, RAB6A, RAP1GAP, RNF135, RPL22, RPS6, S100A12, SELL, SP100, SRC, STAT3, STXBP1, STXBP4, SUSD4, TARM1, TBKBP1, TFE3, TMEM229B, TRIM22, TUBB4B, VIM, VNN1, ZBTB7A, ZC3HAV1, ZFP36L2",35.64,39.36,2.5084097360964055e-48,47.60060152223063
I (D1),"I (D26, severe)",0.221,94,176,155,270,249,"ACTR3, ADAM17, ANXA3, AP3B1, APBB1IP, APOBEC3A, ATF2, AXL, B2M, BPI, BST1, CACNB3, CACNB4, CCR1, CCR7, CD177, CD1B, CD1C, CD300C, CD38, CD40LG, CD58, CD68, CH25H, CLNK, CR1, CSK, CX3CR1, CXCR4, CYBA, EIF2AK2, FAS, FCER1G, FCGR1A, FLT1, FUT4, GBP2, GRN, GSDMD, HDAC4, HP, IFI27, IL10, IL12RB1, IL18RAP, IL5RA, IMPDH2, ITGAL, JAK3, KDELR1, KIF5B, LCP1, LGALS1, LILRA6, LILRB1, LIMK1, LRP1, LTBR, MAP2K2, MAP2K6, MYO1C, MYO1G, NAGLU, NFKBIA, PARP9, PIK3AP1, PLD3, PPARG, PRDX2, PRKCE, PSMB10, PTPN2, PTPRC, RAB6A, RNASE2, RNF135, RPL22, S100A12, SELL, SP100, SRC, STAT3, STXBP1, STXBP4, TARM1, TMEM229B, TPD52, TRIM22, UBA7, VIM, VNN1, ZBTB7A, ZC3HAV1, ZFP36L2",34.81,37.75,5.669203010070462e-50,49.24647799095845
I (D1),"ZF2001 (V3, D07)",0.207,92,196,157,288,249,"ADM, APOBEC3A, BAX, BST1, C1R, CACNB3, CACNB4, CCR1, CD177, CD28, CD300C, CD44, CD68, CLNK, CSF1, CSK, CXCL1, CXCL8, CXCR4, CXCR5, CYBA, DNM2, EIF2AK2, F2, FCGR1A, FCGR2B, FLT1, FUT4, GBP6, GCH1, GPLD1, GPR183, GRB2, GRN, GSDMD, HCK, HK1, HPRT1, IFI30, IFITM3, IFNL1, IL10RB, IL12RB1, IL1RN, IL34, IMPDH2, IRAK1BP1, JAK3, KHDRBS1, LCP1, LGALS1, LGALS9, LIF, LIMK1, MAP2K2, MAPK3, MASP2, MDK, METTL3, MST1R, MYO1G, NEDD4, NFKBIA, PLD3, PLEKHM2, PRDX2, PRKCD, PSMB10, PSME1, RAPGEF3, RELB, RNF135, RNF19B, RPL13A, RPL30, RPL39, RPS6, S100A12, SERINC5, SP100, SPI1, SRF, STAT3, STXBP1, STXBP4, TAP2, TFE3, TICAM1, TNFRSF1B, TNFSF15, VIM, ZBTB7A",31.94,36.95,9.469651454807465e-55,54.02366600558379
