"","condition","genes"
"17316","BNT-I (D10, severe)","FAM64A"
"17317","BNT-I (D10, severe)","ESAM"
"17318","BNT-I (D10, severe)","CYP1B1-AS1"
"17319","BNT-I (D10, severe)","TP53I13"
"17320","BNT-I (D10, severe)","BEAN1"
"17321","BNT-I (D10, severe)","CASR"
"17322","BNT-I (D10, severe)","SRXN1"
"17323","BNT-I (D10, severe)","AOX1"
"17324","BNT-I (D10, severe)","LSMEM1"
"17325","BNT-I (D10, severe)","HIST2H2BC"
"17326","BNT-I (D10, severe)","ZNF222"
"17327","BNT-I (D10, severe)","SBF2"
"17328","BNT-I (D10, severe)","LINC00943"
"17329","BNT-I (D10, severe)","MAP3K9"
"17330","BNT-I (D10, severe)","NUMB"
"17331","BNT-I (D10, severe)","CACNG6"
"17332","BNT-I (D10, severe)","LOC100129461"
"17333","BNT-I (D10, severe)","PRSS58"
"17334","BNT-I (D10, severe)","ACVR1C"
"17335","BNT-I (D10, severe)","ZNF462"
"17336","BNT-I (D10, severe)","ACOXL"
"17337","BNT-I (D10, severe)","DPRXP4"
"17338","BNT-I (D10, severe)","CP"
"17339","BNT-I (D10, severe)","ALOX12P2"
"17340","BNT-I (D10, severe)","STAR"
"17341","BNT-I (D10, severe)","ZNF544"
"17342","BNT-I (D10, severe)","ADGRG5"
"17343","BNT-I (D10, severe)","TTC26"
"17344","BNT-I (D10, severe)","SHROOM4"
"17345","BNT-I (D10, severe)","RHPN1"
"17346","BNT-I (D10, severe)","CCDC78"
"17347","BNT-I (D10, severe)","LGI4"
"17348","BNT-I (D10, severe)","NAV1"
"17349","BNT-I (D10, severe)","TMC3"
"17350","BNT-I (D10, severe)","BASP1"
"17351","BNT-I (D10, severe)","F5"
"17352","BNT-I (D10, severe)","SMARCA1"
"17353","BNT-I (D10, severe)","SPG20"
"17354","BNT-I (D10, severe)","HIST1H2BC"
"17355","BNT-I (D10, severe)","LMF1"
"17356","BNT-I (D10, severe)","YY2"
"17357","BNT-I (D10, severe)","DENND2D"
"17358","BNT-I (D10, severe)","LHX4-AS1"
"17359","BNT-I (D10, severe)","SESN2"
"17360","BNT-I (D10, severe)","FXYD7"
"17361","BNT-I (D10, severe)","ZNF780B"
"17362","BNT-I (D10, severe)","ADM5"
"17363","BNT-I (D10, severe)","SLC38A1"
"17364","BNT-I (D10, severe)","WDR92"
"17365","BNT-I (D10, severe)","C17orf53"
"17366","BNT-I (D10, severe)","PLXNB3"
"17367","BNT-I (D10, severe)","TARP"
"17368","BNT-I (D10, severe)","ALPK2"
"17369","BNT-I (D10, severe)","DDN"
"17370","BNT-I (D10, severe)","ZNF461"
"17371","BNT-I (D10, severe)","ZNF577"
"17372","BNT-I (D10, severe)","EEF2KMT"
"17373","BNT-I (D10, severe)","ZNF358"
"17374","BNT-I (D10, severe)","ZNF285"
"17375","BNT-I (D10, severe)","ZNF571-AS1"
"17376","BNT-I (D10, severe)","FASTKD5"
"17377","BNT-I (D10, severe)","WASH5P"
"17378","BNT-I (D10, severe)","FAM46A"
"17379","BNT-I (D10, severe)","RGL1"
"17380","BNT-I (D10, severe)","FAM161A"
"17381","BNT-I (D10, severe)","RNF24"
"17382","BNT-I (D10, severe)","CFAP54"
"17383","BNT-I (D10, severe)","NR5A2"
"17384","BNT-I (D10, severe)","GPX1"
"17385","BNT-I (D10, severe)","MB21D2"
"17386","BNT-I (D10, severe)","MMP27"
"17387","BNT-I (D10, severe)","GPR143"
"17388","BNT-I (D10, severe)","RBP7"
"17389","BNT-I (D10, severe)","C6orf25"
"17390","BNT-I (D10, severe)","RGS18"
"17391","BNT-I (D10, severe)","LOC100289333"
"17392","BNT-I (D10, severe)","KIAA1462"
"17393","BNT-I (D10, severe)","TRIM2"
"17394","BNT-I (D10, severe)","HIVEP3"
"17395","BNT-I (D10, severe)","RAB31"
"17396","BNT-I (D10, severe)","UBIAD1"
"17397","BNT-I (D10, severe)","TULP3"
"17398","BNT-I (D10, severe)","TPTE2P6"
"17399","BNT-I (D10, severe)","ZNF204P"
"17400","BNT-I (D10, severe)","ADAMTS7P1"
"17401","BNT-I (D10, severe)","ZNF785"
"17402","BNT-I (D10, severe)","RASGRF2-AS1"
"17403","BNT-I (D10, severe)","NAPA"
"17404","BNT-I (D10, severe)","NINL"
"17405","BNT-I (D10, severe)","LAP3"
"17406","BNT-I (D10, severe)","NOP10"
"17407","BNT-I (D10, severe)","SLC24A2"
"17408","BNT-I (D10, severe)","GRAP"
"17409","BNT-I (D10, severe)","LOC399715"
"17410","BNT-I (D10, severe)","LOC285766"
"17411","BNT-I (D10, severe)","TUBA3D"
"17412","BNT-I (D10, severe)","PPP4R1L"
"17413","BNT-I (D10, severe)","IL24"
"17414","BNT-I (D10, severe)","XPO6"
"17415","BNT-I (D10, severe)","SPRTN"
"17416","BNT-I (D10, severe)","TRMT61A"
"17417","BNT-I (D10, severe)","WDR31"
"17418","BNT-I (D10, severe)","CDON"
"17419","BNT-I (D10, severe)","TCTN2"
"17420","BNT-I (D10, severe)","LOC554223"
"17421","BNT-I (D10, severe)","C1GALT1C1"
"17422","BNT-I (D10, severe)","WDR66"
"17423","BNT-I (D10, severe)","LPCAT2"
"17424","BNT-I (D10, severe)","NDUFAF4P1"
"17425","BNT-I (D10, severe)","THSD7A"
"17426","BNT-I (D10, severe)","GAS2L1"
"17427","BNT-I (D10, severe)","ACSL4"
"17428","BNT-I (D10, severe)","LINC00540"
"17429","BNT-I (D10, severe)","LOC283710"
"17430","BNT-I (D10, severe)","ZNF84"
"17431","BNT-I (D10, severe)","HBA1"
"17432","BNT-I (D10, severe)","ANKS6"
"17433","BNT-I (D10, severe)","SPATA2"
"17434","BNT-I (D10, severe)","ADAT2"
"17435","BNT-I (D10, severe)","TRIM17"
"17436","BNT-I (D10, severe)","RAB9B"
"17437","BNT-I (D10, severe)","ATP8A2"
"17438","BNT-I (D10, severe)","LOC102723704"
"17439","BNT-I (D10, severe)","KL"
"17440","BNT-I (D10, severe)","RP2"
"17441","BNT-I (D10, severe)","ANKRD33B"
"17442","BNT-I (D10, severe)","ERI3-IT1"
"17443","BNT-I (D10, severe)","LINC00640"
"17444","BNT-I (D10, severe)","LINC01135"
"17445","BNT-I (D10, severe)","PLAT"
"17446","BNT-I (D10, severe)","FBLN7"
"17447","BNT-I (D10, severe)","LINC00544"
"17448","BNT-I (D10, severe)","ZBTB5"
"17449","BNT-I (D10, severe)","GLMP"
"17450","BNT-I (D10, severe)","LINC00999"
"17451","BNT-I (D10, severe)","BEND7"
"17452","BNT-I (D10, severe)","GK"
"17453","BNT-I (D10, severe)","LGR6"
"17454","BNT-I (D10, severe)","ABI2"
"17455","BNT-I (D10, severe)","FBXO43"
"17456","BNT-I (D10, severe)","RAB11FIP5"
"17457","BNT-I (D10, severe)","NR2E1"
"17458","BNT-I (D10, severe)","ERVH48-1"
"17459","BNT-I (D10, severe)","TCEA3"
"17460","BNT-I (D10, severe)","C12orf76"
"17461","BNT-I (D10, severe)","TEX2"
"17462","BNT-I (D10, severe)","HSPH1"
"17463","BNT-I (D10, severe)","ZNF823"
"17464","BNT-I (D10, severe)","C2orf48"
"17465","BNT-I (D10, severe)","TAS2R5"
"17466","BNT-I (D10, severe)","RASSF1-AS1"
"17467","BNT-I (D10, severe)","USP10"
"17468","BNT-I (D10, severe)","ZC4H2"
"17469","BNT-I (D10, severe)","PA2G4P4"
"17470","BNT-I (D10, severe)","CASC5"
"17471","BNT-I (D10, severe)","DCST2"
"17472","BNT-I (D10, severe)","ECM1"
"17473","BNT-I (D10, severe)","ARHGAP26"
"17474","BNT-I (D10, severe)","ZNF396"
"17475","BNT-I (D10, severe)","UGT2B28"
"17476","BNT-I (D10, severe)","FCRL6"
"17477","BNT-I (D10, severe)","STX3"
"17478","BNT-I (D10, severe)","SCARNA20"
"17479","BNT-I (D10, severe)","FRMD3"
"17480","BNT-I (D10, severe)","MXD1"
"17481","BNT-I (D10, severe)","UBAP1"
"17482","BNT-I (D10, severe)","ZNF395"
"17483","BNT-I (D10, severe)","CDADC1"
"17484","BNT-I (D10, severe)","TMCO3"
"17485","BNT-I (D10, severe)","PKD1L3"
"17486","BNT-I (D10, severe)","FAM86C1"
"17487","BNT-I (D10, severe)","ZFR2"
"17488","BNT-I (D10, severe)","ARL8A"
"17489","BNT-I (D10, severe)","SLC25A44"
"17490","BNT-I (D10, severe)","AK1"
"17491","BNT-I (D10, severe)","MIR6876"
"17492","BNT-I (D10, severe)","LOC100507424"
"17493","BNT-I (D10, severe)","BSCL2"
"17494","BNT-I (D10, severe)","MAD2L1"
"17495","BNT-I (D10, severe)","TMEM81"
"17496","BNT-I (D10, severe)","CORO2B"
"17497","BNT-I (D10, severe)","RNF157-AS1"
"17498","BNT-I (D10, severe)","PRSS36"
"17499","BNT-I (D10, severe)","ZBTB16"
"17500","BNT-I (D10, severe)","LOC642852"
"17501","BNT-I (D10, severe)","AASS"
"17502","BNT-I (D10, severe)","BEX1"
"17503","BNT-I (D10, severe)","NNMT"
"17504","BNT-I (D10, severe)","TGFA"
"17505","BNT-I (D10, severe)","KRT72"
"17506","BNT-I (D10, severe)","LINC00398"
"17507","BNT-I (D10, severe)","ARGFXP2"
"17508","BNT-I (D10, severe)","SAMSN1-AS1"
"17509","BNT-I (D10, severe)","CHMP2A"
"17510","BNT-I (D10, severe)","FAM229B"
"17511","BNT-I (D10, severe)","CDH1"
"17512","BNT-I (D10, severe)","CFAP45"
"17513","BNT-I (D10, severe)","FAM98B"
"17514","BNT-I (D10, severe)","SNX9"
"17515","BNT-I (D10, severe)","LINC00908"
"17516","BNT-I (D10, severe)","TRIQK"
"17517","BNT-I (D10, severe)","LINC01352"
"17518","BNT-I (D10, severe)","LYSMD4"
"17519","BNT-I (D10, severe)","STX11"
"17520","BNT-I (D10, severe)","GIPR"
"17521","BNT-I (D10, severe)","HSDL2"
"17522","BNT-I (D10, severe)","DPP7"
"17523","BNT-I (D10, severe)","KIAA0825"
"17524","BNT-I (D10, severe)","MTHFD2"
"17525","BNT-I (D10, severe)","FAM200B"
"17526","BNT-I (D10, severe)","MIR5581"
"17527","BNT-I (D10, severe)","SAMD9L"
"17528","BNT-I (D10, severe)","TEX29"
"17529","BNT-I (D10, severe)","TNC"
"17530","BNT-I (D10, severe)","HIST1H2BG"
"17531","BNT-I (D10, severe)","LOC143666"
"17532","BNT-I (D10, severe)","DUSP1"
"17533","BNT-I (D10, severe)","TMEM134"
"17534","BNT-I (D10, severe)","LHFPL1"
"17535","BNT-I (D10, severe)","OSCAR"
"17536","BNT-I (D10, severe)","DDI2"
"17537","BNT-I (D10, severe)","PC"
"17538","BNT-I (D10, severe)","PHAX"
"17539","BNT-I (D10, severe)","PRKCA"
"17540","BNT-I (D10, severe)","TULP2"
"17541","BNT-I (D10, severe)","LONRF2"
"17542","BNT-I (D10, severe)","PDE1B"
"17543","BNT-I (D10, severe)","AGTRAP"
"17544","BNT-I (D10, severe)","WASF1"
"17545","BNT-I (D10, severe)","CHMP7"
"17546","BNT-I (D10, severe)","CAPN12"
"17547","BNT-I (D10, severe)","ZNF69"
"17548","BNT-I (D10, severe)","FAM156A"
"17549","BNT-I (D10, severe)","KIAA0040"
"17550","BNT-I (D10, severe)","ZNF501"
"17551","BNT-I (D10, severe)","PFKFB4"
"17552","BNT-I (D10, severe)","COL5A1"
"17553","BNT-I (D10, severe)","MIR6839"
"17554","BNT-I (D10, severe)","RIT1"
"17555","BNT-I (D10, severe)","LOC101929147"
"17556","BNT-I (D10, severe)","RNF11"
"17557","BNT-I (D10, severe)","ANKRD31"
"17558","BNT-I (D10, severe)","LINC00428"
"17559","BNT-I (D10, severe)","PACSIN1"
"17560","BNT-I (D10, severe)","LOC101927131"
"17561","BNT-I (D10, severe)","VASP"
"17562","BNT-I (D10, severe)","LY6G5C"
"17563","BNT-I (D10, severe)","TMEM255B"
"17564","BNT-I (D10, severe)","LOC93622"
"17565","BNT-I (D10, severe)","CYP17A1"
"17566","BNT-I (D10, severe)","BCAS4"
"17567","BNT-I (D10, severe)","SERPINA1"
"17568","BNT-I (D10, severe)","C3orf33"
"17569","BNT-I (D10, severe)","CENPF"
"17570","BNT-I (D10, severe)","DCAF4"
"17571","BNT-I (D10, severe)","RPL21P44"
"17572","BNT-I (D10, severe)","KCTD1"
"17573","BNT-I (D10, severe)","ARSK"
"17574","BNT-I (D10, severe)","RASSF7"
"17575","BNT-I (D10, severe)","TMED8"
"17576","BNT-I (D10, severe)","C17orf51"
"17577","BNT-I (D10, severe)","AFF2"
"17578","BNT-I (D10, severe)","CALHM2"
"17579","BNT-I (D10, severe)","CHKB-AS1"
"17580","BNT-I (D10, severe)","GAMT"
"17581","BNT-I (D10, severe)","NOSTRIN"
"17582","BNT-I (D10, severe)","FLOT1"
"17583","BNT-I (D10, severe)","ITPRIPL1"
"17584","BNT-I (D10, severe)","MVD"
"17585","BNT-I (D10, severe)","ZNF135"
"17586","BNT-I (D10, severe)","PHOSPHO2"
"17587","BNT-I (D10, severe)","FHL2"
"17588","BNT-I (D10, severe)","HPGD"
"17589","BNT-I (D10, severe)","ZNF599"
"17590","BNT-I (D10, severe)","SLC16A7"
"17591","BNT-I (D10, severe)","PPP1R3F"
"17592","BNT-I (D10, severe)","LZTS3"
"17593","BNT-I (D10, severe)","ROBO3"
"17594","BNT-I (D10, severe)","HGH1"
"17595","BNT-I (D10, severe)","FLJ42393"
"17596","BNT-I (D10, severe)","GOLGA8H"
"17597","BNT-I (D10, severe)","HAUS4"
"17598","BNT-I (D10, severe)","KCTD15"
"17599","BNT-I (D10, severe)","PTPRS"
"17600","BNT-I (D10, severe)","HEATR9"
"17601","BNT-I (D10, severe)","MIR548AQ"
"17602","BNT-I (D10, severe)","DNM1P46"
"17603","BNT-I (D10, severe)","PATL2"
"17604","BNT-I (D10, severe)","RUNX3"
"17605","BNT-I (D10, severe)","CRY1"
"17606","BNT-I (D10, severe)","ZNF154"
"17607","BNT-I (D10, severe)","GPR87"
"17608","BNT-I (D10, severe)","PAOX"
"17609","BNT-I (D10, severe)","SIAH3"
"17610","BNT-I (D10, severe)","ZNF483"
"17611","BNT-I (D10, severe)","ARHGAP23"
"17612","BNT-I (D10, severe)","RASA4B"
"17613","BNT-I (D10, severe)","FCGR1B"
"17614","BNT-I (D10, severe)","LOC101927588"
"17615","BNT-I (D10, severe)","HTR7"
"17616","BNT-I (D10, severe)","ERI1"
"17617","BNT-I (D10, severe)","HIST1H1E"
"17618","BNT-I (D10, severe)","PZP"
"17619","BNT-I (D10, severe)","KLHL32"
"17620","BNT-I (D10, severe)","SLC25A37"
"17621","BNT-I (D10, severe)","BLVRB"
"17622","BNT-I (D10, severe)","LINC01281"
"17623","BNT-I (D10, severe)","NUP35"
"17624","BNT-I (D10, severe)","SLC9A4"
"17625","BNT-I (D10, severe)","MLST8"
"17626","BNT-I (D10, severe)","THAP7"
"17627","BNT-I (D10, severe)","LINC00202-1"
"17628","BNT-I (D10, severe)","HN1"
"17629","BNT-I (D10, severe)","ABCA11P"
"17630","BNT-I (D10, severe)","CACNG8"
"17631","BNT-I (D10, severe)","AQP9"
"17632","BNT-I (D10, severe)","FAM71F2"
"17633","BNT-I (D10, severe)","TMEM45A"
"17634","BNT-I (D10, severe)","LINC01089"
"17635","BNT-I (D10, severe)","DTX3"
"17636","BNT-I (D10, severe)","C1orf100"
"17637","BNT-I (D10, severe)","LOC400685"
"17638","BNT-I (D10, severe)","TOX2"
"17639","BNT-I (D10, severe)","PPFIA3"
"17640","BNT-I (D10, severe)","PTGS1"
"17641","BNT-I (D10, severe)","PFN1P2"
"17642","BNT-I (D10, severe)","FUT10"
"17643","BNT-I (D10, severe)","FAR2"
"17644","BNT-I (D10, severe)","CAMSAP2"
"17645","BNT-I (D10, severe)","LMO2"
"17646","BNT-I (D10, severe)","EGLN1"
"17647","BNT-I (D10, severe)","SPDYC"
"17648","BNT-I (D10, severe)","SAMD1"
"17649","BNT-I (D10, severe)","TIAM1"
"17650","BNT-I (D10, severe)","MAMSTR"
"17651","BNT-I (D10, severe)","LOC101929694"
"17652","BNT-I (D10, severe)","PCED1B"
"17653","BNT-I (D10, severe)","SIRT4"
"17654","BNT-I (D10, severe)","VWA8-AS1"
"17655","BNT-I (D10, severe)","VIM-AS1"
"17656","BNT-I (D10, severe)","HYLS1"
"17657","BNT-I (D10, severe)","ARHGEF34P"
"17658","BNT-I (D10, severe)","C11orf63"
"17659","BNT-I (D10, severe)","GMPR"
"17660","BNT-I (D10, severe)","COBL"
"17661","BNT-I (D10, severe)","SLFNL1-AS1"
"17662","BNT-I (D10, severe)","HLA-F-AS1"
"17663","BNT-I (D10, severe)","MICU3"
"17664","BNT-I (D10, severe)","RORA-AS1"
"17665","BNT-I (D10, severe)","ZNF283"
"17666","BNT-I (D10, severe)","CEACAM4"
"17667","BNT-I (D10, severe)","TRIB2"
"17668","BNT-I (D10, severe)","FLJ27354"
"17669","BNT-I (D10, severe)","ZNF850"
"17670","BNT-I (D10, severe)","SIGLEC14"
"17671","BNT-I (D10, severe)","APOL6"
"17672","BNT-I (D10, severe)","AP1M2"
"17673","BNT-I (D10, severe)","NEO1"
"17674","BNT-I (D10, severe)","KLF10"
"17675","BNT-I (D10, severe)","LOC101929762"
"17676","BNT-I (D10, severe)","LINC01271"
"17677","BNT-I (D10, severe)","LPL"
"17678","BNT-I (D10, severe)","TRPC1"
"17679","BNT-I (D10, severe)","C10orf82"
"17680","BNT-I (D10, severe)","PTTG1"
"17681","BNT-I (D10, severe)","ZNF85"
"17682","BNT-I (D10, severe)","DLGAP1-AS3"
"17683","BNT-I (D10, severe)","TM6SF1"
"17684","BNT-I (D10, severe)","SMAD7"
"17685","BNT-I (D10, severe)","GAN"
"17686","BNT-I (D10, severe)","KCNE5"
"17687","BNT-I (D10, severe)","FXN"
"17688","BNT-I (D10, severe)","SYCE2"
"17689","BNT-I (D10, severe)","CAMKK2"
"17690","BNT-I (D10, severe)","SCUBE3"
"17691","BNT-I (D10, severe)","PYGM"
"17692","BNT-I (D10, severe)","CHCHD6"
"17693","BNT-I (D10, severe)","HIST1H2AI"
"17694","BNT-I (D10, severe)","TMEM120A"
"17695","BNT-I (D10, severe)","DUSP23"
"17696","BNT-I (D10, severe)","GPR141"
"17697","BNT-I (D10, severe)","PLXNA2"
"17698","BNT-I (D10, severe)","VEGFB"
"17699","BNT-I (D10, severe)","KCTD19"
"17700","BNT-I (D10, severe)","SNAPC3"
"17701","BNT-I (D10, severe)","TMEM178B"
"17702","BNT-I (D10, severe)","ITGB3"
"17703","BNT-I (D10, severe)","DPY19L2P2"
"17704","BNT-I (D10, severe)","BOLL"
"17705","BNT-I (D10, severe)","B3GALT2"
"17706","BNT-I (D10, severe)","SPNS3"
"17707","BNT-I (D10, severe)","HSPB1"
"17708","BNT-I (D10, severe)","FAM169B"
"17709","BNT-I (D10, severe)","RSPH14"
"17710","BNT-I (D10, severe)","KDM4E"
"17711","BNT-I (D10, severe)","LINC01061"
"17712","BNT-I (D10, severe)","WDR86-AS1"
"17713","BNT-I (D10, severe)","STXBP6"
"17714","BNT-I (D10, severe)","KLF4"
"17715","BNT-I (D10, severe)","LINC00293"
"17716","BNT-I (D10, severe)","LINC01545"
"17717","BNT-I (D10, severe)","LOC102723701"
"17718","BNT-I (D10, severe)","GOLGA6L9"
"17719","BNT-I (D10, severe)","GDPD3"
"17720","BNT-I (D10, severe)","LOC101928694"
"17721","BNT-I (D10, severe)","VSIG10"
"17722","BNT-I (D10, severe)","CDIPT-AS1"
"17723","BNT-I (D10, severe)","ZNF431"
"17724","BNT-I (D10, severe)","SLC22A20"
"17725","BNT-I (D10, severe)","LIMA1"
"17726","BNT-I (D10, severe)","ELL2"
"17727","BNT-I (D10, severe)","UCHL1"
"17728","BNT-I (D10, severe)","APOM"
"17729","BNT-I (D10, severe)","CYP2U1"
"17730","BNT-I (D10, severe)","SLC16A1-AS1"
"17731","BNT-I (D10, severe)","CEP72"
"17732","BNT-I (D10, severe)","HTR3A"
"17733","BNT-I (D10, severe)","LOC101927311"
"17734","BNT-I (D10, severe)","CCDC102B"
"17735","BNT-I (D10, severe)","RLN3"
"17736","BNT-I (D10, severe)","XKR3"
"17737","BNT-I (D10, severe)","HRASLS5"
"17738","BNT-I (D10, severe)","CLDN9"
"17739","BNT-I (D10, severe)","RASSF6"
"17740","BNT-I (D10, severe)","ZNF43"
"17741","BNT-I (D10, severe)","TRPA1"
"17742","BNT-I (D10, severe)","LINC00630"
"17743","BNT-I (D10, severe)","UBE2D1"
"17744","BNT-I (D10, severe)","LOC729603"
"17745","BNT-I (D10, severe)","PYCR1"
"17746","BNT-I (D10, severe)","BMS1P5"
"17747","BNT-I (D10, severe)","BSN"
"17748","BNT-I (D10, severe)","LOC101927762"
"17749","BNT-I (D10, severe)","ABLIM2"
"17750","BNT-I (D10, severe)","ROPN1B"
"17751","BNT-I (D10, severe)","WFDC21P"
"17752","BNT-I (D10, severe)","ZXDA"
"17753","BNT-I (D10, severe)","SERINC2"
"17754","BNT-I (D10, severe)","GDPGP1"
"17755","BNT-I (D10, severe)","OR52M1"
"17756","BNT-I (D10, severe)","HKDC1"
"17757","BNT-I (D10, severe)","C20orf24"
"17758","BNT-I (D10, severe)","FLJ37035"
"17759","BNT-I (D10, severe)","RTKN2"
"17760","BNT-I (D10, severe)","DSCC1"
"17761","BNT-I (D10, severe)","NXF3"
"17762","BNT-I (D10, severe)","TMPRSS2"
"17763","BNT-I (D10, severe)","INSR"
"17764","BNT-I (D10, severe)","LOC257396"
"17765","BNT-I (D10, severe)","LOC101929125"
"17766","BNT-I (D10, severe)","SNAPIN"
"17767","BNT-I (D10, severe)","RAI2"
"17768","BNT-I (D10, severe)","SPIN2B"
"17769","BNT-I (D10, severe)","SLC35F3"
"17770","BNT-I (D10, severe)","METRN"
"17771","BNT-I (D10, severe)","OR10G2"
"17772","BNT-I (D10, severe)","ABCA3"
"17773","BNT-I (D10, severe)","NAT8"
"17774","BNT-I (D10, severe)","CPM"
"17775","BNT-I (D10, severe)","COQ10B"
"17776","BNT-I (D10, severe)","LIPE"
"17777","BNT-I (D10, severe)","SCN9A"
"17778","BNT-I (D10, severe)","HIST1H2BJ"
"17779","BNT-I (D10, severe)","NT5DC3"
"17780","BNT-I (D10, severe)","SEMA3B-AS1"
"17781","BNT-I (D10, severe)","SLC9B1"
"17782","BNT-I (D10, severe)","PBX4"
"17783","BNT-I (D10, severe)","NT5DC2"
"17784","BNT-I (D10, severe)","OSBPL11"
"17785","BNT-I (D10, severe)","LOC101243545"
"17786","BNT-I (D10, severe)","ARPC5"
"17787","BNT-I (D10, severe)","HRAT5"
"17788","BNT-I (D10, severe)","MRPL50"
"17789","BNT-I (D10, severe)","APBA2"
"17790","BNT-I (D10, severe)","FGFR4"
"17791","BNT-I (D10, severe)","AHI1"
"17792","BNT-I (D10, severe)","C21orf62"
"17793","BNT-I (D10, severe)","CD207"
"17794","BNT-I (D10, severe)","CRNDE"
"17795","BNT-I (D10, severe)","CPXM2"
"17796","BNT-I (D10, severe)","DUSP2"
"17797","BNT-I (D10, severe)","TRIB3"
"17798","BNT-I (D10, severe)","MEDAG"
"17799","BNT-I (D10, severe)","TTC7B"
"17800","BNT-I (D10, severe)","RNF157"
"17801","BNT-I (D10, severe)","ALOX15P1"
"17802","BNT-I (D10, severe)","PIWIL2"
"17803","BNT-I (D10, severe)","LOC101928323"
"17804","BNT-I (D10, severe)","GDPD5"
"17805","BNT-I (D10, severe)","VNN3"
"17806","BNT-I (D10, severe)","PTGER3"
"17807","BNT-I (D10, severe)","IDI2-AS1"
"17808","BNT-I (D10, severe)","LINC01478"
"17809","BNT-I (D10, severe)","FAM19A2"
"17810","BNT-I (D10, severe)","SNORD116-4"
"17811","BNT-I (D10, severe)","ATG9B"
"17812","BNT-I (D10, severe)","GAS6-AS1"
"17813","BNT-I (D10, severe)","MPST"
"17814","BNT-I (D10, severe)","REREP3"
"17815","BNT-I (D10, severe)","HYKK"
"17816","BNT-I (D10, severe)","TFDP2"
"17817","BNT-I (D10, severe)","SAT1"
"17818","BNT-I (D10, severe)","CYP24A1"
"17819","BNT-I (D10, severe)","SLC29A1"
"17820","BNT-I (D10, severe)","FAHD2CP"
"17821","BNT-I (D10, severe)","GUCY2C"
"17822","BNT-I (D10, severe)","ZNF470"
"17823","BNT-I (D10, severe)","MIR6883"
"17824","BNT-I (D10, severe)","LINC01305"
"17825","BNT-I (D10, severe)","RBM12B-AS1"
"17826","BNT-I (D10, severe)","SLC27A2"
"17827","BNT-I (D10, severe)","RETN"
"17828","BNT-I (D10, severe)","GOLGA6C"
"17829","BNT-I (D10, severe)","SAMD3"
"17830","BNT-I (D10, severe)","ZBTB42"
"17831","BNT-I (D10, severe)","OSER1-AS1"
"17832","BNT-I (D10, severe)","HEATR4"
"17833","BNT-I (D10, severe)","MANEA-AS1"
"17834","BNT-I (D10, severe)","ITPKC"
"17835","BNT-I (D10, severe)","LAMC2"
"17836","BNT-I (D10, severe)","LGR5"
"17837","BNT-I (D10, severe)","GFRA2"
"17838","BNT-I (D10, severe)","ENO3"
"17839","BNT-I (D10, severe)","RGS19"
"17840","BNT-I (D10, severe)","ARMCX5-GPRASP2"
"17841","BNT-I (D10, severe)","NBPF9"
"17842","BNT-I (D10, severe)","MFSD9"
"17843","BNT-I (D10, severe)","AQP7"
"17844","BNT-I (D10, severe)","PHF13"
"17845","BNT-I (D10, severe)","ATOH7"
"17846","BNT-I (D10, severe)","TMEM201"
"17847","BNT-I (D10, severe)","CCDC127"
"17848","BNT-I (D10, severe)","TMEM263"
"17849","BNT-I (D10, severe)","SCNN1D"
"17850","BNT-I (D10, severe)","AURKA"
"17851","BNT-I (D10, severe)","ME3"
"17852","BNT-I (D10, severe)","VCX"
"17853","BNT-I (D10, severe)","FOXO3"
"17854","BNT-I (D10, severe)","ACRBP"
"17855","BNT-I (D10, severe)","MRM1"
"17856","BNT-I (D10, severe)","CIB3"
"17857","BNT-I (D10, severe)","LOC101929595"
"17858","BNT-I (D10, severe)","C4orf45"
"17859","BNT-I (D10, severe)","CC2D2A"
"17860","BNT-I (D10, severe)","NDUFAF1"
"17861","BNT-I (D10, severe)","BACH2"
"17862","BNT-I (D10, severe)","RELL1"
"17863","BNT-I (D10, severe)","ZNF618"
"17864","BNT-I (D10, severe)","ZNF835"
"17865","BNT-I (D10, severe)","KCNJ2"
"17866","BNT-I (D10, severe)","TUB"
"17867","BNT-I (D10, severe)","PPP1R2P3"
"17868","BNT-I (D10, severe)","DNAJC25"
"17869","BNT-I (D10, severe)","LOC101927178"
"17870","BNT-I (D10, severe)","ARFIP1"
"17871","BNT-I (D10, severe)","PRDX4"
"17872","BNT-I (D10, severe)","DEPTOR"
"17873","BNT-I (D10, severe)","HBA2"
"17874","BNT-I (D10, severe)","HLA-DPB2"
"17875","BNT-I (D10, severe)","C10orf54"
"17876","BNT-I (D10, severe)","EPHX4"
"17877","BNT-I (D10, severe)","EVI2B"
"17878","BNT-I (D10, severe)","THEM6"
"17879","BNT-I (D10, severe)","ZFP2"
"17880","BNT-I (D10, severe)","SMCO4"
"17881","BNT-I (D10, severe)","BISPR"
"17882","BNT-I (D10, severe)","RDH13"
"17883","BNT-I (D10, severe)","AR"
"17884","BNT-I (D10, severe)","TYMP"
"17885","BNT-I (D10, severe)","RIMBP3"
"17886","BNT-I (D10, severe)","DAPK2"
"17887","BNT-I (D10, severe)","LRFN2"
"17888","BNT-I (D10, severe)","LINC00663"
"17889","BNT-I (D10, severe)","SAMD12"
"17890","BNT-I (D10, severe)","CAV2"
"17891","BNT-I (D10, severe)","LINC00861"
"17892","BNT-I (D10, severe)","CBR3"
"17893","BNT-I (D10, severe)","MPHOSPH9"
