"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"3379","GEM","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3380","GLI3","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3381","GLI3","Vaccination",1,"Differentiation, abT cell","ALPHA-BETA T CELL DIFFERENTIATION","Vaccination only"
"3382","GLI3","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3383","GLI3","Vaccination",1,"Selection-, T cell, Thymic","NEGATIVE THYMIC T CELL SELECTION","Vaccination only"
"3384","GLI3","Vaccination",1,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Vaccination only"
"3385","GLI3","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3386","GNLY","Vaccination",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"3387","GP2","Vaccination",1,"Antigen transcytosis, M cells, Mucosa, Lymphoid tissue","ANTIGEN TRANSCYTOSIS BY M CELLS IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE","Vaccination only"
"3388","GP2","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3389","GP2","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3390","GP2","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3391","GP2","Vaccination",1,"Neutrophil","NEUTROPHIL","Vaccination only"
"3392","GP2","Vaccination",1,"Migration, Neutrophil","NEUTROPHIL MIGRATION","Vaccination only"
"3393","GPR183","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3394","GPR183","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3395","GPR183","Vaccination",1,"Activation, Immune response, B cell","B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3396","GPR183","Vaccination",1,"B cells","B CELLS","Vaccination only"
"3397","GPR183","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3398","GPR183","Vaccination",1,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Vaccination only"
"3399","GPR183","Vaccination",1,"Homeostasis, Dendritic cell","DENDRITIC CELL HOMEOSTASIS","Vaccination only"
"3400","GPR183","Vaccination",1,"Dendritic cells","DENDRITIC CELLS","Vaccination only"
"3401","GPR183","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3402","GPR183","Vaccination",1,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Vaccination only"
"3403","GPR183","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3404","GPR183","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3405","GPR183","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3406","GPR183","Vaccination",1,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Vaccination only"
"3407","GPR183","Vaccination",1,"Differentiation, Immune response, B cell, Mature","MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3408","GPR183","Vaccination",1,"Chemotaxis, T cell","T CELL CHEMOTAXIS","Vaccination only"
"3409","GPR183","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3410","GPR183","Vaccination",1,"Differentiation, Th cell, Follicular","T FOLLICULAR HELPER CELL DIFFERENTIATION","Vaccination only"
"3411","GPR65","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3412","GRN","Vaccination",1,"Activation, Astrocyte","ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3413","GRN","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3414","GRN","Vaccination",1,"Activation, Immune response, Microglial cell","MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3415","GSDMD","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3416","GSDMD","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3417","GSDMD","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3418","HAMP","Vaccination",2,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"3419","HAMP","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3420","HAMP","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3421","HAMP","Vaccination",2,"Activation, Macrophage","MACROPHAGE ACTIVATION","Vaccination only"
"3422","HAMP","Vaccination",2,"Homeostasis, Myeloid cell","MYELOID CELL HOMEOSTASIS","Vaccination only"
"3423","HLA-DMA","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3424","HLA-DMA","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3425","HLA-DMA","Vaccination",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Vaccination only"
"3426","HLA-DMA","Vaccination",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3427","HLA-DMA","Vaccination",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3428","HLA-DMA","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3429","HLA-DMA","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3430","HLA-DMA","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3431","HLA-DMA","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3432","HLA-DMA","Vaccination",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Vaccination only"
"3433","HLA-DMB","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3434","HLA-DMB","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3435","HLA-DMB","Vaccination",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Vaccination only"
"3436","HLA-DMB","Vaccination",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3437","HLA-DMB","Vaccination",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3438","HLA-DMB","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3439","HLA-DMB","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3440","HLA-DMB","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3441","HLA-DMB","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3442","HLA-DMB","Vaccination",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Vaccination only"
"3443","HLA-DPA1","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3444","HLA-DPA1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3445","HLA-DPA1","Vaccination",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Vaccination only"
"3446","HLA-DPA1","Vaccination",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3447","HLA-DPA1","Vaccination",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3448","HLA-DPA1","Vaccination",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3449","HLA-DPA1","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3450","HLA-DPA1","Vaccination",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Vaccination only"
"3451","HLA-DPA1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3452","HLA-DPA1","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3453","HLA-DPA1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3454","HLA-DPA1","Vaccination",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Vaccination only"
"3455","HP","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3456","HTN1","Vaccination",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"3457","HTN3","Vaccination",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"3458","IDO1","Vaccination",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3459","IDO1","Vaccination",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3460","IDO1","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3461","IDO1","Vaccination",7,"Proliferation, T cell","T CELL PROLIFERATION","Vaccination only"
"3462","IDO1","Vaccination",7,"T cells","T CELLS","Vaccination only"
"3463","IDO2","Vaccination",10,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3464","IFI27","Vaccination",8,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3465","IFI27","Vaccination",8,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3466","IFI27","Vaccination",8,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3467","IFI27","Vaccination",8,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3468","IFI27","Vaccination",8,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Vaccination only"
"3469","IFI30","Vaccination",5,"APP, MHC I, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Vaccination only"
"3470","IFI30","Vaccination",5,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"3471","IFI30","Vaccination",5,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3472","IFI30","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3473","IFI30","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3474","IFI35","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3475","IFI35","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3476","IFI35","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3477","IFI35","Vaccination",7,"Activation, Immune response, Macrophage","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3478","IFI6","Vaccination",7,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3479","IFI6","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3480","IFI6","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3481","IFI6","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3482","IFIT1","Vaccination",8,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3483","IFIT1","Vaccination",8,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Vaccination only"
"3484","IFIT1","Vaccination",8,"Cellular response to Interferon I","CELLULAR RESPONSE TO TYPE I INTERFERON","Vaccination only"
"3485","IFIT1","Vaccination",8,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3486","IFIT1","Vaccination",8,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3487","IFIT1","Vaccination",8,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3488","IFIT2","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3489","IFIT2","Vaccination",7,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Vaccination only"
"3490","IFIT2","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3491","IFIT2","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3492","IFIT2","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3493","IFITM1","Vaccination",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3494","IFITM1","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3495","IFITM1","Vaccination",5,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3496","IFITM1","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3497","IFITM1","Vaccination",5,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Vaccination only"
"3498","IFITM1","Vaccination",5,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Vaccination only"
"3499","IFITM3","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3500","IFITM3","Vaccination",7,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3501","IFITM3","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3502","IFITM3","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3503","IFITM3","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3504","IFITM3","Vaccination",7,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Vaccination only"
"3505","IFITM3","Vaccination",7,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Vaccination only"
"3506","IL10","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3507","IL10","Vaccination",1,"Differentiation, B cell","B CELL DIFFERENTIATION","Vaccination only"
"3508","IL10","Vaccination",1,"Proliferation, B cell","B CELL PROLIFERATION","Vaccination only"
"3509","IL10","Vaccination",1,"B cells","B CELLS","Vaccination only"
"3510","IL10","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3511","IL10","Vaccination",1,"Antigen, Chronic, Inflammatory response","CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Vaccination only"
"3512","IL10","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3513","IL10","Vaccination",1,"Inflammation","INFLAMMATION","Vaccination only"
"3514","IL10","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3515","IL10","Vaccination",1,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Vaccination only"
"3516","IL10","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3517","IL10","Vaccination",1,"Immune response, Th2","TYPE 2 IMMUNE RESPONSE","Vaccination only"
"3518","IL12B","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3519","IL12B","Vaccination",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3520","IL12B","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3521","IL12B","Vaccination",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Vaccination only"
"3522","IL12B","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3523","IL12B","Vaccination",1,"Activation, NK cell","NATURAL KILLER CELL ACTIVATION","Vaccination only"
"3524","IL12B","Vaccination",1,"Activation, Immune response, NK cell","NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3525","IL12B","Vaccination",1,"NK cell","NK CELL","Vaccination only"
"3526","IL12B","Vaccination",1,"Proliferation, T cell","T CELL PROLIFERATION","Vaccination only"
"3527","IL12B","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3528","IL12B","Vaccination",1,"Immune response, Th1","T-HELPER 1 TYPE IMMUNE RESPONSE","Vaccination only"
"3529","IL12B","Vaccination",1,"Differentiation, Th cell","T-HELPER CELL DIFFERENTIATION","Vaccination only"
"3530","IL13","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3531","IL13","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3532","IL13","Vaccination",1,"Activation, Macrophage","MACROPHAGE ACTIVATION","Vaccination only"
"3533","IL13","Vaccination",1,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Vaccination only"
"3534","IL15","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3535","IL15","Vaccination",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3536","IL15","Vaccination",2,"Selection, T cell, Extrathymic","EXTRATHYMIC T CELL SELECTION","Vaccination only"
"3537","IL15","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3538","IL15","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3539","IL15","Vaccination",2,"Development, Lymph node","LYMPH NODE DEVELOPMENT","Vaccination only"
"3540","IL15","Vaccination",2,"Differentiation, NK cell","NATURAL KILLER CELL DIFFERENTIATION","Vaccination only"
"3541","IL15","Vaccination",2,"Proliferation, NK cell","NATURAL KILLER CELL PROLIFERATION","Vaccination only"
"3542","IL15","Vaccination",2,"Neutrophil","NEUTROPHIL","Vaccination only"
"3543","IL15","Vaccination",2,"Activation, Neutrophil","NEUTROPHIL ACTIVATION","Vaccination only"
"3544","IL15","Vaccination",2,"NK cell","NK CELL","Vaccination only"
"3545","IL15","Vaccination",2,"Proliferation, NK T cell","NK T CELL PROLIFERATION","Vaccination only"
"3546","IL15","Vaccination",2,"T cells","T CELLS","Vaccination only"
"3547","IL17RC","Vaccination",1,"Chemotaxis, Granulocyte","GRANULOCYTE CHEMOTAXIS","Vaccination only"
"3548","IL17RC","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3549","IL1R1","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3550","IL1R2","Vaccination",3,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3551","IL1RL1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3552","IL1RN","Vaccination",7,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3553","IL1RN","Vaccination",7,"Inflammation","INFLAMMATION","Vaccination only"
"3554","IL1RN","Vaccination",7,"Inflammatory response, Antigenic stimulus","INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Vaccination only"
"3555","IL1RN","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3556","IL2","Vaccination",1,"Proliferation, T cell, Activated","ACTIVATED T CELL PROLIFERATION","Vaccination only"
"3557","IL2","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3558","IL2","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3559","IL2","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3560","IL2","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3561","IL2","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3562","IL2","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3563","IL2","Vaccination",1,"Activation, Immune response, Leukocyte","LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3564","IL2","Vaccination",1,"Proliferation, Lymphocyte","LYMPHOCYTE PROLIFERATION","Vaccination only"
"3565","IL2","Vaccination",1,"Activation, NK cell","NATURAL KILLER CELL ACTIVATION","Vaccination only"
"3566","IL2","Vaccination",1,"NK cell","NK CELL","Vaccination only"
"3567","IL2","Vaccination",1,"Differentiation, T cell","T CELL DIFFERENTIATION","Vaccination only"
"3568","IL2","Vaccination",1,"Proliferation, T cell","T CELL PROLIFERATION","Vaccination only"
"3569","IL2","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3570","IL27","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3571","IL27","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3572","IL27","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3573","IL2RB","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3574","IL2RB","Vaccination",1,"B cells","B CELLS","Vaccination only"
"3575","IL2RB","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3576","IL2RB","Vaccination",1,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Vaccination only"
"3577","IL2RB","Vaccination",1,"Ig, Immune response","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Vaccination only"
"3578","IL3","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3579","IL31","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3580","IL31RA","Vaccination",7,"Acute inflammatory response to antigenic stimulus","ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Vaccination only"
"3581","IL31RA","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3582","IL31RA","Vaccination",7,"Inflammation","INFLAMMATION","Vaccination only"
"3583","IL31RA","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3584","IL33","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3585","IL33","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3586","IL33","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3587","IL33","Vaccination",1,"Activation, Immune response, Macrophage","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3588","IL33","Vaccination",1,"Activation, Immune response, Microglial cell","MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3589","IL33","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3590","IL33","Vaccination",1,"Immune response, Th2","TYPE 2 IMMUNE RESPONSE","Vaccination only"
"3591","IL34","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3592","IL34","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3593","IL34","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3594","IRF1","Vaccination",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3595","IRF1","Vaccination",4,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3596","IRF1","Vaccination",4,"Differentiation, CD8+, abT cell","CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","Vaccination only"
"3597","IRF1","Vaccination",4,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3598","IRF1","Vaccination",4,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3599","IRF1","Vaccination",4,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3600","IRF1","Vaccination",4,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3601","IRF1","Vaccination",4,"T cells","T CELLS","Vaccination only"
"3602","IRF1","Vaccination",4,"Signaling, Interferon II, Pathway","TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","Vaccination only"
"3603","IRF2BP2","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3604","IRF2BP2","Vaccination",1,"B cells","B CELLS","Vaccination only"
"3605","IRF2BP2","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3606","IRF2BP2","Vaccination",1,"Differentiation, B cell, Immature","IMMATURE B CELL DIFFERENTIATION","Vaccination only"
"3607","IRF9","Vaccination",4,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3608","ITGB8","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3609","ITGB8","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3610","ITGB8","Vaccination",1,"Differentiation, Langerhans","LANGERHANS CELL DIFFERENTIATION","Vaccination only"
"3611","KIR3DL1","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3612","KIR3DL1","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3613","KIR3DL1","Vaccination",2,"Cytotoxicity, NK cell","NATURAL KILLER CELL MEDIATED CYTOTOXICITY","Vaccination only"
"3614","KIR3DL1","Vaccination",2,"NK cell","NK CELL","Vaccination only"
"3615","KLRC3","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3616","KLRC3","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3617","KLRC3","Vaccination",1,"C-type lectin receptor, PRR","STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","Vaccination only"
"3618","LCN2","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3619","LCN2","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3620","LCN2","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3621","LGALS9","Vaccination",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
