Source,Target,Type,Id,Label,Weight,value
REEP6,"ChAd (V2, D1)",Undirected,9157,NA,2,
F11R,ADAPTIVE IMMUNE SYSTEM,Undirected,9158,NA,2,
BNT-I (D1),AHSP,Undirected,9159,NA,2,1
NASP,MONOV INFLUENZA A (D1),Undirected,9160,NA,2,
FLUARIX FLUVIRIN (D3),CAPZB,Undirected,9161,NA,2,1
SYVN1,Immune system,Undirected,9162,NA,2,
Metabolism,CD27,Undirected,9163,NA,3,1
YF VAX (ANY),EEF1B2,Undirected,9164,NA,2,-1
Metabolism,CD28,Undirected,9165,NA,3,1
TLR7,STAMARIL (D10),Undirected,9166,NA,2,
IFIT5,"ChAd (V2, D1)",Undirected,9167,NA,2,
E2F2,"ChAd (V1, D3)",Undirected,9168,NA,2,
Metabolism,CD22,Undirected,9169,NA,3,1
TOPORS,STAMARIL (D7),Undirected,9170,NA,2,
Metabolism,CD24,Undirected,9171,NA,3,1
PSMA1,OTHER,Undirected,9172,NA,2,
HERC6,"BNT (V2, D1)",Undirected,9173,NA,2,
SEMA3B,"ChAd-BNT (V3, D1)",Undirected,9174,NA,2,
Interspecies interaction,DAPK1,Undirected,9175,NA,2,1
PLD4,Metabolism,Undirected,9176,NA,2,
GPR173,BNT-I (D1),Undirected,9177,NA,2,
HSP90AB4P,"BBIBP (V3, D28)",Undirected,9178,NA,2,
KY,BNT-I (D1),Undirected,9179,NA,2,
NRN1,BNT-I (D3),Undirected,9180,NA,2,
Metabolism,CFI,Undirected,9181,NA,2,1
TRIM8,INNATE IMMUNE SYSTEM,Undirected,9182,NA,2,
Metabolism,CFH,Undirected,9183,NA,3,1
JAM3,ADAPTIVE IMMUNE SYSTEM,Undirected,9184,NA,2,
"ZF2001 (V3, D07)",PLAAT5,Undirected,9185,NA,2,1
PIK3R1,Metabolism,Undirected,9186,NA,3,
PGA3,"ChAd (V1, D3)",Undirected,9187,NA,2,
TNFAIP6,MONOV INFLUENZA A (D1),Undirected,9188,NA,2,
Metabolism,CD19,Undirected,9189,NA,3,1
TREM2,Reg. of BP,Undirected,9190,NA,3,
SLC8A1,FLUARIX FLUVIRIN (D3),Undirected,9191,NA,2,
Interspecies interaction,HAMP,Undirected,9192,NA,3,1
"ZF2001 (V3, D07)",FASTKD5,Undirected,9193,NA,2,-1
Metabolism,CFD,Undirected,9194,NA,3,1
SELENOI,FLUMIST (D3),Undirected,9195,NA,2,
F3,"BNT (V2, D1)",Undirected,9196,NA,2,
"ZF2001 (V3, D07)",SYNPO2L,Undirected,9197,NA,2,1
Metabolism,CFB,Undirected,9198,NA,3,1
H1-6,"BNT-MO (V3, D1)",Undirected,9199,NA,2,
"ZF2001 (V3, D07)",CLDN18,Undirected,9200,NA,2,1
Reg. of BP,HECTD1,Undirected,9201,NA,3,1
Metabolism,CD14,Undirected,9202,NA,3,1
Immune system,DNM2,Undirected,9203,NA,2,1
SNORD35B,BNT-I (D3),Undirected,9204,NA,2,
TRIM40,Reg. of BP,Undirected,9205,NA,2,
STAMARIL (D10),KBTBD7,Undirected,9206,NA,2,-1
"ZF2001 (V3, D07)",RHOJ,Undirected,9207,NA,2,1
B CELLS,ADGRG3,Undirected,9208,NA,2,1
VPS26C,FLUARIX FLUVIRIN (D3),Undirected,9209,NA,2,
TUBB1,"ChAd-BNT (V2, D7)",Undirected,9210,NA,2,
RPA2,FLUARIX FLUVIRIN (D3),Undirected,9211,NA,2,
"ZF2001 (V3, D07)",RIMBP3,Undirected,9212,NA,2,1
Metabolism,CD3E,Undirected,9213,NA,3,1
PYCARD,"ChAd (V1, D3)",Undirected,9214,NA,2,
UBE2H,STAMARIL (D7),Undirected,9215,NA,2,
IFIT1,Cellular,Undirected,9216,NA,3,
PRC1,HPV-VLP (M2),Undirected,9217,NA,2,
HPV-VLP (M2),HIRIP3,Undirected,9218,NA,2,1
FLUARIX FLUVIRIN (D3),ACAP1,Undirected,9219,NA,2,1
GRK2,FLUMIST (D3),Undirected,9220,NA,2,
BNT-I (D1),APOA2,Undirected,9221,NA,2,1
SFRP1,"BNT (V2, D1)",Undirected,9222,NA,2,
GBP2,BNT-I (D3),Undirected,9223,NA,2,
PECAM1,NEUTROPHIL,Undirected,9224,NA,2,
ICOS,Cellular,Undirected,9225,NA,3,
SPACA3,Cellular,Undirected,9226,NA,2,
STAMARIL (D7),DPYSL2,Undirected,9227,NA,2,1
Metabolism,CD44,Undirected,9228,NA,3,1
Metabolism,CD46,Undirected,9229,NA,3,1
TCIRG1,Immune system,Undirected,9230,NA,3,
JCHAIN,Immune system,Undirected,9231,NA,2,
Metabolism,CD47,Undirected,9232,NA,3,1
Metabolism,CD40,Undirected,9233,NA,3,1
OXGR1,"ChAd (V1, D3)",Undirected,9234,NA,2,
INFLUENZA (D1),APOL3,Undirected,9235,NA,2,1
PPIL4,FLUARIX FLUVIRIN (D3),Undirected,9236,NA,2,
IL1B,Cellular,Undirected,9237,NA,3,
Interspecies interaction,IL12RB1,Undirected,9238,NA,2,1
FLUMIST (D3),EPC1,Undirected,9239,NA,2,1
GRAMD1B,"ChAd-BNT (V3, D1)",Undirected,9240,NA,2,
IL18,Cellular,Undirected,9241,NA,3,
Metabolism,IGLV2-8,Undirected,9242,NA,2,1
GPR180,BNT-I (D1),Undirected,9243,NA,2,
TYMP,"BNT-MO (V3, D1)",Undirected,9244,NA,2,
Metabolism,CCR7,Undirected,9245,NA,3,1
FLUARIX FLUVIRIN (D3),CENATAC,Undirected,9246,NA,2,1
Metabolism,CD38,Undirected,9247,NA,2,1
Metabolism,CD34,Undirected,9248,NA,3,1
CLEC5A,BNT-I (D1),Undirected,9249,NA,2,
Metabolism,CCR6,Undirected,9250,NA,3,1
"ChAd (V2, D1)",ASTN2,Undirected,9251,NA,2,-1
SP110,"ChAd (V2, D1)",Undirected,9252,NA,2,
Metabolism,CCR1,Undirected,9253,NA,3,1
TRBV9,Immune system,Undirected,9254,NA,2,
Metabolism,CCR2,Undirected,9255,NA,3,1
WETVAX (D2-4),STAT1,Undirected,9256,NA,2,1
SESN2,BNT-I (D1),Undirected,9257,NA,2,
Immune system,IL1R2,Undirected,9258,NA,3,1
NOTCH1,INFLAMMATION,Undirected,9259,NA,2,
STAMARIL (D3),ALDH3B1,Undirected,9260,NA,2,1
Cellular,CRTC3,Undirected,9261,NA,2,1
"ZF2001 (V3, D14)",LRRTM2,Undirected,9262,NA,2,1
PCID2,Immune system,Undirected,9263,NA,3,
Immune system,IL1R1,Undirected,9264,NA,2,1
TRAV13-1,Interspecies interaction,Undirected,9265,NA,2,
MIR221,BNT-I (D1),Undirected,9266,NA,2,
VIM,INNATE IMMUNE SYSTEM,Undirected,9267,NA,2,
SNORD23,"ChAd-BNT (V2, D3)",Undirected,9268,NA,2,
FLUARIX FLUVIRIN (D3),DIS3,Undirected,9269,NA,2,1
Reg. of BP,NCSTN,Undirected,9270,NA,3,1
RABL3,NK CELL,Undirected,9271,NA,2,
"ZF2001 (V3, D07)",TNK1,Undirected,9272,NA,2,1
SUB1,FLUARIX FLUVIRIN (D3),Undirected,9273,NA,2,
PTPN6,B CELLS,Undirected,9274,NA,2,
S1PR4,Cellular,Undirected,9275,NA,3,
BNT-I (D3),BASP1,Undirected,9276,NA,2,1
HPV-VLP (M2),ALDH1A2,Undirected,9277,NA,2,1
FLUARIX FLUVIRIN (D3),APH1B,Undirected,9278,NA,2,1
Immune system,IL21R,Undirected,9279,NA,2,1
Immune system,IL23R,Undirected,9280,NA,2,1
HLA-G,ARPP,Undirected,9281,NA,2,
FLUARIX FLUVIRIN (D3),BCL3,Undirected,9282,NA,2,1
Immune system,IL1RN,Undirected,9283,NA,3,1
EBI3,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,9284,NA,2,
SELENOK,Metabolism,Undirected,9285,NA,3,
RIOK3,Metabolism,Undirected,9286,NA,3,
TRBD1,Immune system,Undirected,9287,NA,2,
IDE,ARPP,Undirected,9288,NA,2,
TRIM21,HIV-1 GAG-POL NEF (D3),Undirected,9289,NA,2,
GALM,"ChAd (V2, D1)",Undirected,9290,NA,2,
IRGM,Cellular,Undirected,9291,NA,2,
DHRS9,"BNT-MO (V3, D1)",Undirected,9292,NA,2,
Immune system,IL23A,Undirected,9293,NA,3,1
PARP1,Immune system,Undirected,9294,NA,2,
FLUMIST (D3),BCL7B,Undirected,9295,NA,2,1
TFEC,"BNT (V3, D1)",Undirected,9296,NA,2,
CXCL5,BNT-I (D3),Undirected,9297,NA,2,
Reg. of BP,ARHGEF2,Undirected,9298,NA,2,1
Interspecies interaction,GP2,Undirected,9299,NA,3,1
VPS41,FLUMIST (D3),Undirected,9300,NA,2,
"ZF2001 (V3, D07)",C15orf48,Undirected,9301,NA,2,-1
HIV-1 GAG-POL NEF (D3),CSF1R,Undirected,9302,NA,2,1
CLEC4D,BNT-I (D3),Undirected,9303,NA,2,
STAMARIL (D7),SRBD1,Undirected,9304,NA,2,1
SLC8A2,"BNT (V2, D1)",Undirected,9305,NA,2,
MONOV INFLUENZA A (D1),CYP27A1,Undirected,9306,NA,2,1
ZDHHC1,Metabolism,Undirected,9307,NA,2,
HLA-DPA1,Cellular,Undirected,9308,NA,3,
TRAV2,Immune system,Undirected,9309,NA,2,
CCL7,ADAPTIVE IMMUNE SYSTEM,Undirected,9310,NA,2,
MENACTRA (D3),LAMC2,Undirected,9311,NA,3,-1
SEMA6B,"BNT-MO (V3, D1)",Undirected,9312,NA,2,
TGFBR3,Cellular,Undirected,9313,NA,3,
NEDD9,ADAPTIVE IMMUNE SYSTEM,Undirected,9314,NA,2,
TMEM98,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,9315,NA,2,
SERPINA1,MONOV INFLUENZA A (D1),Undirected,9316,NA,2,
WNK4,Cellular,Undirected,9317,NA,2,
SLCO2A1,"ChAd-BNT (V2, D7)",Undirected,9318,NA,2,
PRDX1,Immune system,Undirected,9319,NA,3,
"ZF2001 (V3, D07)",NES,Undirected,9320,NA,2,1
IFNA1,ADAPTIVE IMMUNE SYSTEM,Undirected,9321,NA,2,
MIR221,BNT-I (D3),Undirected,9322,NA,2,
HPV-VLP (M2),FCGRT,Undirected,9323,NA,2,-1
Cellular,CRTAM,Undirected,9324,NA,3,1
KLRC3,Interspecies interaction,Undirected,9325,NA,3,
NLRP9,Immune system,Undirected,9326,NA,2,
USP18,"BNT (V3, D1)",Undirected,9327,NA,2,
IL27RA,Cellular,Undirected,9328,NA,3,
MYD88,ADAPTIVE IMMUNE SYSTEM,Undirected,9329,NA,2,
Metabolism,CLU,Undirected,9330,NA,3,1
INNATE IMMUNE SYSTEM,CYLD,Undirected,9331,NA,2,1
JAK2,INNATE IMMUNE SYSTEM,Undirected,9332,NA,2,
SELENOK,NEUTROPHIL,Undirected,9333,NA,2,
SBNO2,MACROPHAGES,Undirected,9334,NA,2,
Immune system,HDAC9,Undirected,9335,NA,2,1
MAP1B,BNT-I (D1),Undirected,9336,NA,2,
HGD,"ChAd-BNT (V2, D3)",Undirected,9337,NA,2,
IFNG,Cellular,Undirected,9338,NA,3,
Immune system,HDAC5,Undirected,9339,NA,2,1
Immune system,HDAC4,Undirected,9340,NA,2,1
Metabolism,CTNNB1,Undirected,9341,NA,2,1
GPR183,DENDRITIC CELLS,Undirected,9342,NA,2,
STAMARIL (D10),BTF3,Undirected,9343,NA,2,-1
"ZF2001 (V3, D07)",FOXE1,Undirected,9344,NA,2,1
"ZF2001 (V3, D07)",FOXE3,Undirected,9345,NA,2,1
Interspecies interaction,IDO1,Undirected,9346,NA,3,1
Cellular,ACTG1,Undirected,9347,NA,2,1
RFTN1,Immune system,Undirected,9348,NA,2,
C1QA,"BNT (V3, D1)",Undirected,9349,NA,2,
LAP3,HIV-1 GAG-POL NEF (D3),Undirected,9350,NA,2,
TIMP1,BNT-I (D1),Undirected,9351,NA,2,
SDC1,PANDEMRIX (D7),Undirected,9352,NA,2,
"BNT-MO (V3, D1)",ADAMTSL2,Undirected,9353,NA,2,-1
SNORD35B,BNT-I (D1),Undirected,9354,NA,2,
USP18,"ChAd (V2, D1)",Undirected,9355,NA,2,
TESPA1,Reg. of BP,Undirected,9356,NA,3,
HPN,BNT-I (D3),Undirected,9357,NA,2,
H4C13,"ChAd-BNT (V3, D1)",Undirected,9358,NA,2,
LILRB1,Cellular,Undirected,9359,NA,3,
Metabolism,IL23R,Undirected,9360,NA,2,1
TIRAP,LVS F TULARENSIS (H336),Undirected,9361,NA,2,
Metabolism,IL1RN,Undirected,9362,NA,3,1
TMIGD2,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,9363,NA,2,
NEURL3,Immune system,Undirected,9364,NA,3,
MONOV INFLUENZA A (D1),ATP10D,Undirected,9365,NA,2,1
NK CELL,LGALS9,Undirected,9366,NA,2,1
NR4A2,"BNT-MO (V3, D1)",Undirected,9367,NA,2,
Metabolism,IL23A,Undirected,9368,NA,3,1
INNATE IMMUNE SYSTEM,FOSL2,Undirected,9369,NA,2,1
INFLAMMATION,ELANE,Undirected,9370,NA,2,1
INNATE IMMUNE SYSTEM,FOSL1,Undirected,9371,NA,2,1
FLUMIST (D3),FGR,Undirected,9372,NA,2,1
KLF3,FLUMIST (D3),Undirected,9373,NA,2,
INNATE IMMUNE SYSTEM,GP2,Undirected,9374,NA,2,1
RNF213,"ChAd-BNT (V2, D3)",Undirected,9375,NA,2,
SORT1,"BNT-MO (V3, D1)",Undirected,9376,NA,2,
"ZF2001 (V3, D07)",PATE4,Undirected,9377,NA,2,1
MACROPHAGES,FOXP1,Undirected,9378,NA,2,1
RHOH,INNATE IMMUNE SYSTEM,Undirected,9379,NA,2,
Immune system,INPP5D,Undirected,9380,NA,2,1
PLBD1,FLUMIST (D3),Undirected,9381,NA,2,
MAP1B,BNT-I (D3),Undirected,9382,NA,2,
SDC2,"BNT (V2, D1)",Undirected,9383,NA,2,
Metabolism,IL1R1,Undirected,9384,NA,2,1
Metabolism,IL1R2,Undirected,9385,NA,3,1
NEUTROPHIL,FCAR,Undirected,9386,NA,2,1
SYNCRIP,Cellular,Undirected,9387,NA,2,
RSPH9,MONOV INFLUENZA A (D1),Undirected,9388,NA,2,
MONOV INFLUENZA A (D1),IRF9,Undirected,9389,NA,2,1
MONOV INFLUENZA A (D1),IRF8,Undirected,9390,NA,2,1
MONOV INFLUENZA A (D1),IRF7,Undirected,9391,NA,2,1
FLUMIST (D3),ADA2,Undirected,9392,NA,2,1
SDK2,"BNT-MO (V3, D1)",Undirected,9393,NA,2,
"ZF2001 (V3, D07)",GCNT3,Undirected,9394,NA,2,1
IFNG,ADAPTIVE IMMUNE SYSTEM,Undirected,9395,NA,2,
STAMARIL (D7),ALKBH7,Undirected,9396,NA,2,-1
XRN1,"ChAd-BNT (V3, D1)",Undirected,9397,NA,2,
MONOV INFLUENZA A (D1),IRF1,Undirected,9398,NA,2,1
"ChAd-BNT (V2, D7)",BEST3,Undirected,9399,NA,2,-1
SLPI,Metabolism,Undirected,9400,NA,3,
GBP6,"ChAd-BNT (V3, D1)",Undirected,9401,NA,2,
H2BC12,Cellular,Undirected,9402,NA,2,
MACROPHAGES,LIPA,Undirected,9403,NA,2,1
"ZF2001 (V3, D07)",DPEP1,Undirected,9404,NA,2,1
Immune system,IGKV1-6,Undirected,9405,NA,3,1
Immune system,IGKV1-5,Undirected,9406,NA,3,1
SPAG9,FLUMIST (D3),Undirected,9407,NA,2,
CD74,ADAPTIVE IMMUNE SYSTEM,Undirected,9408,NA,2,
TRIM26,Cellular,Undirected,9409,NA,2,
TRIM13,Interspecies interaction,Undirected,9410,NA,2,
TRIM22,"ChAd-BNT (V3, D1)",Undirected,9411,NA,2,
Immune system,IGKV1-9,Undirected,9412,NA,2,1
Interspecies interaction,GSN,Undirected,9413,NA,3,1
MARCHF2,Immune system,Undirected,9414,NA,2,
MEF2C,FLUMIST (D3),Undirected,9415,NA,2,
SESN2,BNT-I (D3),Undirected,9416,NA,2,
Reg. of BP,CTSK,Undirected,9417,NA,3,1
Reg. of BP,PRSS2,Undirected,9418,NA,2,1
Reg. of BP,CTSL,Undirected,9419,NA,2,1
TTLL1,Immune system,Undirected,9420,NA,2,
INNATE IMMUNE SYSTEM,GRN,Undirected,9421,NA,2,1
"ZF2001 (V3, D28)",PHLDA1,Undirected,9422,NA,2,-1
Reg. of BP,CTSG,Undirected,9423,NA,3,1
MAST CELL,KITLG,Undirected,9424,NA,2,1
Reg. of BP,CTSH,Undirected,9425,NA,3,1
GSG1L,BNT-I (D1),Undirected,9426,NA,2,
LTA,Immune system,Undirected,9427,NA,2,
"ZF2001 (V3, D07)",TSPY3,Undirected,9428,NA,2,1
Reg. of BP,CTSS,Undirected,9429,NA,3,1
IL5,Cellular,Undirected,9430,NA,2,
PTAFR,HPV-VLP (M2),Undirected,9431,NA,2,
FPGT,FLUARIX FLUVIRIN (D3),Undirected,9432,NA,2,
PML,"ChAd (V2, D1)",Undirected,9433,NA,2,
REC8,"ChAd-BNT (V3, D1)",Undirected,9434,NA,2,
"ZF2001 (V3, D07)",GALNT9,Undirected,9435,NA,2,1
NFKBIZ,INNATE IMMUNE SYSTEM,Undirected,9436,NA,2,
"ZF2001 (V3, D14)",DNAH17,Undirected,9437,NA,2,1
Metabolism,CR1,Undirected,9438,NA,3,1
RNF149,BNT-I (D3),Undirected,9439,NA,2,
"ZF2001 (V3, D07)",FOXB1,Undirected,9440,NA,2,1
Metabolism,FLT3,Undirected,9441,NA,2,1
ST3GAL1,ADAPTIVE IMMUNE SYSTEM,Undirected,9442,NA,2,
Metabolism,FLT1,Undirected,9443,NA,2,1
Reg. of BP,CTSC,Undirected,9444,NA,3,1
Reg. of BP,CTSD,Undirected,9445,NA,3,1
SLC8A1,MONOV INFLUENZA A (D28),Undirected,9446,NA,2,
Interspecies interaction,GRN,Undirected,9447,NA,3,1
MIR644A,"ChAd (V2, D3)",Undirected,9448,NA,2,
INNATE IMMUNE SYSTEM,GSN,Undirected,9449,NA,2,1
PRG2,OTHER,Undirected,9450,NA,2,
PBX1,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,9451,NA,2,
SESN2,BNT-I (D4),Undirected,9452,NA,2,
MCM10,"ChAd-BNT (V2, D7)",Undirected,9453,NA,2,
ZAP70,Interspecies interaction,Undirected,9454,NA,3,
Reg. of BP,CYP7B1,Undirected,9455,NA,2,1
PPIA,INNATE IMMUNE SYSTEM,Undirected,9456,NA,2,
HGD,"ChAd-BNT (V2, D7)",Undirected,9457,NA,2,
FOXP3,Cellular,Undirected,9458,NA,2,
SF1,FLUARIX FLUVIRIN (D3),Undirected,9459,NA,2,
Cellular,CTNNB1,Undirected,9460,NA,2,1
TRIM36,"ChAd-BNT (V3, D1)",Undirected,9461,NA,2,
TBX1,"ChAd-BNT (V2, D3)",Undirected,9462,NA,2,
STC1,HPV-VLP (M2),Undirected,9463,NA,2,
PLOD3,FLUMIST (D3),Undirected,9464,NA,2,
"ZF2001 (V3, D07)",FOXA1,Undirected,9465,NA,2,1
HPV-VLP (M2),DIDO1,Undirected,9466,NA,2,-1
MCM9,FLUMIST (D3),Undirected,9467,NA,2,
NRROS,Immune system,Undirected,9468,NA,3,
MVA85A (D2),CCL3L1,Undirected,9469,NA,2,1
SEC23B,FLUARIX FLUVIRIN (D3),Undirected,9470,NA,2,
SAMHD1,MONOV INFLUENZA A (D3),Undirected,9471,NA,2,
NEUTROPHIL,MYD88,Undirected,9472,NA,2,1
XRCC5,INNATE IMMUNE SYSTEM,Undirected,9473,NA,2,
"ChAd (V1, D3)",CLSTN2,Undirected,9474,NA,2,-1
NFKBIA,ADAPTIVE IMMUNE SYSTEM,Undirected,9475,NA,2,
"ChAd-BNT (V2, D7)",CXCL1,Undirected,9476,NA,2,-1
"ChAd-BNT (V2, D7)",CXCL2,Undirected,9477,NA,2,-1
PPP1CB,FLUARIX FLUVIRIN (D3),Undirected,9478,NA,2,
"ChAd-BNT (V2, D7)",CXCL5,Undirected,9479,NA,2,-1
PHB1,ARPP,Undirected,9480,NA,2,
KLRC1,BNT-I (D1),Undirected,9481,NA,2,
"ChAd-BNT (V2, D7)",CXCL6,Undirected,9482,NA,2,-1
TNFAIP3,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,9483,NA,2,
"ChAd-BNT (V2, D7)",CXCL3,Undirected,9484,NA,2,-1
"ChAd-BNT (V2, D7)",CXCL8,Undirected,9485,NA,2,-1
MVA85A (D2),IL2RA,Undirected,9486,NA,2,1
SCAMP1,FLUARIX FLUVIRIN (D3),Undirected,9487,NA,2,
"ZF2001 (V3, D07)",SLC16A12,Undirected,9488,NA,2,1
Reg. of BP,ADAM9,Undirected,9489,NA,2,1
Reg. of BP,ADAM8,Undirected,9490,NA,3,1
GPR42,"ChAd-BNT (V3, D1)",Undirected,9491,NA,2,
RUFY4,"BNT (V2, D1)",Undirected,9492,NA,2,
MATN1,BNT-I (D3),Undirected,9493,NA,2,
"ZF2001 (V3, D07)",CELF4,Undirected,9494,NA,2,1
"ZF2001 (V3, D14)",NXPH3,Undirected,9495,NA,2,1
"ZF2001 (V3, D07)",CELF5,Undirected,9496,NA,2,1
Immune system,ENPP2,Undirected,9497,NA,3,1
OTHER,GEM,Undirected,9498,NA,2,1
"ZF2001 (V3, D07)",CELF3,Undirected,9499,NA,2,1
Immune system,ENPP1,Undirected,9500,NA,2,1
RIGI,Interspecies interaction,Undirected,9501,NA,3,
PLEKHM2,Cellular,Undirected,9502,NA,3,
STAMARIL (D3),PTOV1,Undirected,9503,NA,2,-1
TRGV9,Immune system,Undirected,9504,NA,3,
PLA2G3,INNATE IMMUNE SYSTEM,Undirected,9505,NA,2,
WETVAX (D5-7),SNX10,Undirected,9506,NA,2,1
T CELLS,CD276,Undirected,9507,NA,2,1
RAB27A,Immune system,Undirected,9508,NA,3,
Metabolism,C1S,Undirected,9509,NA,3,1
Metabolism,C1R,Undirected,9510,NA,3,1
RAP1GAP,BNT-I (D3),Undirected,9511,NA,2,
TNFSF10,"ChAd (V1, D3)",Undirected,9512,NA,2,
SNORA21,"ChAd-BNT (V2, D3)",Undirected,9513,NA,2,
ZNF106,FLUMIST (D3),Undirected,9514,NA,2,
Metabolism,CLEC7A,Undirected,9515,NA,3,1
NKX2-3,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,9516,NA,2,
EXOC3L4,"BNT (V3, D1)",Undirected,9517,NA,2,
PRAM1,FLUARIX FLUVIRIN (D3),Undirected,9518,NA,2,
OPTN,MONOV INFLUENZA A (D1),Undirected,9519,NA,2,
HUMORAL ADAPTIVE IMMUNE SYSTEM,CD180,Undirected,9520,NA,2,1
TTN,"ChAd (V2, D7)",Undirected,9521,NA,2,
Metabolism,BPI,Undirected,9522,NA,3,1
LY6G6D,BNT-I (D1),Undirected,9523,NA,2,
FUT7,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,9524,NA,2,
Interspecies interaction,C1QC,Undirected,9525,NA,3,1
SNORA80B,"ChAd-BNT (V2, D3)",Undirected,9526,NA,2,
Interspecies interaction,C1QA,Undirected,9527,NA,3,1
TRIM34,FLUMIST (D3),Undirected,9528,NA,2,
"ZF2001 (V3, D07)",KIRREL1,Undirected,9529,NA,2,1
Interspecies interaction,C1QB,Undirected,9530,NA,3,1
FLUMIST (D3),CIR1,Undirected,9531,NA,2,1
"ZF2001 (V3, D07)",KIRREL3,Undirected,9532,NA,2,1
KCNMB1,FLUARIX FLUVIRIN (D3),Undirected,9533,NA,2,
ROPN1L,INFLUENZA (D1),Undirected,9534,NA,2,
SLC8A2,"ChAd-BNT (V3, D1)",Undirected,9535,NA,2,
Interspecies interaction,C1RL,Undirected,9536,NA,2,1
Reg. of BP,MASP1,Undirected,9537,NA,2,1
Reg. of BP,MASP2,Undirected,9538,NA,3,1
RNASE2,"ChAd (V1, D3)",Undirected,9539,NA,2,
EFNA5,BNT-I (D3),Undirected,9540,NA,2,
Interspecies interaction,IL17F,Undirected,9541,NA,2,1
MRPL30,FLUARIX FLUVIRIN (D3),Undirected,9542,NA,2,
TRGC1,Reg. of BP,Undirected,9543,NA,3,
COMPLEMENT IMMUNE SYSTEM,C5AR1,Undirected,9544,NA,2,1
RAP1GAP,BNT-I (D4),Undirected,9545,NA,2,
COMPLEMENT IMMUNE SYSTEM,C5AR2,Undirected,9546,NA,2,1
RAP1GAP,Immune system,Undirected,9547,NA,3,
TRIL,Interspecies interaction,Undirected,9548,NA,2,
HAVCR2,FLUARIX FLUVIRIN (D3),Undirected,9549,NA,2,
FLUARIX FLUVIRIN (D3),FAM20B,Undirected,9550,NA,2,1
Interspecies interaction,IL17A,Undirected,9551,NA,2,1
SLC39A7,ADAPTIVE IMMUNE SYSTEM,Undirected,9552,NA,2,
PBX1,Immune system,Undirected,9553,NA,2,
LPCAT2,"ChAd-BNT (V3, D1)",Undirected,9554,NA,2,
Reg. of BP,NFKBIZ,Undirected,9555,NA,3,1
WETVAX (D2-4),UQCR11,Undirected,9556,NA,2,-1
PHF5A,FLUMIST (D3),Undirected,9557,NA,2,
CD40LG,ADAPTIVE IMMUNE SYSTEM,Undirected,9558,NA,2,
MONOV INFLUENZA A (D1),KIT,Undirected,9559,NA,2,-1
STAMARIL (D3),SP110,Undirected,9560,NA,2,1
PSTPIP2,"BNT (V3, D1)",Undirected,9561,NA,2,
NFATC2,ADAPTIVE IMMUNE SYSTEM,Undirected,9562,NA,2,
"ZF2001 (V3, D07)",FOXN4,Undirected,9563,NA,2,1
FLUMIST (D3),CHTF8,Undirected,9564,NA,2,1
SMPDL3B,Immune system,Undirected,9565,NA,2,
TRIM25,"ChAd-BNT (V3, D1)",Undirected,9566,NA,2,
PHF14,Metabolism,Undirected,9567,NA,3,
NLRC3,Interspecies interaction,Undirected,9568,NA,3,
SIVA1,"ChAd-BNT (V2, D3)",Undirected,9569,NA,2,
PIK3IP1,FLUARIX FLUVIRIN (D3),Undirected,9570,NA,2,
PLCB1,MONOV INFLUENZA A (D1),Undirected,9571,NA,2,
"ZF2001 (V3, D07)",TDRD12,Undirected,9572,NA,2,1
CD55,BNT-I (D3),Undirected,9573,NA,2,
NR4A2,BNT-I (D1),Undirected,9574,NA,2,
XRCC4,Cellular,Undirected,9575,NA,2,
OLFML1,"ChAd-BNT (V2, D7)",Undirected,9576,NA,2,
Metabolism,CLEC4E,Undirected,9577,NA,2,1
SCO2,"BNT-MO (V3, D1)",Undirected,9578,NA,2,
PMP22,INFLUENZA (D1),Undirected,9579,NA,2,
USP34,FLUMIST (D3),Undirected,9580,NA,2,
OMG,"ChAd (V2, D1)",Undirected,9581,NA,2,
MONOV INFLUENZA A (D1),C3AR1,Undirected,9582,NA,2,1
"ZF2001 (V3, D07)",COL2A1,Undirected,9583,NA,2,1
PHB1,Interspecies interaction,Undirected,9584,NA,3,
Reg. of BP,INPP5D,Undirected,9585,NA,2,1
Metabolism,CLEC4A,Undirected,9586,NA,3,1
"ZF2001 (V3, D07)",HSD17B13,Undirected,9587,NA,2,1
"ZF2001 (V3, D07)",FOXI3,Undirected,9588,NA,2,1
TNIK,FLUMIST (D3),Undirected,9589,NA,2,
"ZF2001 (V3, D07)",FOXI2,Undirected,9590,NA,2,1
NK CELL,LYST,Undirected,9591,NA,2,1
NK CELL,CD2,Undirected,9592,NA,2,1
TRAV23DV6,Immune system,Undirected,9593,NA,3,
PPP2R5C,FLUMIST (D3),Undirected,9594,NA,2,
Interspecies interaction,CHIT1,Undirected,9595,NA,3,1
RPS6,Metabolism,Undirected,9596,NA,3,
NMI,"BNT (V2, D1)",Undirected,9597,NA,2,
CPEB4,BNT-I (D1),Undirected,9598,NA,2,
ZNF594,"ChAd-BNT (V2, D7)",Undirected,9599,NA,2,
HSD3B7,Cellular,Undirected,9600,NA,3,
