cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BNT-I (D4)	LVS F TULARENSIS (H192)	0	46	144	46	144	NA	0	0	3.1549743600560697e-45	7.011925108088481e-46	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	LVS F TULARENSIS (H192)	2	44	326	46	328	DCP1B,TLR2	4.35	0.61	3.0607122730609697e-55	7.851317215851439e-56	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	LVS F TULARENSIS (H192)	0	46	106	46	106	NA	0	0	4.81001770807254e-40	9.88828335774072e-41	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	LVS F TULARENSIS (H192)	3	43	849	46	852	ICAM1,LAMP3,NOD2	6.52	0.35	3.01515482982544e-70	9.27209204049177e-71	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	LVS F TULARENSIS (H192)	4	42	581	46	585	CCR3,LAMP3,PYCARD,TLR7	8.7	0.68	3.05568480760259e-61	8.46815018902253e-62	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	LVS F TULARENSIS (H192)	0	46	125	46	125	NA	0	0	8.347711771436548e-43	1.7882813782087797e-43	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	LVS F TULARENSIS (H192)	0	46	250	46	250	NA	0	0	4.61443147382399e-55	1.1817253281021798e-55	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	LVS F TULARENSIS (H192)	3	43	671	46	674	CD209,LAMP3,TLR7	6.52	0.45	5.40991455625817e-66	1.58122058689383e-66	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	LVS F TULARENSIS (H192)	0	46	196	46	196	NA	0	0	1.17826432946299e-50	2.82388417758924e-51	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	LVS F TULARENSIS (H192)	0	46	8	46	8	NA	0	0	9.61108005290592e-10	1.11305200319785e-10	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	LVS F TULARENSIS (H192)	4	42	823	46	827	CCL19,LAMP3,ADAMDEC1,TLR7	8.7	0.48	2.28476921642642e-67	6.803203848322661e-68	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	LVS F TULARENSIS (H192)	4	42	716	46	720	CCL17,ICAM1,SOD2,CCL16	8.7	0.56	6.57850931303978e-65	1.9037117481311602e-65	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	LVS F TULARENSIS (H192)	6	40	920	46	926	CD209,ICAM1,LAMP3,HLA-DQB1,HLA-DRB1,TLR7	13.04	0.65	6.91360512795548e-65	1.99854030019695e-65	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I-BNT-I (D2)	LVS F TULARENSIS (H192)	0	46	5	46	5	NA	0	0	4.25702195771926e-7	4.6054735688427e-8	BNT	COVID	VIRUS	SARS	I	I	I-V-I	2	2	1	1	1	2
I-BNT-I (D5)	LVS F TULARENSIS (H192)	0	46	1	46	1	NA	0	0	0.0212765957446809	0.00196695954989996	BNT	COVID	VIRUS	SARS	I	I	I-V-I	5	5	1	1	1	2
ZF2001 (V3, D07)	LVS F TULARENSIS (H192)	3	43	2348	46	2351	ICAM1,ADAM11,CARD10	6.52	0.13	6.681455226758619e-89	2.5109287057508294e-89	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	LVS F TULARENSIS (H192)	0	46	249	46	249	NA	0	0	5.463486865007479e-55	1.3968435510778999e-55	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	LVS F TULARENSIS (H192)	0	46	29	46	29	NA	0	0	1.96108667560906e-21	2.8807687354542003e-22	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	HPV-VLP (M2)	0	528	40	528	40	NA	0	0	2.23063431416067e-62	6.27022343342598e-63	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	HPV-VLP (M2)	0	528	15	528	15	NA	0	0	1.51091283585353e-29	2.6155475023803096e-30	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	HPV-VLP (M2)	0	528	1	528	1	NA	0	0	0.00189035916824197	1.8241140956766e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	HPV-VLP (M2)	20	508	471	528	491	DHRS9,AIM2,APOL1,C1QB,C2,CACNA1A,CASP5,CDC45,CXCL11,EFCAB2,ISG20,KCNJ2,LAMP3,MT2A,PLAAT4,SERPING1,SOCS1,TYMS,VAMP5,WARS1	3.79	4.07	6.91922830342983e-264	7.5613555725641e-264	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	HPV-VLP (M2)	26	502	429	528	455	DHRS9,GADD45B,HTRA1,AIM2,APOBEC3B,APOL1,C1QB,C2,CASP5,CDC45,CXCL11,EFCAB2,FANCA,ICAM1,ISG20,KCNJ15,KCNJ2,LAMP3,MMP8,MT2A,PLAAT4,PTGS2,SERPING1,SOCS1,VAMP5,WARS1	4.92	5.71	8.22173473576407e-243	8.03341361305447e-243	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	HPV-VLP (M2)	27	501	1007	528	1034	DLG4,FOXO3,HBA1,HBA2,IRS2,RNASE1,RUNDC3A,TP53TG5,TPBG,TSPAN4,GAPDH,HBEGF,HSD11B1,ICAM1,INHBA,MMP8,P2RY1,PIK3R3,PROM1,PTGES,QPCT,RAB13,RAPGEF2,RBMS2,STAP1,TNF,TSPAN13	5.11	2.61	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	HPV-VLP (M2)	125	403	4046	528	4171	ABLIM1,AGPAT2,ARHGAP29,ASAH1,BASP1,BLVRB,CA6,CACNA2D2,CDC25B,CEBPD,CHPT1,CTSD,DBP,DHRS3,DNASE2,DUSP13,EMP3,FCMR,FGF9,GADD45B,GAS7,GDF11,GLTP,GPRC5C,GRB10,HMOX1,HPCAL1,HTRA1,IRS2,ISYNA1,KCNK10,KRT5,LCK,LEF1,LRPAP1,LTBP3,MS4A4A,MXD4,MZF1,NAP1L3,NOD2,NPL,PCYOX1,PDE2A,PKD2L1,PLA2G4B,PPAN,PPP2R5A,PYCARD,RABAC1,RAI2,RNF130,RTN3,RUNDC3A,S100A8,SIGIRR,SLC7A8,SPAG1,SPAG8,TESK2,TMEM8B,VPREB3,ZNF395,ZNF74,ACSL1,AIM2,ALAS1,ALDH1A2,ATF5,BIRC3,BPGM,C1QB,CA11,CACNA1A,CDC45,CDC6,CDK7,CDKN1A,CDKN3,CENPA,CLIC2,CLIC5,CXCL11,EFCAB2,EGF,ETS2,FANCA,FKBPL,GAPDH,GNB5,GPD2,GPR63,HIRIP3,HSPH1,IDI1,IL12RB2,IL17RB,IL21R,KCNJ15,LAMP3,LIMA1,LMNB1,MMP8,MPO,MT1X,MT2A,MTHFD2,NAMPT,NDRG2,OXCT1,PCNA,PSMA2,QPCT,RAB13,RNF24,RRM2,SDHB,SERPING1,SLAMF1,SLC22A17,TLR2,TPI1,TSPAN13,TXN,VAMP5	23.67	3	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	HPV-VLP (M2)	175	353	4191	528	4366	ABLIM1,ADORA3,AGPAT2,ANOS1,APOC1,APOE,AR,ARHGAP29,ASAH1,BASP1,BLVRB,CA6,CACNA2D2,CACNA2D3,CAMKK2,CDC25B,CEBPD,CHPT1,CHST8,CNR1,CTSD,DBP,DHRS3,DHRS9,DUSP13,EPAS1,FABP4,FCMR,FGF9,FOXO3,FRAT1,FXYD1,GADD45B,GAS7,GDF11,GPNMB,GPRC5C,GRB10,HBA1,HBA2,HSF2,HTRA1,ID3,IGF1,IRS2,KCNK10,KRT5,LCK,LEF1,LGMN,LRPAP1,LTBP3,MS4A4A,MXD4,NOD2,NPL,PDE2A,PLA2G4B,PLXNC1,PMP22,PPAN,PPP2R5A,PYCARD,RABAC1,RAI2,RNASE1,RNF130,RTN3,S100A8,SIGIRR,SPAG8,SPARC,TESK2,TIMP2,TM6SF1,TMEM8B,TPBG,VPREB3,WASF3,ZNF117,ZNF395,ZNF74,ACSL1,AICDA,AIM2,ALAS1,ALDH1A2,APOBEC3B,APOL1,AURKA,BRCA1,BUB1,C1QB,C2,C5,CA11,CACNA1A,CASP5,CDC45,CDC6,CDKN3,CENPA,CKS2,CLIC5,CXCL11,EFCAB2,EGF,ENPP2,ETS2,FKBPL,FSTL3,GAPDH,GINS2,GMNN,GPD2,GPR63,HIVEP3,HLA-DQA1,HRH4,HSPH1,IDI1,IL17RB,IL21R,IL2RA,INHBA,KCNJ15,KCNJ2,KCNN4,KIF11,KIF20A,LAMC2,LAMP3,LIMA1,LMNB1,LTA,MAD2L1,MAL,MKI67,MMP8,MPO,MPZ,MT1X,MT2A,MTHFD2,MYBL2,NAMPT,NCAPG,NDC80,NDRG2,NUSAP1,P2RY1,PARP11,PCNA,PLK1,PPEF1,PTGS2,QPCT,RAB13,RNF24,RRM2,SDHB,SERPINE1,SERPING1,SLAMF1,SLC22A17,TLR2,TNF,TOP2A,TRIP13,TSPAN13,TXN,TYMS,VAMP5,ZNF222,ZWINT	33.14	4.01	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	HPV-VLP (M2)	70	458	2363	528	2433	ABLIM1,AGPAT2,ANOS1,ARHGAP29,ASAH1,BASP1,CACNA2D2,CDC25B,CHPT1,CTSD,DBP,DHRS3,DNASE2,DUSP13,FCMR,FGF9,GADD45B,GAS7,GDF11,GRB10,HTRA1,IMPA2,IRS2,KIF13A,LCK,LEF1,LTBP3,MS4A4A,NPL,PPP2R5A,RABAC1,RAI2,RNF130,RTN3,S100A8,SIGIRR,TBXAS1,TESK2,TMEM8B,TPST2,VPREB3,ZNF74,ACSL1,BIRC3,CA11,CDC6,CENPA,EFCAB2,ENPP2,ETS2,FSTL3,GAPDH,IDI1,IL21R,MMP8,NAMPT,NDRG2,PGAM1,PKIG,PLEK,QPCT,RAB13,RAD50,RNF24,RRM2,SLAMF1,STAP1,TLR2,TSPAN13,TXN	13.26	2.88	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	HPV-VLP (M2)	25	503	533	528	558	AR,ASAH1,CACNA2D2,DBP,FCMR,FOXO3,GDF11,GRB10,IRS2,MAD1L1,RABAC1,RNASE1,S100A8,SLC7A8,VPREB3,WASF3,APEX2,CDC6,EGF,IDI1,MMP8,PPEF1,RRM2,TLR2,TXN	4.73	4.48	2.894207432689e-275	3.4188685562667396e-275	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	HPV-VLP (M2)	27	501	587	528	614	ANOS1,BASP1,CHPT1,FARP1,GAS7,GRB10,RABAC1,RTN3,S100A8,TENM1,ACSL1,EBI3,EFCAB2,ETS2,HBEGF,HCAR3,ICAM1,IDI1,KCNJ15,LMNB1,MMP8,NAMPT,PLEK,QPCT,SLC2A3,TLR2,TXN	5.11	4.4	4.391660091408819e-287	5.651525653742029e-287	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	HPV-VLP (M2)	5	523	139	528	144	FOXO3,HBA2,RUNDC3A,BPGM,GMNN	0.95	3.47	6.920156527280208e-139	3.783099493363859e-139	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	HPV-VLP (M2)	15	513	313	528	328	CDC25B,DAB2,FCMR,GDF11,IRS2,VPREB3,GAPDH,HIRIP3,IL21R,LIMA1,MMP8,MPO,PKIG,RUVBL1,TLR2	2.84	4.57	8.493060120835448e-215	7.097422025691909e-215	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	HPV-VLP (M2)	4	524	102	528	106	FCMR,P2RY1,PTGS2,THRAP3	0.76	3.77	8.034143180497439e-114	3.70383491823639e-114	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	HPV-VLP (M2)	38	490	814	528	852	CES1,DHRS9,DOC2A,DUSP13,FST,GADD45B,MAPK8IP2,NOD2,SLC7A8,AIM2,APOBEC3B,APOL1,BMAL2,C1QB,C2,CACNA1A,CASP5,CXCL11,EFCAB2,FANCA,HBEGF,ICAM1,IL1B,ISG20,KCNJ15,KCNJ2,LAMP3,LMNB1,MICB,MT2A,MTHFD2,PLAAT4,PLEK,PTGS2,SERPING1,SOCS1,VAMP5,WARS1	7.2	4.46	1.97626258336499e-293	2.96439387504748e-293	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	HPV-VLP (M2)	30	498	555	528	585	CES1,DHRS9,FUCA1,HMOX1,HTRA1,MS4A4A,PDK4,PKD2L1,PYCARD,AIM2,APOBEC3B,ATF5,ATOX1,BATF3,C1QB,C2,CASP5,CDC45,CXCL11,GGT5,HCAR3,KMO,LAMP3,MT1X,MT2A,PLA2G4C,PROM1,SERPING1,SLC2A6,VAMP5	5.68	5.13	1.0198758088182299e-274	1.1995091207263398e-274	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	HPV-VLP (M2)	8	520	117	528	125	IGF1,CDC45,CDC6,GINS2,KIF20A,PRC1,RRM2,TYMS	1.52	6.4	6.65203327001748e-120	3.2279243096330794e-120	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	HPV-VLP (M2)	24	504	226	528	250	HBA1,HBA2,IGF1,APOBEC3B,BUB1,CDC45,CDC6,CENPA,GINS2,KIF11,KIF20A,MKI67,MYBL2,NCAPG,NUSAP1,PALM,PHKA1,PLK1,RRM2,TMSB15A,TOP2A,TRIP13,TYMS,ZWINT	4.55	9.6	6.350410224597929e-166	4.0934163005015593e-166	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	HPV-VLP (M2)	20	508	654	528	674	DHRS9,HBA1,HBA2,ZNF117,AIM2,APOL1,C1QB,C2,CACNA1A,CASP5,CD209,CXCL11,ISG20,LAMP3,MT2A,PALM,SERPING1,SOCS1,VAMP5,WARS1	3.79	2.97	6.31145598937786e-293	9.67956508233812e-293	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	HPV-VLP (M2)	5	523	191	528	196	FGF9,PDE6A,PDGFA,PTGS2,RNF24	0.95	2.55	1.1818125188722798e-170	7.9204889227014175e-171	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	HPV-VLP (M2)	0	528	8	528	8	NA	0	0	6.2372879004098294e-18	8.55370925791989e-19	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	HPV-VLP (M2)	42	486	785	528	827	AGPAT2,APOE,AVPR1A,CES1,DHRS9,ENDOG,GNB1L,HPSE,HTRA1,MAPK8IP2,MS4A4A,NME3,NUDT3,PDK4,RABAC1,SCAND1,SPARC,WASF3,AIM2,APOBEC3B,APOL1,C1QB,C2,CASP5,CCL13,CCL19,CDC45,CDKN1A,CSF2,CXCL11,EBI3,EGF,ENPP2,IL6,LAMP3,MT2A,PDGFA,PHLDA2,PTGES,SERPING1,TBX1,VAMP5	7.95	5.08	2.08088326026945e-293	3.15106333128933e-293	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	HPV-VLP (M2)	44	484	676	528	720	AVPR1A,BASP1,CHST8,F13A1,HBA1,HBA2,IGF1,MMD,PDE6A,SPARC,WASF3,ACSL1,APOBEC3B,BUB1,CCL17,CDC45,CDC6,CENPA,CSF2,CXCL11,DUSP6,EGF,GINS2,HCAR3,ICAM1,IL1B,IL5,KCNJ15,KCNJ2,KIF11,KIF20A,MKI67,MYBL2,NAMPT,PDGFA,PLK1,RRM2,SERPING1,TMSB15A,TNF,TOP2A,TRIM15,TRIP13,TYMS	8.33	6.11	7.432079968766038e-287	9.552785654372628e-287	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	HPV-VLP (M2)	36	492	890	528	926	CACNA2D2,CD9,DHRS9,GADD45B,MAPK12,MS4A4A,SDS,VPREB3,AIM2,APOL1,BMAL2,BATF3,C1QB,C2,CACNA1A,CASP5,CD209,CDKN1A,CXCL11,FANCA,HBEGF,HLA-DQA1,ICAM1,IL1B,ISG20,KCNJ2,LAMP3,LMNB1,MICB,MT2A,MTHFD2,PHLDA2,SERPING1,SOCS1,VAMP5,WARS1	6.82	3.89	0	0	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I-BNT-I (D2)	HPV-VLP (M2)	0	528	5	528	5	NA	0	0	2.84260386376099e-12	3.48131808105096e-13	BNT	COVID	VIRUS	SARS	I	I	I-V-I	2	2	1	1	1	2
I-BNT-I (D5)	HPV-VLP (M2)	0	528	1	528	1	NA	0	0	0.00189035916824197	1.8241140956766e-4	BNT	COVID	VIRUS	SARS	I	I	I-V-I	5	5	1	1	1	2
ZF2001 (V3, D07)	HPV-VLP (M2)	46	482	2305	528	2351	APOC2,ARHGAP29,ASCL1,FAIM2,FARP1,FLRT2,FST,GABBR2,GHR,GPRC5C,GSDME,HBA1,HBA2,IGF1,IRS2,KCNK10,LPA,OCA2,PHLDA1,PLIN2,PTH1R,RASAL1,RUNDC3A,TAS2R1,BHLHE40,CDKN1A,COL1A2,COL2A1,DMD,DUSP4,GGT5,HBEGF,HCAR3,ICAM1,IGSF3,IL1B,INHBA,KCNJ15,LAMC2,LDLR,PTGS2,RAB17,SHH,SOCS1,TBX1,TNF	8.71	1.96	0	0	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	HPV-VLP (M2)	7	521	242	528	249	FARP1,VNN3P,DUSP6,ESR1,IFNG,IL1B,IL6	1.33	2.81	2.3956663185696898e-194	1.80879452498741e-194	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	HPV-VLP (M2)	4	524	25	528	29	PHLDA1,VNN3P,IFNG,IL1B	0.76	13.79	1.72727149824672e-39	3.51672108141823e-40	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	INFLUENZA (D1)	0	245	40	245	40	NA	0	0	9.23658127046071e-50	2.18698275437463e-50	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	INFLUENZA (D1)	0	245	15	245	15	NA	0	0	1.17663544518335e-24	1.8384965737739698e-25	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	INFLUENZA (D1)	0	245	1	245	1	NA	0	0	0.00406504065040651	3.8591245826631e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	INFLUENZA (D1)	24	221	467	245	491	RNU6-1,GALNT14,MIR3648-1,ATF3,EPSTI1,FRMD3,HES4,IFI44,IFI44L,LINC02471,LINC02555,LRRK2-DT,MT2A,NRIR,OAS1,OAS3,P2RY14,PDCD1LG2,RSAD2,SNORA11,TFEC,XAF1,TRGVB,RTP4	9.8	4.89	9.961366521747319e-158	6.103963965298899e-158	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	INFLUENZA (D1)	21	224	434	245	455	UPK2,ATF3,EGR2,EPSTI1,FRMD3,HES4,IFI44,IFI44L,LINC02471,LINC02555,LRRK2-DT,MT2A,NRIR,OAS1,OAS3,P2RY14,PDCD1LG2,RSAD2,TFEC,XAF1,RTP4	8.57	4.62	3.7991735000049895e-156	2.3083446103935697e-156	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	INFLUENZA (D1)	11	234	1023	245	1034	NOTCH3,PADI4,SAP30,ADAT3,ALKBH7,AVPI1,EVA1B,TTC24,ZNF485,STAB1,FNDC9	4.49	1.06	5.96825028385729e-244	5.89018113713236e-244	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	INFLUENZA (D1)	49	196	4122	245	4171	FLNB,PLD4,COA6,CTSD,EDARADD,GALNT14,OPLAH,SAP30,TCN1,AXIN2,FXYD7,GOLGA8R,IGFBP7,KIF19,KLF3-AS1,LTK,PDCD4-AS1,TRIM46,TTC24,ROPN1L,CCR9,ATP6V0C,LINC00943,S100P,ZNF485,ALOX5AP,CD163,MIR17HG,NBPF15,RARG,ZNF253,ATF3,EPSTI1,FRMD3,IFI44,IFI44L,MT2A,NRIR,OAS1,OAS3,PRKX,RSAD2,SESTD1,TFEC,XAF1,LINC00707,RTP4,SIGLEC17P,XRCC4	20	1.17	1.6100467933778e-294	2.1783845700043e-294	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	INFLUENZA (D1)	64	181	4302	245	4366	FLNB,PLD4,PMP22,RETN,SH3RF3,BEND7,COA6,CTSD,DPP7,EDARADD,GALNT14,HSPE1,OPLAH,PADI4,PNPLA1,SAP30,TCN1,TFDP1,AXIN2,CENPM,ENHO,FXYD7,HLA-DQA1,IGFBP7,KIF19,KLF3-AS1,LTK,PDCD4-AS1,PRSS36,TRIM46,TTC24,ROPN1L,CCR9,NTSR1,ATP6V0C,LINC00943,NCAPH,S100P,ZNF485,ALOX5AP,CD163,DEPTOR,GNAI1,ID3,MIR17HG,RARG,ZNF253,ATF3,EPSTI1,FRMD3,HES4,IFI44,IFI44L,MT2A,NRIR,OAS1,OAS3,PDCD1LG2,RSAD2,SESTD1,XAF1,TPH1,RTP4,SIGLEC17P	26.12	1.47	9.175542446512941e-270	1.05167074017206e-269	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	INFLUENZA (D1)	25	220	2408	245	2433	C2orf74,FLNB,PLD4,CTSD,GALNT14,OPLAH,TCN1,TESC,ALKBH7,AXIN2,FXYD7,GOLGA8R,IGFBP7,KLF3-AS1,LTK,ROPN1L,CCR9,ATP6V0C,S100P,ZNF485,ALOX5AP,RARG,ZNF253,APOL3,PRKX	10.2	1.03	1.51891729414787e-293	2.06284189704182e-293	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	INFLUENZA (D1)	7	238	551	245	558	PLD4,IGFBP7,LTK,PDCD4-AS1,ZNF485,ALOX5AP,ZNF253	2.86	1.25	4.12079017177041e-197	3.15992512076893e-197	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	INFLUENZA (D1)	9	236	605	245	614	RETN,GALNT14,OPLAH,ALKBH7,TTC24,ROPN1L,ALOX5AP,DOCK4-AS1,P2RY14	3.67	1.47	2.1368897036697298e-201	1.6767280039651697e-201	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	INFLUENZA (D1)	0	245	144	245	144	NA	0	0	1.09063654803236e-110	4.91669733534392e-111	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	INFLUENZA (D1)	4	241	324	245	328	C2orf74,GOLGA8R,ZNF485,RARG	1.63	1.22	1.7794708448936096e-159	1.1048167249548698e-159	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	INFLUENZA (D1)	2	243	104	245	106	C2orf74,NCAPH	0.82	1.89	5.59394329345971e-88	2.0927660339742202e-88	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	INFLUENZA (D1)	25	220	827	245	852	C2orf74,GALNT14,TMEM150B,DUSP5,PPP1R35-AS1,ATF3,EGR2,EPSTI1,FRMD3,HES4,IFI44,IFI44L,LINC02471,LINC02555,LRRK2-DT,MT2A,NRIR,OAS1,OAS3,P2RY14,PDCD1LG2,RSAD2,TFEC,XAF1,RTP4	10.2	2.93	1.6119798151624098e-201	1.26577305491721e-201	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	INFLUENZA (D1)	15	230	570	245	585	CDKN1C,FCN1,EPSTI1,FRMD3,HES4,IFI44,IFI44L,MT2A,NRIR,OAS1,OAS3,PDCD1LG2,RSAD2,XAF1,RTP4	6.12	2.56	2.6874577645811502e-186	1.9526382099800997e-186	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	INFLUENZA (D1)	7	238	118	245	125	CENPM,EPSTI1,IGKV1D-12,IGKV2-30,IGLV1-47,IGLV3-25,IGLV6-57	2.86	5.6	6.81330319530512e-88	2.5462973558086994e-88	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	INFLUENZA (D1)	4	241	246	245	250	ZBTB7C,GALNT14,CENPM,JSRP1	1.63	1.6	6.912132346241389e-139	3.780627089177589e-139	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	INFLUENZA (D1)	28	217	646	245	674	RNU6-1,NRXN2,FXYD7,MIR3648-1,RTN4R,TMEM238,TOB1-AS1,ATF3,CPT1B,EPSTI1,FRMD3,HES4,IFI44,IFI44L,LINC02471,LINC02555,LRRK2-DT,MT2A,NRIR,OAS1,OAS3,P2RY14,PDCD1LG2,RSAD2,SNORA11,TFEC,XAF1,RTP4	11.43	4.15	2.57196580908408e-177	1.7915644574263098e-177	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	INFLUENZA (D1)	4	241	192	245	196	CDKN1C,LRP3,ADAT3,FNDC9	1.63	2.04	1.09625951013037e-121	5.39726432235455e-122	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	INFLUENZA (D1)	0	245	8	245	8	NA	0	0	2.6859791866209e-15	3.51220052644336e-16	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
