"source","target","value","vaccine","covid_other","microbe_type","target_pathogen_disease","disease_vac","type","regimen","day_total","day_month","month","week","dose","infection","annotation","id"
"I (D10, severe)","IL18RAP",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ARG1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MS4A2",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","HLA-DPA1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IL1R2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CLEC10A",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IL1R1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IL18R1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IFNGR1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ADD2",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","S100A12",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SRPK1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","VNN1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TLR2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FBXO38",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IRAK3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CHD7",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ANKHD1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","AKAP1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ITGB8",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RAB32",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","HMGB2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LRP1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","S100A8",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PELI1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MAP2K6",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","STXBP4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MFHAS1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FLT1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","AKIRIN2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","VAV3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RPS6KA3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RFTN1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","S100A9",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RBPJ",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FNIP1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD40LG",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","JMJD6",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","NFIL3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CCND3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","POLR3H",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TESPA1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MAD1L1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PPARG",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PRKCE",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MEN1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RIOK3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TCF7",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PRKDC",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SKIL",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SOS2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ADAM17",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","GCNT4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ANXA3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RORC",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TMEM33",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PKNOX1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CLEC4D",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SRC",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CHUK",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MPEG1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CAMK4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FLT3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LY96",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RPL22",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SLPI",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","BCL6",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","EXT1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","GPR15",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","JAK2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","VSIG4",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ACE",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ADARB1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CLEC4E",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","GAPDH",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PLD4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IKBKE",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CCR4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TRIM22",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD40",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SLC11A1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CSF1R",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DPP4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ITGB7",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IL27RA",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LY9",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ITGA4",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IL7R",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CDC42",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RNF135",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CCNB2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CASP6",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SLC26A6",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LTF",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD55",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD58",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LTB",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ASB2",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DNAJB9",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","NFKBIA",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RHOA",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DNAJA3",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","C1R",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","VIM",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TMEM229B",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CIITA",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","NAIP",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LCP1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MAP3K5",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DNASE1L3",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","S1PR1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SPN",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ALPK1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ZC3HAV1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SLAMF1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD6",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CDH26",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RABGEF1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","STXBP3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IFI27",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SP100",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SLC15A4",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CR1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","BMX",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LCK",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TLR10",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FOXP3",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CFD",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ZMPSTE24",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SERINC3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RC3H1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CCL20",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","HLA-DRA",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SAMHD1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","THBS1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","AZI2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MAPKAPK2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SCART1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ITGAM",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","NLRP6",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DOCK10",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD81",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","MAP3K8",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ALOX5",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LEF1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","GATA3",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD74",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CCR7",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD27",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD5",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD180",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TRIM32",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PPP2CA",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FCAR",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LAT",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD3E",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","HLA-B",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD177",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","FLNB",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","RAF1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LCN2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD3G",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TRIM68",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ICOS",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TLR5",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","JAK3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ECSIT",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","IGF1R",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD209",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ANXA1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","SLC18A2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DTX1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CRIP1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TRIM64B",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TLR7",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ITGA3",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LFNG",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PPP2R3C",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","TANK",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CCL2",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","GPER1",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","STXBP2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","NCK2",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","APOBEC3A",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","NEDD9",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","DDX1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","ADGRG3",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","PARP1",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","LILRA6",1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
"I (D10, severe)","CD300LB",-1,"I","COVID","VIRUS","SARS","I","I","I",10,10,1,2,0,1,"ConditionCOVID","I (D10, severe)"
