cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BBIBP (V3, D14)	MVA85A (D2)	1	37	3	38	4	CCL3	2.63	25	3.7523452157598e-4	3.7523452157598e-4	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	MVA85A (D2)	0	38	1	38	1	NA	0	0	0.0256410256410256	0.0256410256410256	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	MVA85A (D2)	1	37	1	38	2	IFI27	2.63	50	0.0512820512820513	0.0512820512820513	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	MVA85A (D2)	16	22	32	38	48	BST2,CCL2,CCL8,EIF2AK2,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IRF9,MX1,PARP9,STAT1,TNFSF10	42.11	33.33	3.1692584460647e-8	3.1692584460647e-8	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	MVA85A (D2)	17	21	45	38	62	CCL2,CCL3,CCL3L1,CCL8,EIF2AK2,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFITM3,MX1,PARP9,PSMB9,STAT1,TNFSF10	44.74	27.42	1.17285316028358e-9	1.17285316028358e-9	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	MVA85A (D2)	1	37	66	38	67	SLC15A3	2.63	1.49	1.85213951645789e-27	1.85213951645789e-27	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	MVA85A (D2)	23	15	254	38	277	CD28,CTLA4,ITK,STAT5B,TRAT1,APOBEC3A,CASP1,CCL3L1,CCL4,EIF2AK2,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFITM2,IFITM3,IRF9,LGALS9,MX1,PARP9,PSMB9,RNASE2	60.53	8.3	3.0486098486406803e-15	3.0486098486406803e-15	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	MVA85A (D2)	21	17	248	38	269	CD28,CTLA4,ITK,TRAT1,APOBEC3A,CASP1,EIF2AK2,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFITM2,IFITM3,MX1,PARP9,PSMB9,RNASE2,STAT1,TNFSF10	55.26	7.81	2.90109343874675e-17	2.90109343874675e-17	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	MVA85A (D2)	5	33	155	38	160	ITK,STAT5B,TRAT1,APOBEC3A,CCL2	13.16	3.12	2.99925730670544e-32	2.99925730670544e-32	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	MVA85A (D2)	0	38	35	38	35	NA	0	0	1.2090224833297901e-21	1.2090224833297901e-21	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	MVA85A (D2)	2	36	48	38	50	FCGR1A,SLC15A3	5.26	4	3.2829479519352003e-22	3.2829479519352003e-22	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	MVA85A (D2)	0	38	6	38	6	NA	0	0	1.41662081537294e-7	1.41662081537294e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	MVA85A (D2)	0	38	35	38	35	NA	0	0	1.2090224833297901e-21	1.2090224833297901e-21	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	MVA85A (D2)	0	38	7	38	7	NA	0	0	2.20363237946902e-8	2.20363237946902e-8	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	MVA85A (D2)	20	18	71	38	91	APOBEC3A,BST2,CASP1,CCL2,CCL3,CCL3L1,CCL8,EIF2AK2,FCGR1A,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IRF9,MX1,PARP9,PSMB9,STAT1,TNFSF10	52.63	21.98	2.01301993408166e-10	2.01301993408166e-10	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	MVA85A (D2)	18	20	55	38	73	APOBEC3A,CCL2,CCL3L1,CFD,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFITM3,LGALS9,MX1,PARP9,PSMB9,RNASE2,SRC,STAT1,TNFSF10	47.37	24.66	3.1568230011259903e-10	3.1568230011259903e-10	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	MVA85A (D2)	1	37	39	38	40	IFI27	2.63	2.5	2.93933777765372e-21	2.93933777765372e-21	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	MVA85A (D2)	2	36	16	38	18	CCL3,IFI27	5.26	11.11	7.2529297792527994e-12	7.2529297792527994e-12	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	MVA85A (D2)	19	19	40	38	59	APOBEC3A,BST2,CASP1,CCL2,CCL8,EIF2AK2,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IRF9,LGALS9,MX1,PARP9,STAT1,TNFSF10	50	32.2	5.26549013417275e-8	5.26549013417275e-8	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	MVA85A (D2)	1	37	4	38	5	CFD	2.63	20	4.46707763780935e-5	4.46707763780935e-5	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	MVA85A (D2)	0	38	1	38	1	NA	0	0	0.0256410256410256	0.0256410256410256	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	MVA85A (D2)	19	19	62	38	81	APOBEC3A,BST2,CCL2,CCL7,CCL8,CFD,EIF2AK2,FCGR1A,FPR3,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFITM3,MX1,PARP9,STAT1,TNFSF10	50	23.46	2.67076044322332e-10	2.67076044322332e-10	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	MVA85A (D2)	10	28	46	38	56	CCL2,CCL3,CCL3L1,CCL4,CCL7,CCL8,FCGR1A,FPR2,IFIT1,IFIT2	26.32	17.86	3.0920193483193504e-14	3.0920193483193504e-14	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	MVA85A (D2)	21	17	85	38	106	APOBEC3A,BST2,CASP1,CCL2,CCL3,CCL3L1,CCL8,EIF2AK2,FCGR1A,FPR3,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IRF9,MX1,PARP9,PSMB9,STAT1,TNFSF10	55.26	19.81	9.661027696050109e-11	9.661027696050109e-11	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	MVA85A (D2)	16	22	184	38	200	CD28,ITK,TRAT1,APOBEC3A,CASP1,EIF2AK2,FCGR1A,IFI27,IFI35,IFI6,IFIT1,IFIT2,MX1,PARP9,RNASE2,TNFSF10	42.11	8	1.7594410718685698e-20	1.7594410718685698e-20	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	MVA85A (D2)	14	24	213	38	227	CD28,CTLA4,ITK,STAT5B,TRAT1,APOBEC3A,CCL2,CFD,EIF2AK2,FPR3,IFI27,IFITM2,PARP9,SRC	36.84	6.17	4.77679371649841e-24	4.77679371649841e-24	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	MVA85A (D2)	4	34	133	38	137	CD28,TRAT1,IFITM2,RNASE2	10.53	2.92	8.80276664616363e-32	8.80276664616363e-32	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	MVA85A (D2)	12	26	202	38	214	ITK,TRAT1,APOBEC3A,CD68,CFD,EIF2AK2,FCGR1A,FPR3,IFI27,PARP9,RNASE2,SRC	31.58	5.61	5.79174067391096e-26	5.79174067391096e-26	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	MVA85A (D2)	0	38	5	38	5	NA	0	0	1.03885526460683e-6	1.03885526460683e-6	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	MVA85A (D2)	12	26	159	38	171	ITK,TRAT1,APOBEC3A,CFD,EIF2AK2,FCGR1A,FPR3,IFITM2,PARP9,PSMB9,SLC15A3,STAT1	31.58	7.02	1.3540080090372698e-23	1.3540080090372698e-23	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	MVA85A (D2)	0	38	7	38	7	NA	0	0	2.20363237946902e-8	2.20363237946902e-8	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	MVA85A (D2)	3	35	80	38	83	CCL3,CCL4,CCL8	7.89	3.61	7.34189663339053e-27	7.34189663339053e-27	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	MVA85A (D2)	0	38	13	38	13	NA	0	0	2.09969269659881e-12	2.09969269659881e-12	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	MVA85A (D2)	2	36	7	38	9	CCL3,FPR2	5.26	22.22	7.93307656608848e-7	7.93307656608848e-7	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	ZOSTAVAX (D1)	0	39	4	39	4	NA	0	0	8.10307106393323e-6	8.10307106393323e-6	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	ZOSTAVAX (D1)	0	39	1	39	1	NA	0	0	0.025	0.025	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	ZOSTAVAX (D1)	0	39	2	39	2	NA	0	0	0.00121951219512195	0.00121951219512195	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	ZOSTAVAX (D1)	0	39	48	39	48	NA	0	0	1.20136026390309e-25	1.20136026390309e-25	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	ZOSTAVAX (D1)	0	39	62	39	62	NA	0	0	6.81014599294621e-29	6.81014599294621e-29	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	ZOSTAVAX (D1)	4	35	63	39	67	C5AR1,CD14,IL1R2,SLC11A1	10.26	5.97	3.22401925629824e-23	3.22401925629824e-23	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	ZOSTAVAX (D1)	12	27	265	39	277	CD79B,GZMA,LILRA5,RNASE2,ALOX5,CCND3,IL1R2,PARP1,SELL,SPI1,TXK,CCL5	30.77	4.33	1.28333617013067e-29	1.28333617013067e-29	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	ZOSTAVAX (D1)	10	29	259	39	269	LILRA5,RNASE2,ALOX5,BTN2A1,CCND3,IL1R2,SELL,STAT3,TXK,CCL5	25.64	3.72	4.06499247348623e-32	4.06499247348623e-32	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	ZOSTAVAX (D1)	8	31	152	39	160	CD79B,LILRA5,ALOX5,CCND3,CTNNB1,IL1R2,SELL,SLC11A1	20.51	5	1.2900234141469699e-28	1.2900234141469699e-28	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	ZOSTAVAX (D1)	1	38	34	39	35	CD79B	2.56	2.86	4.71518768498619e-20	4.71518768498619e-20	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	ZOSTAVAX (D1)	3	36	47	39	50	LILRA5,FPR1,IL1R2	7.69	6	4.2678323375158e-21	4.2678323375158e-21	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	ZOSTAVAX (D1)	0	39	6	39	6	NA	0	0	1.22773803998988e-7	1.22773803998988e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	ZOSTAVAX (D1)	1	38	34	39	35	PARP1	2.56	2.86	4.71518768498619e-20	4.71518768498619e-20	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	ZOSTAVAX (D1)	0	39	7	39	7	NA	0	0	1.86829701737592e-8	1.86829701737592e-8	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	ZOSTAVAX (D1)	2	37	89	39	91	LILRA5,GPR65	5.13	2.2	3.57579135400448e-30	3.57579135400448e-30	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	ZOSTAVAX (D1)	4	35	69	39	73	LILRA5,RNASE2,CXCR2,IL1R2	10.26	5.48	2.86809884297018e-24	2.86809884297018e-24	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	ZOSTAVAX (D1)	0	39	40	39	40	NA	0	0	1.86034036560363e-23	1.86034036560363e-23	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	ZOSTAVAX (D1)	0	39	18	39	18	NA	0	0	3.2224226633727404e-15	3.2224226633727404e-15	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	ZOSTAVAX (D1)	0	39	59	39	59	NA	0	0	3.00082186600867e-28	3.00082186600867e-28	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	ZOSTAVAX (D1)	0	39	5	39	5	NA	0	0	9.20803529992412e-7	9.20803529992412e-7	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	ZOSTAVAX (D1)	0	39	1	39	1	NA	0	0	0.025	0.025	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	ZOSTAVAX (D1)	3	36	78	39	81	CXCR2,CXCR4,IL1R2	7.69	3.7	4.9643562014198e-27	4.9643562014198e-27	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	ZOSTAVAX (D1)	3	36	53	39	56	CXCR2,FPR1,IL1R2	7.69	5.36	1.94328972732261e-22	1.94328972732261e-22	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	ZOSTAVAX (D1)	0	39	106	39	106	NA	0	0	2.9053069827003e-36	2.9053069827003e-36	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	ZOSTAVAX (D1)	5	34	195	39	200	LILRA5,RNASE2,CCND3,IL1R2,CCL5	12.82	2.5	5.913411153987399e-36	5.913411153987399e-36	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	ZOSTAVAX (D1)	13	26	214	39	227	CD79B,LILRA5,RAB27A,ALOX5,CCND3,CCR2,CXCR4,FPR1,IL1R2,PARP1,SELL,SLC11A1,STAT3	33.33	5.73	4.09079830793679e-26	4.09079830793679e-26	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	ZOSTAVAX (D1)	7	32	130	39	137	LILRA5,RNASE2,ALOX5,CCND3,IL1R2,SLC11A1,TXK	17.95	5.11	4.75236220464529e-28	4.75236220464529e-28	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	ZOSTAVAX (D1)	6	33	208	39	214	CD79B,RNASE2,CD14,CXCR4,IL1R2,TXK	15.38	2.8	2.91911718385578e-35	2.91911718385578e-35	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	ZOSTAVAX (D1)	0	39	5	39	5	NA	0	0	9.20803529992412e-7	9.20803529992412e-7	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	ZOSTAVAX (D1)	9	30	162	39	171	ALOX5,CCND3,CXCR4,FPR1,GPR65,HLA-F,IL1R2,SPI1,TXK	23.08	5.26	4.40063604527219e-28	4.40063604527219e-28	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	ZOSTAVAX (D1)	0	39	7	39	7	NA	0	0	1.86829701737592e-8	1.86829701737592e-8	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	ZOSTAVAX (D1)	2	37	81	39	83	CCR2,CXCR4	5.13	2.41	6.01541951055107e-29	6.01541951055107e-29	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	ZOSTAVAX (D1)	0	39	13	39	13	NA	0	0	1.57476952244911e-12	1.57476952244911e-12	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	ZOSTAVAX (D1)	0	39	9	39	9	NA	0	0	5.96265005545502e-10	5.96265005545502e-10	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	PANDEMRIX (D7)	0	33	4	33	4	NA	0	0	1.51411916117799e-5	1.51411916117799e-5	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	PANDEMRIX (D7)	0	33	1	33	1	NA	0	0	0.0294117647058823	0.0294117647058823	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	PANDEMRIX (D7)	1	32	1	33	2	IFI27	3.03	50	0.0588235294117647	0.0588235294117647	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	PANDEMRIX (D7)	11	22	37	33	48	CXCL9,GBP1,GBP2,IDO1,IFI27,IFI35,IFIT1,IFIT2,MX1,OAS2,TRIM22	33.33	22.92	2.25441425223361e-10	2.25441425223361e-10	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	PANDEMRIX (D7)	13	20	49	33	62	CXCL9,GBP1,GBP2,IDO1,IFI27,IFI30,IFI35,IFIT1,IFIT2,IFITM1,MX1,OAS2,TRIM22	39.39	20.97	9.231561147798649e-11	9.231561147798649e-11	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	PANDEMRIX (D7)	1	32	66	33	67	CD3G	3.03	1.49	3.39336850323441e-25	3.39336850323441e-25	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	PANDEMRIX (D7)	23	10	254	33	277	APOBEC3A,GBP1,GBP2,IFI27,IFI30,IFI35,IFIT1,IFITM1,IFITM2,IFNGR2,MX1,MX2,OAS2,PSMB8,TRIM22,CD247,CD3G,CD8B,PLCG1,PRF1,PRKCQ,RASGRP1,ZAP70	69.7	8.3	1.0380809810765001e-10	1.0380809810765001e-10	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	PANDEMRIX (D7)	25	8	244	33	269	CD38,TNFRSF17,APOBEC3A,GBP1,GBP2,IFI27,IFI30,IFI35,IFIT1,IFIT2,IFITM1,IFITM2,IFNGR2,MX1,MX2,OAS2,PSMB8,TRIM22,CD247,CD3G,CD8B,PLCG1,PRKCQ,RASGRP1,ZAP70	75.76	9.29	1.78855909573171e-8	1.78855909573171e-8	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	PANDEMRIX (D7)	10	23	150	33	160	APOBEC3A,IFI30,IFNGR1,IFNGR2,CD247,CD3G,PLCG1,PRF1,RASGRP1,ZAP70	30.3	6.25	9.315505302639629e-22	9.315505302639629e-22	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	PANDEMRIX (D7)	0	33	35	33	35	NA	0	0	3.6179322537509797e-20	3.6179322537509797e-20	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	PANDEMRIX (D7)	1	32	49	33	50	GBP2	3.03	2	5.55563833117907e-22	5.55563833117907e-22	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	PANDEMRIX (D7)	0	33	6	33	6	NA	0	0	3.0650185448947e-7	3.0650185448947e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	PANDEMRIX (D7)	0	33	35	33	35	NA	0	0	3.6179322537509797e-20	3.6179322537509797e-20	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	PANDEMRIX (D7)	0	33	7	33	7	NA	0	0	5.36378245356571e-8	5.36378245356571e-8	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	PANDEMRIX (D7)	15	18	76	33	91	IGKV1D-8,APOBEC3A,CXCL9,GBP1,GBP2,IDO1,IFI30,IFI35,IFIT1,IFIT2,IFITM1,MX1,MX2,OAS2,TRIM22	45.45	16.48	6.21782219021357e-12	6.21782219021357e-12	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	PANDEMRIX (D7)	12	21	61	33	73	APOBEC3A,CXCL9,GBP1,IDO1,IFI27,IFI30,IFI35,IFIT1,IFITM1,MX1,MX2,OAS2	36.36	16.44	7.452322692649379e-13	7.452322692649379e-13	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	PANDEMRIX (D7)	2	31	38	33	40	TNFRSF17,IFI27	6.06	5	4.16521453315757e-18	4.16521453315757e-18	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	PANDEMRIX (D7)	3	30	15	33	18	CD38,TNFRSF17,IFI27	9.09	16.67	7.46391472091101e-10	7.46391472091101e-10	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	PANDEMRIX (D7)	14	19	45	33	59	APOBEC3A,GBP1,GBP2,IDO1,IFI27,IFI30,IFI35,IFIT1,IFIT2,IFITM1,MX1,MX2,OAS2,TRIM22	42.42	23.73	1.21980466428713e-9	1.21980466428713e-9	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	PANDEMRIX (D7)	0	33	5	33	5	NA	0	0	1.99226205418156e-6	1.99226205418156e-6	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	PANDEMRIX (D7)	0	33	1	33	1	NA	0	0	0.0294117647058823	0.0294117647058823	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	PANDEMRIX (D7)	14	19	67	33	81	CD38,APOBEC3A,CXCL9,GBP1,GBP2,IDO1,IFI27,IFI35,IFIT1,IFIT2,MX1,MX2,OAS2,TRIM22	42.42	17.28	6.18708982986097e-12	6.18708982986097e-12	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	PANDEMRIX (D7)	4	29	52	33	56	CD38,TNFRSF17,IFIT1,IFIT2	12.12	7.14	9.131461354410939e-19	9.131461354410939e-19	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	PANDEMRIX (D7)	16	17	90	33	106	APOBEC3A,CXCL9,GBP1,GBP2,IDO1,IFI30,IFI35,IFIT1,IFIT2,IFITM1,MX1,MX2,OAS2,TRIM22,CD247,PRF1	48.48	15.09	3.9166328497500696e-12	3.9166328497500696e-12	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	PANDEMRIX (D7)	22	11	178	33	200	CD38,TNFRSF17,APOBEC3A,GBP1,GBP2,IFI27,IFI30,IFI35,IFIT1,IFIT2,IFITM1,IFNGR2,MX1,OAS2,TRIM22,CD247,CD3G,CD8B,PLCG1,PRF1,RASGRP1,ZAP70	66.67	11	2.72861752623828e-10	2.72861752623828e-10	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	PANDEMRIX (D7)	12	21	215	33	227	APOBEC3A,IDO1,IFI27,IFITM1,IFITM2,IFNGR1,IFNGR2,TRIM22,CD3G,PLCG1,RASGRP1,ZAP70	36.36	5.29	2.25520574541452e-22	2.25520574541452e-22	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	PANDEMRIX (D7)	9	24	128	33	137	IFITM2,IFNGR1,CD247,CD3G,CD8B,PLCG1,PRF1,RASGRP1,ZAP70	27.27	6.57	1.58026020549111e-21	1.58026020549111e-21	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	PANDEMRIX (D7)	10	23	204	33	214	TNFRSF17,APOBEC3A,IFI27,IFNGR1,TRIM22,CD247,CD3G,PLCG1,PRF1,ZAP70	30.3	4.67	1.7327438101520998e-24	1.7327438101520998e-24	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	PANDEMRIX (D7)	0	33	5	33	5	NA	0	0	1.99226205418156e-6	1.99226205418156e-6	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	PANDEMRIX (D7)	10	23	161	33	171	APOBEC3A,GBP1,GBP2,IFI30,IFITM1,IFITM2,IFNGR2,PSMB8,TRIM22,CD3G	30.3	5.85	2.2341755280572297e-22	2.2341755280572297e-22	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	PANDEMRIX (D7)	0	33	7	33	7	NA	0	0	5.36378245356571e-8	5.36378245356571e-8	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	PANDEMRIX (D7)	0	33	83	33	83	NA	0	0	1.0097005721835599e-29	1.0097005721835599e-29	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	PANDEMRIX (D7)	0	33	13	33	13	NA	0	0	9.82644234965871e-12	9.82644234965871e-12	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	PANDEMRIX (D7)	0	33	9	33	9	NA	0	0	2.2426964962644203e-9	2.2426964962644203e-9	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	YF VAX (ANY)	0	29	4	29	4	NA	0	0	2.44379276637341e-5	2.44379276637341e-5	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	YF VAX (ANY)	0	29	1	29	1	NA	0	0	0.0333333333333333	0.0333333333333333	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
