"","Cond1","Cond2","Shared","Percentage_Shared_Cond1","Genes_Names","pvalue","-log(p)"
"600","PFALCIPARUM RTSS_UP","IMUVAC_UP",1,2.27,"SERPING1",2.25651444720401e-09,8.64656188158948
"601","ATTENUVAX_UP","IMUVAC_UP",0,0,"",3.99158129484937e-28,27.3988550212107
"602","WETVAX_UP","IMUVAC_UP",12,27.27,"ANKRD22, ETV7, FAS, FCGR1A, GBP1, GK, ICAM1, IDO1, IRF1, SERPING1, SIRPB1, WARS1",1.28036966298721e-40,39.8926646245571
"603","YF VAX_UP","IMUVAC_UP",3,6.82,"GBP5, SERPING1, TNFAIP2",1.05981531959659e-52,51.9747698070635
"604","CHAD63-KH_UP","IMUVAC_UP",25,56.82,"ANKRD22, BATF2, CD274, ETV7, FAS, FCGR1A, FCGR1BP, GBP1, GBP4, GBP5, GK, GK3, ICAM1, IDO1, IRF1, KREMEN1, LPCAT2, NOD2, P2RY14, PRRG4, PSTPIP2, RAB20, SERPING1, TNFAIP2, WARS1",3.1772141130038e-34,33.4979535170071
"605","INACTIVATED INFLUENZA_UP","IMUVAC_UP",2,4.55,"FKBP5, GBP5",5.37783167947688e-76,75.2693927948644
"606","RVSV ZEBOV_UP","IMUVAC_UP",0,0,"",4.17873045778516e-11,10.3789556414125
"607","LVS F TULARENSIS_UP","IMUVAC_UP",5,11.36,"CCR3, FAS, FCGR1A, ICAM1, NOD2",1.83779970407631e-24,23.7357018227402
"608","CN54GP140_UP","IMUVAC_UP",0,0,"",5.329228559387e-45,44.2733356533842
"609","HIV-1 GAG-POL NEF_UP","IMUVAC_UP",24,54.55,"ANKRD22, BATF2, CD274, ETV7, FAS, GBP1, GBP4, GBP5, GK, GK3, ICAM1, IDO1, IRF1, LPCAT2, NOD2, PRRG4, PSTPIP2, RAB20, RAPGEF2, SERPING1, SIRPB1, SNX27, TNFAIP2, WARS1",2.39608879244656e-30,29.620497092228
"610","HPV-VLP_UP","IMUVAC_UP",12,27.27,"ETV7, FAS, FCGR1A, GBP1, ICAM1, IDO1, IRF1, PRRG4, RAPGEF2, SERPING1, TSPAN5, WARS1",3.60110194150976e-42,41.4435645842637
"611","FLUARIX FLUVIRIN_UP","IMUVAC_UP",5,11.36,"ICAM1, RAB20, RAPGEF2, SNX27, UCP2",8.08597792972913e-76,75.0922674483857
"612","FLUZONE_UP","IMUVAC_UP",5,11.36,"BATF2, FCGR1A, FCGR1BP, IDO1, SERPING1",1.36015112013426e-10,9.8664128364869
"613","FLUMIST_UP","IMUVAC_UP",8,18.18,"FCGR1BP, FKBP5, GK, ICAM1, RAB20, RAPGEF2, SNX27, UCP2",8.68074436523896e-78,77.0614430329047
"614","FLUENZ_UP","IMUVAC_UP",0,0,"",2.25651444720401e-10,9.64656188158948
"615","MENACTRA_UP","IMUVAC_UP",1,2.27,"SERPING1",1.32578977332103e-23,22.8775253353014
"616","ZOSTAVAX_UP","IMUVAC_UP",0,0,"",5.09691119579386e-17,16.2926929331197
"617","YF17D_UP","IMUVAC_UP",1,2.27,"SERPING1",8.86085764811611e-25,24.052524240436
"618","STAMARIL_UP","IMUVAC_UP",10,22.73,"ANKRD22, BATF2, GBP1, GBP4, GBP5, IDO1, MS4A3, NOD2, SERPING1, WARS1",1.26010661064765e-39,38.899592710075
"619","MMR II_UP","IMUVAC_UP",19,43.18,"ANKRD22, BATF2, CD274, ETV7, FAS, GBP1, GBP4, GBP5, ICAM1, IDO1, IRF1, NOD2, PRRG4, RAB20, RAPGEF2, SERPING1, TMOD1, TSPAN5, WARS1",3.03295313666832e-38,37.5181343000895
"620","PREVNAR_UP","IMUVAC_UP",5,11.36,"CD274, CTSW, GBP4, GBP5, SERPING1",9.98993034744682e-36,35.0004375397845
"621","DRYVAX_UP","IMUVAC_UP",1,2.27,"ADORA3",5.5648754247753e-31,30.2545445533308
"622","BCG_UP","IMUVAC_UP",6,13.64,"GBP1, GBP4, GBP5, IDO1, IRF1, WARS1",2.05071093342472e-31,30.6880955531207
"623","PPD_UP","IMUVAC_UP",4,9.09,"GBP1, GBP4, GBP5, IDO1",1.23201141659989e-29,28.9093852677046
"624","TC-83_UP","IMUVAC_UP",9,20.45,"ANKRD22, BATF2, CD274, ETV7, GBP1, GBP4, GBP5, SERPING1, WARS1",1.52080674626511e-53,52.8179259696176
"625","TIV INFLUENZA_UP","FLUAD_UP",0,0,"",1.81156420111589e-48,47.7419462701327
"626","MENVEO ACWYVAX_UP","FLUAD_UP",1,2.5,"TYMP",2.32551889577964e-39,38.6334801273202
"627","MVA85A_UP","FLUAD_UP",19,47.5,"ANKRD22, CALHM6, CXCL10, ETV7, FBXO6, FCGR1A, FCGR1BP, GBP1, GBP4, GBP5, ICAM1, IDO1, IFI35, IFI44L, RSAD2, SERPING1, STAT1, TYMP, WARS1",3.96039433414487e-19,18.4022615694743
"628","INFLUENZA_UP","FLUAD_UP",0,0,"",5.70841509692018e-34,33.2434844539619
"629","PANDEMRIX_UP","FLUAD_UP",1,2.5,"STAT1",1.50323424237108e-24,23.8229733399436
"630","FLUARIX_UP","FLUAD_UP",0,0,"",2.03445550237876e-28,27.691551804598
"631","PFALCIPARUM RTSS_UP","FLUAD_UP",2,5,"IFI44L, SERPING1",1.19253001109101e-07,6.92353068273882
"632","ATTENUVAX_UP","FLUAD_UP",0,0,"",9.3607993114683e-27,26.028687065606
"633","WETVAX_UP","FLUAD_UP",21,52.5,"ANKRD22, ATF3, CEACAM1, CXCL10, ETV7, FCGR1A, GBP1, GK, ICAM1, IDO1, IFI35, IFI44L, IL15, LAP3, LHFPL2, RSAD2, SERPING1, SORT1, STAT1, TFEC, WARS1",2.94574489267588e-23,22.5308048666246
"634","YF VAX_UP","FLUAD_UP",5,12.5,"GBP5, IFI44L, LAP3, OAS3, SERPING1",6.1306079722204e-45,44.2124964543743
"635","INACTIVATED INFLUENZA_UP","FLUAD_UP",1,2.5,"GBP5",6.05378349767444e-73,72.2179731148374
"636","RVSV ZEBOV_UP","FLUAD_UP",3,7.5,"CXCL10, LAMP3, RSAD2",1.90804801774561e-06,5.7194107000829
"637","LVS F TULARENSIS_UP","FLUAD_UP",2,5,"FCGR1A, ICAM1",3.68911035175278e-27,26.4330783535993
"638","CN54GP140_UP","FLUAD_UP",1,2.5,"MYOF",4.61132800977491e-40,39.336173984749
"639","HIV-1 GAG-POL NEF_UP","FLUAD_UP",34,85,"ANKRD22, ATF3, BATF2, CALHM6, CD274, CEACAM1, CXCL10, EPSTI1, ETV7, FBXO6, GBP1, GBP4, GBP5, GK, ICAM1, IDO1, IFI35, IFI44L, IL15, LAMP3, LAP3, LHFPL2, MYOF, OAS3, PSTPIP2, RSAD2, SERPING1, SMCO4, SORT1, STAT1, TFEC, TYMP, VAMP5, WARS1",2.41826671765071e-09,8.61649580123544
"640","HPV-VLP_UP","FLUAD_UP",18,45,"CXCL10, EFCAB2, ETV7, FCGR1A, GBP1, ICAM1, IDO1, IFI44L, IL15, LAMP3, LAP3, MYOF, OAS3, SERPING1, TFEC, TYMP, VAMP5, WARS1",1.79225826851494e-28,27.7465994073363
"641","FLUARIX FLUVIRIN_UP","FLUAD_UP",4,10,"ATF3, CALHM6, ICAM1, SORT1",8.11470940902161e-72,71.0907270278178
"642","FLUZONE_UP","FLUAD_UP",5,12.5,"BATF2, FCGR1A, FCGR1BP, IDO1, SERPING1",4.88583724220575e-10,9.31106100440909
"643","FLUMIST_UP","FLUAD_UP",10,25,"CXCL10, FCGR1BP, GK, ICAM1, IFI35, MYOF, OAS3, SMCO4, STAT1, TFEC",4.26366662914124e-65,64.3702167596063
"644","FLUENZ_UP","FLUAD_UP",0,0,"",4.86746943302453e-10,9.31269676710335
"645","MENACTRA_UP","FLUAD_UP",1,2.5,"SERPING1",1.03696750008646e-22,21.984234854753
"646","ZOSTAVAX_UP","FLUAD_UP",1,2.5,"IFI44L",1.43135080313459e-14,13.844253913973
"647","YF17D_UP","FLUAD_UP",8,20,"CXCL10, IFI44L, LAMP3, MYOF, OAS3, RSAD2, SERPING1, STAT1",1.01859221218228e-14,13.9919996486185
"648","STAMARIL_UP","FLUAD_UP",28,70,"ANKRD22, ATF3, BATF2, CALHM6, CEACAM1, CXCL10, EPSTI1, FBXO6, GBP1, GBP4, GBP5, IDO1, IFI35, IFI44L, IL15, LAMP3, LAP3, LHFPL2, MYOF, OAS3, RSAD2, SERPING1, SMCO4, SORT1, STAT1, TYMP, VAMP5, WARS1",9.25524204006518e-13,12.0336122192352
"649","MMR II_UP","FLUAD_UP",28,70,"ANKRD22, ATF3, BATF2, CALHM6, CD274, CEACAM1, CXCL10, EPSTI1, ETV7, FBXO6, GBP1, GBP4, GBP5, ICAM1, IDO1, IFI35, IFI44L, IL15, LAMP3, LAP3, LHFPL2, OAS3, RSAD2, SERPING1, STAT1, TFEC, VAMP5, WARS1",3.38973204973067e-18,17.4698346303877
"650","PREVNAR_UP","FLUAD_UP",4,10,"CD274, GBP4, GBP5, SERPING1",1.08510081663613e-34,33.9645299096729
"651","DRYVAX_UP","FLUAD_UP",0,0,"",2.53035993612227e-31,30.5968176973407
"652","BCG_UP","FLUAD_UP",11,27.5,"CXCL10, EPSTI1, GBP1, GBP4, GBP5, IDO1, IFI44L, LAMP3, OAS3, STAT1, WARS1",8.24246439265066e-23,22.0839429203278
"653","PPD_UP","FLUAD_UP",5,12.5,"GBP1, GBP4, GBP5, IDO1, LAMP3",2.80723459898382e-26,25.5517212921084
"654","TC-83_UP","FLUAD_UP",22,55,"ANKRD22, BATF2, CALHM6, CD274, CEACAM1, CXCL10, EPSTI1, ETV7, FBXO6, GBP1, GBP4, GBP5, IFI35, IFI44L, LAMP3, LAP3, OAS3, RSAD2, SERPING1, STAT1, TFEC, WARS1",4.46191633595155e-26,25.3504785773008
"655","MENVEO ACWYVAX_UP","TIV INFLUENZA_UP",6,2.65,"LSM7, MICOS13, NOSIP, TMEM256, TRIM4, ZNF512B",5.05518121003163e-95,94.2962632719016
"656","MVA85A_UP","TIV INFLUENZA_UP",1,0.44,"CEP41",8.6237535289641e-128,127.064303664326
"657","INFLUENZA_UP","TIV INFLUENZA_UP",1,0.44,"DPP7",2.85391492142255e-77,76.5445589778603
"658","PANDEMRIX_UP","TIV INFLUENZA_UP",0,0,"",3.10476156851287e-56,55.5079717460366
"659","FLUARIX_UP","TIV INFLUENZA_UP",1,0.44,"GRPEL2",1.77867379012012e-59,58.7499036944913
"660","PFALCIPARUM RTSS_UP","TIV INFLUENZA_UP",0,0,"",8.21461855588363e-18,17.0854125981353
"661","ATTENUVAX_UP","TIV INFLUENZA_UP",0,0,"",5.71634801422962e-57,56.2428813390031
"662","WETVAX_UP","TIV INFLUENZA_UP",5,2.21,"CSNK1A1, DNAJC15, FCGR3A, SC5D, ZFP91",1.27495144059991e-175,174.894506356
"663","YF VAX_UP","TIV INFLUENZA_UP",3,1.33,"DOCK10, FCGR3A, HNRNPU",1.39159415036868e-160,159.856487405498
"664","CHAD63-KH_UP","TIV INFLUENZA_UP",6,2.65,"DNAJC15, FCGR3A, FEM1C, HCAR3, RO60, UBE2E1",3.91880982196695e-299,298.406845812121
"665","INACTIVATED INFLUENZA_UP","TIV INFLUENZA_UP",53,23.45,"ADO, C12orf57, CAMLG, CEBPZ, COIL, COX6C, CSE1L, DENND1B, DMAC1, DNAJC15, DPH5, EEF1B2, EIF2S1, EIF3E, GPR183, GTF3A, HACD3, HMGCS1, HSPE1, ICOS, INTS6, IPO11, ITM2A, LEPROTL1, LSM3, LYRM7, MAT2A, MRPL3, NAP1L1, NDUFAF2, NOSIP, PAICS, PPIL3, PRKAA1, RALA, RBM15, RO60, RPP40, RPS3A, RSBN1, SERBP1, SLC30A7, SRP72, STYX, SUZ12, TDG, TRAT1, UBE2E1, UBE2Q2, UBP1, ZBTB33, ZNF26, ZNF816",8.38416965440335e-172,171.076539942285
"666","RVSV ZEBOV_UP","TIV INFLUENZA_UP",0,0,"",8.21461855588363e-18,17.0854125981353
"667","LVS F TULARENSIS_UP","TIV INFLUENZA_UP",1,0.44,"FCGR3A",2.61768562640246e-67,66.5820825116878
"668","CN54GP140_UP","TIV INFLUENZA_UP",2,0.88,"CRB3, PTGR2",1.64667561032923e-105,104.783391946987
"669","HIV-1 GAG-POL NEF_UP","TIV INFLUENZA_UP",4,1.77,"FCGR3A, HCAR3, HMGCS1, NAIP",2.53129398451651e-244,243.596657412946
"670","HPV-VLP_UP","TIV INFLUENZA_UP",3,1.33,"CDC40, HCAR3, PAICS",3.60620635816476e-189,188.442949425243
"671","FLUARIX FLUVIRIN_UP","TIV INFLUENZA_UP",34,15.04,"ADO, ARMC8, ATXN1L, CCDC59, CLDND1, COMMD3, DYNC1LI2, EIF2S1, FEM1C, GOLGA8B, GPR183, HACD3, HCAR3, H1-3, ICOS, IL11RA, INTS6, NAIP, PAICS, PBX4, POLR2H, RALA, RBM15, SLC30A7, STMN3, STYX, TMEM126B, TMEM41B, TRIB2, TRIM73, USP16, ZBTB33, ZFC3H1, ZNF512B",1.80461760272021e-234,233.743614810724
"672","FLUZONE_UP","TIV INFLUENZA_UP",0,0,"",6.94395953932872e-31,30.1583928183468
"673","FLUMIST_UP","TIV INFLUENZA_UP",59,26.11,"ADO, ARMC8, ATP5PD, ATXN1L, CCDC59, CD28, CDC40, CEBPZ, CLDND1, COIL, COMMD3, CPM, CSNK1A1, CUL2, DENND1B, DMAC1, DOCK10, EIF2S1, FEM1C, GPR183, GRPEL2, HCAR3, H1-3, HMGCS1, ICOS, ITK, ITM2A, LEPROTL1, LYRM7, MAT2A, MIS12, NAIP, OXLD1, PAICS, PRKAA1, RALA, RASGRP1, RBM12, RBM15, RO60, RSBN1, SC5D, SECISBP2L, SERBP1, SLC30A7, SLC7A6, SRSF7, STYX, TARDBP, TMEM126B, TMEM41B, TMEM80, TRIM4, TRIM73, USP16, ZBTB33, ZFAND2A, ZFC3H1, ZFP91",2.12927918217672e-235,234.671767391953
"674","FLUENZ_UP","TIV INFLUENZA_UP",0,0,"",1.93864997918854e-16,15.7125005951652
"675","MENACTRA_UP","TIV INFLUENZA_UP",1,0.44,"IMPG2",1.87460286818476e-48,47.7270907228289
"676","ZOSTAVAX_UP","TIV INFLUENZA_UP",0,0,"",8.16741907721029e-30,29.087915159821
"677","YF17D_UP","TIV INFLUENZA_UP",0,0,"",3.18917286346725e-53,52.4963219399558
"678","STAMARIL_UP","TIV INFLUENZA_UP",1,0.44,"RGS12",1.19207337576623e-161,160.923697011618
"679","MMR II_UP","TIV INFLUENZA_UP",4,1.77,"ADM2, DENND1B, HCAR3, SOX8",2.15167310268432e-240,239.667223709067
"680","PREVNAR_UP","TIV INFLUENZA_UP",1,0.44,"MTFR2",3.54019968994874e-108,107.450972240291
"681","DRYVAX_UP","TIV INFLUENZA_UP",1,0.44,"H1-3",1.52215953705633e-68,67.8175398269136
"682","BCG_UP","TIV INFLUENZA_UP",0,0,"",1.59077974006543e-99,98.7983899487609
"683","PPD_UP","TIV INFLUENZA_UP",1,0.44,"HCAR3",5.4306841618548e-80,79.2651454542047
"684","TC-83_UP","TIV INFLUENZA_UP",34,15.04,"AK3, BCL11B, CD28, CEBPZ, CLDND1, COX6C, CSE1L, DENND1B, DENND4C, DNAJC15, DOCK10, EEF1B2, EIF3E, GRPEL2, HNRNPU, HSPE1, ITK, LEPROTL1, LSM7, MRPL3, NAE1, PLEKHA1, PPIL3, RASGRP1, RBM15, RPL17, RPL24, SRP72, TDG, TMEM126B, TRAT1, UBE2Q2, USP16, ZZZ3",3.73169929186922e-169,168.428093359873
"685","MVA85A_UP","MENVEO ACWYVAX_UP",2,1.37,"CUX1, TYMP",3.25827314547877e-99,98.487012511003
"686","INFLUENZA_UP","MENVEO ACWYVAX_UP",0,0,"",2.55634166094256e-66,65.592381102178
"687","PANDEMRIX_UP","MENVEO ACWYVAX_UP",0,0,"",7.03456997808251e-48,47.1527624457564
"688","FLUARIX_UP","MENVEO ACWYVAX_UP",1,0.68,"RALGPS2",4.24889810189476e-50,49.3717236841412
"689","PFALCIPARUM RTSS_UP","MENVEO ACWYVAX_UP",0,0,"",5.70712614438536e-16,15.2435825281511
"690","ATTENUVAX_UP","MENVEO ACWYVAX_UP",0,0,"",1.82113232935126e-48,47.7396584958201
"691","WETVAX_UP","MENVEO ACWYVAX_UP",3,2.05,"AIF1, APOL1, PPM1B",8.1253495263853e-137,136.090157947996
"692","YF VAX_UP","MENVEO ACWYVAX_UP",0,0,"",9.2335173544872e-131,130.034632830214
"693","CHAD63-KH_UP","MENVEO ACWYVAX_UP",18,12.33,"AIF1, APOBEC3C, APOL1, BRMS1, CARS1, CLASRP, GTF2F1, HAPLN3, HPS5, ILRUN, KDM2A, NFKB2, SASH3, TIMM17B, TM9SF2, TMEM219, TYMP, UBE2Z",1.46272368626194e-186,185.834837705908
"694","INACTIVATED INFLUENZA_UP","MENVEO ACWYVAX_UP",22,15.07,"AKAP8L, ARL6IP4, CCDC167, FKBP2, ITGA2B, NAA38, MARCHF6, NOSIP, OGDH, PPM1B, ROMO1, RPL13, SASH3, SIVA1, STIP1, TCEAL9, TM9SF2, TRIR, UBE2D2, UBE2Z, UBL5, VPS13C",1.65540173075283e-151,150.781096595074
"695","RVSV ZEBOV_UP","MENVEO ACWYVAX_UP",1,0.68,"NFKB2",8.90311678524119e-14,13.0504579297966
"696","LVS F TULARENSIS_UP","MENVEO ACWYVAX_UP",0,0,"",1.40460868678686e-58,57.852444650022
"697","CN54GP140_UP","MENVEO ACWYVAX_UP",1,0.68,"TAFAZZIN",6.90926117391567e-87,86.1605683904328
"698","HIV-1 GAG-POL NEF_UP","MENVEO ACWYVAX_UP",4,2.74,"APOL1, HAPLN3, SLC38A7, TYMP",2.45812369966775e-179,178.609396265985
"699","HPV-VLP_UP","MENVEO ACWYVAX_UP",4,2.74,"APOL1, GMEB1, MARCHF6, TYMP",7.12543587780852e-141,140.147188563805
"700","FLUARIX FLUVIRIN_UP","MENVEO ACWYVAX_UP",31,21.23,"ACAP1, AHCYL1, AIF1, ATP2B4, BATF, CPSF2, CUX1, EIF3B, FKBP2, HNMT, HPS5, KAT6B, KDM2A, NAA38, MARCHF6, MRPL41, MRPS16, NUDT22, OGDH, POLR3A, PPM1B, PSMC3, SIVA1, SPOP, SPTBN1, TRAPPC10, TTC17, UGGT1, USP21, WHAMM, ZNF512B",2.34214412229676e-157,156.630386384416
"701","FLUZONE_UP","MENVEO ACWYVAX_UP",0,0,"",3.99248835244712e-27,26.3987563421839
"702","FLUMIST_UP","MENVEO ACWYVAX_UP",45,30.82,"AHCYL1, AIF1, APOBEC3C, ATP2B4, ATP5MF, BATF, BRD3, CARS1, CPSF2, CROCC, DIAPH1, DIS3L2, EIF3B, FOXP1, HNMT, HUWE1, KDM2A, LNPK, LONP2, MAP4, MARCHF6, MRPS16, MYO1G, NUDT22, OGDH, PHKA2, POLR1B, PPM1B, RALGPS2, RPRD2, RRP7A, RTN4, SAMD4B, SIN3B, SNTB2, SPOP, STIP1, TMEM250, TNPO3, TRAPPC10, TRIM4, TTC17, UGGT1, USP21, WHAMM",3.97406187195411e-159,158.400765375666
"703","FLUENZ_UP","MENVEO ACWYVAX_UP",0,0,"",8.90311678524114e-15,14.0504579297966
"704","MENACTRA_UP","MENVEO ACWYVAX_UP",0,0,"",1.39330845064266e-43,42.8559527288143
"705","ZOSTAVAX_UP","MENVEO ACWYVAX_UP",0,0,"",3.17497883266027e-26,25.4982591657703
"706","YF17D_UP","MENVEO ACWYVAX_UP",0,0,"",1.82130255242111e-45,44.7396179037753
"707","STAMARIL_UP","MENVEO ACWYVAX_UP",1,0.68,"TYMP",1.72977061846564e-125,124.762011484004
"708","MMR II_UP","MENVEO ACWYVAX_UP",6,4.11,"APOL1, CPNE5, HAPLN3, MYO1G, TBC1D17, UBE2Z",4.08408490914681e-172,171.3889052374
"709","PREVNAR_UP","MENVEO ACWYVAX_UP",0,0,"",1.18620537433999e-89,88.9258401126405
"710","DRYVAX_UP","MENVEO ACWYVAX_UP",1,0.68,"HNMT",3.30892147781313e-57,56.4803135387202
"711","BCG_UP","MENVEO ACWYVAX_UP",2,1.37,"APOL1, BATF",9.80337473526992e-77,76.0086243960819
"712","PPD_UP","MENVEO ACWYVAX_UP",1,0.68,"BATF",4.90477666657354e-66,65.3093807629391
"713","TC-83_UP","MENVEO ACWYVAX_UP",1,0.68,"LSM7",5.19934345186995e-172,171.284051493525
"714","INFLUENZA_UP","MVA85A_UP",0,0,"",1.94808938564675e-77,76.7103911199407
"715","PANDEMRIX_UP","MVA85A_UP",8,3.45,"CXCL9, STAT1, TAP1, , IRF9, TLR1, TLR6, TLR8",3.90369884562248e-40,39.4085236937536
"716","FLUARIX_UP","MVA85A_UP",1,0.43,"",7.26763275727513e-58,57.138607026262
"717","PFALCIPARUM RTSS_UP","MVA85A_UP",4,1.72,"IFI27, IFI44L, IFI6, SERPING1",1.59679030491091e-09,8.79675211291572
"718","ATTENUVAX_UP","MVA85A_UP",0,0,"",1.64197361283451e-55,54.7846338264446
"719","WETVAX_UP","MVA85A_UP",57,24.57,"AIM2, ANKRD22, CXCL9, GBP1, PSME2, STAT1, TAP1, WARS1, ACP2, BCL2A1, C3AR1, CASP1, , CTSL, CXCL10, FCGR1A, FPR2, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IRF9, ISG15, LGALS9, MARCO, MX1, PSMB9, RSAD2, S100A9, SERPING1, TLR1, TLR8, TNFSF10, XAF1, ADM, ANXA5, AQP9, CD63, HLX, IER3, IL1RN, KLF4, LYN, NCF2, SLC43A3, SOD2, CASP4, ETV7, IDO1, UBE2L6",1.60892626400517e-96,95.7934638588652
"720","YF VAX_UP","MVA85A_UP",30,12.93,"GBP5, PSME2, TAP1, APOBEC3A, CCL8, EIF2AK2, FPR2, IFI27, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IRF9, ISG15, MX1, PARP9, PSMB9, SERPING1, SRC, TNFSF10, XAF1, FGR, IL1RN, PLEK, CTH, MT1G",1.47563188079675e-111,110.831021970479
"721","CHAD63-KH_UP","MVA85A_UP",99,42.67,"AIM2, ANKRD22, CXCL9, GBP1, GBP4, GBP5, PSME2, STAT1, TAP1, WARS1, ACP2, APOBEC3A, BID, BST2, C3AR1, CARD16, CASP1, CCL2, , CCL7, CCL8, CD68, CTSL, CXCL10, DRAM1, EIF2AK2, FCGR1A, FCGR1BP, FPR2, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IL4I1, IRF9, ISG15, LGALS9, MARCO, MX1, PARP9, PSMB9, PYCARD, RNASE2, RSAD2, SERPING1, SLC15A3, SRC, TICAM2, TLR1, TLR8, TNF, TNFSF10, TYMP, XAF1, ADM, AK4, ANXA5, CD14, DTNBP1, EXT1, FGR, FTL, HLX, IL1RN, ITPRIPL2, KLF4, KYNU, LYN, MFSD2A, MTMR11, NCF2, P2RX4, PLAUR, PLEK, RBM47, SLC43A3, SOD2, STAT3, LMTK2, RNASEH2B, TAF8, CALHM6, CARD17P, CASP4, ETV7, IDO1, MRPL44, POMP, UBE2L6, XRN1, FBXO6",3.01520640981807e-126,125.520682952321
"722","INACTIVATED INFLUENZA_UP","MVA85A_UP",14,6.03,"GBP5, BST2, , TICAM2, AP2B1, BCL11A, IRF2BPL, CD8B, HAX1, SLC43A3, NACA4P, RNASEH2B, POMP, XRN1",1.13354076136746e-222,221.945562858318
"723","RVSV ZEBOV_UP","MVA85A_UP",5,2.16,"CCL2, CXCL10, IFIT1, ISG15, RSAD2",6.89813411721512e-08,7.16126836610081
"724","LVS F TULARENSIS_UP","MVA85A_UP",8,3.45,"TAP1, CD68, FCGR1A, ICAM1, TLR1, TLR6, TLR8, SOD2",6.40201762615312e-53,52.1936831344827
"725","CN54GP140_UP","MVA85A_UP",1,0.43,"RNASEH2B",4.07890614853123e-104,103.389456287241
"726","HIV-1 GAG-POL NEF_UP","MVA85A_UP",94,40.52,"AIM2, ANKRD22, GBP1, GBP4, GBP5, PSME2, STAT1, TAP1, WARS1, ACP2, BCL2A1, BID, BST2, C3AR1, CARD16, CASP1, CCL2, CCL3, CCL8, CD68, CFD, CTSL, CXCL10, DRAM1, EIF2AK2, FPR2, FPR3, GLMP, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IL4I1, IRF9, ISG15, LGALS9, MARCO, MX1, PARP9, PILRA, PSMB9, PYCARD, RNASE2, RSAD2, S100A9, SERPING1, SLC15A3, SRC, TLR1, TLR6, TLR8, TNFSF10, TYMP, XAF1, ADM, ANXA5, AQP9, CD14, CD63, EXT1, FGR, HLX, IL1RN, ITPRIPL2, KLF4, KYNU, LYN, MFSD2A, NCF2, P2RX4, PLAUR, PLEK, NECTIN2, RBM47, SLC43A3, STAT3, TAGLN, CALHM6, CASP4, ETV7, IDO1, MRPL44, POMP, UBE2L6, XRN1, FBXO6",1.78710537884139e-100,99.7478498380372
"727","HPV-VLP_UP","MVA85A_UP",48,20.69,"AIM2, CXCL9, GBP1, PSME2, WARS1, BST2, CASP1, CCL2, CCL3, CCL4, , CCL7, CCL8, CXCL10, EIF2AK2, FCGR1A, FPR2, ICAM1, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFITM2, IFITM3, IL6, ISG15, MX1, PSMB9, SERPING1, SRC, TLR1, TNF, TNFSF10, TYMP, XAF1, CXCL1, EZH2, HLX, IL1RN, PLEK, PREP, NECTIN2, ETV7, IDO1, UBE2L6",4.14936545844831e-113,112.382018312677
"728","FLUARIX FLUVIRIN_UP","MVA85A_UP",24,10.34,"BCL2A1, BID, C3AR1, CASP1, CCL3, CCL3L1, , CTSL, ICAM1, RNASE2, TLR8, AP2B1, CUX1, HAX1, KLF4, LYN, MTMR11, NR4A3, PLAUR, SLC43A3, THBS1, MPLKIP, RANBP2, CALHM6",2.1787613033908e-237,236.661790346761
"729","FLUZONE_UP","MVA85A_UP",5,2.16,"FCGR1A, FCGR1BP, IFIT3, SERPING1, IDO1",1.58302091046858e-20,19.8005133484092
"730","FLUMIST_UP","MVA85A_UP",55,23.71,"STAT1, BCL2A1, BST2, C3AR1, CARD16, CASP1, , CXCL10, DNASE2, FCGR1BP, FPR2, ICAM1, IFI35, IFI6, IFIT3, IFITM2, MARCO, MX1, PSMB9, PYCARD, RNASE2, TICAM2, TLR8, TNFSF10, XAF1, AQP9, BAG3, IRF2BPL, GET4, CD14, CXCL1, DTNBP1, EZH2, FGR, ITPRIPL2, KYNU, MTMR11, NOTCH2NLA, NR4A3, PLAUR, PPP3R1, PREP, RSPRY1, SLC43A3, SOD2, TGFBI, THBS1, ZNF395, APPBP2, MPLKIP, ICE2, LMTK2, RANBP2, SS18, XRN1",2.80906415601546e-223,222.551438341865
"731","FLUENZ_UP","MVA85A_UP",0,0,"",3.6991231206697e-16,15.4319012134974
"732","MENACTRA_UP","MVA85A_UP",4,1.72,", IL1A, SERPING1, TNF",2.06002104585661e-41,40.6861283427121
"733","ZOSTAVAX_UP","MVA85A_UP",2,0.86,"IFI44L, MX1",8.73892280518789e-25,24.058542096953
"734","YF17D_UP","MVA85A_UP",18,7.76,"STAT1, C3AR1, CXCL10, EIF2AK2, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, ISG15, MX1, PARP9, RSAD2, SERPING1, XAF1",1.2824833173548e-24,23.8919482755166
