"","condition","genes"
"19465","BNT-I (D10, severe)","ZNF571-AS1"
"19466","BNT-I (D10, severe)","FASTKD5"
"19467","BNT-I (D10, severe)","WASH5P"
"19468","BNT-I (D10, severe)","FAM46A"
"19469","BNT-I (D10, severe)","RGL1"
"19470","BNT-I (D10, severe)","FAM161A"
"19471","BNT-I (D10, severe)","RNF24"
"19472","BNT-I (D10, severe)","CFAP54"
"19473","BNT-I (D10, severe)","NR5A2"
"19474","BNT-I (D10, severe)","GPX1"
"19475","BNT-I (D10, severe)","MB21D2"
"19476","BNT-I (D10, severe)","MMP27"
"19477","BNT-I (D10, severe)","GPR143"
"19478","BNT-I (D10, severe)","RBP7"
"19479","BNT-I (D10, severe)","C6orf25"
"19480","BNT-I (D10, severe)","RGS18"
"19481","BNT-I (D10, severe)","LOC100289333"
"19482","BNT-I (D10, severe)","KIAA1462"
"19483","BNT-I (D10, severe)","TRIM2"
"19484","BNT-I (D10, severe)","HIVEP3"
"19485","BNT-I (D10, severe)","RAB31"
"19486","BNT-I (D10, severe)","UBIAD1"
"19487","BNT-I (D10, severe)","TULP3"
"19488","BNT-I (D10, severe)","TPTE2P6"
"19489","BNT-I (D10, severe)","ZNF204P"
"19490","BNT-I (D10, severe)","ADAMTS7P1"
"19491","BNT-I (D10, severe)","ZNF785"
"19492","BNT-I (D10, severe)","RASGRF2-AS1"
"19493","BNT-I (D10, severe)","NAPA"
"19494","BNT-I (D10, severe)","NINL"
"19495","BNT-I (D10, severe)","LAP3"
"19496","BNT-I (D10, severe)","NOP10"
"19497","BNT-I (D10, severe)","SLC24A2"
"19498","BNT-I (D10, severe)","GRAP"
"19499","BNT-I (D10, severe)","LOC399715"
"19500","BNT-I (D10, severe)","LOC285766"
"19501","BNT-I (D10, severe)","TUBA3D"
"19502","BNT-I (D10, severe)","PPP4R1L"
"19503","BNT-I (D10, severe)","IL24"
"19504","BNT-I (D10, severe)","XPO6"
"19505","BNT-I (D10, severe)","SPRTN"
"19506","BNT-I (D10, severe)","TRMT61A"
"19507","BNT-I (D10, severe)","WDR31"
"19508","BNT-I (D10, severe)","CDON"
"19509","BNT-I (D10, severe)","TCTN2"
"19510","BNT-I (D10, severe)","LOC554223"
"19511","BNT-I (D10, severe)","C1GALT1C1"
"19512","BNT-I (D10, severe)","WDR66"
"19513","BNT-I (D10, severe)","LPCAT2"
"19514","BNT-I (D10, severe)","NDUFAF4P1"
"19515","BNT-I (D10, severe)","THSD7A"
"19516","BNT-I (D10, severe)","GAS2L1"
"19517","BNT-I (D10, severe)","ACSL4"
"19518","BNT-I (D10, severe)","LINC00540"
"19519","BNT-I (D10, severe)","LOC283710"
"19520","BNT-I (D10, severe)","ZNF84"
"19521","BNT-I (D10, severe)","HBA1"
"19522","BNT-I (D10, severe)","ANKS6"
"19523","BNT-I (D10, severe)","SPATA2"
"19524","BNT-I (D10, severe)","ADAT2"
"19525","BNT-I (D10, severe)","TRIM17"
"19526","BNT-I (D10, severe)","IL36A"
"19527","BNT-I (D10, severe)","RAB9B"
"19528","BNT-I (D10, severe)","ATP8A2"
"19529","BNT-I (D10, severe)","LOC102723704"
"19530","BNT-I (D10, severe)","KL"
"19531","BNT-I (D10, severe)","RP2"
"19532","BNT-I (D10, severe)","ANKRD33B"
"19533","BNT-I (D10, severe)","ERI3-IT1"
"19534","BNT-I (D10, severe)","LINC00640"
"19535","BNT-I (D10, severe)","LINC01135"
"19536","BNT-I (D10, severe)","PLAT"
"19537","BNT-I (D10, severe)","FBLN7"
"19538","BNT-I (D10, severe)","LINC00544"
"19539","BNT-I (D10, severe)","ZBTB5"
"19540","BNT-I (D10, severe)","GLMP"
"19541","BNT-I (D10, severe)","LINC00999"
"19542","BNT-I (D10, severe)","BEND7"
"19543","BNT-I (D10, severe)","GK"
"19544","BNT-I (D10, severe)","LGR6"
"19545","BNT-I (D10, severe)","ABI2"
"19546","BNT-I (D10, severe)","FBXO43"
"19547","BNT-I (D10, severe)","RAB11FIP5"
"19548","BNT-I (D10, severe)","NR2E1"
"19549","BNT-I (D10, severe)","ERVH48-1"
"19550","BNT-I (D10, severe)","TCEA3"
"19551","BNT-I (D10, severe)","C12orf76"
"19552","BNT-I (D10, severe)","TEX2"
"19553","BNT-I (D10, severe)","HSPH1"
"19554","BNT-I (D10, severe)","ZNF823"
"19555","BNT-I (D10, severe)","C2orf48"
"19556","BNT-I (D10, severe)","TAS2R5"
"19557","BNT-I (D10, severe)","RASSF1-AS1"
"19558","BNT-I (D10, severe)","USP10"
"19559","BNT-I (D10, severe)","ZC4H2"
"19560","BNT-I (D10, severe)","PA2G4P4"
"19561","BNT-I (D10, severe)","CASC5"
"19562","BNT-I (D10, severe)","DCST2"
"19563","BNT-I (D10, severe)","ECM1"
"19564","BNT-I (D10, severe)","ARHGAP26"
"19565","BNT-I (D10, severe)","ZNF396"
"19566","BNT-I (D10, severe)","UGT2B28"
"19567","BNT-I (D10, severe)","FCRL6"
"19568","BNT-I (D10, severe)","STK39"
"19569","BNT-I (D10, severe)","STX3"
"19570","BNT-I (D10, severe)","SCARNA20"
"19571","BNT-I (D10, severe)","FRMD3"
"19572","BNT-I (D10, severe)","MXD1"
"19573","BNT-I (D10, severe)","UBAP1"
"19574","BNT-I (D10, severe)","ZNF395"
"19575","BNT-I (D10, severe)","CDADC1"
"19576","BNT-I (D10, severe)","TMCO3"
"19577","BNT-I (D10, severe)","PKD1L3"
"19578","BNT-I (D10, severe)","FAM86C1"
"19579","BNT-I (D10, severe)","ZFR2"
"19580","BNT-I (D10, severe)","ARL8A"
"19581","BNT-I (D10, severe)","SLC25A44"
"19582","BNT-I (D10, severe)","AK1"
"19583","BNT-I (D10, severe)","MIR6876"
"19584","BNT-I (D10, severe)","LOC100507424"
"19585","BNT-I (D10, severe)","BSCL2"
"19586","BNT-I (D10, severe)","MAD2L1"
"19587","BNT-I (D10, severe)","TMEM81"
"19588","BNT-I (D10, severe)","CORO2B"
"19589","BNT-I (D10, severe)","RNF157-AS1"
"19590","BNT-I (D10, severe)","PRSS36"
"19591","BNT-I (D10, severe)","ZBTB16"
"19592","BNT-I (D10, severe)","LOC642852"
"19593","BNT-I (D10, severe)","AASS"
"19594","BNT-I (D10, severe)","BEX1"
"19595","BNT-I (D10, severe)","NNMT"
"19596","BNT-I (D10, severe)","TGFA"
"19597","BNT-I (D10, severe)","KRT72"
"19598","BNT-I (D10, severe)","LINC00398"
"19599","BNT-I (D10, severe)","ARGFXP2"
"19600","BNT-I (D10, severe)","SAMSN1-AS1"
"19601","BNT-I (D10, severe)","CHMP2A"
"19602","BNT-I (D10, severe)","FAM229B"
"19603","BNT-I (D10, severe)","CDH1"
"19604","BNT-I (D10, severe)","CFAP45"
"19605","BNT-I (D10, severe)","FAM98B"
"19606","BNT-I (D10, severe)","SNX9"
"19607","BNT-I (D10, severe)","LINC00908"
"19608","BNT-I (D10, severe)","TRIQK"
"19609","BNT-I (D10, severe)","LINC01352"
"19610","BNT-I (D10, severe)","LYSMD4"
"19611","BNT-I (D10, severe)","STX11"
"19612","BNT-I (D10, severe)","GIPR"
"19613","BNT-I (D10, severe)","HSDL2"
"19614","BNT-I (D10, severe)","CDC42EP4"
"19615","BNT-I (D10, severe)","DPP7"
"19616","BNT-I (D10, severe)","KIAA0825"
"19617","BNT-I (D10, severe)","MTHFD2"
"19618","BNT-I (D10, severe)","FAM200B"
"19619","BNT-I (D10, severe)","MIR5581"
"19620","BNT-I (D10, severe)","SAMD9L"
"19621","BNT-I (D10, severe)","TEX29"
"19622","BNT-I (D10, severe)","TNC"
"19623","BNT-I (D10, severe)","HIST1H2BG"
"19624","BNT-I (D10, severe)","LOC143666"
"19625","BNT-I (D10, severe)","DUSP1"
"19626","BNT-I (D10, severe)","TMEM134"
"19627","BNT-I (D10, severe)","LHFPL1"
"19628","BNT-I (D10, severe)","TBX21"
"19629","BNT-I (D10, severe)","OSCAR"
"19630","BNT-I (D10, severe)","DDI2"
"19631","BNT-I (D10, severe)","PC"
"19632","BNT-I (D10, severe)","PHAX"
"19633","BNT-I (D10, severe)","PRKCA"
"19634","BNT-I (D10, severe)","TULP2"
"19635","BNT-I (D10, severe)","LONRF2"
"19636","BNT-I (D10, severe)","PDE1B"
"19637","BNT-I (D10, severe)","AGTRAP"
"19638","BNT-I (D10, severe)","WASF1"
"19639","BNT-I (D10, severe)","CHMP7"
"19640","BNT-I (D10, severe)","CAPN12"
"19641","BNT-I (D10, severe)","ZNF69"
"19642","BNT-I (D10, severe)","FAM156A"
"19643","BNT-I (D10, severe)","KIAA0040"
"19644","BNT-I (D10, severe)","ZNF501"
"19645","BNT-I (D10, severe)","C2"
"19646","BNT-I (D10, severe)","PFKFB4"
"19647","BNT-I (D10, severe)","COL5A1"
"19648","BNT-I (D10, severe)","MIR6839"
"19649","BNT-I (D10, severe)","CACNA1C"
"19650","BNT-I (D10, severe)","RIT1"
"19651","BNT-I (D10, severe)","LOC101929147"
"19652","BNT-I (D10, severe)","RNF11"
"19653","BNT-I (D10, severe)","ANKRD31"
"19654","BNT-I (D10, severe)","LINC00428"
"19655","BNT-I (D10, severe)","PACSIN1"
"19656","BNT-I (D10, severe)","LOC101927131"
"19657","BNT-I (D10, severe)","VASP"
"19658","BNT-I (D10, severe)","HHLA2"
"19659","BNT-I (D10, severe)","LY6G5C"
"19660","BNT-I (D10, severe)","TMEM255B"
"19661","BNT-I (D10, severe)","LOC93622"
"19662","BNT-I (D10, severe)","CYP17A1"
"19663","BNT-I (D10, severe)","BCAS4"
"19664","BNT-I (D10, severe)","SERPINA1"
"19665","BNT-I (D10, severe)","C3orf33"
"19666","BNT-I (D10, severe)","CENPF"
"19667","BNT-I (D10, severe)","DCAF4"
"19668","BNT-I (D10, severe)","RPL21P44"
"19669","BNT-I (D10, severe)","KCTD1"
"19670","BNT-I (D10, severe)","ARSK"
"19671","BNT-I (D10, severe)","BTN2A2"
"19672","BNT-I (D10, severe)","RASSF7"
"19673","BNT-I (D10, severe)","TMED8"
"19674","BNT-I (D10, severe)","C17orf51"
"19675","BNT-I (D10, severe)","AFF2"
"19676","BNT-I (D10, severe)","CALHM2"
"19677","BNT-I (D10, severe)","CHKB-AS1"
"19678","BNT-I (D10, severe)","PADI4"
"19679","BNT-I (D10, severe)","GAMT"
"19680","BNT-I (D10, severe)","NOSTRIN"
"19681","BNT-I (D10, severe)","FLOT1"
"19682","BNT-I (D10, severe)","ITPRIPL1"
"19683","BNT-I (D10, severe)","MVD"
"19684","BNT-I (D10, severe)","ZNF135"
"19685","BNT-I (D10, severe)","PHOSPHO2"
"19686","BNT-I (D10, severe)","FHL2"
"19687","BNT-I (D10, severe)","HPGD"
"19688","BNT-I (D10, severe)","ZNF599"
"19689","BNT-I (D10, severe)","SLC16A7"
"19690","BNT-I (D10, severe)","PPP1R3F"
"19691","BNT-I (D10, severe)","LZTS3"
"19692","BNT-I (D10, severe)","ROBO3"
"19693","BNT-I (D10, severe)","HGH1"
"19694","BNT-I (D10, severe)","FLJ42393"
"19695","BNT-I (D10, severe)","GOLGA8H"
"19696","BNT-I (D10, severe)","HAUS4"
"19697","BNT-I (D10, severe)","KCTD15"
"19698","BNT-I (D10, severe)","PTPRS"
"19699","BNT-I (D10, severe)","HEATR9"
"19700","BNT-I (D10, severe)","MIR548AQ"
"19701","BNT-I (D10, severe)","DNM1P46"
"19702","BNT-I (D10, severe)","PATL2"
"19703","BNT-I (D10, severe)","RUNX3"
"19704","BNT-I (D10, severe)","LAT2"
"19705","BNT-I (D10, severe)","CRY1"
"19706","BNT-I (D10, severe)","ZNF154"
"19707","BNT-I (D10, severe)","GPR87"
"19708","BNT-I (D10, severe)","PAOX"
"19709","BNT-I (D10, severe)","IL17RA"
"19710","BNT-I (D10, severe)","SIAH3"
"19711","BNT-I (D10, severe)","ZNF483"
"19712","BNT-I (D10, severe)","ARHGAP23"
"19713","BNT-I (D10, severe)","RASA4B"
"19714","BNT-I (D10, severe)","FCGR1B"
"19715","BNT-I (D10, severe)","LOC101927588"
"19716","BNT-I (D10, severe)","HTR7"
"19717","BNT-I (D10, severe)","ERI1"
"19718","BNT-I (D10, severe)","RNF125"
"19719","BNT-I (D10, severe)","HIST1H1E"
"19720","BNT-I (D10, severe)","PZP"
"19721","BNT-I (D10, severe)","KLHL32"
"19722","BNT-I (D10, severe)","SLC25A37"
"19723","BNT-I (D10, severe)","BLVRB"
"19724","BNT-I (D10, severe)","LINC01281"
"19725","BNT-I (D10, severe)","NUP35"
"19726","BNT-I (D10, severe)","SLC9A4"
"19727","BNT-I (D10, severe)","MLST8"
"19728","BNT-I (D10, severe)","THAP7"
"19729","BNT-I (D10, severe)","LINC00202-1"
"19730","BNT-I (D10, severe)","HN1"
"19731","BNT-I (D10, severe)","ABCA11P"
"19732","BNT-I (D10, severe)","CACNG8"
"19733","BNT-I (D10, severe)","AQP9"
"19734","BNT-I (D10, severe)","FAM71F2"
"19735","BNT-I (D10, severe)","TMEM45A"
"19736","BNT-I (D10, severe)","LINC01089"
"19737","BNT-I (D10, severe)","DTX3"
"19738","BNT-I (D10, severe)","NEDD9"
"19739","BNT-I (D10, severe)","C1orf100"
"19740","BNT-I (D10, severe)","LOC400685"
"19741","BNT-I (D10, severe)","TOX2"
"19742","BNT-I (D10, severe)","PPFIA3"
"19743","BNT-I (D10, severe)","PTGS1"
"19744","BNT-I (D10, severe)","PFN1P2"
"19745","BNT-I (D10, severe)","FUT10"
"19746","BNT-I (D10, severe)","FAR2"
"19747","BNT-I (D10, severe)","CAMSAP2"
"19748","BNT-I (D10, severe)","LMO2"
"19749","BNT-I (D10, severe)","EGLN1"
"19750","BNT-I (D10, severe)","SPDYC"
"19751","BNT-I (D10, severe)","SAMD1"
"19752","BNT-I (D10, severe)","TIAM1"
"19753","BNT-I (D10, severe)","MAMSTR"
"19754","BNT-I (D10, severe)","LOC101929694"
"19755","BNT-I (D10, severe)","PCED1B"
"19756","BNT-I (D10, severe)","SIRT4"
"19757","BNT-I (D10, severe)","VWA8-AS1"
"19758","BNT-I (D10, severe)","VIM-AS1"
"19759","BNT-I (D10, severe)","HYLS1"
"19760","BNT-I (D10, severe)","ARHGEF34P"
"19761","BNT-I (D10, severe)","C11orf63"
"19762","BNT-I (D10, severe)","GMPR"
"19763","BNT-I (D10, severe)","COBL"
"19764","BNT-I (D10, severe)","SLFNL1-AS1"
"19765","BNT-I (D10, severe)","HLA-F-AS1"
"19766","BNT-I (D10, severe)","MICU3"
"19767","BNT-I (D10, severe)","RORA-AS1"
"19768","BNT-I (D10, severe)","ZNF283"
"19769","BNT-I (D10, severe)","CEACAM4"
"19770","BNT-I (D10, severe)","TRIB2"
"19771","BNT-I (D10, severe)","FLJ27354"
"19772","BNT-I (D10, severe)","ZNF850"
"19773","BNT-I (D10, severe)","SIGLEC14"
"19774","BNT-I (D10, severe)","APOL6"
"19775","BNT-I (D10, severe)","AP1M2"
"19776","BNT-I (D10, severe)","NEO1"
"19777","BNT-I (D10, severe)","KLF10"
"19778","BNT-I (D10, severe)","LOC101929762"
"19779","BNT-I (D10, severe)","LINC01271"
"19780","BNT-I (D10, severe)","LPL"
"19781","BNT-I (D10, severe)","TRPC1"
"19782","BNT-I (D10, severe)","WNT10B"
"19783","BNT-I (D10, severe)","C10orf82"
"19784","BNT-I (D10, severe)","PTTG1"
"19785","BNT-I (D10, severe)","ZNF85"
"19786","BNT-I (D10, severe)","DLGAP1-AS3"
"19787","BNT-I (D10, severe)","TM6SF1"
"19788","BNT-I (D10, severe)","SMAD7"
"19789","BNT-I (D10, severe)","GAN"
"19790","BNT-I (D10, severe)","MIR17HG"
"19791","BNT-I (D10, severe)","KCNE5"
"19792","BNT-I (D10, severe)","FXN"
"19793","BNT-I (D10, severe)","SYCE2"
"19794","BNT-I (D10, severe)","CAMKK2"
"19795","BNT-I (D10, severe)","SCUBE3"
"19796","BNT-I (D10, severe)","PYGM"
"19797","BNT-I (D10, severe)","CHCHD6"
"19798","BNT-I (D10, severe)","HIST1H2AI"
"19799","BNT-I (D10, severe)","TMEM120A"
"19800","BNT-I (D10, severe)","DUSP23"
"19801","BNT-I (D10, severe)","GPR141"
"19802","BNT-I (D10, severe)","PLXNA2"
"19803","BNT-I (D10, severe)","VEGFB"
"19804","BNT-I (D10, severe)","KCTD19"
"19805","BNT-I (D10, severe)","SNAPC3"
"19806","BNT-I (D10, severe)","TMEM178B"
"19807","BNT-I (D10, severe)","ITGB3"
"19808","BNT-I (D10, severe)","DPY19L2P2"
"19809","BNT-I (D10, severe)","BOLL"
"19810","BNT-I (D10, severe)","B3GALT2"
"19811","BNT-I (D10, severe)","SPNS3"
"19812","BNT-I (D10, severe)","HSPB1"
"19813","BNT-I (D10, severe)","FAM169B"
"19814","BNT-I (D10, severe)","RSPH14"
"19815","BNT-I (D10, severe)","KDM4E"
"19816","BNT-I (D10, severe)","LINC01061"
"19817","BNT-I (D10, severe)","WDR86-AS1"
"19818","BNT-I (D10, severe)","STXBP6"
"19819","BNT-I (D10, severe)","KLF4"
"19820","BNT-I (D10, severe)","LINC00293"
"19821","BNT-I (D10, severe)","LINC01545"
"19822","BNT-I (D10, severe)","LOC102723701"
"19823","BNT-I (D10, severe)","GOLGA6L9"
"19824","BNT-I (D10, severe)","TNFSF13B"
"19825","BNT-I (D10, severe)","C1RL"
"19826","BNT-I (D10, severe)","GDPD3"
"19827","BNT-I (D10, severe)","PYCARD"
"19828","BNT-I (D10, severe)","LOC101928694"
"19829","BNT-I (D10, severe)","VSIG10"
"19830","BNT-I (D10, severe)","CDIPT-AS1"
"19831","BNT-I (D10, severe)","ZNF431"
"19832","BNT-I (D10, severe)","SLC22A20"
"19833","BNT-I (D10, severe)","LIMA1"
"19834","BNT-I (D10, severe)","CBLB"
"19835","BNT-I (D10, severe)","ELL2"
"19836","BNT-I (D10, severe)","UCHL1"
"19837","BNT-I (D10, severe)","APOM"
"19838","BNT-I (D10, severe)","CYP2U1"
"19839","BNT-I (D10, severe)","SLC16A1-AS1"
"19840","BNT-I (D10, severe)","CEP72"
"19841","BNT-I (D10, severe)","HTR3A"
"19842","BNT-I (D10, severe)","LOC101927311"
"19843","BNT-I (D10, severe)","CCDC102B"
"19844","BNT-I (D10, severe)","RLN3"
"19845","BNT-I (D10, severe)","XKR3"
"19846","BNT-I (D10, severe)","HRASLS5"
"19847","BNT-I (D10, severe)","ASB2"
"19848","BNT-I (D10, severe)","CLDN9"
"19849","BNT-I (D10, severe)","RASSF6"
"19850","BNT-I (D10, severe)","ZNF43"
"19851","BNT-I (D10, severe)","TRPA1"
"19852","BNT-I (D10, severe)","LINC00630"
"19853","BNT-I (D10, severe)","UBE2D1"
"19854","BNT-I (D10, severe)","LOC729603"
"19855","BNT-I (D10, severe)","PYCR1"
"19856","BNT-I (D10, severe)","BMS1P5"
"19857","BNT-I (D10, severe)","TP53"
"19858","BNT-I (D10, severe)","BSN"
"19859","BNT-I (D10, severe)","LOC101927762"
"19860","BNT-I (D10, severe)","ABLIM2"
"19861","BNT-I (D10, severe)","ROPN1B"
"19862","BNT-I (D10, severe)","WFDC21P"
"19863","BNT-I (D10, severe)","ZXDA"
"19864","BNT-I (D10, severe)","SERINC2"
"19865","BNT-I (D10, severe)","GDPGP1"
"19866","BNT-I (D10, severe)","OR52M1"
"19867","BNT-I (D10, severe)","HKDC1"
"19868","BNT-I (D10, severe)","C20orf24"
"19869","BNT-I (D10, severe)","FLJ37035"
"19870","BNT-I (D10, severe)","RTKN2"
"19871","BNT-I (D10, severe)","DSCC1"
"19872","BNT-I (D10, severe)","NXF3"
"19873","BNT-I (D10, severe)","TMPRSS2"
"19874","BNT-I (D10, severe)","INSR"
"19875","BNT-I (D10, severe)","LOC257396"
"19876","BNT-I (D10, severe)","LOC101929125"
"19877","BNT-I (D10, severe)","SNAPIN"
"19878","BNT-I (D10, severe)","RAI2"
"19879","BNT-I (D10, severe)","SPIN2B"
"19880","BNT-I (D10, severe)","SLC35F3"
"19881","BNT-I (D10, severe)","METRN"
"19882","BNT-I (D10, severe)","OR10G2"
"19883","BNT-I (D10, severe)","ABCA3"
"19884","BNT-I (D10, severe)","NAT8"
"19885","BNT-I (D10, severe)","CPM"
"19886","BNT-I (D10, severe)","COQ10B"
"19887","BNT-I (D10, severe)","LIPE"
"19888","BNT-I (D10, severe)","SCN9A"
"19889","BNT-I (D10, severe)","HIST1H2BJ"
"19890","BNT-I (D10, severe)","NT5DC3"
"19891","BNT-I (D10, severe)","SEMA3B-AS1"
"19892","BNT-I (D10, severe)","SLC9B1"
"19893","BNT-I (D10, severe)","PBX4"
"19894","BNT-I (D10, severe)","NT5DC2"
"19895","BNT-I (D10, severe)","OSBPL11"
"19896","BNT-I (D10, severe)","LOC101243545"
"19897","BNT-I (D10, severe)","ARPC5"
"19898","BNT-I (D10, severe)","HRAT5"
"19899","BNT-I (D10, severe)","MRPL50"
"19900","BNT-I (D10, severe)","APBA2"
"19901","BNT-I (D10, severe)","FGFR4"
"19902","BNT-I (D10, severe)","AHI1"
"19903","BNT-I (D10, severe)","C21orf62"
"19904","BNT-I (D10, severe)","CD207"
"19905","BNT-I (D10, severe)","CRNDE"
"19906","BNT-I (D10, severe)","CPXM2"
"19907","BNT-I (D10, severe)","DUSP2"
"19908","BNT-I (D10, severe)","PGLYRP4"
"19909","BNT-I (D10, severe)","TRIB3"
"19910","BNT-I (D10, severe)","MEDAG"
"19911","BNT-I (D10, severe)","FZD5"
"19912","BNT-I (D10, severe)","TTC7B"
"19913","BNT-I (D10, severe)","RNF157"
"19914","BNT-I (D10, severe)","ALOX15P1"
"19915","BNT-I (D10, severe)","PIWIL2"
"19916","BNT-I (D10, severe)","LOC101928323"
"19917","BNT-I (D10, severe)","GDPD5"
"19918","BNT-I (D10, severe)","VNN3"
"19919","BNT-I (D10, severe)","PGLYRP1"
"19920","BNT-I (D10, severe)","LTA"
"19921","BNT-I (D10, severe)","PTGER3"
"19922","BNT-I (D10, severe)","IDI2-AS1"
"19923","BNT-I (D10, severe)","PPBP"
"19924","BNT-I (D10, severe)","LINC01478"
"19925","BNT-I (D10, severe)","FAM19A2"
"19926","BNT-I (D10, severe)","SNORD116-4"
"19927","BNT-I (D10, severe)","DYSF"
"19928","BNT-I (D10, severe)","ATG9B"
"19929","BNT-I (D10, severe)","GAS6-AS1"
"19930","BNT-I (D10, severe)","MPST"
"19931","BNT-I (D10, severe)","REREP3"
"19932","BNT-I (D10, severe)","HYKK"
"19933","BNT-I (D10, severe)","TFDP2"
"19934","BNT-I (D10, severe)","SAT1"
"19935","BNT-I (D10, severe)","CYP24A1"
"19936","BNT-I (D10, severe)","SLC29A1"
"19937","BNT-I (D10, severe)","FAHD2CP"
"19938","BNT-I (D10, severe)","GUCY2C"
"19939","BNT-I (D10, severe)","ZNF470"
"19940","BNT-I (D10, severe)","MIR6883"
"19941","BNT-I (D10, severe)","LINC01305"
"19942","BNT-I (D10, severe)","RBM12B-AS1"
"19943","BNT-I (D10, severe)","SLC27A2"
"19944","BNT-I (D10, severe)","RETN"
"19945","BNT-I (D10, severe)","GOLGA6C"
"19946","BNT-I (D10, severe)","SAMD3"
"19947","BNT-I (D10, severe)","ZBTB42"
"19948","BNT-I (D10, severe)","OSER1-AS1"
"19949","BNT-I (D10, severe)","HEATR4"
"19950","BNT-I (D10, severe)","MANEA-AS1"
"19951","BNT-I (D10, severe)","ITPKC"
"19952","BNT-I (D10, severe)","LAMC2"
"19953","BNT-I (D10, severe)","SMPDL3B"
"19954","BNT-I (D10, severe)","LGR5"
"19955","BNT-I (D10, severe)","GFRA2"
"19956","BNT-I (D10, severe)","ENO3"
"19957","BNT-I (D10, severe)","RGS19"
"19958","BNT-I (D10, severe)","ARMCX5-GPRASP2"
"19959","BNT-I (D10, severe)","NBPF9"
"19960","BNT-I (D10, severe)","MFSD9"
"19961","BNT-I (D10, severe)","AQP7"
"19962","BNT-I (D10, severe)","PHF13"
"19963","BNT-I (D10, severe)","ATOH7"
"19964","BNT-I (D10, severe)","TMEM201"
"19965","BNT-I (D10, severe)","CCDC127"
"19966","BNT-I (D10, severe)","TMEM263"
"19967","BNT-I (D10, severe)","SCNN1D"
"19968","BNT-I (D10, severe)","AURKA"
"19969","BNT-I (D10, severe)","ME3"
"19970","BNT-I (D10, severe)","VCX"
"19971","BNT-I (D10, severe)","FOXO3"
"19972","BNT-I (D10, severe)","ACRBP"
"19973","BNT-I (D10, severe)","MRM1"
"19974","BNT-I (D10, severe)","CIB3"
"19975","BNT-I (D10, severe)","LOC101929595"
"19976","BNT-I (D10, severe)","C4orf45"
"19977","BNT-I (D10, severe)","CC2D2A"
"19978","BNT-I (D10, severe)","NDUFAF1"
"19979","BNT-I (D10, severe)","BACH2"
"19980","BNT-I (D10, severe)","RELL1"
"19981","BNT-I (D10, severe)","ZNF618"
"19982","BNT-I (D10, severe)","ZNF835"
"19983","BNT-I (D10, severe)","KCNJ2"
"19984","BNT-I (D10, severe)","TUB"
"19985","BNT-I (D10, severe)","PPP1R2P3"
"19986","BNT-I (D10, severe)","DNAJC25"
"19987","BNT-I (D10, severe)","LOC101927178"
"19988","BNT-I (D10, severe)","ARFIP1"
"19989","BNT-I (D10, severe)","PRDX4"
"19990","BNT-I (D10, severe)","DEPTOR"
"19991","BNT-I (D10, severe)","HBA2"
"19992","BNT-I (D10, severe)","HLA-DPB2"
"19993","BNT-I (D10, severe)","C10orf54"
"19994","BNT-I (D10, severe)","EPHX4"
"19995","BNT-I (D10, severe)","EVI2B"
"19996","BNT-I (D10, severe)","THEM6"
"19997","BNT-I (D10, severe)","YES1"
"19998","BNT-I (D10, severe)","ZFP2"
"19999","BNT-I (D10, severe)","SMCO4"
"20000","BNT-I (D10, severe)","BISPR"
"20001","BNT-I (D10, severe)","RDH13"
"20002","BNT-I (D10, severe)","AR"
"20003","BNT-I (D10, severe)","TYMP"
"20004","BNT-I (D10, severe)","RIMBP3"
"20005","BNT-I (D10, severe)","DAPK2"
"20006","BNT-I (D10, severe)","LRFN2"
"20007","BNT-I (D10, severe)","LINC00663"
"20008","BNT-I (D10, severe)","SAMD12"
"20009","BNT-I (D10, severe)","CAV2"
"20010","BNT-I (D10, severe)","LINC00861"
"20011","BNT-I (D10, severe)","CBR3"
"20012","BNT-I (D10, severe)","MPHOSPH9"
"20013","BNT-I (D10, severe)","ISPD"
"20014","BNT-I (D10, severe)","ALG1L9P"
"20015","BNT-I (D10, severe)","CFL1P1"
"20016","BNT-I (D10, severe)","LOC101929415"
"20017","BNT-I (D10, severe)","SMAD1"
"20018","BNT-I (D10, severe)","CYP3A4"
"20019","BNT-I (D10, severe)","POLR2J3"
"20020","BNT-I (D10, severe)","LMNTD2"
"20021","BNT-I (D10, severe)","MIAT"
"20022","BNT-I (D10, severe)","NCKAP5"
"20023","BNT-I (D10, severe)","PDE4C"
"20024","BNT-I (D10, severe)","TNFAIP8L3"
"20025","BNT-I (D10, severe)","ERV3-1"
"20026","BNT-I (D10, severe)","IGF1"
"20027","BNT-I (D10, severe)","MFSD3"
"20028","BNT-I (D10, severe)","PRG1"
"20029","BNT-I (D10, severe)","CRIP2"
"20030","BNT-I (D10, severe)","DGCR5"
"20031","BNT-I (D10, severe)","PLSCR2"
"20032","BNT-I (D10, severe)","EXT1"
"20033","BNT-I (D10, severe)","TSPAN13"
"20034","BNT-I (D10, severe)","ASAP1-IT2"
"20035","BNT-I (D10, severe)","MIR4784"
"20036","BNT-I (D10, severe)","GSTA4"
"20037","BNT-I (D10, severe)","LOC100129216"
"20038","BNT-I (D10, severe)","PFKFB1"
"20039","BNT-I (D10, severe)","ZSCAN31"
"20040","BNT-I (D10, severe)","MMP1"
"20041","BNT-I (D10, severe)","LINC01284"
