"","Cond1","Cond2","Shared","Percentage_Shared_Cond1","Genes_Names","pvalue","-log(p)"
"257","HIV-1 GAG-POL NEF_DOWN","BCG_DOWN",7,0.68,"CD52, CYP27A1, NT5E, RGCC, SLC7A8, TKTL1, IL1R2",1.52121852031263e-258,257.817808395842
"258","HIV-1 GAG-POL NEF_DOWN","PPD_DOWN",5,0.49,"CD52, RGCC, SLC7A8, TKTL1, IL1R2",9.2325652916371e-207,206.034677612386
"259","HIV-1 GAG-POL NEF_DOWN","TC-83_DOWN",8,0.78,"CAMK1D, CEP68, FCER1A, IGF1R, ITM2A, RFLNB, SH3YL1, STXBP5",2.84581520035999e-55,54.5457933052601
"260","HIV-1 GAG-POL NEF_DOWN","MVA85A_DOWN",5,0.49,"BBS2, ESYT1, FCMR, , ZNF395",3.47504441507113e-15,14.4590396402546
"261","HPV-VLP_DOWN","PANDEMRIX_DOWN",0,0,"",4.47617391760919e-50,49.3490930477043
"262","HPV-VLP_DOWN","FLUZONE_DOWN",1,0.24,"CACNA2D2",1.40570084022853e-40,39.8521070955765
"263","HPV-VLP_DOWN","FLUMIST_DOWN",0,0,"",8.43020019567263e-41,40.0741621118707
"264","HPV-VLP_DOWN","FLUENZ_DOWN",0,0,"",1.79798668829152e-13,12.7452135279659
"265","HPV-VLP_DOWN","MENACTRA_DOWN",3,0.71,"CFD, IFNA21, A2M",4.11055313413295e-26,25.3860997336134
"266","HPV-VLP_DOWN","WETVAX_DOWN",20,4.73,"ABLIM1, CACNA2D3, CD99, CDC25B, CYP27A1, DHRS3, ENTR1, ICAM3, LCK, RASGRP2, RPL13, SORL1, TMEM8B, TSPAN4, A2M, CD8B, GLIPR1, HSD17B4, ITGAE, SERPINF1",4.69693068705586e-181,180.328185848684
"267","HPV-VLP_DOWN","STAMARIL_DOWN",14,3.31,"CYP27A1, DNAJB2, ICAM3, IMPA2, IRS2, NPL, PABPC4, RPL13, SNCA, SORL1, TNS1, TPRA1, PLEK2, TSPAN5",6.04006560772593e-151,150.218958344008
"268","HPV-VLP_DOWN","MMR II_DOWN",87,20.57,"ACADVL, ACP5, ADORA2B, ADORA3, ALDH3A2, ALOX5, ANOS1, APOC1, APOE, BLVRB, CD14, CD9, CELSR1, CLDN7, CLEC11A, CYP27A1, DAB2, DBP, DHRS9, DLG4, DOC2A, DPEP2, F13A1, FCGRT, FGF9, FUCA1, GAS7, GPNMB, HAMP, HTRA1, IMPA2, KLF2, LRP1, LY86, PCYOX1, PDGFC, PDK4, PECAM1, PLCB2, PLIN2, RARRES1, RASAL1, RASGRP2, RNASE1, RNF130, RPGRIP1, RXRA, S100A8, SCARB1, SELENOP, SIGIRR, SLC11A1, SNCA, SORL1, SPAG8, SPARC, TBXAS1, TENM1, TIMP2, TM6SF1, TSPAN4, VAT1, VNN1, A2M, ABCC3, ALDH1A1, ALDH7A1, CPM, FABP3, FOLR2, GLIPR1, GPRC5B, GPX3, HSD17B4, INSR, LEP, MRC2, NINJ2, NRCAM, PAPSS2, PLXNA1, SMAD6, STXBP1, TFCP2L1, TNNI2, TREM2, WNT7A",8.17020678042266e-186,185.087766951734
"269","HPV-VLP_DOWN","PREVNAR_DOWN",4,0.95,"CD14, FABP4, MERTK, MS4A4A",0.0126262626262626,1.89872518158949
"270","HPV-VLP_DOWN","BCG_DOWN",24,5.67,"APOC1, APOE, CD9, CTSD, CYP27A1, DAB2, DHRS9, FABP4, FCGRT, FLRT2, GPNMB, HMOX1, HTRA1, KIFC3, LRP1, NPL, PLIN2, RNF130, RXRA, SLC7A8, TBXAS1, TIMP2, ABCC3, GLIPR1",3.67970093988591e-145,144.434187476282
"271","HPV-VLP_DOWN","PPD_DOWN",23,5.44,"APOC1, APOE, ASAH1, CD9, CTSD, DAB2, DHRS9, FABP4, FCGRT, FLRT2, GPNMB, GRN, HMOX1, HTRA1, LRP1, NPL, PLIN2, RNASE1, RNF130, SLC7A8, TIMP2, ABCC3, GLIPR1",4.1927699407478e-114,113.377498966884
"272","HPV-VLP_DOWN","TC-83_DOWN",2,0.47,"IRS2, TNS1",1.33584418393047e-53,52.8742441960563
"273","HPV-VLP_DOWN","MVA85A_DOWN",2,0.47,"FCMR, ZNF395",2.25628240389006e-18,17.6466065435294
"274","PANDEMRIX_DOWN","FLUZONE_DOWN",0,0,"",1.13630162703869e-17,16.9445063714675
"275","PANDEMRIX_DOWN","FLUMIST_DOWN",1,3.03,"SERPINA1",3.32343945959518e-15,14.4784122280086
"276","PANDEMRIX_DOWN","FLUENZ_DOWN",0,0,"",3.0650185448947e-07,6.51356689343885
"277","PANDEMRIX_DOWN","MENACTRA_DOWN",0,0,"",1.30957964444831e-14,13.8828680840333
"278","PANDEMRIX_DOWN","WETVAX_DOWN",1,3.03,"OAS1",1.73176898917008e-45,44.761510041545
"279","PANDEMRIX_DOWN","STAMARIL_DOWN",0,0,"",6.5625746566526e-43,42.1829257429707
"280","PANDEMRIX_DOWN","MMR II_DOWN",1,3.03,"IFNGR1",6.30193327565996e-56,55.2005261994112
"281","PANDEMRIX_DOWN","PREVNAR_DOWN",0,0,"",1.99226205418156e-06,5.700653536796
"282","PANDEMRIX_DOWN","BCG_DOWN",1,3.03,"IFI30",1.03500679204376e-41,40.9850568002192
"283","PANDEMRIX_DOWN","PPD_DOWN",1,3.03,"IFI30",3.1315197279854e-37,36.5042448479805
"284","PANDEMRIX_DOWN","TC-83_DOWN",0,0,"",8.78140790753724e-22,21.0564358488484
"285","PANDEMRIX_DOWN","MVA85A_DOWN",0,0,"",3.4770488314177e-11,10.4587892100742
"286","FLUZONE_DOWN","FLUMIST_DOWN",0,0,"",2.09401639476582e-15,14.6790199224048
"287","FLUZONE_DOWN","FLUENZ_DOWN",0,0,"",9.02879100876878e-07,6.04437039956163
"288","FLUZONE_DOWN","MENACTRA_DOWN",0,0,"",2.40717530509135e-13,12.6184922806176
"289","FLUZONE_DOWN","WETVAX_DOWN",0,0,"",1.52630326762888e-41,40.8163591660062
"290","FLUZONE_DOWN","STAMARIL_DOWN",2,6.9,"ORM1, TGM3",9.27349542420518e-33,32.03275653799
"291","FLUZONE_DOWN","MMR II_DOWN",0,0,"",2.15297576829876e-50,49.6669608581251
"292","FLUZONE_DOWN","PREVNAR_DOWN",0,0,"",4.96583505482281e-06,5.30400771006739
"293","FLUZONE_DOWN","BCG_DOWN",0,0,"",2.48338424447705e-38,37.6049560785343
"294","FLUZONE_DOWN","PPD_DOWN",0,0,"",1.64216108607705e-34,33.7845842434632
"295","FLUZONE_DOWN","TC-83_DOWN",1,3.45,"CXCL8",9.9876364033575e-18,17.0005372763817
"296","FLUZONE_DOWN","MVA85A_DOWN",0,0,"",2.55702325769859e-10,9.59226532178038
"297","FLUMIST_DOWN","FLUENZ_DOWN",0,0,"",1.35817710901136e-06,5.86704359349365
"298","FLUMIST_DOWN","MENACTRA_DOWN",0,0,"",7.09808102783347e-13,12.1488590472905
"299","FLUMIST_DOWN","WETVAX_DOWN",2,8,", MYBPH",1.96137917103567e-34,33.7074384410235
"300","FLUMIST_DOWN","STAMARIL_DOWN",1,4,"",6.81641544001397e-33,32.1664439484926
"301","FLUMIST_DOWN","MMR II_DOWN",3,12,", BMF, RASGRP4",1.34800321098662e-39,38.8703090732962
"302","FLUMIST_DOWN","PREVNAR_DOWN",0,0,"",7.01724839655877e-06,5.15383315004302
"303","FLUMIST_DOWN","BCG_DOWN",1,4,"MFSD12",7.93320492979216e-34,33.1005513269153
"304","FLUMIST_DOWN","PPD_DOWN",1,4,"MFSD12",2.07481579355548e-30,29.6830204548042
"305","FLUMIST_DOWN","TC-83_DOWN",0,0,"",9.53235953026983e-19,18.0207995858107
"306","FLUMIST_DOWN","MVA85A_DOWN",1,4,"",1.9973192779579e-08,7.69955250619988
"307","FLUENZ_DOWN","MENACTRA_DOWN",0,0,"",5.64652738565782e-06,5.24821856119008
"308","FLUENZ_DOWN","WETVAX_DOWN",2,33.33,"CD3G, CD8A",2.58585838525867e-08,7.58739526297642
"309","FLUENZ_DOWN","STAMARIL_DOWN",0,0,"",4.11541437068035e-12,11.3855864302355
"310","FLUENZ_DOWN","MMR II_DOWN",0,0,"",4.22815733728622e-15,14.3738488601906
"311","FLUENZ_DOWN","PREVNAR_DOWN",0,0,"",0.00216450216450217,2.66464197555613
"312","FLUENZ_DOWN","BCG_DOWN",0,0,"",2.35811378145101e-12,11.6274352435734
"313","FLUENZ_DOWN","PPD_DOWN",0,0,"",1.82585345038803e-11,10.7385340834512
"314","FLUENZ_DOWN","TC-83_DOWN",0,0,"",9.31309151518692e-08,7.03090612942504
"315","FLUENZ_DOWN","MVA85A_DOWN",0,0,"",5.38677009265244e-05,4.26867155974699
"316","MENACTRA_DOWN","WETVAX_DOWN",2,10.53,"A2M, C3AR1",3.43266349758184e-27,26.4643687681752
"317","MENACTRA_DOWN","STAMARIL_DOWN",0,0,"",5.7633169071124e-29,28.2393274992411
"318","MENACTRA_DOWN","MMR II_DOWN",3,15.79,"A2M, AIF1, CR1",2.04516621096721e-30,29.6892713910441
"319","MENACTRA_DOWN","PREVNAR_DOWN",0,0,"",2.35271974402409e-05,4.62842980290168
"320","MENACTRA_DOWN","BCG_DOWN",3,15.79,"AIF1, C3, C3AR1",3.54150737421898e-23,22.4508118495654
"321","MENACTRA_DOWN","PPD_DOWN",1,5.26,"AIF1",1.12172390835954e-24,23.9501140234996
"322","MENACTRA_DOWN","TC-83_DOWN",0,0,"",4.89044857737648e-16,15.3106513033009
"323","MENACTRA_DOWN","MVA85A_DOWN",0,0,"",7.08614143832018e-09,8.14959018346362
"324","WETVAX_DOWN","STAMARIL_DOWN",29,7.4,"EIF3F, KLRB1, RPL13A, RPLP1, ABCC5, C12orf57, CBX7, EEF1B2, FOXO1, HINT1, ICAM3, , IL7R, ITM2A, LDHB, NELL2, RPL10A, RPL13, RPL14, RPL35, RPL9, RPS10, RPS15A, RPS18, RPS29, RPS3A, SNRPN, SORL1, CYP27A1",7.3644816778068e-119,118.13285781398
"325","WETVAX_DOWN","MMR II_DOWN",37,9.44,"EIF3F, GLIPR1, KLRB1, RNASE6, S100A4, A2M, ABCC5, C12orf57, CBX7, CD1C, ESYT1, GZMA, , IL16, FGFBP2, RASGRP2, RGS14, RPS3A, SORL1, TSPAN4, TTC3, XYLB, ARRB1, ASGR1, CCR2, CD300LF, CEBPA, CSF1R, CYP27A1, DOK2, FBP1, FES, HSD17B4, KIAA0930, OPRL1, TLR5, VAMP8",4.086180544004e-223,222.388682448391
"326","WETVAX_DOWN","PREVNAR_DOWN",0,0,"",2.49119304938213e-11,10.6035926164889
"327","WETVAX_DOWN","BCG_DOWN",15,3.83,"ENG, GLIPR1, S100A4, KCNN4, C3AR1, CEBPA, CSF1R, CYP27A1, FBP1, FGL2, FGR, KCNE3, KIAA0930, PTPN6, SLC31A2",7.07768751884802e-147,146.150108615453
"328","WETVAX_DOWN","PPD_DOWN",10,2.55,"ENG, GLIPR1, S100A4, CEBPA, CSF1R, FBP1, FGL2, KCNE3, KIAA0930, SLC31A2",5.01238295734375e-125,124.299955755334
"329","WETVAX_DOWN","TC-83_DOWN",1,0.26,"ITM2A",1.61793678531401e-53,52.7910384507866
"330","WETVAX_DOWN","MVA85A_DOWN",2,0.51,"ESYT1, ",9.60337304322106e-18,17.0175762006306
"331","STAMARIL_DOWN","MMR II_DOWN",36,7.81,"ABCC5, APMAP, ARAP3, FAXDC2, CYP27A1, EIF3F, EIF3L, EIF4B, FAM210B, FCER1A, IMPA2, LGALS3, , LST1, PYGL, RFLNB, RPL22, SIGLEC10, SNCA, SORL1, TBC1D14, P2RY13, C12orf57, CBX7, CREB5, NFXL1, RPL4, TOMM7, DSC2, KLRB1, MGAM, PPBP, QPCT, RGCC, RPS3A, S100A12",3.38504135380438e-166,165.470436021331
"332","STAMARIL_DOWN","PREVNAR_DOWN",0,0,"",1.63930672432101e-10,9.78533977967098
"333","STAMARIL_DOWN","BCG_DOWN",7,1.52,"ARAP3, CYP27A1, IL1R2, LGALS3, MPP1, NPL, RGCC",3.78252972449227e-131,130.422217650448
"334","STAMARIL_DOWN","PPD_DOWN",5,1.08,"IL1R2, LGALS3, MPP1, NPL, RGCC",1.56414618260149e-111,110.805722660911
"335","STAMARIL_DOWN","TC-83_DOWN",12,2.6,"CAMK1D, EPB42, FCER1A, IRS2, KBTBD7, PI3, RFLNB, SELENBP1, TNS1, ITM2A, SGK1, SLC4A1",2.58325760609686e-29,28.587832283208
"336","STAMARIL_DOWN","MVA85A_DOWN",4,0.87,"ARAP3, , PCBP2, SGK1",1.97232514445469e-12,11.7050214885822
"337","MMR II_DOWN","PREVNAR_DOWN",1,0.13,"CD14",3.92698569015132e-10,9.40594068128615
"338","MMR II_DOWN","BCG_DOWN",74,9.92,"ABCC3, AIF1, APOC1, APOE, ARAP3, ARHGAP18, ATP6AP2, CAMK1, CARD9, CD300C, CD300LB, CD33, CD36, CD52, CD9, CEBPA, CHST13, CLEC4A, CLEC5A, CSF1R, CYBB, CYFIP1, CYP1B1, CYP27A1, DAB2, DHRS9, FBP1, FCGRT, FKBP1A, FOS, GLIPR1, GPC4, GPNMB, GSN, HCST, HTRA1, ICAM5, ITGAM, KIAA0930, LGALS3, LILRA2, LPL, LRP1, LRP3, LYZ, ME1, MMP9, NCEH1, NEK6, NLRC4, OTOA, PLBD1, PLIN2, PLXDC2, PPARG, PPM1M, PTGS1, RAI14, RGCC, RNF130, RXRA, S100A4, SERPINE1, SH3BGRL3, SIGLEC9, SLAMF8, SLC37A2, STAB1, TBXAS1, TGFBI, TIMP2, TSPO, VIPR1, VWF",1.15313521979908e-132,131.938119763157
"339","MMR II_DOWN","PPD_DOWN",56,7.51,"ABCC3, AIF1, APOC1, APOE, ATP6AP2, CAMK1, CARD9, CD33, CD36, CD52, CD9, CEBPA, CSF1R, CYFIP1, DAB2, DHRS9, FBP1, FCGRT, FCN1, FKBP1A, GLIPR1, GPC4, GPNMB, GSN, HCST, HTRA1, ICAM5, ITGAM, KIAA0930, LGALS3, LPL, LRP1, LRP3, LYZ, ME1, NCEH1, NEK6, NLRC4, OTOA, PLBD1, PLIN2, PLXDC2, PPARG, PTGS1, RGCC, RNASE1, RNF130, S100A4, SERPINE1, SLAMF8, SLC37A2, STAB1, TGFBI, TIMP2, TSPO, VWF",4.04153489492835e-107,106.393453667117
"340","MMR II_DOWN","TC-83_DOWN",5,0.67,"BRI3BP, FCER1A, RFLNB, STEAP4, THBD",5.59384449619803e-57,56.2522896107893
"341","MMR II_DOWN","MVA85A_DOWN",5,0.67,", ARAP3, BRI3BP, ESYT1, LINC00926",3.13381073234155e-14,13.5039272364513
"342","PREVNAR_DOWN","BCG_DOWN",1,20,"FABP4",2.68754227671974e-08,7.57064469529897
"343","PREVNAR_DOWN","PPD_DOWN",1,20,"FABP4",1.05844724518994e-07,6.97533078308043
"344","PREVNAR_DOWN","TC-83_DOWN",0,0,"",7.29525502022973e-07,6.13695952187297
"345","PREVNAR_DOWN","MVA85A_DOWN",0,0,"",0.000161603102779573,3.79155030502733
"346","BCG_DOWN","PPD_DOWN",168,65.62,"ABCC3, ABCG1, AIF1, ALCAM, ALDH1A2, ALDH3B1, ANXA1, ANXA11, ANXA4, APOC1, APOE, ASPHD1, ATP6AP2, ATP6V1A, AVPI1, C1orf54, C5AR1, CA2, CAMK1, CAPN2, CARD9, CCR1, CCR5, CD151, CD33, CD36, CD52, CD63, CD86, CD9, CEBPA, CLIP2, CORO1C, CSF1R, CST3, CST6, CTSB, CTSD, CTSS, CYFIP1, DAB2, DAGLA, DCSTAMP, DHRS9, DPYSL2, EEF1AKMT3, EGR2, EMP1, ENG, FABP4, FAM20C, FBP1, FCGRT, FGL2, FKBP1A, FLRT2, FLVCR2, FPR3, FTL, G6PD, GCLC, GLA, GLIPR1, GLIPR2, GLMP, GPC4, GPNMB, GREM1, GSN, HAVCR2, HCST, HEXB, HK3, HMOX1, HSD3B7, HTRA1, ICAM5, IFI30, IGF2BP2, IGF2R, IGSF6, IL1R2, IL1RN, INF2, ITGAM, KCNE3, KIAA0930, LGALS3, LHFPL2, LIMS1, LINC00520, LINC01010, LMNA, LPL, LRP1, LRP3, LYZ, ME1, METTL7B, MFSD12, MGST1, MITF, MMP19, MNDA, MPP1, MRAS, MYOF, NCEH1, NEK6, NIBAN2, NLRC4, NPL, NRROS, OTOA, PACSIN2, PAPSS1, PDGFRB, PI4K2A, PLBD1, PLIN2, PLXDC2, PPARG, PTGS1, RGCC, RHOC, RNF130, RPS6KA1, S100A10, S100A4, S100A6, SCARB2, SDCBP, SDSL, SERPINE1, SHTN1, SIRPA, SLAMF8, SLC17A5, SLC1A3, SLC27A3, SLC31A1, SLC31A2, SLC37A2, SLC38A6, SLC44A1, SLC49A3, SLC7A8, SLCO3A1, SMCO4, SPHK1, SPINT1, SPP1, SPRED1, STAB1, TGFBI, THEMIS2, TIMP2, TKTL1, TM4SF19, TMBIM1, TNFRSF21, TNS3, TSPO, VIM, VWA5A, VWF, ZMIZ1, ZNF366",0.00607530894012652,2.21643163253118
"347","BCG_DOWN","TC-83_DOWN",0,0,"",2.50628023670971e-51,50.6009703705118
"348","BCG_DOWN","MVA85A_DOWN",1,0.39,"ARAP3",1.20052380707255e-18,17.920629223214
"349","PPD_DOWN","TC-83_DOWN",0,0,"",1.08558575092808e-45,44.9643358657296
"350","PPD_DOWN","MVA85A_DOWN",0,0,"",2.54217372006107e-19,18.5947947751486
"351","TC-83_DOWN","MVA85A_DOWN",2,4.35,"BRI3BP, SGK1",5.16524403363306e-09,8.2869091552757
"352","TIV INFLUENZA_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",3.21686829991358e-50,49.4925667189524
"353","MENVEO ACWYVAX_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",2.42658688937882e-45,44.6150041531836
"354","INFLUENZA_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",2.09969530668466e-26,25.6778437225167
"355","ATTENUVAX_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",5.4451424769165e-15,14.2639907520645
"356","YF VAX_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",2.12326352820644e-45,44.6729961001613
"357","RVSV EBOV_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",2.22400735879555e-07,6.65286378009402
"358","CHAD63-KH_DOWN","MONOV INFLUENZA A_DOWN",9,25.71,"ATG9B, KCNJ5-AS1, CYP4F12, DPEP3, MFGE8, NOG, NRCAM, OCM, TNNC1",1.59953158295422e-51,50.7960071802955
"359","INACTIVATED INFLUENZA_DOWN","MONOV INFLUENZA A_DOWN",1,2.86,"CACNA1I",7.92425688783467e-64,63.1010414539865
"360","FLUARIX_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",4.62290234590097e-17,16.3350852804932
"361","LVS F TULARENSIS_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",5.6217768827407e-24,23.2501263946797
"362","CN54GP140_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",3.74969660007748e-41,40.4260038710037
"363","HIV-1 GAG-POL NEF_DOWN","MONOV INFLUENZA A_DOWN",3,8.57,"MFGE8, NOG, TRBJ2-4",6.19662449540785e-58,57.207844820538
"364","HPV-VLP_DOWN","MONOV INFLUENZA A_DOWN",2,5.71,"NRCAM, TPBG",2.66332348097749e-47,46.5745760819758
"365","PANDEMRIX_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",3.61793225375097e-20,19.4415395696204
"366","FLUZONE_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",3.57535414113181e-18,17.446680934584
"367","FLUMIST_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",1.92620931079209e-17,16.7152965222048
"368","FLUENZ_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",2.22400735879555e-07,6.65286378009402
"369","MENACTRA_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",5.4451424769165e-15,14.2639907520645
"370","WETVAX_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",3.90792486273075e-50,49.4080537950083
"371","STAMARIL_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",1.09137791958978e-44,43.9620248369715
"372","MMR II_DOWN","MONOV INFLUENZA A_DOWN",5,14.29,"ADAMTS7, KCNJ5-AS1, DPEP3, NOG, NRCAM",3.7293771897344e-49,48.4283636898122
"373","PREVNAR_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",1.51973836184362e-06,5.81823117375793
"374","BCG_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",5.0501157401606e-46,45.2966986684681
"375","PPD_DOWN","MONOV INFLUENZA A_DOWN",1,2.86,"SPRY2",8.09934465616759e-39,38.0915501198527
"376","TC-83_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",1.83331147543323e-22,21.7367637431283
"377","MVA85A_DOWN","MONOV INFLUENZA A_DOWN",0,0,"",1.91382428741307e-11,10.718097938299
"378","MENVEO ACWYVAX_DOWN","TIV INFLUENZA_DOWN",10,2.88,"AGAP6, ALDH2, , KLF4, NCOA1, PSMC4, TCHP, TCP1, TMEM69, USP48",3.22020762868845e-151,150.492116125482
"379","INFLUENZA_DOWN","TIV INFLUENZA_DOWN",3,0.86,", FCGR3B, ZMYND15",1.9923123909875e-64,63.700642563982
"380","ATTENUVAX_DOWN","TIV INFLUENZA_DOWN",0,0,"",4.7683566580237e-32,31.3216312681968
"381","YF VAX_DOWN","TIV INFLUENZA_DOWN",6,1.73,"CCT7, EGLN2, FAR2, KDELR1, RABL6, RGL2",6.05824709283632e-159,158.217653017423
"382","RVSV EBOV_DOWN","TIV INFLUENZA_DOWN",0,0,"",4.16049222065488e-13,12.3808552857029
"383","CHAD63-KH_DOWN","TIV INFLUENZA_DOWN",23,6.63,"ABAT, ABCG1, AGO3, ANKZF1, , BRD1, DIP2A, FKTN, FRA10AC1, FYN, IDS, IL16, MINDY2, NBPF3, NDRG3, NLRP12, NUBPL, PPP1R12B, PRKCZ, PRKDC, SRPK2, SULT1A2, USP48",0,0
"384","INACTIVATED INFLUENZA_DOWN","TIV INFLUENZA_DOWN",59,17,"AGAP6, AKAP13, ALDH2, ALDOA, , ANXA11, APOBR, ARHGAP9, ARRDC3, ATG4B, CBX4, CDK5RAP3, CDKN1C, CNPY3, COMT, CSF2RA, CSGALNACT2, CSNK1D, CTNNA1, CXCL16, DIP2A, FKTN, FYN, GIT2, GRN, MACROH2A1, H3-5, IFFO1, IL18, IQSEC1, KDELR1, KIAA0319L, KIR2DL3, KLF6, LILRB3, MILR1, NBPF3, NCF4, NLRP1, NUP62, PATL2, PGAM1, PI4KAP1, PLAUR, PNPT1, POLR2J3, PPP1CA, PRAM1, PRXL2A, PSMC4, SERPINA1, SF1, SPG21, SRPK2, SULT1A2, SULT1A3, TUBA1C, USP4, ZMYND15",4.05864706921994e-233,232.391618712308
"385","FLUARIX_DOWN","TIV INFLUENZA_DOWN",0,0,"",3.75432407119035e-38,37.4254682420356
"386","LVS F TULARENSIS_DOWN","TIV INFLUENZA_DOWN",2,0.58,"FCGR2B, FCGR3A",5.85202697660484e-57,56.2326936805365
"387","CN54GP140_DOWN","TIV INFLUENZA_DOWN",20,5.76,", ARHGAP30, ATG4B, DDX19A, DNTTIP1, FCGR3A, FRA10AC1, GALNT10, HNRNPK, LAPTM5, LSP1, MTMR3, NDRG3, PGAM1, PPP1CA, PRKCZ, PRR5, RASSF5, SEC23B, WDR1",3.92008309424306e-110,109.406704727115
"388","HIV-1 GAG-POL NEF_DOWN","TIV INFLUENZA_DOWN",9,2.59,", FYN, HNRNPA3, IL16, NDRG3, PBXIP1, PRKDC, SRPK2, UBE4B",6.25202782289111e-310,309.203979097943
"389","HPV-VLP_DOWN","TIV INFLUENZA_DOWN",7,2.02,"CD14, GRN, HPSE, MARCO, PRKCZ, RNF130, RTN3",3.37960514427225e-204,203.471134037498
"390","PANDEMRIX_DOWN","TIV INFLUENZA_DOWN",2,0.58,"PSMB8, SERPINA1",2.71586755405865e-43,42.5660914133105
"391","FLUZONE_DOWN","TIV INFLUENZA_DOWN",2,0.58,"H3C13, PLAUR",8.95222655562373e-37,36.0480689355713
"392","FLUMIST_DOWN","TIV INFLUENZA_DOWN",4,1.15,", MGAM2, SERPINA1, VPS41",1.9173462086459e-30,29.7172994609722
"393","FLUENZ_DOWN","TIV INFLUENZA_DOWN",1,0.29,"TLR1",1.45201178500855e-10,9.83802985874377
"394","MENACTRA_DOWN","TIV INFLUENZA_DOWN",0,0,"",4.7683566580237e-32,31.3216312681968
"395","WETVAX_DOWN","TIV INFLUENZA_DOWN",17,4.9,", ASH2L, COMT, DTX2, HSPA4, IL16, IL18, KEAP1, LMAN2, NUP62, PSEN1, RBM4, SLC25A20, SRPK2, STYXL1, TM9SF1, TRO",1.90042896712602e-171,170.721148358506
"396","STAMARIL_DOWN","TIV INFLUENZA_DOWN",7,2.02,", CPPED1, DCAF6, ERGIC1, MGAM, PRKDC, TP53INP2",1.8685182432052e-152,151.728502657576
"397","MMR II_DOWN","TIV INFLUENZA_DOWN",21,6.05,"ALDH2, , APLP2, ARPIN, CD14, CPVL, FCGR2B, MACROH2A1, HAL, IL16, LRRC25, MGAM, NLRP1, NLRP12, PID1, PRAM1, RNF130, STAB1, STK32B, SYK, TNFRSF8",4.96920418001297e-249,248.303713158128
"398","PREVNAR_DOWN","TIV INFLUENZA_DOWN",2,0.58,"CD14, CD163",1.46115945925411e-06,5.83530238605394
"399","BCG_DOWN","TIV INFLUENZA_DOWN",10,2.88,"ABCG1, ANXA11, CAPG, CD63, CORO1C, CXCL16, PKM, RNF130, STAB1, ZMYND15",1.2609056269112e-155,154.89931741719
"400","PPD_DOWN","TIV INFLUENZA_DOWN",7,2.02,"ABCG1, ANXA11, CD63, CORO1C, GRN, RNF130, STAB1",1.1686084151133e-130,129.932330990673
"401","TC-83_DOWN","TIV INFLUENZA_DOWN",2,0.58,"ABAT, DIP2A",2.48421063531473e-51,50.6048115832633
"402","MVA85A_DOWN","TIV INFLUENZA_DOWN",1,0.29,"",5.1221629475728e-20,19.2905466097594
"403","INFLUENZA_DOWN","MENVEO ACWYVAX_DOWN",1,0.41,"",3.58921324840003e-61,60.4450007378629
"404","ATTENUVAX_DOWN","MENVEO ACWYVAX_DOWN",1,0.41,"RIN2",6.53324664461386e-27,26.1848709459166
"405","YF VAX_DOWN","MENVEO ACWYVAX_DOWN",2,0.82,"CCT4, VPS35",2.08908275341428e-141,140.680044356267
"406","RVSV EBOV_DOWN","MENVEO ACWYVAX_DOWN",0,0,"",3.13287678896301e-12,11.5040566848903
"407","CHAD63-KH_DOWN","MENVEO ACWYVAX_DOWN",28,11.48,"ABLIM1, PXYLP1, AHCTF1, ALG13, ARID2, CAMK2G, CEP95, CD96, CDC14A, CXCR6, ATOSA, IKZF5, INPP4A, MPPE1, MRI1, PHOSPHO2, PKIA, PRKCH, PSIP1, PTGDR, , S100PBP, SEC22C, SGK1, SSBP2, THEMIS, USP48, ZNF567",7.91986754748128e-265,264.101282081527
"408","INACTIVATED INFLUENZA_DOWN","MENVEO ACWYVAX_DOWN",25,10.25,"AGAP6, ALDH1A1, ALDH2, CAMK2G, CASP8, CRTAP, ELMO2, HERPUD1, IKZF5, JAK1, MAF, MAU2, MRI1, NBPF11, PSMC4, PUM1, RELCH, , SEC22C, SGK1, TLR6, WWP2, ZFP36L2, ZMIZ1, ZNF274",1.2093800087836e-219,218.917437214618
"409","FLUARIX_DOWN","MENVEO ACWYVAX_DOWN",1,0.41,"HPRT1",2.55000866241378e-32,31.5934583442593
"410","LVS F TULARENSIS_DOWN","MENVEO ACWYVAX_DOWN",0,0,"",2.07270935131607e-55,54.6834615932122
