"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"143","IL10,SIRT2,NLRP6,PRDX2,LIPA,NLRP6,ELANE,IL31RA,CD6,CXCR2,NOTCH1,PNMA1,IL20RB,HMGB2,FOSL2,IL5RA,IL1RN,HMGB1,NOTCH2,RBPJ,RASGRP1,CD68","INFLAMMATION","Inflammation","Manual","Innate","Inflammation","Inflammation",NA
"144","NOTCH1,PNMA1,IL20RB,HMGB2,FOSL2,IL5RA,IL1RN,HMGB1,NOTCH2,RBPJ,RASGRP1,CD68","INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Inflammatory response, Antigenic stimulus","GO:0002437","Innate","Inflammation","Undefined",12
"145","PPARG,IFNL4,PML,REL,RIGI,APOBEC3F,DEFB108B,CLEC6A,MST1R,OAS2,BPI,CAMP,NLRP10,ADARB1,BST2,TRIM27,MAVS,IRGM,TRIM21,PTX3,DEFB125,SSC5D,LGALS3,DAPK1,GBP1,GSDMD,STMP1,TRIM26,TARM1,TRIM51G,TAC1,RFPL4A,METTL3,MIF,TRIML2,CFD,NLRP2B,MBL2,IFI35,CLU,RNF135,SFPQ,IFI6,TAX1BP1,SFTPD,TRAF2,LILRA5,TTC4,HLA-C,LILRA4,IFNL2,CYBA,CSF1,FCGR1A,PARP1,CD46,SERINC5,DEFB131A,SARM1,LY86,CGAS,TRIM23,JAK3,STING1,CHGA,CX3CR1,KLRC2,PRKDC,CD160,KLRK1,FGR,BPIFB3,RFPL4AL1,MAP4K2,TRIM77,C1S,TRIM64C,DEFB128,PELI3,APOBEC3A,TMEM33,DEFB108A,IFIT2,GP2,VNN1,ADAR,DEFB1,APOBEC3H,IFITM3,GZMM,DEFB131B,XRCC5,FRK,NCF1,NLRC5,RNASE3,CD6,TRIM40,TNFAIP8L2,TRIM64B,C4B,TRIM22,TRIM48,F2RL1,CLEC10A,DEFB105A,HMGB2,BTK,ARG2,TLR4,KLRC1,PARP9,CD177,CR1,XRCC6,DEFB124,KRT16,NCF2,TICAM1,MASP2,S100A12,CFH,SYK,TRIM49D1,GATA3,C1QBP,HK1,BPIFC,IFNL3,CFP,HCK,TRIM65,NEDD4,DEFA5,CASP4,TREML1,SLC15A4,LBP,WFDC3,GARIN5A,LILRA2,WFDC10B,WFDC13,IFIT1,TRIM49C,CD55,GBP6,TRIM59,CD1D,NMB,NFKB2,MMP3,RELB,GBP2,TRIM64,PIK3CG,IFI27,ANKHD1,IRF1,SDHAF4,CD14,F12,ACOD1,UBA7,DEFB123,DEFB132,USP27X,B2M,LACC1,NLRX1,PLPP6,SPIRE1,NLRP9,HLA-E,ZC3HAV1,MX2,TBKBP1,PI3,ZNF683,IL27,TICAM2,C4A,OTUD4,DHX9,C1R,TRIM49B,TRIM43B,CORO1A,NFKB1,MATR3,DEFA4,HMGB1,GBP7,SIRT2,DEFB119,ITGAM,LCN2,SRC,C7,SRPK2,DEFA6,USP14,IL34,TRIM49,SLC15A3,FCER1G,MX1,IFITM2,BCL10,TIRAP,FOSL2,ENDOD1,SUSD4,DEFB106A,ZAP70,NQO1,IPO7,DDX60,MCOLN2,C6,EIF2AK2,IFITM1,HEXIM1,C4BPB,TREML4,CRISP3,ARID5A,WFDC9,DEFB107A,CFB,MASP1,TRIML1,TRIL,CR2,RELA,TRIM58,IFNL1,AXL,WFDC11,NLRP6,DAB2IP,TRIM68,IL23R","INNATE IMMUNE RESPONSE","Innate immune response","GO:0045087","Innate","General","Innate",250
"146","LILRA2","INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","Cell surface receptor, Innate","GO:0002220","Innate","Innate","Innate",1
"147","NOS2,FAU,H2BC12L,DEFA3,DEFB1,H2BC10,DEFA1,RNASE3,RNASE2,DEFA6,DEFA5,DEFA4,CAMP,RPL39","INNATE IMMUNE RESPONSE IN MUCOSA","Innate immune response, mucosa","GO:0002227","Innate","Innate","Innate",14
"148","HCK","INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY","Innate immune response, Pathway","GO:0002758","Innate","Innate","Innate",1
"149","TFEB,LGALS4,TAP2,GP2,VEGFA,MPL,IFIT1,IL10,EPX,RAB44,CLU,FCGR2B,LILRA2,HCK,SLC15A4,XCL1,LGALS3,TICAM1,HMGB1,HLA-DRB3,PIK3CG,KLRC2,ELANE,TOX,IL15,SIRT2,NLRP6,LAG3,IFNLR1,SLC18A2,TIRAP,SCIMP,PSME1,FCGR1A,HLA-F,HLA-E,B2M,SLC11A1,CTSS,GPR183,F2R,BTK,CCL3,IL17RC,UNC13D,CEBPB,LIPA,CSF1,S100A12,CHGA,KITLG,NF1,KIT,SERPINB9,NDST2,STAT5B,CCR7,ARHGEF5,LGALS9,SCNN1B,AZU1,F2,CTSG,MAP2K6,TNFAIP3,CALR,PDIA3,ZBTB46,IRF8,PRDX2,PIK3AP1,TNIP2,PSEN1,LRP1,GRN,MBL2,LBP,CD14,TGFBR2,ITGB8,ITGB6,CX3CR1,IL33,IFNA8,IFNE,IL12B,EMP2,ATF2,ITK,FOSL2,NFKBIA,TLR4,XIAP,PRKCE,TICAM2,RAB11FIP2,FCER1G,IFI30,MFSD6,CD1D,CD1B,CD1E,CD1C,MAVS,RIGI,CGAS,STING1,VAMP2,VAMP7,FCER1A,SNAP23,CCR2,JAML,SIRPA,PECAM1,MERTK,AXL,STXBP3,BCR,ANXA3,CASP1,LACC1,RNF135,PHB1,LSM14A,CD40,SP100,SHMT2,CH25H,SMPD1,MX1,IL31RA,CD6,CXCR2,TAP1,ERAP2,IDE,AP3B1,ALOX5,CDC42,EPS8,DOCK8,NLRP12,ROR2,MCOLN2,B4GALT1,REG3G,HSPD1,SYK,DNASE1,CD177,PRTN3,PDE4B,MTHFD1,JAGN1,CLEC6A,PLCG2,BCL10,DEFB119,DEFB106A,RAET1L,RAET1G,HLA-C,HLA-G,HLA-DMB,HLA-DRB4,HLA-DMA,HLA-DOB,HLA-DPA1,HYAL2,MT1G,SPACA3,P0DOX3,FANCC,NCKAP1L,SOD1,BAX,HAMP,ITPKB,FCGR3A,KLRF2,RAB27A,CORO1A,ADAM17,ACE,IL6R,KMT2E,FCAR,IRGM,RELA,IFI35,STAT1,IRF1,JAK1,IFNGR1,TYK2,IFNGR2,SPI1,BATF2,NOTCH2,LTBR,RELB,RBPJ,PRDX1,GATA3,KLRK1,BAG6,IL2,RASGRP1,KAT7,SP3,PBX1,PTPRC,TYRO3,KLRC1,EP300,KLRC3,SRC,NAGLU,TRIL,FOSL1,RPS6KA3,MAPKAPK2,CCR1,CXCR4,CXCR1,CCL5,IL13,CRTC3,JMJD6,TMEM229B,ADGRF5,EDN2,IL10RB,IFNL1,IFNL4,IFNL3,IFNL2,NOTCH1,PNMA1,IL20RB,HMGB2,IL5RA,IL1RN,CD68,SFTPD,CCL2,EDNRB,RPL13A,CXCL17,SAA1,MMP2,CXCL8,F2RL1,IL18RAP,CXCL6,PRKCD,CAMP,DNM2,CTSE,SNCA,ITGAM,AIF1,TRPV1,C5AR1,CX3CL1,MAPT,NOS2,FAU,H2BC12L,DEFA3,DEFB1,H2BC10,DEFA1,RNASE3,RNASE2,DEFA6,DEFA5,DEFA4,RPL39,CBL,CLNK,GPR15LG,PTGDS,MILR1,ADORA2B,CPLX2,PTPN6,GZMB,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KIR3DL1,CLEC2A,NLRP10,XRCC5,MNDA,CASP6,XRCC6,SFPQ,PYHIN1,MATR3,HEXIM1,GBP2,PRKDC,SCG2,CCL4,CCL18,CCL23,CCL1,CCL8,CCL4L1,CCL7,CCL3L1,CCL24,GCH1,SLC30A8,IFITM2,C9JQL5,IFITM1,BST2,IFITM3,TRIM21,IL23R,CIITA,ADAMTS13,TRIM65,UBE2N,NMB,NMBR,EIF2AK2,NCK1,IFIT2,PDE12,STAT2,HDAC4,OAS2,IFNAR1,IFNAR2,IFI27,TBKBP1,CTSH,RAB4A,PSMB8,RAB5B,WDFY4,RAB3B,RAB10,RAB6A,FLT1,CCL20,RPS19,CXCL9,SRP54,ITGA1,TGFB2,EDN3,PPIB,DPEP1,CD300H,VAV1,CXCL3,BSG,CXCL5,PF4V1,CXADR,PPIA,CXCL1,CXCL2,DAPK1,WAS,STXBP1,AQP4,STXBP4,CD47,STX4,CLDN1,GBP6,GBP1,ACTG1,RAB43,IL12RB1,RPS6KB1,MRC1,TDGF1,MYO1C,ACTR2,ACTR3,FASLG,VIM,CD58,CALM1,GBP7,WNT5A,ACOD1,PPARG,PML,REL,APOBEC3F,DEFB108B,MST1R,BPI,ADARB1,TRIM27,PTX3,DEFB125,SSC5D,GSDMD,STMP1,TRIM26,TARM1,TRIM51G,TAC1,RFPL4A,METTL3,MIF,TRIML2,CFD,NLRP2B,IFI6,TAX1BP1,TRAF2,LILRA5,TTC4,LILRA4,CYBA,PARP1,CD46,SERINC5,DEFB131A,SARM1,LY86,TRIM23,JAK3,CD160,FGR,BPIFB3,RFPL4AL1,MAP4K2,TRIM77,C1S,TRIM64C,DEFB128,PELI3,APOBEC3A,TMEM33,DEFB108A,VNN1,ADAR,APOBEC3H,GZMM,DEFB131B,FRK,NCF1,NLRC5,TRIM40,TNFAIP8L2,TRIM64B,C4B,TRIM22,TRIM48,CLEC10A,DEFB105A,ARG2,PARP9,CR1,DEFB124,KRT16,NCF2,MASP2,CFH,TRIM49D1,C1QBP,HK1,BPIFC,CFP,NEDD4,CASP4,TREML1,WFDC3,GARIN5A,WFDC10B,WFDC13,TRIM49C,CD55,TRIM59,NFKB2,MMP3,TRIM64,ANKHD1,SDHAF4,F12,UBA7,DEFB123,DEFB132,USP27X,NLRX1,PLPP6,SPIRE1,NLRP9,ZC3HAV1,MX2,PI3,ZNF683,IL27,C4A,OTUD4,DHX9,C1R,TRIM49B,TRIM43B,NFKB1,LCN2,C7,SRPK2,USP14,IL34,TRIM49,SLC15A3,ENDOD1,SUSD4,ZAP70,NQO1,IPO7,DDX60,C6,C4BPB,TREML4,CRISP3,ARID5A,WFDC9,DEFB107A,CFB,MASP1,TRIML1,CR2,TRIM58,WFDC11,DAB2IP,TRIM68","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"150","LIG4,MSH2,MLH1,ERCC1,CD40LG,UNG,RNF168,SANBR,MSH6","ISOTYPE SWITCHING","Isotype switching","GO:0045190","Adaptive","Humoral","B cell",9
"151","BCL6,STAT6","ISOTYPE SWITCHING TO IGE ISOTYPES","Isotype switching, IgE","GO:0048289","Adaptive","Humoral","B cell",2
"152","HSPD1","ISOTYPE SWITCHING TO IGG ISOTYPES","Isotype switching, IgG","GO:0048291","Adaptive","Humoral","B cell",1
"153","TGFBR2,ITGB8,ITGB6","LANGERHANS CELL DIFFERENTIATION","Differentiation, Langerhans","GO:0061520","Innate","APC","APC",3
"154","PRDX1,PRDX2,ZNF3","LEUKOCYTE ACTIVATION","Activation, Leukocyte","GO:0045321","General","Leukocyte","Leukocyte",3
"155","SYK,IL2","LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Activation, Immune response, Leukocyte","GO:0002366","General","Leukocyte","Leukocyte",2
"156","SCNN1B","LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE","Activation, Inflammatory response, Leukocyte","GO:0002269","General","Leukocyte","Leukocyte",1
"157","CX3CL1","LEUKOCYTE ADHESIVE ACTIVATION","Activation, Adhesive, Leukocyte","GO:0050902","General","Leukocyte","Leukocyte",1
"158","CXCR5,CX3CR1,S1PR1,PPIA,GPR183,IL10,CX3CL1,CNR2,MT-RNR2,CORO1A","LEUKOCYTE CHEMOTAXIS","Chemotaxis, Leukocyte","GO:0030595","General","Leukocyte","Leukocyte",10
"159","ALOX5,MDK,PTN,LBP","LEUKOCYTE CHEMOTAXIS INVOLVED IN INFLAMMATORY RESPONSE","Chemotaxis, Inflammatory response, Leukocyte","GO:0002232","General","Leukocyte","Leukocyte",4
"160","HCK","LEUKOCYTE DEGRANULATION","Degranulation, Leukocyte","GO:0043299","General","Leukocyte","Leukocyte",1
"161","BAX,BCL2,CXCL6,FLT3","LEUKOCYTE HOMEOSTASIS","Homeostasis, Leukocyte","GO:0001776","General","Leukocyte","Leukocyte",4
"162","PRF1","LEUKOCYTE MEDIATED CYTOTOXICITY","Cytotoxicity, Leukocyte","GO:0001909","General","Leukocyte","Leukocyte",1
"163","DBH","LEUKOCYTE MEDIATED IMMUNITY","Immunity, Leukocyte","GO:0002443","General","Leukocyte","Leukocyte",1
"164","PDE4B,SELL,MYH9,MSN,AIMP1,ELANE,SRC,SELP,SELE,ADORA1,ITGA3,DBH,F2RL1,SOS1,ITGB7,ADD2,ITGA6,CD34","LEUKOCYTE MIGRATION","Migration, Leukocyte","GO:0050900","General","Leukocyte","Leukocyte",18
"165","HCK,FUT7","LEUKOCYTE MIGRATION INVOLVED IN IMMUNE RESPONSE","Migration, Immune response, Leukocyte","GO:0002522","General","Leukocyte","Leukocyte",2
"166","ELANE,CX3CL1,ADAM8,ALOX5,SELE,FUT7","LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE","Migration, Inflammatory response, Leukocyte","GO:0002523","General","Leukocyte","Leukocyte",6
"167","SELE,VCAM1,SELL,SELP,SPN,ADD2,JAM2,ITGB7,GCNT1,ITGA4,CX3CR1,LEP","LEUKOCYTE TETHERING OR ROLLING","Tethering or roling, Leukocyte","GO:0050901","General","Leukocyte","Leukocyte",12
"168","CXCR5,NKX2-3,IL7R,IL15,PDPN,RORC,RC3H1,SPNS2,LTB","LYMPH NODE DEVELOPMENT","Development, Lymph node","GO:0048535","General","Organ","Lymphocyte",9
"169","LAX1,AXL,TYRO3,MERTK","LYMPHOCYTE ACTIVATION","Activation, Lymphocyte","GO:0046649","Adaptive","General","Lymphocyte",4
"170","CCL3,CCL18,CCL4,CCL7,XCL1,CCL2,ADAM8,GPR15LG,CX3CL1,CCL4L1,CCL1,CCL3L1,SAA1,CCL8,CCL24,CCL5,CCL20,CCL23","LYMPHOCYTE CHEMOTAXIS","Chemotaxis, Lymphocyte","GO:0048247","Adaptive","General","Lymphocyte",18
"171","IL2RG,STAT5B,PRKDC,RELB,TOX,SPI1","LYMPHOCYTE DIFFERENTIATION","Differentiation, Lymphocyte","GO:0030098","Adaptive","General","Lymphocyte",6
"172","SPNS2,SOS1,BCL2,TNFRSF17,SKIL,PACS1,SOS2","LYMPHOCYTE HOMEOSTASIS","Homeostasis, Lymphocyte","GO:0002260","Adaptive","General","Lymphocyte",7
"173","GATA3,SPNS2","LYMPHOCYTE MIGRATION","Migration, Lymphocyte","GO:0072676","Adaptive","General","Lymphocyte",2
"174","FUT4,CCR7,FUT7","LYMPHOCYTE MIGRATION INTO LYMPH NODE","Migration, Lymphonode, Lymphocyte","GO:0097022","Adaptive","General","Lymphocyte",3
"175","CRTAM,ARTN,FUT7","LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","Migration, Lymphoid organs, Lymphocyte","GO:0097021","Adaptive","General","Lymphocyte",3
"176","IL2,IMPDH2,HPRT1,FLT3,TLR4,PURA","LYMPHOCYTE PROLIFERATION","Proliferation, Lymphocyte","GO:0046651","Adaptive","General","Lymphocyte",6
"177","IL13,HAMP,CRTC3,JMJD6,FCGR3A,TMEM229B,SLC11A1,ADGRF5,TLR4,EDN2","MACROPHAGE ACTIVATION","Activation, Macrophage","GO:0042116","Innate","APC","Macrophage",10
"178","TICAM1,IFI35,IL33,PRKCE,SYK,LBP,PLCG2","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Activation, Immune response, Macrophage","GO:0002281","Innate","APC","Macrophage",7
"179","SFTPD,CCL2,LGALS3,AZU1,EDNRB,EDN2,RPL13A,CXCL17,CCL5,SAA1,CCL3,MMP2","MACROPHAGE CHEMOTAXIS","Chemotaxis, Macrophage","GO:0048246","Innate","APC","Macrophage",12
"180","LIPA,CSF1","MACROPHAGE HOMEOSTASIS","Homeostasis, Macrophage","GO:0061519","Innate","APC","Macrophage",2
"181","ROR2,MCOLN2,BCR,CCR2,B4GALT1","MACROPHAGE MIGRATION","Migration, Macrophage","GO:1905517","Innate","APC","Macrophage",5
"182","CDH17,BCL3,LFNG,NOTCH2","MARGINAL ZONE B CELL DIFFERENTIATION","Differentiation, B cell, Marginal zone","GO:0002315","Adaptive","Humoral","B cell",4
"183","CBL,RAB44,PIK3CG,CLNK,RASGRP1,GPR15LG,PTGDS,SYK,KIT,CHGA,FCER1A,MILR1,ADORA2B,CPLX2,BTK,SNAP23,SLC18A2,S100A12,KITLG,NF1,SERPINB9,NDST2,STAT5B,SLC15A4,CBL,RAB44,PIK3CG,CLNK,RASGRP1,GPR15LG,PTGDS,SYK,KIT,CHGA,FCER1A,MILR1,ADORA2B,CPLX2,BTK,SNAP23,SLC18A2,S100A12,KITLG,NF1,SERPINB9,NDST2,STAT5B,SLC15A4,CBL,RAB44,PIK3CG,CLNK,RASGRP1,GPR15LG,PTGDS,SYK,KIT,CHGA,FCER1A,MILR1,ADORA2B,CPLX2,BTK,SNAP23,SLC18A2,S100A12,KITLG,NF1,SERPINB9,NDST2,STAT5B,SLC15A4,CBL,RAB44,PIK3CG,CLNK,RASGRP1,GPR15LG,PTGDS,SYK,KIT,CHGA,FCER1A,MILR1,ADORA2B,CPLX2,BTK,SNAP23,SLC18A2,S100A12,KITLG,NF1,SERPINB9,NDST2,STAT5B,SLC15A4","MAST CELL","Mast cell","Manual","Innate","Cell","Mast cell",24
"184","S100A12,CHGA","MAST CELL ACTIVATION","Activation, Mast cell","GO:0045576","Innate","Cells","Mast cell",2
"185","KITLG,NF1","MAST CELL APOPTOTIC PROCESS","Apoptotic process, Mast cell","GO:0033024","Innate","Cells","Mast cell",2
"186","KIT,CHGA","MAST CELL CHEMOTAXIS","Chemotaxis, Mast cell","GO:0002551","Innate","Cells","Mast cell",2
"187","CBL,RAB44,PIK3CG,CLNK,RASGRP1,GPR15LG,PTGDS,SYK,KIT,CHGA,FCER1A,MILR1,ADORA2B,CPLX2","MAST CELL DEGRANULATION","Degranulation, Mast cell","GO:0043303","Innate","Cells","Mast cell",14
"188","SLC15A4","MAST CELL HOMEOSTASIS","Homeostasis, Mast cell","GO:0033023","Innate","Cells","Mast cell",1
"189","SERPINB9,NDST2","MAST CELL MEDIATED IMMUNITY","Immunity, Mast cell","GO:0002448","Innate","Cells","Mast cell",2
"190","KITLG,STAT5B","MAST CELL MIGRATION","Migration, Mast cell","GO:0097531","Innate","Cells","Mast cell",2
"191","IL2RG","MATURE B CELL DIFFERENTIATION","Differentiation, B cell, Mature","GO:0002335","Adaptive","Humoral","B cell",1
"192","RAG2,GPR183,C17orf99,FCGR2B","MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Differentiation, Immune response, B cell, Mature","GO:0002313","Adaptive","Humoral","B cell",4
"193","XCL1","MATURE NATURAL KILLER CELL CHEMOTAXIS","Chemotaxis, NK cell, mature","GO:0035782","Innate","Cells","NK cell",1
"194","ST3GAL1","MEMORY B CELL DIFFERENTIATION","Differentiation, B cell, Memory","GO:0002319","Adaptive","Humoral","B cell",1
"195","TNFSF4","MEMORY T CELL ACTIVATION","Activation, T cell, Memory","GO:0035709","Adaptive","Cellular","T cell",1
"196","ITGAL","MEMORY T CELL EXTRAVASATION","Extravasation, T cell, Memory","GO:0035683","Adaptive","Cellular","T cell",1
"197","DOCK8","MEMORY T CELL PROLIFERATION","Proliferation, T cell, Memory","GO:0061485","Adaptive","Cellular","T cell",1
"198","SNCA,ITGAM,AIF1,TRPV1,IL13,C5AR1,IFNGR1,IFNGR2,CX3CL1,CLU,MAPT,AZU1,NAGLU","MICROGLIAL CELL ACTIVATION","Activation, Microglial cell","GO:0001774","Innate","Cellular","Microglial cell",13
"199","CX3CR1,IL33,GRN","MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Activation, Immune response, Microglial cell","GO:0002282","Innate","Cellular","Microglial cell",3
"200","AZU1,HYAL2,MT1G,CSF1,SPACA3,P0DOX3","MONOCYTE ACTIVATION","Activation, Monocyte","GO:0042117","Innate","APC","Monocyte",6
"201","CCL3L1,CX3CL1,IL6R,CCL3,CCL18,CCL1,CCL7,LGALS3,CTSG,XCL1,CCL5,CCL2,CCL23,FLT1,CCL4,CCL4L1,CCL24,CCR2,CCL20,RPS19,CCL8,S100A12","MONOCYTE CHEMOTAXIS","Chemotaxis, Monocyte","GO:0002548","Innate","APC","Monocyte",22
"202","CCR2,JAML,SIRPA,PECAM1","MONOCYTE EXTRAVASATION","Extravasation, Monocyte","GO:0035696","Innate","APC","Monocyte",4
"203","MPL,CSF1","MONOCYTE HOMEOSTASIS","Homeostasis, Monocyte","GO:0035702","Innate","APC","Monocyte",2
"204","CCL3L1,CX3CL1,IL6R,CCL3,CCL18,CCL1,CCL7,LGALS3,CTSG,XCL1,CCL5,CCL2,CCL23,FLT1,CCL4,CCL4L1,CCL24,CCR2,CCL20,RPS19,CCL8,S100A12,AZU1,HYAL2,MT1G,CSF1,SPACA3,P0DOX3,JAML,SIRPA,PECAM1,MPL,CCL3L1,CX3CL1,IL6R,CCL3,CCL18,CCL1,CCL7,LGALS3,CTSG,XCL1,CCL5,CCL2,CCL23,FLT1,CCL4,CCL4L1,CCL24,CCR2,CCL20,RPS19,CCL8,S100A12,AZU1,HYAL2,MT1G,CSF1,SPACA3,P0DOX3,JAML,SIRPA,PECAM1,MPL,CCL3L1,CX3CL1,IL6R,CCL3,CCL18,CCL1,CCL7,LGALS3,CTSG,XCL1,CCL5,CCL2,CCL23,FLT1,CCL4,CCL4L1,CCL24,CCR2,CCL20,RPS19,CCL8,S100A12,AZU1,HYAL2,MT1G,CSF1,SPACA3,P0DOX3,JAML,SIRPA,PECAM1,MPL,CCL3L1,CX3CL1,IL6R,CCL3,CCL18,CCL1,CCL7,LGALS3,CTSG,XCL1,CCL5,CCL2,CCL23,FLT1,CCL4,CCL4L1,CCL24,CCR2,CCL20,RPS19,CCL8,S100A12,AZU1,HYAL2,MT1G,CSF1,SPACA3,P0DOX3,JAML,SIRPA,PECAM1,MPL","MONOCYTES","Monocytes","Manual","Innate","Monocytes","Cell",32
"205","LGALS3","MONONUCLEAR CELL MIGRATION","Migration, Mononuclear cell","GO:0071674","Innate","Lymphocytes","Mononuclear cells",1
"206","NKX2-3","MUCOSA-ASSOCIATED LYMPHOID TISSUE DEVELOPMENT","Development, Lymphoid tissue, Mucosa","GO:0048537","General","Mucosa","Undefined",1
"207","OTUD7B,CD160,IFNL2,IFNLR1","MUCOSAL IMMUNE RESPONSE","Immune response, Mucosa","GO:0002385","General","Immune response","Mucosa",4
"208","TLR4,REG3G,HSPD1,TIRAP,BTK","MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","PRR, TLR MyD88 dep","GO:0002755","Innate","PRR","All",5
"209","TICAM1","MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","PRR, TLR MyD88 indep","GO:0002756","Innate","PRR","All",1
"210","FANCC,NCKAP1L,SOD1,BAX,HAMP,ITPKB","MYELOID CELL HOMEOSTASIS","Homeostasis, Myeloid cell","GO:0002262","Innate","Cellular","NK T cell",6
"211","HMGB1","MYELOID DENDRITIC CELL ACTIVATION","Activation, Dendritic cell, Myeloid","GO:0001773","Innate","APC","Dendritic cell",1
"212","HLA-DRB3","MYELOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","APP, Dendritic cell, Myeloid","GO:0002469","Innate","APC","Dendritic cell",1
"213","CCR7,ARHGEF5","MYELOID DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell, Myeloid","GO:0002408","Innate","APC","Dendritic cell",2
"214","SPI1,BATF2,TGFBR2,NOTCH2,LTBR,PSEN1,RELB,RBPJ","MYELOID DENDRITIC CELL DIFFERENTIATION","Differentiation, Myeloid Dendritic cell","GO:0043011","Innate","APC","Dendritic cell",8
"215","CSF1,PAFAH1B1,PIK3R1,NF1","MYELOID LEUKOCYTE MIGRATION","Migration, Myeloid leukocyte","GO:0097529","General","Cells","Leukocyte",4
"216","IL12B,PRDX1,GATA3,KLRK1,BAG6,FCGR3A,IL2,RASGRP1","NATURAL KILLER CELL ACTIVATION","Activation, NK cell","GO:0030101","Innate","Cells","NK cell",8
"217","IFNA8,IFNE,IL12B","NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Activation, Immune response, NK cell","GO:0002323","Innate","Cells","NK cell",3
"218","PIK3CG","NATURAL KILLER CELL CHEMOTAXIS","Chemotaxis, NK cell","GO:0035747","Innate","Cells","NK cell",1
"219","FCGR3A,UNC13D,KLRF2,RAB27A,VAMP7,CORO1A","NATURAL KILLER CELL DEGRANULATION","Degranulation, NK cell","GO:0043320","Innate","Cells","NK cell",6
"220","KAT7,SP3,PBX1,PTPRC,MERTK,AXL,STAT5B,TYRO3,IL15","NATURAL KILLER CELL DIFFERENTIATION","Differentiation, NK cell","GO:0001779","Innate","Cells","NK cell",9
"221","FCGR3A,PTPN6,GZMB,RAET1G,LAG3,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KLRK1,STAT5B,KIR3DL1,PRDX1,CLEC2A","NATURAL KILLER CELL MEDIATED CYTOTOXICITY","Cytotoxicity, NK cell","GO:0042267","Innate","Cells","NK cell",15
"222","KLRC2","NATURAL KILLER CELL MEDIATED IMMUNITY","Immunity, NK cell","GO:0002228","Innate","Cells","NK cell",1
"223","IL15,EMP2,STAT5B","NATURAL KILLER CELL PROLIFERATION","Proliferation, NK cell","GO:0001787","Innate","Cells","NK cell",3
"224","LGALS9,HLA-E","NATURAL KILLER CELL TOLERANCE INDUCTION","Tolerance, NK cell","GO:0002519","Innate","Cells","NK cell",2
"225","THEMIS","NEGATIVE T CELL SELECTION","Selection-, T cell, Memory","GO:0043383","Adaptive","Cellular","T cell",1
"226","ZAP70,GLI3,CD28,CCR7,SPN,PTPRC","NEGATIVE THYMIC T CELL SELECTION","Selection-, T cell, Thymic","GO:0045060","Adaptive","Cellular","T cell",6
