process,genes,immune_set,set_size,immune_system,immune_subsystem,cells
Antimicrobial humoral response,PRTN3,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,BCL3,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,DEFA4,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,LYZ,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,CST9LP1,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,CST9,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,SLC11A1,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,PRSS3,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antimicrobial humoral response,AZU1,BTM and ImmuneGO,9,General,Humoral,Antimicrobial
Antiviral innate immune response,RNF135,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,PHB1,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,TRIM65,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,UBE2N,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,MAVS,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,NMB,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,RIGI,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,NMBR,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,IFIT1,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,EIF2AK2,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,STING1,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,MBL2,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,NCK1,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,IFIT2,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,NLRP6,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,MX1,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
Antiviral innate immune response,PDE12,BTM and ImmuneGO,17,Innate,Antiviral,Undefined
"Activation, Astrocyte",PSEN1,BTM and ImmuneGO,3,Innate,Innate,Astrocyte
"Activation, Astrocyte",LRP1,BTM and ImmuneGO,3,Innate,Innate,Astrocyte
"Activation, Astrocyte",GRN,BTM and ImmuneGO,3,Innate,Innate,Astrocyte
"Activation, B cell",TICAM1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",BANK1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CXCR5,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",TBC1D10C,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CD79A,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CHRNA4,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CD40,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",GAPT,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",PHB1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CHRNA7,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",MS4A1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",LAX1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",RASGRP1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",HSPD1,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",BTK,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",ZAP70,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CD86,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CD22,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",CHRNB2,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",TXLNA,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",BST2,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",AKAP17A,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",EPHB2,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, B cell",HDAC4,BTM and ImmuneGO,25,Adaptive,Humoral,B cell
"Activation, Immune response, B cell",GPR183,BTM and ImmuneGO,1,Adaptive,Humoral,B cell
"Affinity maturation, B cell",BTK,BTM and ImmuneGO,1,Adaptive,Humoral,B cell
"Chemotaxis, B cell",CH25H,BTM and ImmuneGO,1,Adaptive,Humoral,B cell
"Differentiation, B cell",PLCG2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",PTPRC,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",PAX5,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",TOP2B,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",IFNA8,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",PIK3R1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",RAG1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",MSH2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",RAG2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",IL2RG,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",ADGRG3,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",FZD9,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",MS4A1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",EP300,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",PTPRJ,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",YY1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",STAT5B,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",PTPN2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",LYL1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",SYK,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",CEBPG,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",JAK3,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",CD79B,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",CD79A,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",CR2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",BCL6,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",KIT,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",SP3,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",ZBTB7A,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",NFAM1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",ITGA4,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",CD40LG,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",IL10,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",IL11,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",BCL2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",HDAC4,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",TPD52,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",TCF3,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",RBPJ,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",FOSL2,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",IFNE,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",HHEX,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",FLT3,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",VCAM1,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",ADAM17,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",IL9,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Differentiation, B cell",CDH17,BTM and ImmuneGO,47,Adaptive,Humoral,B cell
"Homeostasis, B cell",SPNS2,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",BAX,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",BCL2,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",GAPT,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",CAMLG,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",MEF2C,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",IL7R,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",RC3H1,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",SOS2,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",SOS1,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",NCKAP1L,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostasis, B cell",CASP3,BTM and ImmuneGO,12,Adaptive,Humoral,B cell
"Homeostatic proliferation, B cell",BAX,BTM and ImmuneGO,2,Adaptive,Humoral,B cell
"Homeostatic proliferation, B cell",RAG2,BTM and ImmuneGO,2,Adaptive,Humoral,B cell
"Lineage commitment, B cell",TCF3,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Lineage commitment, B cell",BCL2,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Lineage commitment, B cell",RAG2,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Lineage commitment, B cell",PRKDC,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Immunity, B cell",CD40,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Immunity, B cell",MSH2,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Immunity, B cell",CD70,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Immunity, B cell",CD19,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Negative selection, B cell",BAX,BTM and ImmuneGO,1,Adaptive,Humoral,B cell
"Proliferation, B cell",TICAM1,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",BCL2,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",MEF2C,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CD70,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",TLR4,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",IL9,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CD40,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",BCL6,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",RASGRP1,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",PTPRC,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",MS4A1,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CD79A,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",HSPD1,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CD40LG,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",IFNA8,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",IL10,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",ABL1,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",IL7,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CR2,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",PRKCD,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CTPS1,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",IL7R,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",CD38,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",IFNE,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",FOSL2,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, B cell",WNT3A,BTM and ImmuneGO,26,Adaptive,Humoral,B cell
"Proliferation, Immune response, B cell",ABL1,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Proliferation, Immune response, B cell",CD19,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Proliferation, Immune response, B cell",TLR4,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Proliferation, Immune response, B cell",GAPT,BTM and ImmuneGO,4,Adaptive,Humoral,B cell
"Apoptotic signaling, BCR, B cell",BAX,BTM and ImmuneGO,1,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",CD79A,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",BTK,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",ABL1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",BCAR1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",BCL2,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",CTLA4,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",CD79B,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",SYK,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",GRB2,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",CD19,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",MEF2C,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",MNDA,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",PLCG2,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",PTPRC,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",NCKAP1L,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",SOS1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",ITK,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",MAPK1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",BMX,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",NFKBIA,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",PTPN6,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",MS4A1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",TEC,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",CD38,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",NFAM1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",NFKB1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Signaling, BCR, B cell",BANK1,BTM and ImmuneGO,31,Adaptive,Humoral,B cell
"Differentiation, B-1 B cell",CD19,BTM and ImmuneGO,1,Adaptive,Humoral,B cell
"Homeostasis, B-1 B cell",TNFAIP3,BTM and ImmuneGO,2,Adaptive,Humoral,B cell
"Homeostasis, B-1 B cell",ABL1,BTM and ImmuneGO,2,Adaptive,Humoral,B cell
"Chemotaxis, Basophil",VEGFA,BTM and ImmuneGO,1,Innate,Innate,Basophil
"Homeostasis, Basophil",MPL,BTM and ImmuneGO,1,Innate,Innate,Basophil
"Selection, Beta",ZAP70,BTM and ImmuneGO,3,Adaptive,Cellular,T cell
"Selection, Beta",SYK,BTM and ImmuneGO,3,Adaptive,Cellular,T cell
"Selection, Beta",RHOA,BTM and ImmuneGO,3,Adaptive,Cellular,T cell
"Biosynthesis, Antibacterial peptides against Gram-",ELANE,BTM and ImmuneGO,1,Undefined,Undefined,Undefined
"Development, Bone marrow",LRRC17,BTM and ImmuneGO,5,Adaptive,Organ,Bone marrow
"Development, Bone marrow",ASXL1,BTM and ImmuneGO,5,Adaptive,Organ,Bone marrow
"Development, Bone marrow",LIPA,BTM and ImmuneGO,5,Adaptive,Organ,Bone marrow
"Development, Bone marrow",HOXB4,BTM and ImmuneGO,5,Adaptive,Organ,Bone marrow
"Development, Bone marrow",PTPRC,BTM and ImmuneGO,5,Adaptive,Organ,Bone marrow
"Lineage commitment, CD4+ OR CD8+, abT cell",BRAF,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"Activation, CD4+, abT cell",CDH26,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"Costimulation, CD4+, abT cell",CD81,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"Differentiation, CD4+ T cell",CD83,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Differentiation, CD4+ T cell",BRAF,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Lineage commitment, CD4+, abT cell",TOX,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"Proliferation, CD4+, abT cell",PRKCQ,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Proliferation, CD4+, abT cell",CD28,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Differentiation, CD4+, CD25+, abTreg",FUT7,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Differentiation, CD4+, CD25+, abTreg",IL2RG,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Lineage commitment, CD4+, CD25+, abTreg",TOX,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"Activation, CD8+, abT cell",HLA-E,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Activation, CD8+, abT cell",WDFY4,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Differentiation, CD8+, abT cell",PSMB11,BTM and ImmuneGO,3,Adaptive,Cellular,T cell
"Differentiation, CD8+, abT cell",IRF1,BTM and ImmuneGO,3,Adaptive,Cellular,T cell
"Differentiation, CD8+, abT cell",TNFSF8,BTM and ImmuneGO,3,Adaptive,Cellular,T cell
"Differentiation, Immune response, CD8+, abT cell",EOMES,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"Lineage commitment, CD8+, abT cell",TOX,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Lineage commitment, CD8+, abT cell",BCL2,BTM and ImmuneGO,2,Adaptive,Cellular,T cell
"Differentiation, CD8+, gdT cell, Intraepithelial",KLRC1,BTM and ImmuneGO,1,Adaptive,Cellular,T cell
"PRR, Cell surface, Pathway",MBL2,BTM and ImmuneGO,3,Innate,PRR,All
"PRR, Cell surface, Pathway",LBP,BTM and ImmuneGO,3,Innate,PRR,All
"PRR, Cell surface, Pathway",CD14,BTM and ImmuneGO,3,Innate,PRR,All
Cellular extravasation,ITGA1,BTM and ImmuneGO,3,General,General,Leukocyte
Cellular extravasation,AZU1,BTM and ImmuneGO,3,General,General,Leukocyte
Cellular extravasation,JAM2,BTM and ImmuneGO,3,General,General,Leukocyte
Cellular response to Interferon I,IFIT1,BTM and ImmuneGO,1,Innate,Interferon,Undefined
Cellular response to Interferon II,DAPK1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,WAS,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL5,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL4,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,STXBP1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,NOS2,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,AQP4,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL8,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,STXBP4,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CD47,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,STX4,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,STAT1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CLDN1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,GBP6,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,GBP2,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL3,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,GBP1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL4L1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL3L1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,ACTG1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,RAB43,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL18,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL2,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,FCAR,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,IL12RB1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,RPS6KB1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,MRC1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CX3CL1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,XCL1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,TDGF1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,TLR4,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,IRF8,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CDC42,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,RPL13A,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL20,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,LGALS9,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,STXBP3,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,MYO1C,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,ACTR2,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL24,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,ACTR3,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CASP1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,FASLG,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,SIRPA,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL7,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CCL23,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,KIF5B,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,VIM,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CD58,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,CALM1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,GBP7,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,IL12B,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,WNT5A,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,HLA-DPA1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,PDE12,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,ACOD1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,ADAMTS13,BTM and ImmuneGO,59,Innate,Interferon,Undefined
Cellular response to Interferon II,AIF1,BTM and ImmuneGO,59,Innate,Interferon,Undefined
"Antigen, Chronic, Inflammatory response",IL10,BTM and ImmuneGO,1,Innate,Inflammation,Undefined
"Activation, Complement",C4B,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFHR2,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",C7,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFH,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",C4A,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",C6,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFD,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFHR3,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",MASP1,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFHR1,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",C1S,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CLU,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",C1R,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",MASP2,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFP,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Activation, Complement",CFB,BTM and ImmuneGO,16,Complement,Complement,Undefined
"Complement, Alternative pathway",CFD,BTM and ImmuneGO,7,Complement,Complement,Undefined
"Complement, Alternative pathway",CR1,BTM and ImmuneGO,7,Complement,Complement,Undefined
