"process","genes","set_size","immune_system","immune_sub_system","immune_tissue","go_term","gene_set_short"
"ADAPTIVE IMMUNE SYSTEM","BAX",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BRAF",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CDH26",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TOX",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RAB27A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ABL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL15",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FCER1G",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","YY1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HSPD1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL2RG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ST3GAL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TNFSF4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ITGAL",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DOCK8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HLA-G",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCR7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LRRC8A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD28",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ADAR",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD1D",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCR2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ZFPM1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PSG9",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FCER1A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CLEC4G",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PTPRC",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RAG2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TNFAIP3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD83",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PRKCQ",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FUT7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","WDFY4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BCL2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CRKL",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CRK",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","WNT4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BCL6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","STAT6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GATA3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SPNS2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LGALS1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SPI1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MLH1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MSH2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","APBB1IP",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","XG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD99",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LIG4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PRKDC",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RC3H1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CEBPB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RORC",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RORA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL20",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CORO1A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ACOD1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","STAT5B",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FAS",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RPS6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","AKT1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PSMB11",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IRF1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TNFSF8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MYH9",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CDH17",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IRF8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BCL3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ZP3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TCF3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FUT4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ARTN",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SHLD3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SHLD1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SHLD2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SLC11A1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RELB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL4R",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SPN",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MTOR",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","STAT3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NOTCH1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PHB1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PTGER4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ATP7A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL12B",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ITPKB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD40",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD70",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TLR4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GAPT",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FCGR2B",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLCG2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TCF7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","AXL",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TYRO3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MERTK",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LFNG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NOTCH2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL6R",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL6ST",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","JAK1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL10",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL33",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LRRC17",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ASXL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LIPA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HOXB4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IRF2BP2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","KIT",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SYVN1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PTX3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SFTPA1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LBP",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","C4B",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MBL2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SRF",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","UNG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MSH6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PMS2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL18BP",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HMGB2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RPL22",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GLI3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ADA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MEF2C",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","UNC13D",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ADAM17",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NFKB2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MSN",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PRF1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EPHB1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IMPDH2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HPRT1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FLT3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PURA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MSH3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CXADR",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","JAML",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SOS1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SKIL",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PACS1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SOS2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CXCL12",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DEFA4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SLC12A2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DEFA1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MYB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MEN1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","KMT2A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ERCC1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD40LG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RNF168",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SANBR",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MDK",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","F2RL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LCP1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PSEN1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","JAG1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CR2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GNL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CR1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GPR15",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","S1PR1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ITGB7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GZMM",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PPP3CB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EMP2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CTSC",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL7R",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","B2M",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CAMLG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NCKAP1L",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CASP3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LIMK1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","VAV2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SRC",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","VAV1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PRKCE",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HCK",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PTK2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PRKCD",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FGR",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLPP4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NKX2-5",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EPB42",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CDKN2B",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PBX1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NKX3-2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NKX2-3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CACNB4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL18",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","XCL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ADAM8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GPR15LG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CX3CL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL4L1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL3L1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SAA1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL24",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
