"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size","gene_set_short_2","process_2","immune_system_2","immune_sub_system_2","immune_tissue_2","go_term_2","genes_2","set_size_2"
"ADAPTIVE IMMUNE SYSTEM","DEFA1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MYB","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MEN1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","KMT2A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ERCC1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD40LG","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","RNF168","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SANBR","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","IFNE","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MDK","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","F2RL1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LCP1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PSEN1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","IFNA8","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD1C","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD46","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","JAG1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CR2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","BTN3A2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GNL1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CR1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GPR15","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","S1PR1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ITGB7","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GZMM","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CTSH","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TAP2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PPP3CB","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EMP2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CTSC","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","IL7R","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","B2M","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CAMLG","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NCKAP1L","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CASP3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LIMK1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","VAV2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SRC","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","VAV1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PRKCE","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","HCK","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PTK2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PRKCD","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","FGR","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PLPP4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NKX2-5","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EPB42","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CDKN2B","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PBX1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NKX3-2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NKX2-3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CACNB4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL18","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL7","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","XCL1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ADAM8","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GPR15LG","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CX3CL1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL4L1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL3L1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SAA1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL8","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL24","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL5","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCL23","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PPP2CA","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CHST3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","JAK3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ZC3H8","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PPP2R1A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","IL20RB","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCNB2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PRDX2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD86","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PTPN6","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CAV1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PTPN11","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","DPP4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MAP3K8","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","KLRK1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD160","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD24","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD80","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PIK3CA","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EFNB1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EFNB2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CSK","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NKAP","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CTNNB1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ZFP36L2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NCAPH2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ZFP36L1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CDK6","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","JMJD6","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TESPA1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TICAM1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","BANK1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CXCR5","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TBC1D10C","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD79A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CHRNA4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CHRNA7","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MS4A1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","RASGRP1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD22","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CHRNB2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TXLNA","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","BST2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","AKAP17A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EPHB2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","HDAC4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MAP2K1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","HAND2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MAP2K2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","FOXI3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SOD1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TGFBR1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MAPK3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EPHB3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LMO4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MAPK1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TYR","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","IL9","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CTPS1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD38","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","FOSL2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","WNT3A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PSMB10","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","FKBP1B","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","KITLG","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LMBR1L","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TNFRSF4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","IDO1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD151","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SCGB1A1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CCND3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","KDELR1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","DTX1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SOX4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PTPN2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LEPR","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GPR89A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LEP","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","EGR1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PKNOX1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PIK3R1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NRARP","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SP3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GPR89B","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","BCAR1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CTLA4","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD79B","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","GRB2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MNDA","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","BMX","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NFKBIA","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TEC","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NFAM1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NFKB1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","WAS","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","RBX1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NCK1","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","SMAD3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PPP3CA","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","LAG3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","NLRC3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","FKBP1A","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","MFAP3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TNFAIP8L2","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD7","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD276","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD44","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","DCAF12","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","CD8B","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","DDOST","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","PAX5","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","TOP2B","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE SYSTEM","ADGRG3","Manual","Adaptive","General","Adaptive immune system","General",676,NA,NA,NA,NA,NA,NA,NA,NA
