"","condition","genes"
"1107","WETVAX (D5-7)","GBP2"
"1108","WETVAX (D5-7)","GCH1"
"1109","WETVAX (D5-7)","GRB2"
"1110","WETVAX (D5-7)","GRN"
"1111","WETVAX (D5-7)","GSDMD"
"1112","WETVAX (D5-7)","HCK"
"1113","WETVAX (D5-7)","HLA-DPA1"
"1114","WETVAX (D5-7)","HP"
"1115","WETVAX (D5-7)","IFI27"
"1116","WETVAX (D5-7)","IFI30"
"1117","WETVAX (D5-7)","IFI35"
"1118","WETVAX (D5-7)","IFI6"
"1119","WETVAX (D5-7)","IFIT1"
"1120","WETVAX (D5-7)","IFIT2"
"1121","WETVAX (D5-7)","IFITM1"
"1122","WETVAX (D5-7)","IFITM2"
"1123","WETVAX (D5-7)","IFITM3"
"1124","WETVAX (D5-7)","IFNGR2"
"1125","WETVAX (D5-7)","IGSF6"
"1126","WETVAX (D5-7)","IL13"
"1127","WETVAX (D5-7)","IL15"
"1128","WETVAX (D5-7)","IL1RN"
"1129","WETVAX (D5-7)","IDO1"
"1130","WETVAX (D5-7)","IRF1"
"1131","WETVAX (D5-7)","IRF2"
"1132","WETVAX (D5-7)","IRF9"
"1133","WETVAX (D5-7)","LGALS9"
"1134","WETVAX (D5-7)","LILRA3"
"1135","WETVAX (D5-7)","LILRB1"
"1136","WETVAX (D5-7)","LIPA"
"1137","WETVAX (D5-7)","LTBR"
"1138","WETVAX (D5-7)","MNDA"
"1139","WETVAX (D5-7)","MX1"
"1140","WETVAX (D5-7)","MX2"
"1141","WETVAX (D5-7)","NCF1"
"1142","WETVAX (D5-7)","NCF2"
"1143","WETVAX (D5-7)","NCKAP1L"
"1144","WETVAX (D5-7)","OAS2"
"1145","WETVAX (D5-7)","PRDX2"
"1146","WETVAX (D5-7)","PSMB10"
"1147","WETVAX (D5-7)","PSMB9"
"1148","WETVAX (D5-7)","PSME1"
"1149","WETVAX (D5-7)","PYHIN1"
"1150","WETVAX (D5-7)","SIRPA"
"1151","WETVAX (D5-7)","STAT1"
"1152","WETVAX (D5-7)","STAT2"
"1153","WETVAX (D5-7)","TAP1"
"1154","WETVAX (D5-7)","TAP2"
"1155","WETVAX (D5-7)","TEC"
"1156","WETVAX (D5-7)","THEMIS2"
"1157","WETVAX (D5-7)","TNFRSF1B"
"1158","WETVAX (D5-7)","TNFSF10"
"1159","WETVAX (D5-7)","TRIM21"
"1160","WETVAX (D5-7)","TRIM22"
"1161","WETVAX (D5-7)","LILRA2"
"1162","WETVAX (D50-60)","BTN3A2"
"1163","WETVAX (D50-60)","CCR2"
"1164","WETVAX (D50-60)","CD1C"
"1165","WETVAX (D50-60)","CD79B"
"1166","WETVAX (D50-60)","CD8B"
"1167","WETVAX (D50-60)","CLU"
"1168","WETVAX (D50-60)","CORO1A"
"1169","WETVAX (D50-60)","CX3CR1"
"1170","WETVAX (D50-60)","EIF2B2"
"1171","WETVAX (D50-60)","FGR"
"1172","WETVAX (D50-60)","HYAL2"
"1173","WETVAX (D50-60)","LAIR1"
"1174","WETVAX (D50-60)","PHB1"
"1175","WETVAX (D50-60)","PSEN1"
"1176","WETVAX (D50-60)","PTPN6"
"1177","WETVAX (D50-60)","TICAM2"
"1178","WETVAX (D50-60)","TNFSF10"
"1179","WETVAX (D50-60)","TRIM21"
"1180","WETVAX (D50-60)","ADM"
"1181","WETVAX (D50-60)","ARID5A"
"1182","WETVAX (D50-60)","CASP3"
"1183","WETVAX (D50-60)","CD47"
"1184","WETVAX (D50-60)","CD55"
"1185","WETVAX (D50-60)","CRTAM"
"1186","WETVAX (D50-60)","CXCR4"
"1187","WETVAX (D50-60)","HCK"
"1188","WETVAX (D50-60)","IFNGR1"
"1189","WETVAX (D50-60)","IL13"
"1190","WETVAX (D50-60)","CXCL8"
"1191","WETVAX (D50-60)","CXCR2"
"1192","WETVAX (D50-60)","LMO4"
"1193","WETVAX (D50-60)","PDE4B"
"1194","WETVAX (D50-60)","PIK3R1"
"1195","WETVAX (D50-60)","PRKDC"
"1196","WETVAX (D50-60)","SMAD3"
"1197","WETVAX (D50-60)","TGFBR3"
"1198","WETVAX (D50-60)","TNFAIP3"
"1199","WETVAX (D50-60)","TRIM23"
"1200","WETVAX (D50-60)","USP14"
"1201","WETVAX (D50-60)","ZFP36L2"
"1202","MVA85A (D2)","APOBEC3A"
"1203","MVA85A (D2)","BST2"
"1204","MVA85A (D2)","CASP1"
"1205","MVA85A (D2)","CCL2"
"1206","MVA85A (D2)","CCL3"
"1207","MVA85A (D2)","CCL3L1"
"1208","MVA85A (D2)","CCL4"
"1209","MVA85A (D2)","CCL7"
"1210","MVA85A (D2)","CCL8"
"1211","MVA85A (D2)","CD68"
"1212","MVA85A (D2)","CFD"
"1213","MVA85A (D2)","EIF2AK2"
"1214","MVA85A (D2)","FCGR1A"
"1215","MVA85A (D2)","FPR2"
"1216","MVA85A (D2)","FPR3"
"1217","MVA85A (D2)","IFI27"
"1218","MVA85A (D2)","IFI35"
"1219","MVA85A (D2)","IFI6"
"1220","MVA85A (D2)","IFIT1"
"1221","MVA85A (D2)","IFIT2"
"1222","MVA85A (D2)","IFITM2"
"1223","MVA85A (D2)","IFITM3"
"1224","MVA85A (D2)","IRF9"
"1225","MVA85A (D2)","LGALS9"
"1226","MVA85A (D2)","MX1"
"1227","MVA85A (D2)","PARP9"
"1228","MVA85A (D2)","PSMB9"
"1229","MVA85A (D2)","RNASE2"
"1230","MVA85A (D2)","SLC15A3"
"1231","MVA85A (D2)","SRC"
"1232","MVA85A (D2)","STAT1"
"1233","MVA85A (D2)","TICAM2"
"1234","MVA85A (D2)","TNFSF10"
"1235","ZOSTAVAX (D1)","CCL5"
"1236","ZOSTAVAX (D3)","EGR1"
"1237","ZOSTAVAX (D3)","ERAP2"
"1238","ZOSTAVAX (D3)","MX1"
"1239","YF VAX (ANY)","CORO1A"
"1240","YF VAX (ANY)","LIF"
"1241","YF VAX (ANY)","VAV1"
"1242","YF17D (D3)","CD38"
"1243","YF17D (D3)","RIGI"
"1244","YF17D (D3)","DDX60"
"1245","YF17D (D3)","EIF2AK2"
"1246","YF17D (D3)","IFI27"
"1247","YF17D (D3)","IFI6"
"1248","YF17D (D3)","IFIT1"
"1249","YF17D (D3)","IFIT2"
"1250","YF17D (D3)","IL10"
"1251","YF17D (D3)","MX1"
"1252","YF17D (D3)","MX2"
"1253","YF17D (D3)","OAS2"
"1254","YF17D (D3)","PARP9"
"1255","YF17D (D3)","STAT1"
"1256","YF17D (D3)","TRIM22"
"1257","YF VAX (D4-7)","BCR"
"1258","YF VAX (D4-7)","CHGA"
"1259","YF VAX (D4-7)","CORO1A"
"1260","YF VAX (D4-7)","HMGB1"
"1261","YF VAX (D4-7)","ITGA6"
"1262","YF VAX (D4-7)","KDELR1"
"1263","YF VAX (D4-7)","LIF"
"1264","YF VAX (D4-7)","LRP1"
"1265","YF VAX (D4-7)","LTB"
"1266","YF VAX (D4-7)","MYO1G"
"1267","YF VAX (D4-7)","RPL22"
"1268","YF VAX (D4-7)","RPL39"
"1269","YF VAX (D4-7)","RPS6"
"1270","YF VAX (D4-7)","STX4"
"1271","YF VAX (D4-7)","TCF3"
"1272","YF VAX (D4-7)","TOP2B"
"1273","YF VAX (D4-7)","VAV1"
"1274","YF VAX (D4-7)","ZAP70"
"1275","YF VAX (D4-7)","APOBEC3A"
"1276","YF VAX (D4-7)","CCL8"
"1277","YF VAX (D4-7)","CD177"
"1278","YF VAX (D4-7)","CD86"
"1279","YF VAX (D4-7)","CEBPB"
"1280","YF VAX (D4-7)","CX3CR1"
"1281","YF VAX (D4-7)","RIGI"
"1282","YF VAX (D4-7)","DEFB105A"
"1283","YF VAX (D4-7)","EIF2AK2"
"1284","YF VAX (D4-7)","FCGR3A"
"1285","YF VAX (D4-7)","FGR"
"1286","YF VAX (D4-7)","FPR2"
"1287","YF VAX (D4-7)","HEXIM1"
"1288","YF VAX (D4-7)","IFI27"
"1289","YF VAX (D4-7)","IFI30"
"1290","YF VAX (D4-7)","IFI6"
"1291","YF VAX (D4-7)","IFIT1"
"1292","YF VAX (D4-7)","IFIT2"
"1293","YF VAX (D4-7)","IFITM1"
"1294","YF VAX (D4-7)","IFITM2"
"1295","YF VAX (D4-7)","IFITM3"
"1296","YF VAX (D4-7)","IL1RN"
"1297","YF VAX (D4-7)","IL2RG"
"1298","YF VAX (D4-7)","IRF9"
"1299","YF VAX (D4-7)","ITGAM"
"1300","YF VAX (D4-7)","LILRB2"
"1301","YF VAX (D4-7)","MT1G"
"1302","YF VAX (D4-7)","MX1"
"1303","YF VAX (D4-7)","MX2"
"1304","YF VAX (D4-7)","NF1"
"1305","YF VAX (D4-7)","NFKBIA"
"1306","YF VAX (D4-7)","NOTCH2"
"1307","YF VAX (D4-7)","OAS2"
"1308","YF VAX (D4-7)","PARP9"
"1309","YF VAX (D4-7)","PECAM1"
"1310","YF VAX (D4-7)","PSMB9"
"1311","YF VAX (D4-7)","PSME1"
"1312","YF VAX (D4-7)","PTPN2"
"1313","YF VAX (D4-7)","PYHIN1"
"1314","YF VAX (D4-7)","RBX1"
"1315","YF VAX (D4-7)","SRC"
"1316","YF VAX (D4-7)","STAT6"
"1317","YF VAX (D4-7)","TAP1"
"1318","YF VAX (D4-7)","TNFSF10"
"1319","YF VAX (D4-7)","TRIM21"
"1320","YF VAX (D4-7)","TRIM22"
"1321","YF VAX (D4-7)","TYR"
"1322","YF VAX (D4-7)","WFDC3"
"1323","YF VAX (D4-7)","ZFP36L2"
"1324","STAMARIL (D10)","CD46"
"1325","STAMARIL (D10)","DCAF12"
"1326","STAMARIL (D10)","EPB42"
"1327","STAMARIL (D10)","FCER1A"
"1328","STAMARIL (D10)","IL1R2"
"1329","STAMARIL (D10)","LGALS3"
"1330","STAMARIL (D10)","PACS1"
"1331","STAMARIL (D10)","PI3"
"1332","STAMARIL (D10)","PRDX2"
"1333","STAMARIL (D10)","PRKDC"
"1334","STAMARIL (D10)","RPL22"
"1335","STAMARIL (D10)","SNCA"
"1336","STAMARIL (D10)","STAT5B"
"1337","STAMARIL (D10)","ADA"
"1338","STAMARIL (D10)","ADAR"
"1339","STAMARIL (D10)","APOBEC3F"
"1340","STAMARIL (D10)","BATF2"
"1341","STAMARIL (D10)","BST2"
"1342","STAMARIL (D10)","CASP1"
"1343","STAMARIL (D10)","CCNB2"
"1344","STAMARIL (D10)","CCR1"
"1345","STAMARIL (D10)","CD38"
"1346","STAMARIL (D10)","CX3CR1"
"1347","STAMARIL (D10)","RIGI"
"1348","STAMARIL (D10)","DDX60"
"1349","STAMARIL (D10)","EIF2AK2"
"1350","STAMARIL (D10)","GBP1"
"1351","STAMARIL (D10)","GBP2"
"1352","STAMARIL (D10)","GCH1"
"1353","STAMARIL (D10)","IFI27"
"1354","STAMARIL (D10)","IFI30"
"1355","STAMARIL (D10)","IFI35"
"1356","STAMARIL (D10)","IFI6"
"1357","STAMARIL (D10)","IFIT1"
"1358","STAMARIL (D10)","IFIT2"
"1359","STAMARIL (D10)","IFITM1"
"1360","STAMARIL (D10)","IFITM3"
"1361","STAMARIL (D10)","IL15"
"1362","STAMARIL (D10)","IL1RN"
"1363","STAMARIL (D10)","IRF9"
"1364","STAMARIL (D10)","LGALS9"
"1365","STAMARIL (D10)","MX1"
"1366","STAMARIL (D10)","OAS2"
"1367","STAMARIL (D10)","PARP9"
"1368","STAMARIL (D10)","PML"
"1369","STAMARIL (D10)","PRF1"
"1370","STAMARIL (D10)","RNF135"
"1371","STAMARIL (D10)","SRC"
"1372","STAMARIL (D10)","STAT1"
"1373","STAMARIL (D10)","STAT2"
"1374","STAMARIL (D10)","TAP1"
"1375","STAMARIL (D10)","TAP2"
"1376","STAMARIL (D10)","TNFSF10"
"1377","STAMARIL (D10)","TRIM21"
"1378","STAMARIL (D10)","TRIM22"
"1379","STAMARIL (D10)","UBA7"
"1380","STAMARIL (D10)","ZC3HAV1"
"1381","STAMARIL (D14)","CD46"
"1382","STAMARIL (D14)","ADA"
"1383","STAMARIL (D14)","CCNB2"
"1384","STAMARIL (D14)","CD19"
"1385","STAMARIL (D14)","CD38"
"1386","STAMARIL (D14)","CXCR3"
"1387","STAMARIL (D14)","PPIB"
"1388","STAMARIL (D14)","TNFRSF17"
"1389","STAMARIL (D14)","TRIM26"
"1390","STAMARIL (D14)","XBP1"
"1391","STAMARIL (D28)","IL7R"
"1392","STAMARIL (D28)","RPL22"
"1393","STAMARIL (D28)","FCER1G"
"1394","STAMARIL (D28)","IL1RN"
"1395","STAMARIL (D28)","IRF9"
"1396","STAMARIL (D28)","LGALS9"
"1397","STAMARIL (D28)","MX1"
"1398","STAMARIL (D28)","RNF135"
"1399","STAMARIL (D3)","BANK1"
"1400","STAMARIL (D3)","BCL6"
"1401","STAMARIL (D3)","CD46"
"1402","STAMARIL (D3)","FAU"
"1403","STAMARIL (D3)","GPR183"
"1404","STAMARIL (D3)","PI3"
"1405","STAMARIL (D3)","PRKDC"
"1406","STAMARIL (D3)","RPL13A"
"1407","STAMARIL (D3)","RPL22"
"1408","STAMARIL (D3)","RPL30"
"1409","STAMARIL (D3)","RPS6"
"1410","STAMARIL (D3)","STAT5B"
"1411","STAMARIL (D3)","ADA"
"1412","STAMARIL (D3)","ADAR"
"1413","STAMARIL (D3)","APOBEC3A"
"1414","STAMARIL (D3)","APOBEC3F"
"1415","STAMARIL (D3)","BST2"
"1416","STAMARIL (D3)","CASP1"
"1417","STAMARIL (D3)","CCR1"
"1418","STAMARIL (D3)","CD300C"
"1419","STAMARIL (D3)","CD68"
"1420","STAMARIL (D3)","CD86"
"1421","STAMARIL (D3)","CX3CR1"
"1422","STAMARIL (D3)","RIGI"
"1423","STAMARIL (D3)","DDX60"
"1424","STAMARIL (D3)","EIF2AK2"
"1425","STAMARIL (D3)","FCER1G"
"1426","STAMARIL (D3)","GBP1"
"1427","STAMARIL (D3)","GRN"
"1428","STAMARIL (D3)","IFI27"
"1429","STAMARIL (D3)","IFI30"
"1430","STAMARIL (D3)","IFI35"
"1431","STAMARIL (D3)","IFI6"
"1432","STAMARIL (D3)","IFIT1"
"1433","STAMARIL (D3)","IFIT2"
"1434","STAMARIL (D3)","IFITM1"
"1435","STAMARIL (D3)","IFITM3"
"1436","STAMARIL (D3)","IL1RN"
"1437","STAMARIL (D3)","IRF9"
"1438","STAMARIL (D3)","LGALS9"
"1439","STAMARIL (D3)","LILRB1"
"1440","STAMARIL (D3)","MX1"
"1441","STAMARIL (D3)","MX2"
"1442","STAMARIL (D3)","NRROS"
"1443","STAMARIL (D3)","OAS2"
"1444","STAMARIL (D3)","PARP9"
"1445","STAMARIL (D3)","PSME1"
"1446","STAMARIL (D3)","PTGDS"
"1447","STAMARIL (D3)","RNF135"
"1448","STAMARIL (D3)","SCIMP"
"1449","STAMARIL (D3)","SRC"
"1450","STAMARIL (D3)","STAT1"
"1451","STAMARIL (D3)","STAT2"
"1452","STAMARIL (D3)","TAP1"
"1453","STAMARIL (D3)","TAP2"
"1454","STAMARIL (D3)","TICAM1"
"1455","STAMARIL (D3)","TNFSF10"
"1456","STAMARIL (D3)","TRIM21"
"1457","STAMARIL (D3)","TRIM22"
"1458","STAMARIL (D3)","TRIM26"
"1459","STAMARIL (D3)","UBA7"
"1460","STAMARIL (D3)","ZC3HAV1"
"1461","STAMARIL (D60)","PRDX2"
"1462","STAMARIL (D60)","CD86"
"1463","STAMARIL (D60)","IFI30"
"1464","STAMARIL (D60)","IL15"
"1465","STAMARIL (D60)","LGALS9"
"1466","STAMARIL (D60)","SCIMP"
"1467","STAMARIL (D60)","STAT2"
"1468","STAMARIL (D60)","TAP1"
"1469","STAMARIL (D7)","BANK1"
"1470","STAMARIL (D7)","BCL6"
"1471","STAMARIL (D7)","BSG"
"1472","STAMARIL (D7)","CD46"
"1473","STAMARIL (D7)","DCAF12"
"1474","STAMARIL (D7)","FAU"
"1475","STAMARIL (D7)","GPR183"
"1476","STAMARIL (D7)","IL1R2"
"1477","STAMARIL (D7)","IL7R"
"1478","STAMARIL (D7)","PI3"
"1479","STAMARIL (D7)","PRDX2"
"1480","STAMARIL (D7)","PRKDC"
"1481","STAMARIL (D7)","RPL13A"
"1482","STAMARIL (D7)","RPL22"
"1483","STAMARIL (D7)","RPL30"
"1484","STAMARIL (D7)","RPL39"
"1485","STAMARIL (D7)","RPS6"
"1486","STAMARIL (D7)","S100A12"
"1487","STAMARIL (D7)","STAT5B"
"1488","STAMARIL (D7)","ADA"
"1489","STAMARIL (D7)","ADAR"
"1490","STAMARIL (D7)","APOBEC3A"
"1491","STAMARIL (D7)","APOBEC3F"
"1492","STAMARIL (D7)","BATF2"
"1493","STAMARIL (D7)","BST2"
"1494","STAMARIL (D7)","CCL8"
"1495","STAMARIL (D7)","CCNB2"
"1496","STAMARIL (D7)","CCR1"
"1497","STAMARIL (D7)","CD300C"
"1498","STAMARIL (D7)","CD38"
"1499","STAMARIL (D7)","CD68"
"1500","STAMARIL (D7)","CD86"
"1501","STAMARIL (D7)","CX3CR1"
"1502","STAMARIL (D7)","RIGI"
"1503","STAMARIL (D7)","DDX60"
"1504","STAMARIL (D7)","EIF2AK2"
"1505","STAMARIL (D7)","FCER1G"
"1506","STAMARIL (D7)","GBP1"
"1507","STAMARIL (D7)","GBP2"
"1508","STAMARIL (D7)","GCH1"
"1509","STAMARIL (D7)","GNLY"
"1510","STAMARIL (D7)","GRN"
"1511","STAMARIL (D7)","GZMB"
"1512","STAMARIL (D7)","HLA-DRB4"
"1513","STAMARIL (D7)","IDO1"
"1514","STAMARIL (D7)","IFI27"
"1515","STAMARIL (D7)","IFI30"
"1516","STAMARIL (D7)","IFI35"
"1517","STAMARIL (D7)","IFI6"
"1518","STAMARIL (D7)","IFIT1"
"1519","STAMARIL (D7)","IFIT2"
"1520","STAMARIL (D7)","IFITM1"
"1521","STAMARIL (D7)","IFITM3"
"1522","STAMARIL (D7)","IL15"
"1523","STAMARIL (D7)","IL1RN"
"1524","STAMARIL (D7)","IRF9"
"1525","STAMARIL (D7)","KIR2DL3"
"1526","STAMARIL (D7)","LAG3"
"1527","STAMARIL (D7)","LGALS9"
"1528","STAMARIL (D7)","LILRB1"
"1529","STAMARIL (D7)","MX1"
"1530","STAMARIL (D7)","MX2"
"1531","STAMARIL (D7)","NRROS"
"1532","STAMARIL (D7)","OAS2"
"1533","STAMARIL (D7)","PARP9"
"1534","STAMARIL (D7)","PIK3AP1"
"1535","STAMARIL (D7)","PML"
"1536","STAMARIL (D7)","PRF1"
"1537","STAMARIL (D7)","PSME1"
"1538","STAMARIL (D7)","PTGDS"
"1539","STAMARIL (D7)","RNF135"
"1540","STAMARIL (D7)","SCIMP"
"1541","STAMARIL (D7)","SRC"
"1542","STAMARIL (D7)","STAT1"
"1543","STAMARIL (D7)","STAT2"
"1544","STAMARIL (D7)","TAP1"
"1545","STAMARIL (D7)","TAP2"
"1546","STAMARIL (D7)","TICAM1"
"1547","STAMARIL (D7)","TNFSF10"
"1548","STAMARIL (D7)","TRIM21"
"1549","STAMARIL (D7)","TRIM22"
"1550","STAMARIL (D7)","TRIM26"
"1551","STAMARIL (D7)","UBA7"
"1552","STAMARIL (D7)","ZC3HAV1"
"1553","BBIBP (V3, D14)","WNT4"
"1554","BBIBP (V3, D14)","NLRP9"
"1555","BBIBP (V3, D14)","IDO2"
"1556","BBIBP (V3, D14)","CCL3"
"1557","BBIBP (V3, D28)","CXCL8"
"1558","BNT (V1, D6)","IFI27"
"1559","BNT (V1, D6)","IGLV3-10"
"1560","BNT (V2, D1)","IFIT1"
"1561","BNT (V2, D1)","OAS2"
"1562","BNT (V2, D1)","ACOD1"
"1563","BNT (V2, D1)","FAS"
"1564","BNT (V2, D1)","CLEC6A"
"1565","BNT (V2, D1)","BATF2"
"1566","BNT (V2, D1)","MX1"
"1567","BNT (V2, D1)","IGLV3-12"
"1568","BNT (V2, D1)","IL27"
"1569","BNT (V2, D1)","IL31RA"
"1570","BNT (V2, D1)","EDNRB"
"1571","BNT (V2, D1)","BST2"
"1572","BNT (V2, D1)","STAT1"
"1573","BNT (V2, D1)","STAT2"
"1574","BNT (V2, D1)","IRF1"
"1575","BNT (V2, D1)","IRF9"
"1576","BNT (V2, D1)","DDX60"
"1577","BNT (V2, D1)","CXCL17"
"1578","BNT (V2, D1)","CXCL9"
"1579","BNT (V2, D1)","GBP2"
"1580","BNT (V2, D1)","IFITM3"
"1581","BNT (V2, D1)","TAP1"
"1582","BNT (V2, D1)","TAP2"
"1583","BNT (V2, D1)","IDO1"
"1584","BNT (V2, D1)","CFB"
"1585","BNT (V2, D1)","IDO2"
"1586","BNT (V2, D1)","IFI27"
"1587","BNT (V2, D1)","IFI35"
"1588","BNT (V2, D1)","IFI6"
"1589","BNT (V2, D1)","IFIT2"
"1590","BNT (V2, D1)","TRIM21"
"1591","BNT (V2, D1)","CD276"
"1592","BNT (V2, D1)","CCL2"
"1593","BNT (V2, D1)","EIF2AK2"
"1594","BNT (V2, D1)","RIGI"
"1595","BNT (V2, D1)","CCL8"
"1596","BNT (V2, D1)","FCGR1A"
"1597","BNT (V2, D1)","PARP9"
"1598","BNT (V2, D1)","GBP6"
"1599","BNT (V2, D1)","GBP7"
"1600","BNT (V2, D1)","GCH1"
"1601","BNT (V2, D1)","PML"
"1602","BNT (V2, D1)","LIF"
"1603","BNT (V2, D1)","GBP1"
"1604","BNT (V2, D1)","TRIM22"
"1605","BNT (V2, D1)","TNFSF10"
"1606","BNT (V2, D1)","RNF213"
"1607","BNT (V2, D1)","GEM"
"1608","BNT (V3, D1)","GBP1"
"1609","BNT (V3, D1)","IFITM3"
"1610","BNT (V3, D1)","CCL2"
"1611","BNT (V3, D1)","TNFSF10"
"1612","BNT (V3, D1)","CFB"
"1613","BNT (V3, D1)","IFITM1"
"1614","BNT (V3, D1)","HP"
"1615","BNT (V3, D1)","PML"
"1616","BNT (V3, D1)","FOSL1"
"1617","BNT (V3, D1)","CXCL9"
"1618","BNT (V3, D1)","GBP2"
"1619","BNT (V3, D1)","FAS"
"1620","BNT (V3, D1)","DEFA3"
"1621","BNT (V3, D1)","MX1"
"1622","BNT (V3, D1)","DDX60"
"1623","BNT (V3, D1)","IFIT1"
"1624","BNT (V3, D1)","DEFA1"
"1625","BNT (V3, D1)","CCL8"
"1626","BNT (V3, D1)","IFI27"
"1627","BNT (V3, D1)","ENPP1"
"1628","BNT (V3, D1)","IFIT2"
"1629","BNT (V3, D1)","CRISP3"
"1630","BNT (V3, D1)","IFI6"
"1631","BNT (V3, D1)","IFI35"
"1632","BNT (V3, D1)","TAP2"
"1633","BNT (V3, D1)","RIGI"
"1634","BNT (V3, D1)","CCL3"
"1635","BNT (V3, D1)","PRTN3"
"1636","BNT (V3, D1)","GCH1"
"1637","BNT (V3, D1)","CCL3L1"
"1638","BNT (V3, D1)","FCGR1A"
"1639","BNT (V3, D1)","PIK3AP1"
"1640","BNT (V3, D1)","IDO2"
"1641","BNT (V3, D1)","LCN2"
"1642","BNT (V3, D1)","CPLX2"
"1643","BNT (V3, D1)","BATF2"
"1644","BNT (V3, D1)","IDO1"
"1645","BNT (V3, D1)","IL31RA"
"1646","BNT (V3, D1)","CLEC6A"
"1647","BNT (V3, D1)","BMX"
"1648","BNT (V3, D1)","GBP7"
"1649","BNT (V3, D1)","OLR1"
"1650","BNT (V3, D1)","IFI30"
"1651","BNT (V3, D1)","EIF2AK2"
"1652","BNT (V3, D1)","TRIM22"
"1653","BNT (V3, D1)","XCR1"
"1654","BNT (V3, D1)","TAP1"
"1655","BNT (V3, D1)","GBP6"
"1656","BNT (V3, D1)","IL27"
"1657","BNT (V3, D1)","PARP9"
"1658","BNT (V3, D1)","RNF213"
"1659","BNT (V3, D1)","ANXA3"
"1660","BNT (V3, D1)","ACOD1"
"1661","BNT (V3, D1)","IRF1"
"1662","BNT (V3, D1)","PSMB9"
"1663","BNT (V3, D1)","EDNRB"
"1664","BNT (V3, D1)","LIF"
"1665","BNT (V3, D1)","STAT2"
"1666","BNT (V3, D1)","TNFSF15"
"1667","BNT (V3, D1)","OAS2"
"1668","BNT (V3, D1)","CEACAM8"
"1669","BNT (V3, D1)","STAT1"
"1670","BNT-I (D1)","EPB42"
"1671","BNT-I (D1)","CD34"
"1672","BNT-I (D1)","NFKBIA"
"1673","BNT-I (D1)","CXCL2"
"1674","BNT-I (D1)","CXCL3"
"1675","BNT-I (D1)","FOSL1"
"1676","BNT-I (D1)","FLT3"
"1677","BNT-I (D1)","PRG2"
"1678","BNT-I (D1)","PTX3"
"1679","BNT-I (D1)","MAPKAPK2"
"1680","BNT-I (D1)","JMJD6"
"1681","BNT-I (D1)","JAG1"
"1682","BNT-I (D1)","IL1R2"
"1683","BNT-I (D1)","CD3G"
"1684","BNT-I (D1)","GPR15"
"1685","BNT-I (D1)","SLC11A1"
"1686","BNT-I (D1)","SLC15A3"
"1687","BNT-I (D1)","FCGRT"
"1688","BNT-I (D1)","FCAR"
"1689","BNT-I (D1)","F12"
"1690","BNT-I (D1)","S1PR1"
"1691","BNT-I (D1)","CD276"
"1692","BNT-I (D1)","NFAM1"
"1693","BNT-I (D1)","TNFAIP3"
"1694","BNT-I (D1)","C5AR1"
"1695","BNT-I (D1)","LAX1"
"1696","BNT-I (D1)","MSH2"
"1697","BNT-I (D1)","SOX4"
"1698","BNT-I (D1)","C1R"
"1699","BNT-I (D1)","BCL3"
"1700","BNT-I (D1)","MPL"
"1701","BNT-I (D1)","CD40LG"
"1702","BNT-I (D1)","EOMES"
"1703","BNT-I (D1)","PURA"
"1704","BNT-I (D1)","CD83"
"1705","BNT-I (D1)","RAP1GAP"
"1706","BNT-I (D1)","THBS1"
"1707","BNT-I (D1)","TNFSF9"
"1708","BNT-I (D1)","RAB43"
"1709","BNT-I (D1)","CAMP"
"1710","BNT-I (D1)","ADGRG3"
"1711","BNT-I (D1)","CHGA"
"1712","BNT-I (D1)","CTSK"
"1713","BNT-I (D1)","TUBB4B"
"1714","BNT-I (D1)","SLC18A2"
"1715","BNT-I (D1)","IL7R"
"1716","BNT-I (D1)","CD14"
"1717","BNT-I (D1)","EPS8"
"1718","BNT-I (D1)","IL11"
"1719","BNT-I (D1)","CR2"
"1720","BNT-I (D1)","KLRC1"
"1721","BNT-I (D1)","FUT4"
"1722","BNT-I (D1)","NFKBID"
"1723","BNT-I (D1)","KITLG"
"1724","BNT-I (D1)","CD300LD"
"1725","BNT-I (D1)","RGS1"
"1726","BNT-I (D1)","RAPGEF3"
"1727","BNT-I (D1)","CCL24"
"1728","BNT-I (D1)","CD22"
"1729","BNT-I (D1)","FOSL2"
"1730","BNT-I (D1)","IL13"
"1731","BNT-I (D1)","HRH2"
"1732","BNT-I (D1)","OSM"
"1733","BNT-I (D1)","HOXB4"
"1734","BNT-I (D1)","IFNL2"
"1735","BNT-I (D1)","CXCR5"
"1736","BNT-I (D1)","JAM2"
"1737","BNT-I (D10, mild)","IFI27"
"1738","BNT-I (D10, mild)","IL7R"
"1739","BNT-I (D10, mild)","FCER1A"
"1740","BNT-I (D10, mild)","CD96"
"1741","BNT-I (D10, mild)","NLRC3"
"1742","BNT-I (D10, mild)","THEMIS"
"1743","BNT-I (D10, mild)","ETS1"
"1744","BNT-I (D10, mild)","ITGB7"
"1745","BNT-I (D10, mild)","ADD2"
"1746","BNT-I (D10, mild)","MS4A2"
"1747","BNT-I (D10, mild)","RNF135"
"1748","BNT-I (D10, mild)","ZAP70"
"1749","BNT-I (D10, mild)","IL15"
"1750","BNT-I (D10, mild)","CCR7"
"1751","BNT-I (D10, mild)","CNR2"
"1752","BNT-I (D10, mild)","CXCR5"
"1753","BNT-I (D10, mild)","SP100"
"1754","BNT-I (D10, mild)","OTUD7B"
