Source,Target,Type,Id,Label,Weight
ZC3H8,Cellular,Undirected,13402,,1
PIK3R1,Immune system,Undirected,13403,,2
PIGA,FLUMIST (D3),Undirected,13404,,1
"ZF2001 (V3, D07)",PTGS2,Undirected,13405,,1
KIR3DL2,FLUARIX FLUVIRIN (D3),Undirected,13406,,1
FLUMIST (D3),COMT,Undirected,13407,,1
"ZF2001 (V3, D07)",GPR78,Undirected,13408,,1
"ZF2001 (V3, D14)",PPP1R15A,Undirected,13409,,1
RABGEF1,Metabolism,Undirected,13410,,2
ZC3HAV1,STAMARIL (D10),Undirected,13411,,1
Reg. of BP,FADD,Undirected,13412,,1
IRF1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13413,,1
Metabolism,CD160,Undirected,13414,,2
TNFRSF17,Reg. of BP,Undirected,13415,,1
"ZF2001 (V3, D07)",ZAN,Undirected,13416,,1
GPR17,BNT-I (D3),Undirected,13417,,1
TESPA1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13418,,1
FGL2,ADAPTIVE IMMUNE SYSTEM,Undirected,13419,,1
PYCARD,INNATE IMMUNE SYSTEM,Undirected,13420,,1
PANDEMRIX (D7),MX2,Undirected,13421,,1
FBXO38,ADAPTIVE IMMUNE SYSTEM,Undirected,13422,,1
PANDEMRIX (D7),MX1,Undirected,13423,,1
TIMM10,STAMARIL (D10),Undirected,13424,,1
SARM1,INNATE IMMUNE SYSTEM,Undirected,13425,,1
FLUARIX FLUVIRIN (D3),ACLY,Undirected,13426,,1
HPV-VLP (M2),GZMA,Undirected,13427,,1
HPV-VLP (M2),GZMB,Undirected,13428,,1
MSRB1,BNT-I (D3),Undirected,13429,,1
IRAG1,FLUARIX FLUVIRIN (D3),Undirected,13430,,1
TCIRG1,Metabolism,Undirected,13431,,2
UHRF2,FLUARIX FLUVIRIN (D3),Undirected,13432,,1
"ChAd (V1, D3)",ADAMTSL4,Undirected,13433,,1
Cellular,CXADR,Undirected,13434,,2
PDE5A,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13435,,1
PRMT5,FLUARIX FLUVIRIN (D3),Undirected,13436,,1
FAS,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13437,,1
ZFPM1,ADAPTIVE IMMUNE SYSTEM,Undirected,13438,,1
"ZF2001 (V3, D07)",GPR68,Undirected,13439,,1
PML,"BNT (V2, D1)",Undirected,13440,,1
"ZF2001 (V3, D07)",GPR62,Undirected,13441,,1
TBXAS1,FLUMIST (D3),Undirected,13442,,1
IFIT1,"BNT (V3, D1)",Undirected,13443,,1
NCK2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13444,,1
UBE2S,BNT-I (D1),Undirected,13445,,1
GIMAP7,BNT-I (D1),Undirected,13446,,1
DOC2A,"BNT-MO (V3, D1)",Undirected,13447,,1
"ChAd (V1, D6)",CDC20,Undirected,13448,,1
PPIB,Immune system,Undirected,13449,,2
RIOK3,Cellular,Undirected,13450,,2
Interspecies interaction,IFNA2,Undirected,13451,,1
BNT-I (D4),ATP2B1,Undirected,13452,,1
Interspecies interaction,IFNA4,Undirected,13453,,1
Interspecies interaction,IFNA5,Undirected,13454,,2
Interspecies interaction,IFNA6,Undirected,13455,,1
"ZF2001 (V3, D28)",PTX3,Undirected,13456,,1
Interspecies interaction,IFNA7,Undirected,13457,,2
Interspecies interaction,IFNA8,Undirected,13458,,2
CEBPG,B CELLS,Undirected,13459,,1
ROBO1,"ChAd (V2, D3)",Undirected,13460,,1
Reg. of BP,CD274,Undirected,13461,,1
Reg. of BP,CD276,Undirected,13462,,1
Interspecies interaction,IFNA1,Undirected,13463,,2
"ChAd-BNT (V2, D3)",CXCL9,Undirected,13464,,1
"ZF2001 (V3, D07)",SEMA5B,Undirected,13465,,1
"ZF2001 (V3, D07)",FZD4,Undirected,13466,,1
TJP1,"BNT-MO (V3, D1)",Undirected,13467,,1
TRPV4,"ChAd (V1, D3)",Undirected,13468,,1
"ChAd-BNT (V2, D3)",CXCL5,Undirected,13469,,1
SRSF6,FLUARIX FLUVIRIN (D3),Undirected,13470,,1
HPV-VLP (M2),DRD2,Undirected,13471,,1
"ChAd-BNT (V2, D3)",CXCL3,Undirected,13472,,1
PTAFR,Metabolism,Undirected,13473,,2
"ZF2001 (V3, D07)",PGBD5,Undirected,13474,,1
"ChAd-BNT (V2, D3)",CXCL1,Undirected,13475,,1
MONOV INFLUENZA A (D1),MAST4,Undirected,13476,,1
LVS F TULARENSIS (H192),DCSTAMP,Undirected,13477,,1
TIFA,INNATE IMMUNE SYSTEM,Undirected,13478,,1
SLC39A7,Immune system,Undirected,13479,,1
PRL,MENACTRA (D3),Undirected,13480,,1
"ZF2001 (V3, D07)",HNF4A,Undirected,13481,,1
TAP1,LVS F TULARENSIS (H18),Undirected,13482,,1
ZNF3,OTHER,Undirected,13483,,1
Metabolism,IL12RB1,Undirected,13484,,1
IDO1,"BNT (V3, D1)",Undirected,13485,,1
LAT,Cellular,Undirected,13486,,2
HIV-1 GAG-POL NEF (D3),ACP2,Undirected,13487,,1
TMEM98,Reg. of BP,Undirected,13488,,2
TRIM59,Metabolism,Undirected,13489,,2
EPHB1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13490,,1
RAB11FIP2,Immune system,Undirected,13491,,2
Immune system,EFNB3,Undirected,13492,,1
IFI16,FLUMIST (D3),Undirected,13493,,1
Interspecies interaction,IFNB1,Undirected,13494,,1
MYOF,HIV-1 GAG-POL NEF (D3),Undirected,13495,,1
Interspecies interaction,ACTR3,Undirected,13496,,1
"ZF2001 (V3, D07)",SSTR2,Undirected,13497,,1
Metabolism,HLA-DOB,Undirected,13498,,2
PTAFR,Immune system,Undirected,13499,,2
OTHER,GZMA,Undirected,13500,,1
MIR23A,BNT-I (D3),Undirected,13501,,1
XKR8,Reg. of BP,Undirected,13502,,1
"ZF2001 (V3, D07)",SEMA6D,Undirected,13503,,1
RTN4R,INFLUENZA (D1),Undirected,13504,,1
PLK3,FLUMIST (D3),Undirected,13505,,1
SYTL3,FLUMIST (D3),Undirected,13506,,1
LATS2,FLUMIST (D3),Undirected,13507,,1
LTF,BNT-I (D1),Undirected,13508,,1
IL31RA,"ChAd (V2, D1)",Undirected,13509,,1
PPM1A,FLUARIX FLUVIRIN (D3),Undirected,13510,,1
"ZF2001 (V3, D07)",SSTR4,Undirected,13511,,1
Metabolism,HLA-DOA,Undirected,13512,,2
PHB2,INNATE IMMUNE SYSTEM,Undirected,13513,,1
Metabolism,KYNU,Undirected,13514,,2
Interspecies interaction,ANKHD1,Undirected,13515,,1
Reg. of BP,LIME1,Undirected,13516,,2
PHLDA2,"ChAd-BNT (V2, D3)",Undirected,13517,,1
NEUTROPHIL,CCL20,Undirected,13518,,1
NEUTROPHIL,CCL21,Undirected,13519,,1
NEUTROPHIL,CCL22,Undirected,13520,,1
OTHER,DBH,Undirected,13521,,1
NEUTROPHIL,CCL23,Undirected,13522,,1
PDGFA,HPV-VLP (M2),Undirected,13523,,1
FAM20A,"ChAd (V1, D3)",Undirected,13524,,1
Metabolism,DNAJB9,Undirected,13525,,1
STXBP1,INNATE IMMUNE SYSTEM,Undirected,13526,,1
NEUTROPHIL,ANXA1,Undirected,13527,,1
NEUTROPHIL,ANXA3,Undirected,13528,,1
KLRC1,ADAPTIVE IMMUNE SYSTEM,Undirected,13529,,1
LRP1,Cellular,Undirected,13530,,2
IL10RB,Cellular,Undirected,13531,,2
"ZF2001 (V3, D07)",NPHP1,Undirected,13532,,1
RNASE2,LVS F TULARENSIS (H48),Undirected,13533,,1
PRSS2,Immune system,Undirected,13534,,1
TRIM32,INNATE IMMUNE SYSTEM,Undirected,13535,,1
STAMARIL (D3),NTNG2,Undirected,13536,,1
PIK3CA,FLUMIST (D3),Undirected,13537,,1
NK CELL,CASP8,Undirected,13538,,1
"ZF2001 (V3, D07)",MCHR2,Undirected,13539,,1
NEUTROPHIL,CCL17,Undirected,13540,,1
NEUTROPHIL,CCL18,Undirected,13541,,1
LGR4,Immune system,Undirected,13542,,1
NEUTROPHIL,CCL19,Undirected,13543,,1
PDGFA,"ChAd-BNT (V2, D3)",Undirected,13544,,1
NEUTROPHIL,CCL13,Undirected,13545,,1
WNK1,Cellular,Undirected,13546,,2
NEUTROPHIL,CCL14,Undirected,13547,,1
SCN3B,"ChAd-BNT (V2, D7)",Undirected,13548,,1
NEUTROPHIL,CCL16,Undirected,13549,,1
MONOV INFLUENZA A (D1),ADAP2,Undirected,13550,,1
Metabolism,DNAJA3,Undirected,13551,,1
PRSS23,"ChAd (V2, D1)",Undirected,13552,,1
SPPL3,Immune system,Undirected,13553,,1
PARP14,"BNT (V2, D1)",Undirected,13554,,1
OTUB1,Cellular,Undirected,13555,,2
LMO4,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13556,,1
RAET1E,NK CELL,Undirected,13557,,1
Metabolism,HLA-DMA,Undirected,13558,,2
SEMA4A,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13559,,1
MIR940,"ChAd (V1, D7)",Undirected,13560,,1
Metabolism,HLA-DMB,Undirected,13561,,2
YF VAX (ANY),BLVRA,Undirected,13562,,1
MIR23A,BNT-I (D1),Undirected,13563,,1
PRELID1,FLUARIX FLUVIRIN (D3),Undirected,13564,,1
RTP4,"BNT (V3, D1)",Undirected,13565,,1
SERPINA2,BNT-I (D3),Undirected,13566,,1
WETVAX (D5-7),PEBP1,Undirected,13567,,1
P2RY6,"BNT (V3, D1)",Undirected,13568,,1
MIR320E,"ChAd-BNT (V3, D1)",Undirected,13569,,1
TREM1,Interspecies interaction,Undirected,13570,,2
NEUTROPHIL,CCL24,Undirected,13571,,1
ITGAL,ADAPTIVE IMMUNE SYSTEM,Undirected,13572,,1
FLUARIX FLUVIRIN (D3),AKAP10,Undirected,13573,,1
NEUTROPHIL,CCL25,Undirected,13574,,1
MIR4632,"BNT-MO (V3, D1)",Undirected,13575,,1
MONOV INFLUENZA A (D1),BTN3A3,Undirected,13576,,1
TAPBPL,INNATE IMMUNE SYSTEM,Undirected,13577,,1
INFLAMMATION,IL10,Undirected,13578,,1
RXRA,HPV-VLP (M2),Undirected,13579,,1
Immune system,IGKV4-1,Undirected,13580,,2
PCIF1,FLUMIST (D3),Undirected,13581,,1
TYROBP,Immune system,Undirected,13582,,2
"ChAd (V1, D3)",CAMK1,Undirected,13583,,1
WETVAX (D5-7),NCKAP1L,Undirected,13584,,1
MAP6,"BNT (V2, D1)",Undirected,13585,,1
"ZF2001 (V3, D07)",GPR139,Undirected,13586,,1
MONOV INFLUENZA A (D28),GCA,Undirected,13587,,1
STXBP2,NEUTROPHIL,Undirected,13588,,1
"ZF2001 (V3, D14)",CSMD3,Undirected,13589,,1
Metabolism,ATP1B1,Undirected,13590,,2
Reg. of BP,MAPK1,Undirected,13591,,1
NEUTROPHIL,CCL11,Undirected,13592,,1
GRID2IP,"BNT-MO (V3, D1)",Undirected,13593,,1
GBP1,ANTIVIRAL AND INTERFERON,Undirected,13594,,1
NECAP2,FLUMIST (D3),Undirected,13595,,1
RNF175,BNT-I (D3),Undirected,13596,,1
SFTPD,MACROPHAGES,Undirected,13597,,1
IL1RL1,Cellular,Undirected,13598,,2
WETVAX (D5-7),LIPA,Undirected,13599,,1
UBE2N,Reg. of BP,Undirected,13600,,1
INFLUENZA (D1),DPP7,Undirected,13601,,1
FCGR1A,"BNT (V3, D1)",Undirected,13602,,1
FLUMIST (D3),CPNE8,Undirected,13603,,1
SEPTIN5,INFLUENZA (D1),Undirected,13604,,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,BCL2,Undirected,13605,,1
Reg. of BP,CCDC92,Undirected,13606,,1
EGR3,BNT-I (D1),Undirected,13607,,1
PROS1,"ChAd-BNT (V2, D7)",Undirected,13608,,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,BCL3,Undirected,13609,,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,BCL6,Undirected,13610,,1
PDGFA,"ChAd-BNT (V2, D7)",Undirected,13611,,1
"ZF2001 (V3, D07)",GPR161,Undirected,13612,,1
GBP6,"BNT (V3, D1)",Undirected,13613,,1
RAB32,BNT-I (D3),Undirected,13614,,1
FLUMIST (D3),CNST,Undirected,13615,,1
ISG20,Cellular,Undirected,13616,,1
SIRPA,Interspecies interaction,Undirected,13617,,2
TICAM2,Interspecies interaction,Undirected,13618,,2
IL2,HPV-VLP (M2),Undirected,13619,,1
TRBV5-6,Immune system,Undirected,13620,,1
ROMO1,Metabolism,Undirected,13621,,1
TPH2,"BNT (V2, D1)",Undirected,13622,,1
KLRC1,INNATE IMMUNE SYSTEM,Undirected,13623,,1
LEP,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13624,,1
FPR1,BNT-I (D3),Undirected,13625,,1
MGAT5,FLUMIST (D3),Undirected,13626,,1
WETVAX (D2-4),CXCL10,Undirected,13627,,1
RAET1E,INNATE IMMUNE SYSTEM,Undirected,13628,,1
"ChAd-BNT (V2, D3)",CXCR4,Undirected,13629,,1
"ChAd-BNT (V2, D3)",CXCR1,Undirected,13630,,1
Immune system,C3AR1,Undirected,13631,,2
"ChAd-BNT (V2, D3)",CXCR2,Undirected,13632,,1
Reg. of BP,CD247,Undirected,13633,,2
"ZF2001 (V3, D07)",GPR151,Undirected,13634,,1
Reg. of BP,LIMK1,Undirected,13635,,2
LCK,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,13636,,1
SNAPIN,FLUARIX FLUVIRIN (D3),Undirected,13637,,1
Reg. of BP,CD248,Undirected,13638,,2
POU2F2,FLUARIX FLUVIRIN (D3),Undirected,13639,,1
TNFSF11,INNATE IMMUNE SYSTEM,Undirected,13640,,1
Immune system,CCR10,Undirected,13641,,1
"ChAd (V1, D3)",CMPK2,Undirected,13642,,1
"ZF2001 (V3, D07)",NPHS1,Undirected,13643,,1
PTK2,Cellular,Undirected,13644,,2
CD84,ADAPTIVE IMMUNE SYSTEM,Undirected,13645,,1
HPV-VLP (M2),ARHGAP29,Undirected,13646,,1
OAS2,"BNT-MO (V3, D1)",Undirected,13647,,1
MT1E,"ChAd (V2, D3)",Undirected,13648,,1
"ZF2001 (V3, D07)",AKR1C1,Undirected,13649,,1
"ZF2001 (V3, D07)",AKR1C2,Undirected,13650,,1
NDNF,"ChAd-BNT (V2, D3)",Undirected,13651,,1
Reg. of BP,CD244,Undirected,13652,,2
RAB33A,Cellular,Undirected,13653,,1
NCK2,Immune system,Undirected,13654,,2
MONOV INFLUENZA A (D1),BATF2,Undirected,13655,,1
SERPINB2,"ChAd-BNT (V2, D7)",Undirected,13656,,1
MONOV INFLUENZA A (D1),BATF3,Undirected,13657,,1
PHF24,"ChAd (V1, D3)",Undirected,13658,,1
HLA-DRB4,ARPP,Undirected,13659,,1
CCL8,"BNT-MO (V3, D1)",Undirected,13660,,1
MONOV INFLUENZA A (D1),INPP1,Undirected,13661,,1
SIX4,Reg. of BP,Undirected,13662,,1
HCK,B CELLS,Undirected,13663,,1
"ZF2001 (V3, D07)",GPR149,Undirected,13664,,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,FADD,Undirected,13665,,1
IRF3,Cellular,Undirected,13666,,2
YF VAX (ANY),MX2,Undirected,13667,,1
NEBL,"BNT (V2, D1)",Undirected,13668,,1
"ZF2001 (V3, D07)",GPR143,Undirected,13669,,1
YF VAX (ANY),MX1,Undirected,13670,,1
FLUARIX FLUVIRIN (D3),EIF2B3,Undirected,13671,,1
LOXL4,BNT-I (D1),Undirected,13672,,1
MONOV INFLUENZA A (D1),ARID5B,Undirected,13673,,1
AKAP17A,ADAPTIVE IMMUNE SYSTEM,Undirected,13674,,1
"ZF2001 (V3, D07)",CSRP2,Undirected,13675,,1
CR2,ADAPTIVE IMMUNE SYSTEM,Undirected,13676,,1
FLUMIST (D3),DRG1,Undirected,13677,,1
PSME1,MONOV INFLUENZA A (D1),Undirected,13678,,1
GJB7,"BBIBP (V3, D14)",Undirected,13679,,1
ULBP2,Reg. of BP,Undirected,13680,,1
"ZF2001 (V3, D07)",FCRL5,Undirected,13681,,1
OTHER,AIMP1,Undirected,13682,,1
PAK3,Interspecies interaction,Undirected,13683,,1
WETVAX (D5-7),AIM2,Undirected,13684,,1
FUBP1,FLUMIST (D3),Undirected,13685,,1
Immune system,ENDOU,Undirected,13686,,1
WETVAX (D5-7),RPL13A,Undirected,13687,,1
STK4,FLUARIX FLUVIRIN (D3),Undirected,13688,,1
INFLAMMATION,CXCR2,Undirected,13689,,1
FLUARIX FLUVIRIN (D3),ADA2,Undirected,13690,,1
HPV-VLP (M2),CCNB2,Undirected,13691,,1
RRM2,"ChAd-BNT (V2, D7)",Undirected,13692,,1
ZMPSTE24,FLUARIX FLUVIRIN (D3),Undirected,13693,,1
POLR3F,Immune system,Undirected,13694,,1
HIGD1A,FLUARIX FLUVIRIN (D3),Undirected,13695,,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,CD40LG,Undirected,13696,,1
DUSP1,BNT-I (D1),Undirected,13697,,1
"ZF2001 (V3, D07)",NPNT,Undirected,13698,,1
T CELLS,BCL10,Undirected,13699,,1
TNIP2,Metabolism,Undirected,13700,,1
STAMARIL (D7),NLRP3,Undirected,13701,,1
MAPK6,BNT-I (D1),Undirected,13702,,1
Reg. of BP,LTBR,Undirected,13703,,2
"ChAd (V1, D3)",ADAP2,Undirected,13704,,1
EP300,Cellular,Undirected,13705,,2
Reg. of BP,ENDOU,Undirected,13706,,1
"ZF2001 (V3, D07)",CPOX,Undirected,13707,,1
HLA-E,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13708,,1
"ZF2001 (V3, D07)",BMP7,Undirected,13709,,1
LOXL4,BNT-I (D3),Undirected,13710,,1
ETV7,"ChAd-BNT (V2, D7)",Undirected,13711,,1
STAMARIL (D10),NCOA7,Undirected,13712,,1
MONOV INFLUENZA A (D1),CD14,Undirected,13713,,1
KIT,ADAPTIVE IMMUNE SYSTEM,Undirected,13714,,1
"ZF2001 (V3, D07)",BMP4,Undirected,13715,,1
Reg. of BP,C3AR1,Undirected,13716,,2
YF VAX (ANY),DPP7,Undirected,13717,,1
"ZF2001 (V3, D07)",BMP5,Undirected,13718,,1
SEPTIN14,MONOV INFLUENZA A (D1),Undirected,13719,,1
"ZF2001 (V3, D07)",CPS1,Undirected,13720,,1
RAB10,FLUMIST (D3),Undirected,13721,,1
MEF2C,ADAPTIVE IMMUNE SYSTEM,Undirected,13722,,1
RANBP17,MONOV INFLUENZA A (D1),Undirected,13723,,1
MORC3,Interspecies interaction,Undirected,13724,,2
PRIMPOL,MONOV INFLUENZA A (D1),Undirected,13725,,1
T CELLS,MTOR,Undirected,13726,,1
STAMARIL (D10),PCBP2,Undirected,13727,,1
CLIC4,BNT-I (D1),Undirected,13728,,1
MENACTRA (D3),GPX1,Undirected,13729,,2
HOXB4,Cellular,Undirected,13730,,1
TAF9B,FLUARIX FLUVIRIN (D3),Undirected,13731,,1
PTBP2,FLUMIST (D3),Undirected,13732,,1
Cellular,ADSS2,Undirected,13733,,1
HPV-VLP (M2),CCND2,Undirected,13734,,1
Cellular,ADSS1,Undirected,13735,,2
CTC1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13736,,1
INNATE IMMUNE SYSTEM,ARID5A,Undirected,13737,,1
EMX1,"ChAd-BNT (V2, D7)",Undirected,13738,,1
TRIM28,Immune system,Undirected,13739,,1
H2BC14,"ChAd (V1, D6)",Undirected,13740,,1
TRIM59,INNATE IMMUNE SYSTEM,Undirected,13741,,1
YF17D (D3),PARP12,Undirected,13742,,1
PPBP,Interspecies interaction,Undirected,13743,,2
"ZF2001 (V3, D07)",OSTN,Undirected,13744,,1
ZYX,FLUARIX FLUVIRIN (D3),Undirected,13745,,1
NEURL3,INNATE IMMUNE SYSTEM,Undirected,13746,,1
MONOV INFLUENZA A (D1),CD22,Undirected,13747,,1
EGR3,BNT-I (D3),Undirected,13748,,1
MONOV INFLUENZA A (D1),CD1E,Undirected,13749,,1
SPAG6,"ChAd-BNT (V2, D3)",Undirected,13750,,1
KLF5,BNT-I (D3),Undirected,13751,,1
ZMYM6,FLUARIX FLUVIRIN (D3),Undirected,13752,,1
ZFP36,"ZF2001 (V3, D14)",Undirected,13753,,1
Metabolism,FAU,Undirected,13754,,1
GLI3,Cellular,Undirected,13755,,2
Metabolism,FAS,Undirected,13756,,2
KMT2A,Cellular,Undirected,13757,,2
GTF2H1,FLUARIX FLUVIRIN (D3),Undirected,13758,,1
Reg. of BP,ATF2,Undirected,13759,,1
S1PR1,Reg. of BP,Undirected,13760,,2
ITGAL,Cellular,Undirected,13761,,2
TNFSF13B,ADAPTIVE IMMUNE SYSTEM,Undirected,13762,,1
QRICH1,FLUARIX FLUVIRIN (D3),Undirected,13763,,1
DPP4,Cellular,Undirected,13764,,2
RRAGA,FLUARIX FLUVIRIN (D3),Undirected,13765,,1
INNATE IMMUNE SYSTEM,CTSL,Undirected,13766,,1
C15orf48,"BNT (V2, D1)",Undirected,13767,,1
DOCK2,ADAPTIVE IMMUNE SYSTEM,Undirected,13768,,1
RAB24,"ChAd (V2, D1)",Undirected,13769,,1
YES1,Metabolism,Undirected,13770,,2
LRRC8A,B CELLS,Undirected,13771,,1
MNDA,Interspecies interaction,Undirected,13772,,2
STAMARIL (D3),KLHL2,Undirected,13773,,1
PLEC,Metabolism,Undirected,13774,,2
INNATE IMMUNE SYSTEM,CTSS,Undirected,13775,,1
SLC5A10,MONOV INFLUENZA A (D1),Undirected,13776,,1
DHX58,"BNT-MO (V3, D1)",Undirected,13777,,1
STAMARIL (D10),ALPL,Undirected,13778,,1
WETVAX (D5-7),ALPK1,Undirected,13779,,1
"ChAd-BNT (V3, D1)",CARD17P,Undirected,13780,,1
CD46,ADAPTIVE IMMUNE SYSTEM,Undirected,13781,,1
"ZF2001 (V3, D07)",CHRM5,Undirected,13782,,1
"ZF2001 (V3, D07)",CHRM4,Undirected,13783,,1
Reg. of BP,ATG5,Undirected,13784,,1
"ZF2001 (V3, D07)",CHRM3,Undirected,13785,,1
"ZF2001 (V3, D14)",MAB21L2,Undirected,13786,,1
WETVAX (D2-4),ADM,Undirected,13787,,1
INNATE IMMUNE SYSTEM,CTSH,Undirected,13788,,1
"ZF2001 (V3, D07)",CHRM2,Undirected,13789,,1
INNATE IMMUNE SYSTEM,CTSG,Undirected,13790,,1
TIMM10,MONOV INFLUENZA A (D1),Undirected,13791,,1
SBDS,Cellular,Undirected,13792,,2
INNATE IMMUNE SYSTEM,CTSF,Undirected,13793,,1
INNATE IMMUNE SYSTEM,CTSD,Undirected,13794,,1
MONOV INFLUENZA A (D1),EMILIN2,Undirected,13795,,1
IGF1R,FLUARIX FLUVIRIN (D3),Undirected,13796,,1
Immune system,GATA3,Undirected,13797,,2
WETVAX (D2-4),DYSF,Undirected,13798,,1
PPM1N,BNT-I (D3),Undirected,13799,,1
NAIP,Cellular,Undirected,13800,,2
MONOV INFLUENZA A (D1),FLT1,Undirected,13801,,1
MVA85A (D2),GLMP,Undirected,13802,,1
INNATE IMMUNE SYSTEM,IFIH1,Undirected,13803,,1
MONOV INFLUENZA A (D1),MAT2A,Undirected,13804,,1
ZNHIT1,FLUMIST (D3),Undirected,13805,,1
CEACAM6,"BNT (V3, D1)",Undirected,13806,,1
"ZF2001 (V3, D07)",RIPPLY3,Undirected,13807,,1
MONOV INFLUENZA A (D1),CAMK2D,Undirected,13808,,1
"ZF2001 (V3, D07)",STX19,Undirected,13809,,1
MXI1,MONOV INFLUENZA A (D1),Undirected,13810,,1
FLUMIST (D3),COA4,Undirected,13811,,1
FLUMIST (D3),COA3,Undirected,13812,,1
CSF2RB,ADAPTIVE IMMUNE SYSTEM,Undirected,13813,,1
DAPK1,ANTIVIRAL AND INTERFERON,Undirected,13814,,1
"ZF2001 (V3, D07)",ACOT1,Undirected,13815,,1
STAMARIL (D7),CASP5,Undirected,13816,,1
FAP,"BNT (V2, D1)",Undirected,13817,,1
GCNT2,FLUARIX FLUVIRIN (D3),Undirected,13818,,1
HPV-VLP (M2),GSDME,Undirected,13819,,1
LBX2,"ChAd-BNT (V2, D3)",Undirected,13820,,1
TRBV7-1,Cellular,Undirected,13821,,1
SLC6A12,MONOV INFLUENZA A (D1),Undirected,13822,,1
STAMARIL (D7),ALPL,Undirected,13823,,1
Immune system,DCSTAMP,Undirected,13824,,2
Metabolism,FGR,Undirected,13825,,2
MONOV INFLUENZA A (D1),CCL2,Undirected,13826,,1
CTSS,ADAPTIVE IMMUNE SYSTEM,Undirected,13827,,1
"ZF2001 (V3, D07)",SLCO1A2,Undirected,13828,,1
MONOV INFLUENZA A (D3),LPAR6,Undirected,13829,,1
PANDEMRIX (D1),FCRLA,Undirected,13830,,1
SNORD94,"ChAd (V2, D1)",Undirected,13831,,1
"ZF2001 (V3, D07)",CHRND,Undirected,13832,,1
FLUMIST (D3),CENPC,Undirected,13833,,1
"ZF2001 (V3, D07)",SEMA3D,Undirected,13834,,1
LAX1,ADAPTIVE IMMUNE SYSTEM,Undirected,13835,,1
RASGEF1B,"ChAd-BNT (V3, D1)",Undirected,13836,,1
STAMARIL (D7),C12orf57,Undirected,13837,,1
"ZF2001 (V3, D07)",SEMA3B,Undirected,13838,,1
Metabolism,HLA-DRA,Undirected,13839,,2
Metabolism,FGA,Undirected,13840,,1
FFAR2,"ChAd (V2, D1)",Undirected,13841,,1
PANDEMRIX (D1),FCRL2,Undirected,13842,,1
WNT5A,Immune system,Undirected,13843,,1
PANDEMRIX (D1),FCRL1,Undirected,13844,,1
DTX3L,"BNT-MO (V3, D1)",Undirected,13845,,1
PANDEMRIX (D1),FCRL5,Undirected,13846,,1
SNORA19,BNT-I (D1),Undirected,13847,,1
GNL1,ADAPTIVE IMMUNE SYSTEM,Undirected,13848,,1
EMX1,"ChAd-BNT (V2, D3)",Undirected,13849,,1
"ZF2001 (V3, D07)",KIF17,Undirected,13850,,1
SORT1,"BNT (V3, D1)",Undirected,13851,,1
WETVAX (D5-7),RPL10A,Undirected,13852,,1
SCNN1B,Interspecies interaction,Undirected,13853,,1
STEAP4,FLUARIX FLUVIRIN (D3),Undirected,13854,,1
HPV-VLP (M2),CNR1,Undirected,13855,,1
SETD2,Immune system,Undirected,13856,,1
LAMP3,Immune system,Undirected,13857,,2
"ZF2001 (V3, D07)",KIF1A,Undirected,13858,,1
RIPK3,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,13859,,1
OTHER,JAM2,Undirected,13860,,1
POLR1H,FLUARIX FLUVIRIN (D3),Undirected,13861,,1
"ZF2001 (V3, D07)",TAF9,Undirected,13862,,1
STAMARIL (D7),GNA15,Undirected,13863,,1
NFRKB,FLUMIST (D3),Undirected,13864,,1
OPLAH,INFLUENZA (D1),Undirected,13865,,1
SLC11A1,INNATE IMMUNE SYSTEM,Undirected,13866,,1
TICAM1,MACROPHAGES,Undirected,13867,,1
SNORA71D,"ChAd-BNT (V2, D7)",Undirected,13868,,1
STAMARIL (D3),GALM,Undirected,13869,,1
HSPA7,"ChAd (V2, D1)",Undirected,13870,,1
TBC1D25,FLUMIST (D3),Undirected,13871,,1
SIGLEC11,"BNT (V2, D1)",Undirected,13872,,1
EMP1,BNT-I (D1),Undirected,13873,,1
MAPKAPK2,Interspecies interaction,Undirected,13874,,2
TRIM58,Cellular,Undirected,13875,,2
S100A12,NEUTROPHIL,Undirected,13876,,1
GNAT2,"ChAd (V2, D3)",Undirected,13877,,1
"ChAd-BNT (V3, D1)",BRSK2,Undirected,13878,,1
NEB,HPV-VLP (M2),Undirected,13879,,1
"ChAd (V1, D3)",CSNK1A1L,Undirected,13880,,1
