"source","target","value","vaccine","covid_other","microbe_type","target_pathogen_disease","disease_vac","type","regimen","day_total","day_month","month","week","dose","infection","annotation"
"Reg. of BP","CCL1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CCL13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CCL13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CCL13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CCL13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CCL25",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CCL25",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CCL25",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CCL25",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CCL7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CCL7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CCL7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CCL7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CD164",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CD164",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CD164",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CD1D",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CD1D",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CD1D",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CD1D",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CD209",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CD209",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CD209",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CD209",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CD46",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CD46",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CD46",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","CD46",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CD46",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CD68",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CD68",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CD68",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CD68",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","ADGRE5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","ADGRE5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","ADGRE5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CFP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CFP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CFP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CFP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CHGA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CHGA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CHGA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CHGA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CHRNB2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CHRNB2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","CHRNB2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CHRNB2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CMKLR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CMKLR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","CMKLR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CMKLR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CTSH",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CTSH",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","CTSH",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CTSH",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CXCL11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CXCL11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CXCL11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CXCL11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","TASL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","TASL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","TASL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","TASL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CYBA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CYBA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","CYBA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","CYBA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CYBA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","CYSLTR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","CYSLTR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","CYSLTR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","DCLRE1C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","DCLRE1C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","DCLRE1C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","DEFB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","DEFB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","DEFB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","DEFB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","DHX58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","DHX58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","DHX58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","DHX58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","DHX58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","DOCK8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","DOCK8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","DOCK8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","EIF2AK2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","EIF2AK2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","EIF2AK2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","EIF2AK2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","EIF2AK2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","ELF4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","ELF4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","ELF4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","ELF4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","ENDOU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","ENDOU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","ENDOU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","ENDOU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","ENPP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","ENPP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","ENPP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","ENPP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","EPHB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","EPHB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","EPHB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","EPHB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","ERAP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","ERAP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","ERAP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","ERAP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","ERAP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","ERAP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","ERAP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","ERAP2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","EXOSC9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","EXOSC9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","EXOSC9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","EXOSC9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","FCN2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","FCN2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","FCN2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","FCN2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","FCN2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","FFAR3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","FFAR3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","FFAR3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","FFAR3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","FLVCR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","FLVCR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","FLVCR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","FLVCR1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","FUT4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","FUT4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","FUT4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","FUT4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","FYB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","FYB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","FYB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","GAS6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","GAS6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","GAS6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","GAS6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","GAS6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","GBP6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","GBP6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","GBP6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","GBP7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","GBP7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","GBP7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","GBP7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","GPS2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","GPS2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","GPS2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","GPS2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","GPS2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","GSDMD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","GSDMD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","GSDMD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","GSDMD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","GSDMD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","GTPBP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","GTPBP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","GTPBP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","GTPBP1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HHEX",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HHEX",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HHEX",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HHEX",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HIF1A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HIF1A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HIF1A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HIF1A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HIF1A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","H2BC21",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","H2BC21",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","H2BC21",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-DMA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-DMA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-DMA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-DMA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-DMB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-DMB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-DMB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-DMB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-DPA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-DPA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-DPA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-DPA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-DPA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-DPB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-DPB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-DPB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-DPB1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-DRA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-DRA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-DRA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-DRA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Reg. of BP","HLA-F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Cellular","HLA-G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Immune system","HLA-G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Interspecies interaction","HLA-G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
"Metabolism","HLA-G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other processes"
