"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"ADAPTIVE IMMUNE RESPONSE","RAG1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","JAK3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","EOMES","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","THEMIS","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HLA-DMB","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD1C","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","NLRP10","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","P0DOX6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LAG3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HLA-DRB3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","P0DOX8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","SYK","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CTSS","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","RAPGEF3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CSK","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD247","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","ITK","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CX3CR1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LILRA6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","BCL10","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","BTLA","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LILRB4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","VTCN1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","KLRC1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TEC","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","KLRC2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","RAP1GAP2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","ZNF683","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TAP1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","C17orf99","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD3G","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD8B","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LAIR1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","RAP1GAP","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","ARG2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","ZAP70","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD160","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CTSH","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","ERAP2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","BTK","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","MCOLN2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LILRA3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","GPR183","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","RNF19B","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD1E","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","P0DOX5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","BTNL8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HLA-DRB4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","IFNA8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CTLA4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LILRB1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","BMX","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD46","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","IL2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TXK","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","P0DOX2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HMGB1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","LAX1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD79B","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD8B2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CLEC10A","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD86","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TFEB","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","C1QBP","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HLA-DPA1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TARM1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","P0DOX4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HMHB1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD81","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","HLA-DMA","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CRTAM","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","SKAP1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","PIK3CG","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","KLRK1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","P0DOX3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","FGL1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TFE3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","IFNE","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","CD79A","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE RESPONSE","TNFRSF17","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330
"ADAPTIVE IMMUNE SYSTEM","RHOA","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","GPR183","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","BTK","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CH25H","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","BAX","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD19","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","BRAF","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CDH26","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD81","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","TOX","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","EOMES","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","KLRC1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RAB27A","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ABL1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IL15","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","FCER1G","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CCL2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","YY1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","HSPD1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IL2RG","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ST3GAL1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","TNFSF4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ITGAL","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","DOCK8","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","THEMIS","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","HLA-G","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CCR7","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","LRRC8A","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD28","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ADAR","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","MYO1G","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD1D","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CCR2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ZFPM1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","LILRB4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PSG9","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","FCER1A","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CLEC4G","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PTPRC","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RAG2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","TNFAIP3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD83","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PRKCQ","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","FUT7","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","HLA-E","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","WDFY4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","BCL2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CRKL","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CRK","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","WNT4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","BCL6","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","STAT6","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","GATA3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SPNS2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","LGALS1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RAG1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SPI1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","MLH1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","MSH2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","APBB1IP","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","XG","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD99","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","LIG4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PRKDC","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RC3H1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","HMGB1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CEBPB","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RORC","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RORA","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CCL20","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CORO1A","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ACOD1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","STAT5B","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IL2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","FAS","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RPS6","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","AKT1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD247","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CD3G","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ZAP70","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SYK","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PSMB11","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IRF1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","TNFSF8","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CRTAM","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","MYH9","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","CDH17","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IRF8","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","BCL3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ZP3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","TCF3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","FUT4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ARTN","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SHLD3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SHLD1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SHLD2","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","LILRB1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SLC11A1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","RELB","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IL4R","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","SPN","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","MTOR","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","STAT3","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","NOTCH1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PHB1","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","PTGER4","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ATP7A","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","IL12B","Manual","Adaptive","General","Adaptive immune system","General",676
"ADAPTIVE IMMUNE SYSTEM","ITPKB","Manual","Adaptive","General","Adaptive immune system","General",676
