"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","condition"
"GO:0042060","wound healing","29/426","423/18870",1.24371158716621e-07,8.29766824947118e-06,7.57095534193533e-06,"SERPINB2/MFSD2B/F13A1/HGFAC/ITGB3/FBLN1/ADRA2A/VIL1/PDGFRA/TUBB1/PEAR1/F3/PDGFA/NFE2L2/PROZ/F2RL3/P2RY12/MYL9/PRKG1/GP9/GP6/PROS1/VWF/LRG1/MYLK/TFPI/IGF1/HBB/SYTL4",29,"ChAd-BNT (V2, D7)"
"GO:0090068","positive regulation of cell cycle process","22/426","262/18870",1.39116599277296e-07,9.10956101934291e-06,8.31174223752263e-06,"CDCA5/KIF14/CDC25C/ESPL1/BIRC5/PRDM7/CDC20/KIF23/AURKB/RRM2/E2F8/DLGAP5/CDK1/UBE2C/BUB1/CDC25A/KCNA5/E2F7/IGF1/EGF/CDC6/DTL",22,"ChAd-BNT (V2, D7)"
"GO:0007051","spindle organization","19/426","202/18870",1.72838198728694e-07,1.11119249219029e-05,1.01387383560468e-05,"PLK1/ESPL1/BIRC5/TPX2/MYBL2/SPC25/CDC20/KIF23/TUBB1/HSPA1B/AURKB/DLGAP5/KIF11/CENPE/KIFC1/NEK2/TTK/ASPM/KIF4A",19,"ChAd-BNT (V2, D7)"
"GO:2001251","negative regulation of chromosome organization","13/426","94/18870",1.89129552757393e-07,1.19421803312526e-05,1.0896279684237e-05,"CENPF/PLK1/ESPL1/BIRC5/TOP2A/BUB1B/SPC25/CDC20/AURKB/TRIP13/BUB1/SPC24/TTK",13,"ChAd-BNT (V2, D7)"
"GO:0030168","platelet activation","15/426","133/18870",3.375504376145e-07,2.0939971007103e-05,1.91060404670073e-05,"MFSD2B/ITGB3/ADRA2A/PDGFRA/TUBB1/PEAR1/PDGFA/F2RL3/P2RY12/MYL9/PRKG1/GP9/GP6/VWF/HBB",15,"ChAd-BNT (V2, D7)"
"GO:0015669","gas transport","7/426","22/18870",3.61950671503049e-07,2.2066509904048e-05,2.01339166634636e-05,"HBG2/HBG1/HBD/CA2/HBB/HBA2/HBA1",7,"ChAd-BNT (V2, D7)"
"GO:0015671","oxygen transport","6/426","15/18870",5.38287204911016e-07,3.22607382468704e-05,2.94353306521367e-05,"HBG2/HBG1/HBD/HBB/HBA2/HBA1",6,"ChAd-BNT (V2, D7)"
"GO:0070527","platelet aggregation","11/426","72/18870",5.98311930903269e-07,3.52605164612327e-05,3.21723871617284e-05,"MFSD2B/ITGB3/PDGFRA/TUBB1/PEAR1/F2RL3/P2RY12/MYL9/PRKG1/GP6/HBB",11,"ChAd-BNT (V2, D7)"
"GO:0019755","one-carbon compound transport","10/426","61/18870",9.97988002945906e-07,5.78505832527332e-05,5.27840074034375e-05,"HBG2/HBG1/AQP10/HBD/CA2/CA4/HBB/AQP9/HBA2/HBA1",10,"ChAd-BNT (V2, D7)"
"GO:1901970","positive regulation of mitotic sister chromatid separation","6/426","18/18870",1.88481985114955e-06,0.000107495532155884,9.80810330012457e-05,"ESPL1/BIRC5/CDC20/AURKB/DLGAP5/UBE2C",6,"ChAd-BNT (V2, D7)"
"GO:0051225","spindle assembly","14/426","133/18870",1.92118962529926e-06,0.000107830579604098,9.83867368678734e-05,"PLK1/BIRC5/TPX2/MYBL2/CDC20/KIF23/TUBB1/HSPA1B/AURKB/KIF11/KIFC1/NEK2/ASPM/KIF4A",14,"ChAd-BNT (V2, D7)"
"GO:0051445","regulation of meiotic cell cycle","10/426","66/18870",2.11158040406794e-06,0.000115004504105454,0.000104932366361996,"PKMYT1/CDC25C/PRDM7/CDC20/TRIP13/CDC25A/TTK/ASPM/PDE3A/FBXO43",10,"ChAd-BNT (V2, D7)"
"GO:1901992","positive regulation of mitotic cell cycle phase transition","12/426","98/18870",2.11405338429143e-06,0.000115004504105454,0.000104932366361996,"CDCA5/CDC25C/ESPL1/CDC20/RRM2/DLGAP5/CDK1/UBE2C/CDC25A/KCNA5/CDC6/DTL",12,"ChAd-BNT (V2, D7)"
"GO:1902749","regulation of cell cycle G2/M phase transition","13/426","116/18870",2.20499235479123e-06,0.000118134135856694,0.000107787903786844,"PKMYT1/CENPF/KIF14/CDC25C/PLK1/TICRR/CLSPN/AURKB/IER3/CDK1/CDC25A/CDC6/DTL",13,"ChAd-BNT (V2, D7)"
"GO:0098869","cellular oxidant detoxification","12/426","99/18870",2.35727385266126e-06,0.000123179425624191,0.000112391325178062,"HBG2/HBG1/HBD/NFE2L2/H19/SOD2/MIR21/PTGS1/TPO/HBB/HBA2/HBA1",12,"ChAd-BNT (V2, D7)"
"GO:0045787","positive regulation of cell cycle","23/426","334/18870",2.36883510815752e-06,0.000123179425624191,0.000112391325178062,"CDCA5/KIF14/CDC25C/ESPL1/BIRC5/PRDM7/CDC20/KIF23/AURKB/RRM2/E2F8/USP2/DLGAP5/CDK1/UBE2C/BUB1/CDC25A/KCNA5/E2F7/IGF1/EGF/CDC6/DTL",23,"ChAd-BNT (V2, D7)"
"GO:0042743","hydrogen peroxide metabolic process","9/426","54/18870",3.02707877787851e-06,0.000155126819689542,0.000141540754450002,"MAOB/HBG2/HBG1/HBD/SOD2/TPO/HBB/HBA2/HBA1",9,"ChAd-BNT (V2, D7)"
"GO:0050878","regulation of body fluid levels","24/426","365/18870",3.19422207225534e-06,0.000161353846392784,0.000147222415811468,"SERPINB2/MFSD2B/F13A1/HGFAC/ITGB3/FBLN1/ADRA2A/PDGFRA/TUBB1/PEAR1/F3/PDGFA/NFE2L2/PROZ/F2RL3/P2RY12/MYL9/PRKG1/GP9/GP6/PROS1/VWF/TFPI/HBB",24,"ChAd-BNT (V2, D7)"
"GO:0033044","regulation of chromosome organization","19/426","247/18870",3.6677752488436e-06,0.000182665539153675,0.000166667622501195,"CENPF/PLK1/ESPL1/BIRC5/TOP2A/BUB1B/SPC25/CDC20/AURKB/TRIP13/DLGAP5/CDK1/CENPE/UBE2C/BUB1/NEK2/SPC24/CDC6/TTK",19,"ChAd-BNT (V2, D7)"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","12/426","104/18870",3.98256699273934e-06,0.000195588290087866,0.000178458594045995,"CENPF/KIF14/CDC25C/PLK1/TICRR/CLSPN/AURKB/IER3/CDK1/CDC25A/CDC6/DTL",12,"ChAd-BNT (V2, D7)"
"GO:0042744","hydrogen peroxide catabolic process","7/426","31/18870",4.68156361797311e-06,0.000226767245933602,0.000206906885206742,"HBG2/HBG1/HBD/TPO/HBB/HBA2/HBA1",7,"ChAd-BNT (V2, D7)"
"GO:0044771","meiotic cell cycle phase transition","5/426","13/18870",6.34834648763718e-06,0.000303348015949798,0.000276780682569103,"PKMYT1/CDC25C/CDC20/CDC25A/TTK",5,"ChAd-BNT (V2, D7)"
"GO:0045931","positive regulation of mitotic cell cycle","13/426","128/18870",6.64323795081636e-06,0.000313206525254488,0.000285775779919328,"CDCA5/CDC25C/ESPL1/CDC20/RRM2/USP2/DLGAP5/CDK1/UBE2C/CDC25A/KCNA5/CDC6/DTL",13,"ChAd-BNT (V2, D7)"
"GO:1903046","meiotic cell cycle process","17/426","214/18870",7.76863897552881e-06,0.000361446150229867,0.000329790560387754,"PKMYT1/DMC1/CDC25C/PLK1/ESPL1/TOP2A/PRDM7/CDC20/TRIP13/RAD51/MND1/CDC25A/TTK/ASPM/PDE3A/DMRTC2/FBXO43",17,"ChAd-BNT (V2, D7)"
"GO:0010639","negative regulation of organelle organization","23/426","363/18870",9.39355375111158e-06,0.000431371507323773,0.000393591828395858,"CENPF/PLK1/ESPL1/BIRC5/TPX2/TOP2A/BUB1B/SPC25/CDC20/VIL1/AURKB/TRIP13/IER3/NAV3/ARHGAP6/BUB1/MET/MIR21/SPC24/TMSB15A/IGF1/TTK/FBXO43",23,"ChAd-BNT (V2, D7)"
"GO:0051231","spindle elongation","5/426","14/18870",9.69229611937779e-06,0.000439384090745126,0.000400902666746193,"BIRC5/KIF23/AURKB/KIF11/KIF4A",5,"ChAd-BNT (V2, D7)"
"GO:0034109","homotypic cell-cell adhesion","11/426","96/18870",1.07483089605593e-05,0.000475075256056721,0.000433467986369924,"MFSD2B/ITGB3/PDGFRA/TUBB1/PEAR1/F2RL3/P2RY12/MYL9/PRKG1/GP6/HBB",11,"ChAd-BNT (V2, D7)"
"GO:0051310","metaphase chromosome alignment","11/426","96/18870",1.07483089605593e-05,0.000475075256056721,0.000433467986369924,"CDCA5/CENPF/KIF14/BIRC5/SPC25/AURKB/KIF2C/CENPE/KIFC1/NEK2/SPC24",11,"ChAd-BNT (V2, D7)"
"GO:0050000","chromosome localization","12/426","116/18870",1.24225027156846e-05,0.000542295921020504,0.000494801440202383,"CDCA5/CENPF/KIF14/BIRC5/SPC25/AURKB/KIF2C/DLGAP5/CENPE/KIFC1/NEK2/SPC24",12,"ChAd-BNT (V2, D7)"
"GO:0061982","meiosis I cell cycle process","13/426","136/18870",1.28986208348885e-05,0.000556213698441044,0.00050750029343945,"PKMYT1/DMC1/CDC25C/PLK1/ESPL1/TOP2A/PRDM7/CDC20/TRIP13/RAD51/MND1/CDC25A/DMRTC2",13,"ChAd-BNT (V2, D7)"
"GO:1901989","positive regulation of cell cycle phase transition","12/426","119/18870",1.61263764983319e-05,0.000678843658310735,0.000619390275280544,"CDCA5/CDC25C/ESPL1/CDC20/RRM2/DLGAP5/CDK1/UBE2C/CDC25A/KCNA5/CDC6/DTL",12,"ChAd-BNT (V2, D7)"
"GO:1990748","cellular detoxification","12/426","119/18870",1.61263764983319e-05,0.000678843658310735,0.000619390275280544,"HBG2/HBG1/HBD/NFE2L2/H19/SOD2/MIR21/PTGS1/TPO/HBB/HBA2/HBA1",12,"ChAd-BNT (V2, D7)"
"GO:1902750","negative regulation of cell cycle G2/M phase transition","9/426","70/18870",2.69188052202592e-05,0.00111982229716278,0.00102174783901046,"PKMYT1/PLK1/TICRR/CLSPN/AURKB/IER3/CDK1/CDC6/DTL",9,"ChAd-BNT (V2, D7)"
"GO:0000281","mitotic cytokinesis","10/426","88/18870",2.90529958876255e-05,0.00119455108672842,0.00108993185306698,"PLK1/ESPL1/BIRC5/KIF23/AURKB/CENPA/IQGAP3/KIF20A/CEP55/KIF4A",10,"ChAd-BNT (V2, D7)"
"GO:0051303","establishment of chromosome localization","11/426","108/18870",3.30106976614378e-05,0.0013416761716189,0.00122417166766251,"CDCA5/CENPF/KIF14/BIRC5/SPC25/AURKB/KIF2C/CENPE/KIFC1/NEK2/SPC24",11,"ChAd-BNT (V2, D7)"
"GO:0097237","cellular response to toxic substance","12/426","128/18870",3.36042334250199e-05,0.00135027919762353,0.00123202123741251,"HBG2/HBG1/HBD/NFE2L2/H19/SOD2/MIR21/PTGS1/TPO/HBB/HBA2/HBA1",12,"ChAd-BNT (V2, D7)"
"GO:1905820","positive regulation of chromosome separation","6/426","29/18870",3.90704475132325e-05,0.00155228204951449,0.00141633260352522,"ESPL1/BIRC5/CDC20/AURKB/DLGAP5/UBE2C",6,"ChAd-BNT (V2, D7)"
"GO:1903034","regulation of response to wounding","14/426","173/18870",3.98647515798821e-05,0.00156624179540515,0.001429069749618,"SERPINB2/ADRA2A/VIL1/PDGFRA/F3/PDGFA/NFE2L2/KREMEN1/PRKG1/SPP1/PROS1/MYLK/MIR21/TFPI",14,"ChAd-BNT (V2, D7)"
"GO:1901993","regulation of meiotic cell cycle phase transition","4/426","10/18870",4.82845801563349e-05,0.00187620082893187,0.00171188245435704,"PKMYT1/CDC25C/CDC25A/TTK",4,"ChAd-BNT (V2, D7)"
"GO:0051256","mitotic spindle midzone assembly","4/426","11/18870",7.45238906348923e-05,0.00286430953570629,0.00261345222878655,"BIRC5/KIF23/AURKB/KIF4A",4,"ChAd-BNT (V2, D7)"
"GO:0009636","response to toxic substance","17/426","258/18870",8.46487084089287e-05,0.00321847132187067,0.00293659639245463,"MAOB/HBG2/HBG1/AQP10/HBD/NFE2L2/CDK1/H19/SOD2/MIR21/TYMS/PTGS1/TPO/SDC1/HBB/HBA2/HBA1",17,"ChAd-BNT (V2, D7)"
"GO:0051302","regulation of cell division","14/426","186/18870",8.76793979942027e-05,0.00329823777986703,0.00300937687404514,"KIF14/PLK1/BIRC5/KIF18B/KIF23/AURKB/PDGFA/E2F8/KIF20A/VEGFC/SFN/E2F7/CDC6/ASPM",14,"ChAd-BNT (V2, D7)"
"GO:0000910","cytokinesis","14/426","188/18870",9.83140293981742e-05,0.0036553722638586,0.00333523338554615,"KIF14/PLK1/ESPL1/BIRC5/KIF23/AURKB/E2F8/CENPA/IQGAP3/KIF20A/CEP55/E2F7/CDC6/KIF4A",14,"ChAd-BNT (V2, D7)"
"GO:0051321","meiotic cell cycle","18/426","287/18870",9.92408759418625e-05,0.0036553722638586,0.00333523338554615,"PKMYT1/DMC1/CDC25C/PLK1/ESPL1/TOP2A/PRDM7/CDC20/TRIP13/RAD51/MND1/CDC25A/NEK2/TTK/ASPM/PDE3A/DMRTC2/FBXO43",18,"ChAd-BNT (V2, D7)"
"GO:0008608","attachment of spindle microtubules to kinetochore","7/426","49/18870",0.000107773337081715,0.00392872700949425,0.00358464761970109,"BIRC5/SPC25/AURKB/KIF2C/CENPE/NEK2/SPC24",7,"ChAd-BNT (V2, D7)"
"GO:0000022","mitotic spindle elongation","4/426","12/18870",0.000109795616602765,0.0039616051051773,0.00361464623939284,"BIRC5/KIF23/AURKB/KIF4A",4,"ChAd-BNT (V2, D7)"
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","8/426","67/18870",0.000128514238977953,0.00459016514167721,0.00418815675138147,"PLK1/TICRR/CLSPN/AURKB/IER3/CDK1/CDC6/DTL",8,"ChAd-BNT (V2, D7)"
"GO:0140013","meiotic nuclear division","14/426","194/18870",0.000137220076918376,0.00485210191983377,0.0044271530079455,"DMC1/PLK1/ESPL1/TOP2A/PRDM7/CDC20/TRIP13/RAD51/MND1/TTK/ASPM/PDE3A/DMRTC2/FBXO43",14,"ChAd-BNT (V2, D7)"
"GO:0030193","regulation of blood coagulation","8/426","68/18870",0.00014281938592968,0.00500009256086482,0.00456218257294912,"SERPINB2/PDGFRA/F3/PDGFA/NFE2L2/PRKG1/PROS1/TFPI",8,"ChAd-BNT (V2, D7)"
"GO:0006936","muscle contraction","20/426","351/18870",0.000153552692279699,0.00532315999902956,0.00485695564331556,"SPX/SCN1B/RYR2/ADRA2A/KCND3/TNNC2/CTTN/HTR2A/MYL9/PRKG1/SCN3B/JSRP1/SLC8A3/CNN1/MYLK/MIR21/PROK2/KCNA5/KCNJ2/CALD1",20,"ChAd-BNT (V2, D7)"
"GO:0140694","non-membrane-bounded organelle assembly","22/426","408/18870",0.000161004651574485,0.00552730532007163,0.00504322184032494,"CENPF/PLK1/BIRC5/TPX2/MYBL2/CDC20/KIF23/MYOZ2/VIL1/PDGFRA/TUBB1/HSPA1B/AURKB/DLGAP5/CENPA/KIF11/MYL9/CENPE/KIFC1/NEK2/ASPM/KIF4A",22,"ChAd-BNT (V2, D7)"
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","6/426","37/18870",0.000164154840684824,0.00558126458328402,0.0050924553309614,"PLK1/TICRR/CLSPN/IER3/CDK1/DTL",6,"ChAd-BNT (V2, D7)"
"GO:1900046","regulation of hemostasis","8/426","70/18870",0.000175378395022451,0.00590607623618465,0.00538881985708084,"SERPINB2/PDGFRA/F3/PDGFA/NFE2L2/PRKG1/PROS1/TFPI",8,"ChAd-BNT (V2, D7)"
"GO:0044818","mitotic G2/M transition checkpoint","7/426","53/18870",0.000178970650249773,0.00597019074795469,0.00544731919578505,"PLK1/TICRR/CLSPN/IER3/CDK1/CDC6/DTL",7,"ChAd-BNT (V2, D7)"
"GO:0006260","DNA replication","17/426","278/18870",0.000207928928897251,0.00687137095869795,0.00626957370457526,"TICRR/ADRA2A/MCM10/RRM2/E2F8/NT5M/CDK1/RAD51/NFIB/GINS2/CDC45/CCNA2/E2F7/ESCO2/EGF/CDC6/DTL",17,"ChAd-BNT (V2, D7)"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","4/426","14/18870",0.000214204135089976,0.00694886074934087,0.00634027691019581,"ESPL1/CDC20/DLGAP5/UBE2C",4,"ChAd-BNT (V2, D7)"
"GO:0051255","spindle midzone assembly","4/426","14/18870",0.000214204135089976,0.00694886074934087,0.00634027691019581,"BIRC5/KIF23/AURKB/KIF4A",4,"ChAd-BNT (V2, D7)"
"GO:0061041","regulation of wound healing","11/426","133/18870",0.000218397204273427,0.0070204774028258,0.00640562135022062,"SERPINB2/ADRA2A/VIL1/PDGFRA/F3/PDGFA/NFE2L2/PRKG1/PROS1/MYLK/TFPI",11,"ChAd-BNT (V2, D7)"
"GO:0050818","regulation of coagulation","8/426","73/18870",0.00023546052057925,0.00750079640331735,0.00684387383191465,"SERPINB2/PDGFRA/F3/PDGFA/NFE2L2/PRKG1/PROS1/TFPI",8,"ChAd-BNT (V2, D7)"
"GO:0032465","regulation of cytokinesis","9/426","93/18870",0.000252306681569432,0.00796041047510182,0.00726323473034862,"KIF14/PLK1/BIRC5/KIF23/AURKB/E2F8/KIF20A/E2F7/CDC6",9,"ChAd-BNT (V2, D7)"
"GO:0098754","detoxification","12/426","158/18870",0.000254390945612699,0.00796041047510182,0.00726323473034862,"HBG2/HBG1/HBD/NFE2L2/H19/SOD2/MIR21/PTGS1/TPO/HBB/HBA2/HBA1",12,"ChAd-BNT (V2, D7)"
"GO:0003012","muscle system process","23/426","452/18870",0.000266410566666756,0.00826340143626009,0.00753968962911918,"SPX/SCN1B/MYOZ2/RYR2/ADRA2A/KCND3/TNNC2/CTTN/HTR2A/MEIS1/MYL9/PRKG1/SCN3B/JSRP1/SLC8A3/CNN1/MYLK/MIR21/PROK2/KCNA5/KCNJ2/CALD1/IGF1",23,"ChAd-BNT (V2, D7)"
"GO:0007080","mitotic metaphase chromosome alignment","7/426","57/18870",0.000284107746182315,0.00873569556957102,0.00797062006451988,"CDCA5/KIF14/BIRC5/AURKB/KIF2C/CENPE/KIFC1",7,"ChAd-BNT (V2, D7)"
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","4/426","15/18870",0.000286907711276654,0.00874573850926076,0.00797978343977264,"ESPL1/CDC20/DLGAP5/UBE2C",4,"ChAd-BNT (V2, D7)"
"GO:0072593","reactive oxygen species metabolic process","15/426","234/18870",0.000293896156282796,0.00888219494543562,0.00810428896992147,"FOXM1/MAOB/PLIN5/HBG2/HBG1/HBD/NFE2L2/IER3/H19/SOD2/MIR21/TPO/HBB/HBA2/HBA1",15,"ChAd-BNT (V2, D7)"
"GO:0061640","cytoskeleton-dependent cytokinesis","10/426","117/18870",0.000321680163345,0.00963950048803321,0.00879526940813938,"PLK1/ESPL1/BIRC5/KIF23/AURKB/CENPA/IQGAP3/KIF20A/CEP55/KIF4A",10,"ChAd-BNT (V2, D7)"
"GO:0007062","sister chromatid cohesion","7/426","59/18870",0.000352695604461923,0.0104800979611543,0.00956224703826444,"CDCA5/PLK1/ESPL1/BUB1B/CDC20/BUB1/ESCO2",7,"ChAd-BNT (V2, D7)"
"GO:0072378","blood coagulation, fibrin clot formation","4/426","16/18870",0.000375753177986349,0.0110721936446644,0.0101024867590189,"F13A1/ITGB3/FBLN1/GP9",4,"ChAd-BNT (V2, D7)"
"GO:0051785","positive regulation of nuclear division","7/426","60/18870",0.000391638109802655,0.0114448955062991,0.0104425472513714,"ESPL1/PRDM7/CDC20/DLGAP5/UBE2C/IGF1/EGF",7,"ChAd-BNT (V2, D7)"
"GO:0006940","regulation of smooth muscle contraction","7/426","61/18870",0.000433943716496575,0.0125436273295401,0.011445051728102,"SPX/ADRA2A/CTTN/PRKG1/CNN1/MIR21/PROK2",7,"ChAd-BNT (V2, D7)"
"GO:0045840","positive regulation of mitotic nuclear division","6/426","44/18870",0.000436330928035472,0.0125436273295401,0.011445051728102,"ESPL1/CDC20/DLGAP5/UBE2C/IGF1/EGF",6,"ChAd-BNT (V2, D7)"
"GO:0051382","kinetochore assembly","4/426","17/18870",0.000482653955125213,0.0135449554390695,0.012358683145019,"CENPF/DLGAP5/CENPA/CENPE",4,"ChAd-BNT (V2, D7)"
"GO:0051447","negative regulation of meiotic cell cycle","4/426","17/18870",0.000482653955125213,0.0135449554390695,0.012358683145019,"PKMYT1/TRIP13/TTK/FBXO43",4,"ChAd-BNT (V2, D7)"
"GO:0051782","negative regulation of cell division","4/426","17/18870",0.000482653955125213,0.0135449554390695,0.012358683145019,"AURKB/E2F8/E2F7/ASPM",4,"ChAd-BNT (V2, D7)"
"GO:0006937","regulation of muscle contraction","12/426","170/18870",0.000495967532256302,0.0138089857799865,0.0125995896093292,"SPX/RYR2/ADRA2A/TNNC2/CTTN/MYL9/PRKG1/SLC8A3/CNN1/MIR21/PROK2/KCNJ2",12,"ChAd-BNT (V2, D7)"
"GO:0034508","centromere complex assembly","5/426","30/18870",0.000512237796924243,0.0141505691400322,0.0129112569701711,"CENPF/HJURP/DLGAP5/CENPA/CENPE",5,"ChAd-BNT (V2, D7)"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","8/426","82/18870",0.0005235021994777,0.0143496416849081,0.0130928946666597,"PKMYT1/CDC25C/PLK1/DIRAS3/CDC25A/CCNA2/CDC6/CDKN1C",8,"ChAd-BNT (V2, D7)"
"GO:0000076","DNA replication checkpoint signaling","4/426","18/18870",0.000609556455669228,0.016579935594203,0.0151278585961634,"TICRR/CLSPN/CDC45/CDC6",4,"ChAd-BNT (V2, D7)"
"GO:1904029","regulation of cyclin-dependent protein kinase activity","8/426","85/18870",0.000666617064145964,0.017993572052062,0.01641768824112,"PKMYT1/CDC25C/PLK1/DIRAS3/CDC25A/CCNA2/CDC6/CDKN1C",8,"ChAd-BNT (V2, D7)"
"GO:0030195","negative regulation of blood coagulation","6/426","48/18870",0.00070309833526196,0.0188345129809567,0.0171849792470328,"SERPINB2/PDGFRA/PDGFA/PRKG1/PROS1/TFPI",6,"ChAd-BNT (V2, D7)"
"GO:0048144","fibroblast proliferation","9/426","107/18870",0.000713335022233391,0.0189650574332126,0.0173040905670387,"ITGB3/PDGFRA/PDGFA/E2F8/CDK1/SOD2/CCNA2/IGF1/CDC6",9,"ChAd-BNT (V2, D7)"
"GO:0072376","protein activation cascade","4/426","19/18870",0.000758430617669622,0.0200135124185058,0.0182607214702073,"F13A1/ITGB3/FBLN1/GP9",4,"ChAd-BNT (V2, D7)"
"GO:0044774","mitotic DNA integrity checkpoint signaling","8/426","87/18870",0.000778423705656695,0.0202911408659484,0.0185140351137568,"PLK1/TICRR/CLSPN/IER3/CDK1/GTSE1/CDC6/DTL",8,"ChAd-BNT (V2, D7)"
"GO:0010543","regulation of platelet activation","6/426","49/18870",0.000786166939659202,0.0202911408659484,0.0185140351137568,"MFSD2B/PDGFRA/PDGFA/PRKG1/GP9/GP6",6,"ChAd-BNT (V2, D7)"
"GO:1900047","negative regulation of hemostasis","6/426","49/18870",0.000786166939659202,0.0202911408659484,0.0185140351137568,"SERPINB2/PDGFRA/PDGFA/PRKG1/PROS1/TFPI",6,"ChAd-BNT (V2, D7)"
"GO:0040020","regulation of meiotic nuclear division","5/426","33/18870",0.000807012910900375,0.0206782438619111,0.0188672354836739,"PRDM7/CDC20/TRIP13/PDE3A/FBXO43",5,"ChAd-BNT (V2, D7)"
"GO:0006939","smooth muscle contraction","9/426","109/18870",0.000815430945548565,0.0207436246292067,0.0189268901787683,"SPX/ADRA2A/CTTN/HTR2A/PRKG1/CNN1/MYLK/MIR21/PROK2",9,"ChAd-BNT (V2, D7)"
"GO:0032147","activation of protein kinase activity","8/426","88/18870",0.000839719469858121,0.0212089146101308,0.0193514298880838,"KIF14/TPX2/CLSPN/ITGB3/ADRA2A/MIR21/CHI3L1/IGF1",8,"ChAd-BNT (V2, D7)"
"GO:0031570","DNA integrity checkpoint signaling","10/426","135/18870",0.000992921165040673,0.0249004910608782,0.022719696684208,"PLK1/TICRR/CLSPN/IER3/CDK1/RAD51/CDC45/GTSE1/CDC6/DTL",10,"ChAd-BNT (V2, D7)"
"GO:0050819","negative regulation of coagulation","6/426","52/18870",0.0010813600974617,0.0269273894691871,0.0245690785672358,"SERPINB2/PDGFRA/PDGFA/PRKG1/PROS1/TFPI",6,"ChAd-BNT (V2, D7)"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","4/426","21/18870",0.00113003906180972,0.0277487369622164,0.0253184921377689,"BIRC5/AURKB/KIF2C/CENPE",4,"ChAd-BNT (V2, D7)"
"GO:0051383","kinetochore organization","4/426","21/18870",0.00113003906180972,0.0277487369622164,0.0253184921377689,"CENPF/DLGAP5/CENPA/CENPE",4,"ChAd-BNT (V2, D7)"
"GO:0048146","positive regulation of fibroblast proliferation","6/426","53/18870",0.00119655875029727,0.0289796694592543,0.0264416191035409,"ITGB3/PDGFRA/PDGFA/CCNA2/IGF1/CDC6",6,"ChAd-BNT (V2, D7)"
"GO:0086002","cardiac muscle cell action potential involved in contraction","6/426","53/18870",0.00119655875029727,0.0289796694592543,0.0264416191035409,"SCN1B/RYR2/KCND3/SCN3B/KCNA5/KCNJ2",6,"ChAd-BNT (V2, D7)"
"GO:0033314","mitotic DNA replication checkpoint signaling","3/426","10/18870",0.00121819804499226,0.029105055993869,0.0265560242382736,"TICRR/CLSPN/CDC6",3,"ChAd-BNT (V2, D7)"
"GO:2000121","regulation of removal of superoxide radicals","3/426","10/18870",0.00121819804499226,0.029105055993869,0.0265560242382736,"NFE2L2/H19/MIR21",3,"ChAd-BNT (V2, D7)"
"GO:0051347","positive regulation of transferase activity","20/426","414/18870",0.00124270261327599,0.0294912512788182,0.0269083963948493,"KIF14/PLK1/TPX2/CLSPN/MMD/ITGB3/CDC20/ADRA2A/PDGFRA/AURKB/PDGFA/P2RY12/CENPE/UBE2C/MET/MIR21/NEK2/CHI3L1/IGF1/EGF",20,"ChAd-BNT (V2, D7)"
"GO:0010863","positive regulation of phospholipase C activity","5/426","37/18870",0.00137658449437155,0.0324506851473187,0.0296086419315705,"PDGFRA/AVPR1A/HTR2A/P2RY12/ARHGAP6",5,"ChAd-BNT (V2, D7)"
"GO:0086091","regulation of heart rate by cardiac conduction","5/426","38/18870",0.00155617942512399,0.0364413936903206,0.0332498427187523,"SCN1B/KCND3/SCN3B/KCNA5/KCNJ2",5,"ChAd-BNT (V2, D7)"
"GO:0061337","cardiac conduction","8/426","97/18870",0.00158434305793344,0.0366159284500173,0.0334090916585208,"SCN1B/RYR2/KCND3/SCN3B/SLC8A3/IRX3/KCNA5/KCNJ2",8,"ChAd-BNT (V2, D7)"
"GO:1903035","negative regulation of response to wounding","8/426","97/18870",0.00158434305793344,0.0366159284500173,0.0334090916585208,"SERPINB2/PDGFRA/PDGFA/KREMEN1/PRKG1/SPP1/PROS1/TFPI",8,"ChAd-BNT (V2, D7)"
"GO:0019430","removal of superoxide radicals","4/426","23/18870",0.00161338984348833,0.03704510705568,0.0338006826404082,"NFE2L2/H19/SOD2/MIR21",4,"ChAd-BNT (V2, D7)"
"GO:0086070","SA node cell to atrial cardiac muscle cell communication","3/426","11/18870",0.00164707585287626,0.0375745820372288,0.0342837860038421,"RYR2/SCN3B/KCNA5",3,"ChAd-BNT (V2, D7)"
"GO:1900274","regulation of phospholipase C activity","5/426","39/18870",0.00175241587850615,0.0397214265794726,0.0362426090932614,"PDGFRA/AVPR1A/HTR2A/P2RY12/ARHGAP6",5,"ChAd-BNT (V2, D7)"
"GO:0006730","one-carbon metabolic process","5/426","40/18870",0.00196619074997774,0.0440028512146917,0.0401490649479133,"CA2/ALDH1L2/CA1/CA4/TYMS",5,"ChAd-BNT (V2, D7)"
