"","condition","genes"
"27204","ChAd (V1, D7)","MIR23A"
"27205","ChAd (V1, D7)","HBG2"
"27206","ChAd (V1, D7)","APOBEC3B"
"27207","ChAd (V1, D7)","ZNF215"
"27208","ChAd (V1, D7)","NCAPG"
"27209","ChAd (V1, D7)","IFIT1B"
"27210","ChAd (V1, D7)","CDC20"
"27211","ChAd (V1, D7)","GBP1P1"
"27212","ChAd (V1, D7)","CDCA2"
"27213","ChAd (V1, D7)","CFAP54"
"27214","ChAd (V1, D7)","FER1L4"
"27215","ChAd (V1, D7)","PALM"
"27216","ChAd (V1, D7)","IGF1"
"27217","ChAd (V1, D7)","FCRL4"
"27218","ChAd (V1, D7)","SLCO5A1"
"27219","ChAd (V1, D7)","TICRR"
"27220","ChAd (V1, D7)","SPC24"
"27221","ChAd (V1, D7)","AMPD1"
"27222","ChAd (V1, D7)","ELL2"
"27223","ChAd (V1, D7)","E2F7"
"27224","ChAd (V1, D7)","CXCL10"
"27225","ChAd (V1, D7)","SPP1"
"27226","ChAd (V1, D7)","HIST1H3C"
"27227","ChAd (V1, D7)","SLPI"
"27228","ChAd (V1, D7)","CTB-178M22"
"27229","ChAd (V1, D7)","HEY1"
"27230","ChAd (V1, D7)","DEPDC1"
"27231","ChAd (V1, D7)","NEK2"
"27232","ChAd (V1, D7)","FAM71A"
"27233","ChAd (V1, D7)","TXNDC5"
"27234","ChAd (V1, D7)","E2F8"
"27235","ChAd (V1, D7)","EYA2"
"27236","ChAd (V1, D7)","ANKRD22"
"27237","ChAd (V1, D7)","CCDC184"
"27238","ChAd (V1, D7)","TUSC5"
"27239","ChAd (V1, D7)","ZPLD1"
"27240","ChAd (V1, D7)","MEG3"
"27241","ChAd (V1, D7)","SKA1"
"27242","ChAd (V1, D7)","CENPA"
"27243","ChAd (V1, D7)","GTSE1"
"27244","ChAd (V1, D7)","DUSP26"
"27245","ChAd (V2, D1)","P2RY14"
"27246","ChAd (V2, D1)","HSPE1P28"
"27247","ChAd (V2, D1)","PLSCR2"
"27248","ChAd (V2, D1)","DOCK4"
"27249","ChAd (V2, D1)","C1QC"
"27250","ChAd (V2, D1)","ATF3"
"27251","ChAd (V2, D1)","ZNF117"
"27252","ChAd (V2, D1)","RN7SL230P"
"27253","ChAd (V2, D1)","RPS2P44"
"27254","ChAd (V2, D1)","CEACAM1"
"27255","ChAd (V2, D1)","FAT4"
"27256","ChAd (V2, D1)","FGFR1"
"27257","ChAd (V2, D1)","CARD16"
"27258","ChAd (V2, D1)","PLEKHF1"
"27259","ChAd (V2, D1)","IGHG3"
"27260","ChAd (V2, D1)","EEF1A1P11"
"27261","ChAd (V2, D1)","B3GAT1-DT"
"27262","ChAd (V2, D1)","CSNK1G2P1"
"27263","ChAd (V2, D1)","EEF1A1P12"
"27264","ChAd (V2, D1)","RPL15P7"
"27265","ChAd (V2, D1)","RPL7AP31"
"27266","ChAd (V2, D1)","RNU2-59P"
"27267","ChAd (V2, D1)","MTATP6P11"
"27268","ChAd (V2, D1)","RNU6-2"
"27269","ChAd (V2, D1)","PFN1P1"
"27270","ChAd (V2, D1)","GZMAP1"
"27271","ChAd (V2, D1)","MTCO2P11"
"27272","ChAd (V2, D1)","FBXO27"
"27273","ChAd (V2, D1)","OMG"
"27274","ChAd (V2, D1)","EEF1A1P19"
"27275","ChAd (V2, D1)","RN7SKP203"
"27276","ChAd (V2, D1)","RN7SKP230"
"27277","ChAd (V2, D1)","RNU1-100P"
"27278","ChAd (V2, D1)","SNORA20"
"27279","ChAd (V2, D1)","CLEC18B"
"27280","ChAd (V2, D1)","DYNLT1"
"27281","ChAd (V2, D1)","RN7SL430P"
"27282","ChAd (V2, D1)","DAPP1"
"27283","ChAd (V2, D1)","TRIM5"
"27284","ChAd (V2, D1)","JUP"
"27285","ChAd (V2, D1)","RNA5-8SN5"
"27286","ChAd (V2, D1)","RNY1"
"27287","ChAd (V2, D1)","TRIM34"
"27288","ChAd (V2, D1)","SH2D1B"
"27289","ChAd (V2, D1)","SDC3"
"27290","ChAd (V2, D1)","SHFL"
"27291","ChAd (V2, D1)","NAIPP3"
"27292","ChAd (V2, D1)","ETV7"
"27293","ChAd (V2, D1)","IGHV3-30"
"27294","ChAd (V2, D1)","MIR4296"
"27295","ChAd (V2, D1)","FAM3D"
"27296","ChAd (V2, D1)","SLC16A11"
"27297","ChAd (V2, D1)","ERBB2"
"27298","ChAd (V2, D1)","SNORA12"
"27299","ChAd (V2, D1)","RPS27P9"
"27300","ChAd (V2, D1)","GGN"
"27301","ChAd (V2, D1)","UBQLNL"
"27302","ChAd (V2, D1)","CCND2-AS1"
"27303","ChAd (V2, D1)","MIR3173"
"27304","ChAd (V2, D1)","XAF1"
"27305","ChAd (V2, D1)","FAM180B"
"27306","ChAd (V2, D1)","PSTPIP2"
"27307","ChAd (V2, D1)","MTCO3P11"
"27308","ChAd (V2, D1)","RNA5-8SN4"
"27309","ChAd (V2, D1)","IFI44"
"27310","ChAd (V2, D1)","PSME2"
"27311","ChAd (V2, D1)","LINC02363"
"27312","ChAd (V2, D1)","RTP4"
"27313","ChAd (V2, D1)","ENSG00000263464"
"27314","ChAd (V2, D1)","RNU6-611P"
"27315","ChAd (V2, D1)","CLIC3"
"27316","ChAd (V2, D1)","LINC03052"
"27317","ChAd (V2, D1)","MIR4308"
"27318","ChAd (V2, D1)","CD300E"
"27319","ChAd (V2, D1)","FAR1-IT1"
"27320","ChAd (V2, D1)","RNU6-6P"
"27321","ChAd (V2, D1)","GPR84"
"27322","ChAd (V2, D1)","PKN2-AS1"
"27323","ChAd (V2, D1)","RN7SKP255"
"27324","ChAd (V2, D1)","SNORA22"
"27325","ChAd (V2, D1)","RPL12P14"
"27326","ChAd (V2, D1)","SAMD4A"
"27327","ChAd (V2, D1)","GRIN3A"
"27328","ChAd (V2, D1)","KRT2"
"27329","ChAd (V2, D1)","HERC6"
"27330","ChAd (V2, D1)","RTN4R"
"27331","ChAd (V2, D1)","RERE-AS1"
"27332","ChAd (V2, D1)","MT-TW"
"27333","ChAd (V2, D1)","SNORA73B"
"27334","ChAd (V2, D1)","SNORD13"
"27335","ChAd (V2, D1)","WDFY1"
"27336","ChAd (V2, D1)","CMTR1"
"27337","ChAd (V2, D1)","HELZ2"
"27338","ChAd (V2, D1)","TNFSF13B"
"27339","ChAd (V2, D1)","MTCO1P11"
"27340","ChAd (V2, D1)","GTSCR1"
"27341","ChAd (V2, D1)","RNU6-3P"
"27342","ChAd (V2, D1)","RHBDF2"
"27343","ChAd (V2, D1)","RN7SL396P"
"27344","ChAd (V2, D1)","ZNF684"
"27345","ChAd (V2, D1)","FMOD"
"27346","ChAd (V2, D1)","IGHV5-78"
"27347","ChAd (V2, D1)","SCO2"
"27348","ChAd (V2, D1)","CLIC4P1"
"27349","ChAd (V2, D1)","SNORD67"
"27350","ChAd (V2, D1)","APOL2"
"27351","ChAd (V2, D1)","ZDHHC20P4"
"27352","ChAd (V2, D1)","LINC02555"
"27353","ChAd (V2, D1)","LINC02574"
"27354","ChAd (V2, D1)","PARP12"
"27355","ChAd (V2, D1)","RAB1AP1"
"27356","ChAd (V2, D1)","SIRPD"
"27357","ChAd (V2, D1)","NRXN2"
"27358","ChAd (V2, D1)","ZNG1E"
"27359","ChAd (V2, D1)","LYPD5"
"27360","ChAd (V2, D1)","IFI44L"
"27361","ChAd (V2, D1)","GSN-AS1"
"27362","ChAd (V2, D1)","RNA5SP199"
"27363","ChAd (V2, D1)","C2"
"27364","ChAd (V2, D1)","RPL12P12"
"27365","ChAd (V2, D1)","DDX11L1"
"27366","ChAd (V2, D1)","TLR7"
"27367","ChAd (V2, D1)","DISC1-IT1"
"27368","ChAd (V2, D1)","CASP5"
"27369","ChAd (V2, D1)","LINC01765"
"27370","ChAd (V2, D1)","TOX-DT"
"27371","ChAd (V2, D1)","APOL6"
"27372","ChAd (V2, D1)","GPR141BP"
"27373","ChAd (V2, D1)","ISG20"
"27374","ChAd (V2, D1)","IGKV4-1"
"27375","ChAd (V2, D1)","WNT1"
"27376","ChAd (V2, D1)","RNF14P1"
"27377","ChAd (V2, D1)","BISPR"
"27378","ChAd (V2, D1)","PDGFD"
"27379","ChAd (V2, D1)","DZIP1L"
"27380","ChAd (V2, D1)","SAMD9"
"27381","ChAd (V2, D1)","STOML1"
"27382","ChAd (V2, D1)","MTND5P14"
"27383","ChAd (V2, D1)","RPL7AP42"
"27384","ChAd (V2, D1)","OTOF"
"27385","ChAd (V2, D1)","IGHV3-23"
"27386","ChAd (V2, D1)","TENT5A"
"27387","ChAd (V2, D1)","GALM"
"27388","ChAd (V2, D1)","LINC01887"
"27389","ChAd (V2, D1)","ZNF771"
"27390","ChAd (V2, D1)","GBP5"
"27391","ChAd (V2, D1)","COL7A1"
"27392","ChAd (V2, D1)","ODF3B"
"27393","ChAd (V2, D1)","KCNMA1"
"27394","ChAd (V2, D1)","LACTB"
"27395","ChAd (V2, D1)","SNORA22C"
"27396","ChAd (V2, D1)","NMI"
"27397","ChAd (V2, D1)","RPL23AP65"
"27398","ChAd (V2, D1)","SLC7A9"
"27399","ChAd (V2, D1)","IGKC"
"27400","ChAd (V2, D1)","SLC30A4-AS1"
"27401","ChAd (V2, D1)","MTND1P11"
"27402","ChAd (V2, D1)","RPL7AP20"
"27403","ChAd (V2, D1)","BNIP5"
"27404","ChAd (V2, D1)","SYNPO2"
"27405","ChAd (V2, D1)","FAM111A"
"27406","ChAd (V2, D1)","RN7SL344P"
"27407","ChAd (V2, D1)","RNF31"
"27408","ChAd (V2, D1)","SLC34A1"
"27409","ChAd (V2, D1)","HESX1"
"27410","ChAd (V2, D1)","MIR4433A"
"27411","ChAd (V2, D1)","CELF2-AS1"
"27412","ChAd (V2, D1)","EIF3LP2"
"27413","ChAd (V2, D1)","FUNDC2P4"
"27414","ChAd (V2, D1)","EEF1A1P14"
"27415","ChAd (V2, D1)","LRRC37A6P"
"27416","ChAd (V2, D1)","EEF1A1P16"
"27417","ChAd (V2, D1)","TYMP"
"27418","ChAd (V2, D1)","USP18"
"27419","ChAd (V2, D1)","KIR3DL2"
"27420","ChAd (V2, D1)","NCF1B"
"27421","ChAd (V2, D1)","OR52K3P"
"27422","ChAd (V2, D1)","TCF3P1"
"27423","ChAd (V2, D1)","SNORA3B"
"27424","ChAd (V2, D1)","SNORA38B"
"27425","ChAd (V2, D1)","CCDC194"
"27426","ChAd (V2, D1)","OR56B1"
"27427","ChAd (V2, D1)","RNU2-64P"
"27428","ChAd (V2, D1)","H2AC12"
"27429","ChAd (V2, D1)","RNA5SP352"
"27430","ChAd (V2, D1)","BOLA2-SMG1P6"
"27431","ChAd (V2, D1)","BCL2L14"
"27432","ChAd (V2, D1)","MT2A"
"27433","ChAd (V2, D1)","RNU6-1176P"
"27434","ChAd (V2, D1)","RABGAP1L-IT1"
"27435","ChAd (V2, D1)","SNORA11"
"27436","ChAd (V2, D1)","RPS2P36"
"27437","ChAd (V2, D1)","VIPR2"
"27438","ChAd (V2, D1)","RPL17P28"
"27439","ChAd (V2, D1)","UBBP4"
"27440","ChAd (V2, D1)","TRAV8-4"
"27441","ChAd (V2, D1)","CFAP58-DT"
"27442","ChAd (V2, D1)","RN7SKP80"
"27443","ChAd (V2, D1)","PRRG4"
"27444","ChAd (V2, D1)","SCARNA22"
"27445","ChAd (V2, D1)","RNU2-6P"
"27446","ChAd (V2, D1)","RN7SL3"
"27447","ChAd (V2, D1)","CDC42EP2"
"27448","ChAd (V2, D1)","CACNA1A"
"27449","ChAd (V2, D1)","HES6"
"27450","ChAd (V2, D1)","KIAA1958"
"27451","ChAd (V2, D1)","SFRP1"
"27452","ChAd (V2, D1)","RBFOX2"
"27453","ChAd (V2, D1)","SLC6A12"
"27454","ChAd (V2, D1)","TRIM38"
"27455","ChAd (V2, D1)","RNU7-195P"
"27456","ChAd (V2, D1)","BACH1-IT3"
"27457","ChAd (V2, D1)","SDAD1P2"
"27458","ChAd (V2, D1)","RNVU1-28"
"27459","ChAd (V2, D1)","LINC00937"
"27460","ChAd (V2, D1)","RNA5-8SN2"
"27461","ChAd (V2, D1)","IFI16"
"27462","ChAd (V2, D1)","RPS3AP32"
"27463","ChAd (V2, D1)","MTDHP1"
"27464","ChAd (V2, D1)","ABTB2"
"27465","ChAd (V2, D1)","DDX10P1"
"27466","ChAd (V2, D1)","LAMP3"
"27467","ChAd (V2, D1)","DISC1"
"27468","ChAd (V2, D1)","MIR222HG"
"27469","ChAd (V2, D1)","LY6E-DT"
"27470","ChAd (V2, D1)","RPL21P46"
"27471","ChAd (V2, D1)","LINC02362"
"27472","ChAd (V2, D1)","MMADHCP2"
"27473","ChAd (V2, D1)","SNORD89"
"27474","ChAd (V2, D1)","LNMICC"
"27475","ChAd (V2, D1)","CD209"
"27476","ChAd (V2, D1)","GBP4"
"27477","ChAd (V2, D1)","RPS15AP38"
"27478","ChAd (V2, D1)","EIF4A1P2"
"27479","ChAd (V2, D1)","TNFAIP6"
"27480","ChAd (V2, D1)","CCDC74BP1"
"27481","ChAd (V2, D1)","WARS1"
"27482","ChAd (V2, D1)","GRIK4"
"27483","ChAd (V2, D1)","EEF1A1P9"
"27484","ChAd (V2, D1)","MIR4736"
"27485","ChAd (V2, D1)","SCARF1"
"27486","ChAd (V2, D1)","RPL21P1"
"27487","ChAd (V2, D1)","CLEC4A"
"27488","ChAd (V2, D1)","HSPA7"
"27489","ChAd (V2, D1)","FXYD7"
"27490","ChAd (V2, D1)","CERCAM"
"27491","ChAd (V2, D1)","RASGRF1"
"27492","ChAd (V2, D1)","LINC00469"
"27493","ChAd (V2, D1)","MOCS1"
"27494","ChAd (V2, D1)","TMEM132E"
"27495","ChAd (V2, D1)","LINC01359"
"27496","ChAd (V2, D1)","RNU6-1"
"27497","ChAd (V2, D1)","RPL13AP7"
"27498","ChAd (V2, D1)","IGHEP2"
"27499","ChAd (V2, D1)","THRAP3P3"
"27500","ChAd (V2, D1)","C1QTNF7-AS1"
"27501","ChAd (V2, D1)","AGRN"
"27502","ChAd (V2, D1)","RN7SKP71"
"27503","ChAd (V2, D1)","PAIP1P1"
"27504","ChAd (V2, D1)","MARCO"
"27505","ChAd (V2, D1)","ALMS1P1"
"27506","ChAd (V2, D1)","MIR7150"
"27507","ChAd (V2, D1)","H4C1"
"27508","ChAd (V2, D1)","PALM"
"27509","ChAd (V2, D1)","HMGB1P3"
"27510","ChAd (V2, D1)","SNORA5A"
"27511","ChAd (V2, D1)","SNORA5C"
"27512","ChAd (V2, D1)","CD320"
"27513","ChAd (V2, D1)","PSME2P1"
"27514","ChAd (V2, D1)","UPF3AP3"
"27515","ChAd (V2, D1)","DNAJC19P5"
"27516","ChAd (V2, D1)","SNORA7B"
"27517","ChAd (V2, D1)","MS4A14"
"27518","ChAd (V2, D1)","RUFY4"
"27519","ChAd (V2, D1)","PSORS1C3"
"27520","ChAd (V2, D1)","NUB1"
"27521","ChAd (V2, D1)","MIR3609"
"27522","ChAd (V2, D1)","RNA5-8SN3"
"27523","ChAd (V2, D1)","ETV7-AS1"
"27524","ChAd (V2, D1)","SRGAP2C"
"27525","ChAd (V2, D1)","MLKL"
"27526","ChAd (V2, D1)","RNA5SP215"
"27527","ChAd (V2, D1)","RNA5SP225"
"27528","ChAd (V2, D1)","HNRNPA1P53"
"27529","ChAd (V2, D1)","HBA1"
"27530","ChAd (V2, D1)","COPG2IT1"
"27531","ChAd (V2, D1)","BOK"
"27532","ChAd (V2, D1)","HBA2"
"27533","ChAd (V2, D1)","RNA5SP383"
"27534","ChAd (V2, D1)","POC1B-GALNT4"
"27535","ChAd (V2, D1)","SPINT1-AS1"
"27536","ChAd (V2, D1)","RNA5SP68"
"27537","ChAd (V2, D1)","PARP14"
"27538","ChAd (V2, D1)","SEC11B"
"27539","ChAd (V2, D1)","CHDH"
"27540","ChAd (V2, D1)","CXCL10"
"27541","ChAd (V2, D1)","TTC26"
"27542","ChAd (V2, D1)","ZNG1C"
"27543","ChAd (V2, D1)","OR52K1"
"27544","ChAd (V2, D1)","RND1"
"27545","ChAd (V2, D1)","RNU1-67P"
"27546","ChAd (V2, D1)","FAP"
"27547","ChAd (V2, D1)","ENSG00000269028"
"27548","ChAd (V2, D1)","CBX3P10"
"27549","ChAd (V2, D1)","IFIH1"
"27550","ChAd (V2, D1)","SNHG25"
"27551","ChAd (V2, D1)","HYMAI"
"27552","ChAd (V2, D1)","H2AC4"
"27553","ChAd (V2, D1)","NACA3P"
"27554","ChAd (V2, D1)","GBP3"
"27555","ChAd (V2, D1)","RPL13AP6"
"27556","ChAd (V2, D1)","NXN"
"27557","ChAd (V2, D1)","C1QB"
"27558","ChAd (V2, D1)","MIR320E"
"27559","ChAd (V2, D1)","UNC93B7"
"27560","ChAd (V2, D1)","SAMD9L"
"27561","ChAd (V2, D1)","ASTN2"
"27562","ChAd (V2, D1)","RPL7AP62"
"27563","ChAd (V2, D1)","DBNDD1"
"27564","ChAd (V2, D1)","RPL7P18"
"27565","ChAd (V2, D1)","ABHD17AP6"
"27566","ChAd (V2, D1)","RNU6-9"
"27567","ChAd (V2, D1)","RNU6ATAC"
"27568","ChAd (V2, D1)","IRF1-AS1"
"27569","ChAd (V2, D1)","TFEC"
"27570","ChAd (V2, D1)","RN7SL655P"
"27571","ChAd (V2, D1)","NTNG2"
"27572","ChAd (V2, D1)","GPR68"
"27573","ChAd (V2, D1)","MSR1"
"27574","ChAd (V2, D1)","RN7SL851P"
"27575","ChAd (V2, D1)","RNF213-AS1"
"27576","ChAd (V2, D1)","SNORD15B"
"27577","ChAd (V2, D1)","SRGAP2"
"27578","ChAd (V2, D1)","SEPTIN4"
"27579","ChAd (V2, D1)","RPSAP12"
"27580","ChAd (V2, D1)","RNA5SP145"
"27581","ChAd (V2, D1)","TRIM6"
"27582","ChAd (V2, D1)","VAMP5"
"27583","ChAd (V2, D1)","SRGAP2D"
"27584","ChAd (V2, D1)","XXYLT1-AS2"
"27585","ChAd (V2, D1)","FTH1P12"
"27586","ChAd (V2, D1)","PNPT1"
"27587","ChAd (V2, D1)","HES4"
"27588","ChAd (V2, D1)","MTND6P5"
"27589","ChAd (V2, D1)","PTGDR"
"27590","ChAd (V2, D1)","NDUFB8P2"
"27591","ChAd (V2, D1)","PTPRU"
"27592","ChAd (V2, D1)","RNU5A-1"
"27593","ChAd (V2, D1)","SLC1A3"
"27594","ChAd (V2, D1)","NEAT1"
"27595","ChAd (V2, D1)","EEF1A1P13"
"27596","ChAd (V2, D1)","RPL34P34"
"27597","ChAd (V2, D1)","OR51R1P"
"27598","ChAd (V2, D1)","ZNG1B"
"27599","ChAd (V2, D1)","TOR1B"
"27600","ChAd (V2, D1)","TRGV9"
"27601","ChAd (V2, D1)","FMR1-IT1"
"27602","ChAd (V2, D1)","PPM1K-DT"
"27603","ChAd (V2, D1)","FN1"
"27604","ChAd (V2, D1)","SP140"
"27605","ChAd (V2, D1)","RPL10P3"
"27606","ChAd (V2, D1)","INHBB"
"27607","ChAd (V2, D1)","SCARNA21"
"27608","ChAd (V2, D1)","RSAD2"
"27609","ChAd (V2, D1)","BACH1-IT1"
"27610","ChAd (V2, D1)","C21orf91-OT1"
"27611","ChAd (V2, D1)","ACOT9"
"27612","ChAd (V2, D1)","DOK7"
"27613","ChAd (V2, D1)","RMI2"
"27614","ChAd (V2, D1)","NRIR"
"27615","ChAd (V2, D1)","FRMD3"
"27616","ChAd (V2, D1)","RNU6-1294P"
"27617","ChAd (V2, D1)","RNU6-1316P"
"27618","ChAd (V2, D1)","RN7SKP26"
"27619","ChAd (V2, D1)","MIR130AHG"
"27620","ChAd (V2, D1)","MIR142HG"
"27621","ChAd (V2, D1)","RNU6-33P"
"27622","ChAd (V2, D1)","NEXN"
"27623","ChAd (V2, D1)","RNU6-36P"
"27624","ChAd (V2, D1)","SPATA45"
"27625","ChAd (V2, D1)","RPL7AP11"
"27626","ChAd (V2, D1)","PSMD6-AS1"
"27627","ChAd (V2, D1)","RNU6-4P"
"27628","ChAd (V2, D1)","RPS3AP47"
"27629","ChAd (V2, D1)","DHRS9"
"27630","ChAd (V2, D1)","RPL7AP50"
"27631","ChAd (V2, D1)","EPB41L3"
"27632","ChAd (V2, D1)","FCGR1BP"
"27633","ChAd (V2, D1)","RN7SL368P"
"27634","ChAd (V2, D1)","CIBAR1"
"27635","ChAd (V2, D1)","RAB36"
"27636","ChAd (V2, D1)","BACH1-IT2"
"27637","ChAd (V2, D1)","SCUBE2"
"27638","ChAd (V2, D1)","SNORA74A"
"27639","ChAd (V2, D1)","ZBP1"
"27640","ChAd (V2, D1)","SNORA79B"
"27641","ChAd (V2, D1)","NASPP1"
"27642","ChAd (V2, D1)","CIR1"
"27643","ChAd (V2, D1)","SIGLEC1"
"27644","ChAd (V2, D1)","PHF11"
"27645","ChAd (V2, D1)","ITGB4"
"27646","ChAd (V2, D1)","FAM72A"
"27647","ChAd (V2, D1)","RNY1P12"
"27648","ChAd (V2, D1)","MIR3648-1"
"27649","ChAd (V2, D1)","TMSB4XP4"
"27650","ChAd (V2, D1)","RAB24"
"27651","ChAd (V2, D1)","SNORD17"
"27652","ChAd (V2, D1)","RNA5SP141"
"27653","ChAd (V2, D1)","TIMM10"
"27654","ChAd (V2, D1)","RNA5SP149"
"27655","ChAd (V2, D1)","TOB1-AS1"
"27656","ChAd (V2, D1)","SNORD3A"
"27657","ChAd (V2, D1)","SLC16A2"
"27658","ChAd (V2, D1)","LIM2"
"27659","ChAd (V2, D1)","CDHR1"
"27660","ChAd (V2, D1)","RNA5SP372"
"27661","ChAd (V2, D1)","KCTD9P1"
"27662","ChAd (V2, D1)","GRAMD1B"
"27663","ChAd (V2, D1)","RNA5SP82"
"27664","ChAd (V2, D1)","VWA3B"
"27665","ChAd (V2, D1)","LINC02471"
"27666","ChAd (V2, D1)","DTX3L"
"27667","ChAd (V2, D1)","LINC03016"
"27668","ChAd (V2, D1)","MIR101-1"
"27669","ChAd (V2, D1)","FDPSP3"
"27670","ChAd (V2, D1)","RPS29P14"
"27671","ChAd (V2, D1)","SUB1P1"
"27672","ChAd (V2, D1)","CXCL11"
"27673","ChAd (V2, D1)","RPS18P12"
"27674","ChAd (V2, D1)","LYPD3"
"27675","ChAd (V2, D1)","ZNG1DP"
"27676","ChAd (V2, D1)","WNT3"
"27677","ChAd (V2, D1)","SP110"
"27678","ChAd (V2, D1)","ADAMTS1"
"27679","ChAd (V2, D1)","CTRL"
"27680","ChAd (V2, D1)","OR56B2P"
"27681","ChAd (V2, D1)","SCARNA8"
"27682","ChAd (V2, D1)","CHMP5"
"27683","ChAd (V2, D1)","LINC00482"
"27684","ChAd (V2, D1)","ATP5MGP1"
"27685","ChAd (V2, D1)","HCN2"
"27686","ChAd (V2, D1)","RPL3P7"
"27687","ChAd (V2, D1)","ISG15"
"27688","ChAd (V2, D1)","RNU7-40P"
"27689","ChAd (V2, D1)","NRN1"
"27690","ChAd (V2, D1)","NYAP1"
"27691","ChAd (V2, D1)","FGL2"
"27692","ChAd (V2, D1)","RPL4P5"
"27693","ChAd (V2, D1)","LINC02033"
"27694","ChAd (V2, D1)","HNRNPKP2"
"27695","ChAd (V2, D1)","REC8"
"27696","ChAd (V2, D1)","GNB4"
"27697","ChAd (V2, D1)","SF3A3P1"
"27698","ChAd (V2, D1)","IFIT5"
"27699","ChAd (V2, D1)","DAPK1-IT1"
"27700","ChAd (V2, D1)","CARD17P"
"27701","ChAd (V2, D1)","RPSAP4"
"27702","ChAd (V2, D1)","AATBC"
"27703","ChAd (V2, D1)","SNORA47"
"27704","ChAd (V2, D1)","SPATS2L"
"27705","ChAd (V2, D1)","DDX60L"
"27706","ChAd (V2, D1)","PRSS30P"
"27707","ChAd (V2, D1)","RPL21P51"
"27708","ChAd (V2, D1)","CPT1B"
"27709","ChAd (V2, D1)","SOCS1"
"27710","ChAd (V2, D1)","DHX58"
"27711","ChAd (V2, D1)","MMP15"
"27712","ChAd (V2, D1)","TTC21A"
"27713","ChAd (V2, D1)","RPL22P2"
"27714","ChAd (V2, D1)","GK-IT1"
"27715","ChAd (V2, D1)","RN7SL834P"
"27716","ChAd (V2, D1)","RPL23AP74"
"27717","ChAd (V2, D1)","RNY4P7"
"27718","ChAd (V2, D1)","NBN"
"27719","ChAd (V2, D1)","FAM72D"
"27720","ChAd (V2, D1)","HERC5"
"27721","ChAd (V2, D1)","MTND4P14"
"27722","ChAd (V2, D1)","FAM156B"
"27723","ChAd (V2, D1)","LINC02287"
"27724","ChAd (V2, D1)","RPSAP61"
"27725","ChAd (V2, D1)","GOLGA8T"
"27726","ChAd (V2, D1)","FBXO39"
"27727","ChAd (V2, D1)","RPS12P4"
"27728","ChAd (V2, D1)","SNORD46"
"27729","ChAd (V2, D1)","CALHM6"
"27730","ChAd (V2, D1)","SNORA63D"
"27731","ChAd (V2, D1)","LINC02974"
"27732","ChAd (V2, D1)","PODN"
"27733","ChAd (V2, D1)","PRLR"
"27734","ChAd (V2, D1)","TMEM238"
"27735","ChAd (V2, D1)","FGFBP2"
"27736","ChAd (V2, D1)","ADAMTSL4-AS2"
"27737","ChAd (V2, D1)","MATCAP1"
"27738","ChAd (V2, D1)","CDCA4P4"
"27739","ChAd (V2, D1)","PGAP1"
"27740","ChAd (V2, D1)","RNU6-28P"
"27741","ChAd (V2, D1)","HCG4"
"27742","ChAd (V2, D1)","TDRD7"
"27743","ChAd (V2, D1)","SCARB2"
"27744","ChAd (V2, D1)","MT-TA"
"27745","ChAd (V2, D1)","TMEM268"
"27746","ChAd (V2, D1)","SPON2"
"27747","ChAd (V2, D1)","RPS3AP43"
"27748","ChAd (V2, D1)","RPL11P3"
"27749","ChAd (V2, D1)","RIPK4"
"27750","ChAd (V2, D1)","LINC02798"
"27751","ChAd (V2, D1)","HOPX"
"27752","ChAd (V2, D1)","IFIT3"
"27753","ChAd (V2, D1)","DPRXP4"
"27754","ChAd (V2, D1)","FCGR1CP"
"27755","ChAd (V2, D1)","KLHDC9"
"27756","ChAd (V2, D1)","TXNDC2"
"27757","ChAd (V2, D1)","CDHR5"
"27758","ChAd (V2, D1)","ENTPD2"
"27759","ChAd (V2, D1)","RSPH9"
"27760","ChAd (V2, D1)","PIGR"
"27761","ChAd (V2, D1)","ZMYND12"
"27762","ChAd (V2, D1)","DAP3P1"
"27763","ChAd (V2, D1)","SLFN12"
"27764","ChAd (V2, D1)","RNA5SP307"
"27765","ChAd (V2, D1)","RPS3AP20"
"27766","ChAd (V2, D1)","SMCHD1"
"27767","ChAd (V2, D1)","SLAMF8"
"27768","ChAd (V2, D1)","SAT1"
"27769","ChAd (V2, D1)","RN7SL124P"
"27770","ChAd (V2, D1)","NMUR1"
"27771","ChAd (V2, D1)","GARIN4"
"27772","ChAd (V2, D1)","OAS3"
"27773","ChAd (V2, D1)","SNORA54"
"27774","ChAd (V2, D1)","NUDT16-DT"
"27775","ChAd (V2, D1)","CMPK2"
"27776","ChAd (V2, D1)","MT-TS2"
"27777","ChAd (V2, D1)","LAP3"
"27778","ChAd (V2, D1)","RPL7P6"
"27779","ChAd (V2, D1)","PSME2P2"
"27780","ChAd (V2, D1)","TRIM36"
"27781","ChAd (V2, D1)","UBE2L6"
"27782","ChAd (V2, D1)","TSNAX-DISC1"
"27783","ChAd (V2, D1)","SNORD94"
"27784","ChAd (V2, D1)","RRAS2P1"
"27785","ChAd (V2, D1)","MIR548K"
"27786","ChAd (V2, D1)","COLGALT2"
"27787","ChAd (V2, D1)","LINC02068"
"27788","ChAd (V2, D1)","H3C1"
"27789","ChAd (V2, D1)","TMSB4XP1"
"27790","ChAd (V2, D1)","PDCD1LG2"
"27791","ChAd (V2, D1)","CDC27P1"
"27792","ChAd (V2, D1)","ARAP1-AS2"
